# colors_mcd20.0_mld5.0_nc6_cvd100_minj40_maxj80_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0045ff 60639d 876d6f 99c2e4 aaaa8a e93f23
5b9eee 7241f1 912b74 bdbcca d92f53 fe8925
5b9fda 646e80 7e02de b26a54 b8bfa9 ff870e
5b9ffb 7335de a1c3ae a4825b b13778 f68b00
5ba146 9459ff 97588f a90917 ba9ee5 eca8a4
5ba2f4 6249b9 9f7e99 c7bbc8 cb0751 fa817d
5ba6f3 953247 9d26e5 aec4d0 d5a83a f52a8f
5bacdf 7248e4 7f4468 b4c3c0 c6b00a cc6e62
5bb191 725f79 c7b0da c839df cb2c41 fe841c
5bb1ea 5f59f2 5f8b11 705b4e c5b598 d2649c
5bb371 69797d 9938b1 a0232f b8c90e e08ec5
5bb7eb 657220 8d3b7e 975bf9 aa8397 f89f42
5bbad2 60706d 9e2f1b 9f59f3 a58a21 fd9f9b
5bbbe9 607a82 963c22 ae4afa b9c48c bf7d05
5bbd4e 707c7c 883d8e c2b8cf cb001a e14fe6
5bbdb7 708a6f 834f87 c92a12 e4b23a e82afe
5bbee1 745bfd 964522 b0c4b6 b39059 e61d8f
5bc4b3 787a89 8e1ea7 aacd6d cd62ff f52b22
5bc5db 5d25fb 8b7216 9468f5 b22365 dd8a81
5bc746 6d55eb 785a3a a58bdf dc3d8a deb0ba
5bc76b 812fe9 8b8490 a15f4d c3bccd d271f6
5bc839 837f88 8a25c9 b84344 b9bfb9 cc7bde
5bcb81 5c621e 5f8989 9d36b9 bcbfd0 c27fe8
5bd4dc 705f78 992e2f c4aa7d e439e5 e83301
5bd4e4 7c24f9 8988fa b0b398 bf2f74 e48826
5bd8bf 6d54d9 87470a 968364 9a93e3 e2a13b
5bde19 7f4e35 7f64fe ae98df b88a6b c12180
5bdf1e 745a7b 99a1a4 c4393a ca02f4 de8bf4
5bdf3b 6658dc 778820 7f4c52 aeacd2 b8868a
5c25fd 717d6a 9d4391 c9b9d0 dd71fa ef5d16
5c28fa 76a1c6 7d57a1 b0a696 cf3f44 f2a125
5c29f6 608d84 78cadc 8364ac a24313 e5900d
5c34fd 60be93 a06fe7 b0327d bfb9f2 c88d06
5c3af5 7c5c9b 85d27e 909790 a46806 e286da
5c3ed7 826ca5 a4463a b7a6e0 fa4c01 fda57f
5c49b0 639cfa 726062 b55422 ddafc4 f98434
5c49b0 7b9122 8d5b6f 9084ff a7cb73 d187ad
5c4fdc 8ab285 9c5682 aa81dd d5ba0b e52324
5c51a4 8e5568 8ebab3 bec65b d1421b d972f0
5c52a1 80adb7 845c6b a674f6 d0bd7b da0725
5c5573 69af9e 6b49fe 9b7bc8 ba5f2f d0aa19
5c566e 606acf 78b990 85593b 9e94b2 eab231
5c585e 808f8d 991bcf 9dc8d4 b75423 bbad40
5c5968 958995 b92c1c b935e1 bebae8 ee814a
5c5b7a 7cb8b4 896d63 bdc56c d75af4 db5a14
5c5bc3 777b34 8cc6ec 952862 bbad76 c56b92
5c5d4f 63cdf9 795ef2 96be1e 985702 e1699c
5c5e14 618f7f 8fcfb5 aa3eb4 bb9dec e47d34
5c602f 60d7ba 798e7c 9200ff d39b2a fb2abe
5c6073 61a1bf 907e68 b2c4bd b40fd9 d8a31e
5c617c 80c09a a619e5 b983e7 d24e25 eeb40b
5c61cd 6f4f5c 8f877e 98b0c4 c84a1f d0b78e
5c6366 86bf9f a305f9 e7b724 f0160b f949cf
5c65fc 76907a 78b8fb a02e8c c2bdc3 d28e27
5c6977 8413c5 8c90fd ae6645 b1aabb f8a87e
5c6b40 8fb3cc 9575e1 976586 e6aa95 f77005
5c6d41 67a980 7e4468 9c71c0 bdb9d9 f48a09
5c7078 7739a7 8baba3 ad7de3 d23418 e8a63b
5c7078 77d0d5 989c8d 9b3c21 af48de ea981e
5c75d9 685b35 88bfa5 b32979 cbb3fb d48c07
5c7601 764489 8a5afd 9cc0be a5a828 c5667a
5c778a 77bb9f 983429 ac87ea bd7930 d6bf14
5c77fb 645f8b 64d44c 919781 a15e1c d090c4
5c78aa 5e595f 71c19e b63117 c6b2f9 e77c2b
5c7a8a 9c334f a2b1ca d2bb7f e935fb ee2d21
5c7a8e 76be4e 790fe4 90551b ddaab8 f53bf2
5c7a8e 7dc7f3 954b41 a8aaa7 a957f5 be9410
5c7c38 7330ce 80af93 9a6bae d7aeed fb9101
5c7c43 727eff 7a4594 89c9fe b8b467 e769a1
5c7cc5 6fd0e4 726b75 844e1c 9aad9c bf8616
5c7ee4 766e7f 8a4c37 8abffd a2a5a5 c8823d
5c801d 754f54 8a17fe 98b482 d754ce d8accb
5c819d 5cb4fd 8c20fc a51e07 b3756c f4ab18
5c81dd 676a77 91ad8c a21a36 dc6c20 dca7da
5c8220 8ecae2 93458b 9e6ff0 a9b93b e26d9b
5c8553 684f83 8eba95 9f7c97 dcabe2 ea38fd
5c858a 884247 9908ff aaaaf1 d1bd85 dd5d28
5c86d1 7c6c7e 983740 a0c5e3 c89f88 f95a00
5c8768 8218f2 99bfa6 b966f8 cd060b dd9221
5c878d 6747a6 a16ef5 a44a01 d1a5e7 d68310
5c88e8 6814f9 827288 934e3f 9fc3df c08d53
5c8fc5 665874 8039fe 8eb50d 9f6e4c d9aa9f
5c9279 6145cf a477fd acbcf2 b2411b e08c17
5c93c0 695843 813fff a6c6cf b85d00 da9868
5c9581 7f66b7 834f17 8ad2a7 ba9cd1 e27817
5c9888 6718fd 7d5593 a95e2d d8a7f1 f68d33
5ca3fe 622af6 8a4d94 918f97 d7ac79 de2926
5ca471 88417c a152f7 a4d205 be281a ca96cb
5ca900 6b60d4 897b8d 934449 b6c3ad d28cf4
5caba1 6c4ae7 707958 7c4379 cbbf72 fa69f7
5caec7 746d0b 9a55fb 9b2063 9dc04f e05083
5caefa 7258a7 98969d 9f1c53 b76c41 dfb124
5cb4e8 616b72 824810 a9957d aa31e9 f5ac3a
5cb8d1 6372b9 7b5446 90918b c26300 eca450
5cb8fd 708b9e 9f16cf a61904 c5b8b6 e76f48
5cbdfe 6787a3 943df9 9c4331 d9b3ba dd7358
5cc0aa 70505a 8c3aef c0c45b cc79df da4639
5cc2c8 5f66b0 89414d a5d11e dc2b02 ed757d
5cc477 6a4996 6e8678 ba79c8 bfbbc9 d01c05
5cc49f 6d6dcf 7d4671 b92b2a e5a5f3 f37434
5ccab7 6e7776 7a3e95 b578f0 ba271d df8c59
5cd1e7 6b7762 9703ac 98ad94 a672a3 de781b
5cd5c8 645741 7e8897 a61ed4 b48f3a ff52fe
5cd6d4 605857 6f957d b352a7 bbaf10 c72609
5cd790 6f4ccd 96658a 9887fb c3a2bd e8490b
5cd7c8 72985c 74545a b58cfb bc2e9f ccad01
5cd8bb 7245e0 942671 95bb55 c180c0 d4064a
5cdaab 669e27 676664 923a11 b71ae7 b89ffa
5cdb98 5e60a9 919db3 b3726f d62c00 ff8817
5cdd64 607079 8430b5 adaeaa cc6adb dd3d2b
5cdf36 6945ef 76915e 965f91 992f16 de93c7
5cdf3c 725300 8fa586 9d49ea b80d7a d79acd
5d22ff 6e7979 8ec0ab 9d4a0c bd6bf0 ea802b
5d23fd 609b17 6c664e 89cbbe c789f6 d60e93
5d27f8 6c667b 8592e7 9d683c ada3ae ee9e73
5d32f5 70608e aa7579 dc0223 e79af2 fc850d
5d33fd 697f83 9c5328 a7c8b3 c69cd1 dd834d
5d3dd8 687160 6ec963 b37cbb c4bdc4 df3305
5d41cd 6b8bf7 6c6c04 8ab258 bd4a83 caa5c4
5d42c5 6d636b 81bfd6 9275fc a6653d a6a592
5d46c9 789ce8 a64f6b aeacad ea341f ffa65b
5d48c1 6ad4d0 809b89 92709f b73530 db973e
5d49c6 5e8ff9 ac6790 b7bfae ca1a40 fd7f1a
5d4f9e 8b9ee5 8e5264 c0c23e d22810 f2889d
5d4fe6 649fef 8b7c8a c7b4c4 cf0f45 f08674
5d50a8 6389ff 867c84 86bb67 b14516 eda1d4
5d529d 71bd89 967b93 a8533b d6a5e7 f66702
5d52fc 6b5371 6c9c86 b0cc3c dc3818 e77bd2
5d539b 87c1c9 9b85e4 ab7285 c01e16 ff742b
5d54a2 71bfa8 8e7268 9a8bcf c41f09 e3b34c
5d54e9 625775 6bc02d a689ea bf4b4c daa6b0
5d5774 705bfa 9f4a29 a6b6ff ae857e fd771b
5d57d3 79718c 814543 b09deb cd6940 f0a8a4
5d595b 7e2cfd 81b672 b472ca c25109 c5b7c8
5d59d6 94c8b5 9a6084 a8112a b6a0d7 ee5360
5d5b3a 5eab96 9761f3 a04189 daa8f2 fa8122
5d5bca 88d291 8b755f a10b6e cc9ecf dd7f10
5d5bcd 689de2 7d501f afc4c6 b5ab53 c95c80
5d5c21 609ff7 71993f 8234e2 af568c c3bbd1
5d5c21 6dbc7a 825afc 954586 b684a4 c8b2fc
5d5c5b 7fa6d9 949192 9e5d13 b137fc e7af63
5d5c69 5e8bdf 9cc4f5 b0ada9 b23d10 ef7551
5d5d33 677bf0 a6b9fc b1a8a9 b53380 d58731
5d5d6a 73b79f 7a5bfe a07db4 b33927 efaf24
5d5e0f 8542e1 8db89e ab608a ae8ae4 dbbb38
5d5e53 8162fd 8e9425 975290 c9b1fb e28ba5
5d5f43 5dad89 a441b8 bca0f8 d25f00 dbbb3b
5d5f77 609885 95751d 9f01ff aec782 fc42d0
5d5fcd 7b4d39 8aa4fc ac8e9e c36009 fd9c10
5d604c 6ab8f6 7fa35a aa3ae0 d44c90 d8b0b9
5d6058 72ab91 b3b342 ce3faf d10401 fc95e4
5d60be 917061 93abc3 ac0800 f7a282 f94100
5d60d6 6db9e5 837380 9d3429 c2beb6 c6825b
5d612c 6378ea 809721 8bbaf4 b23486 c5848f
5d61a7 7fbfab 8b4101 ab8bf7 ccc252 eb175d
5d63b8 8c737a 96a5d8 9c3719 c7b498 f65911
5d64ea 676653 893476 9c9bff c3acc0 ff480a
5d650c 6f57d2 71b9c7 86a02d c93876 d7b89a
5d6652 7dd3b1 87a840 a54b91 a744ff f17de4
5d6793 724e54 a078ff ccacce d61f04 ec7284
5d68e9 62a902 92412a ae9be0 e72981 e7aa90
5d69b4 67abf6 6a565d b4c14e b88196 d14318
5d6b71 61df33 658ceb 7b33bd b8aeb3 c45333
5d6c85 85b3a2 a80044 b42eef f0b22e fa234c
5d6d78 8b0fbd 96ac9e cabd3c d32d00 d468d4
5d6f03 7459f3 7ecfb9 9d1c64 9f83ad f88a46
5d6f28 7a4a63 7eb8f6 a7d024 af8b95 c30db4
5d7077 8c21c5 9ad072 c2a5c2 dc4dff e02c28
5d71f8 61c79b 912a8a 918ab1 bd9d02 c22138
5d73ca 7a6447 7cb2f4 982471 b5c0b1 d78632
5d73f7 6e5951 888aa4 88d0c0 b94300 d49251
5d7568 63b381 986ba9 a13d12 b0abc5 e4b511
5d768f 8c1af2 908566 923918 95c8ce fd7e03
5d76f7 69554b 809448 9baee9 be1593 e3afac
5d7718 7337c1 79b40a 9d74f6 a7618a fd93b5
5d7784 7bb69c 923944 b677ec de541b e8b70e
5d77d0 5e6e3a a2096b bbaff3 bea926 e86383
5d7901 68a5f5 9427b2 babec5 d7517b d9a339
5d7a6f 815b15 8acfc3 96a256 b142f9 ea7ef0
5d7c85 7cafd5 a35dfb b40f2c b6c198 cf790e
5d7c88 6c43a7 a1453e a170e9 d6aee0 f6862b
5d7f5a 6dbe95 93368c ae5afa c38d15 c8b4f8
5d8100 6a14f9 85cfd3 a066e6 b61864 f29182
5d8280 8f1c9b abc0e2 ba1641 bda980 ca45ee
5d831a 78bae6 804d6e a18b90 cd0ef9 fba76f
5d8411 72c01d 744f4e 8c07ff e039b0 f8a1b1
5d85b1 656e30 8806c7 99c7e2 a7bb3b c68e91
5d8841 68575f 8c1aff 92c23e c860d7 dcafd4
5d887b 655384 ad61ff aeb5c5 b14a0e cc9a4b
5d8997 7bbfe3 8a52d6 983d3b a0a082 fb3e0c
5d8ce4 628028 7806ef 9f3c84 abc134 f86b96
5d8e10 68dc07 7b605a 7c13de d8968f ec31b5
5d8ec6 67d0fc 7b2fcf aaaeaf b88e3d bc2e54
5d91af 8430e5 96b91e 996e4e 9d1762 e3b1a5
5d92b6 7dccfd 8810f0 9f606f a8b1ac ef7642
5d94a0 785e5a 8b5aed a41a02 a6c6bb da9c55
5d967e 652fe6 9aa422 9d5f9d ac3f2b f490f8
5d9bc9 6023fb 9e4d7a b3c3c7 d9a46f e03b06
5d9e8d 7f2fff 915ea6 9d2850 d5a6f7 df8117
5da99e 7b5bb5 8e345f c7b3f9 d63f55 d6a23b
5dac90 69605e ac45ba adcd22 e281f0 e6370b
5db51f 8001fa 857295 ae464a bbb9c3 ef76f6
5db5ed 646eb5 824e63 a0ca77 a88d90 e22936
5db7fd 724985 885df9 b07390 b23b17 b9bf81
5dbd93 779007 7a5336 8d51e8 aec83a c280c0
5dbdf5 767188 ac2147 c81efd c9babb f74f21
5dbe13 605b53 889175 a93cf4 b63d05 ed9bc1
5dbe32 733aac 777f83 93503e b36ccf bcbcb9
5dc3a2 9b74fd 9c5494 ac2d40 ccafe9 f9693d
5dc421 685469 6c8748 8a28fe cf5fc7 d2b6a7
5dc958 91448a 9664f8 c2b5f8 c92740 da7ca0
5dc993 7c525c 8342f4 be82cf e34c09 ffa91a
5dca01 838644 9e34d9 a03165 b9bdb6 d17bd1
5dcbfc 7736fb 893a69 958795 da986e df081e
5dcc3f 737d84 933f22 992bd3 cdb7cb d96be8
5dcd5c 745eae 854c57 bb88fd c57997 df210f
5dd1f7 6f5d63 7c91a4 b633fd c62f13 d49064
5dd2a5 967b7f 9b8ee0 9d2580 d20815 f38b36
5dd2ec 5f6b86 9bb0a6 a01b42 a63cf0 d97f4e
5dd3c0 5e70c7 848088 a13b38 aea3f8 cc7f3b
5dd7bf 6f580c a72dff b0af55 bf016d d670da
5dd8a5 676779 8e3d1b a5a3be a94ae7 de6a4a
5ddc8d 636965 923c06 acb2bd b728ec dd6d21
5ddf41 669d43 815964 8c48fe 983304 d2a0bc
5e20fe 656a78 a0bfd6 a463e6 b65444 da9c37
5e26f9 65657c 81b970 a962e0 c83421 ff89c8
5e28f6 6f7d6f 78acbd a1378b bf872c c6bea0
5e2af5 60cf28 708604 ae1d87 b5758b b789f6
5e2efd 67dd37 9f77f2 a34579 d87ea1 e42a21
5e32e8 748944 a74987 aac0da b36cff c6ad10
5e34ee 64b418 986ca3 b59ffe ba3259 dbb1c1
5e3ae0 617501 75be16 a47bfd c5b6b1 d72777
5e3dd5 6c96f4 6f6815 ac4d77 bbc0cb d1a872
5e41cf 6f823f a5b2b2 ac2e71 b76bbc f2ac5e
5e45c7 6d6769 8da59d c66b26 cc98ff fea91f
5e4ab8 6eade4 846251 999599 cb5e00 fca619
5e4da0 6daf86 88778e a04939 afcd3a d298de
5e4f9b 8c75fd 9e4e5d 9fbeff a196a3 e1955d
5e537e 6e7be6 999796 9ec3f4 b03a4a e09015
5e53f6 73540a 78bab6 a78be9 db4773 f9a83a
5e5479 6f989a a606eb bcc373 d54842 f55afa
5e5591 6bbf89 856369 a176e8 c45e29 daaceb
5e56ee 66883b 824673 a98291 aba6e3 f9a882
5e575e 6946ee 6dab9b c2c057 da4c22 f56df7
5e5762 6c9286 89cbcc 9a6422 a5b65b e654fa
5e57de 635a22 71940c 7ec885 ae5a82 b394ef
5e585b 7a71d8 88bf3a 998c85 a93d1d e4a6e3
5e585f 5ed0a5 697eff 9e91ad b04214 f47e3a
5e59d9 6b5077 aac48a ac575e c488d0 f74b19
5e59f3 7fa498 8973a2 96285d c3abe6 cd6c23
5e5a47 60b385 6848f9 9f7dac b4c73c b6600d
5e5b6a 89ace4 9b55ff b0898f ba462d fc9e0c
5e5d33 7bd3a2 9595b7 a325c6 de921d e3317e
5e5e60 826cf2 8fd09b 9e5c27 be88ab fa8a11
5e5f34 8a23fc 92a1a1 b56ad4 d7aef4 f58a36
5e5fa8 7bbe50 a51027 a96a75 ae81fe e7a1cc
5e6215 7d3df3 8a9e4d 9bccb2 bd6097 ce92f4
5e6469 8db4d7 a39587 a93bb3 fb132e fdab02
5e65e7 70b1fa 7f7e8e 904e3f b5bcbf d2834f
5e67ff 6d6291 923b1a 9fcca9 bd98bf d27b4a
5e6982 71dc46 938a2e 97313a 9c90f0 ed90a4
5e6b6c 6eb4fd 8608c9 97a0a5 b4783f dcba1a
5e6c64 695efe 85398c 919e9f f51702 fba459
5e6dcb 97ceaa a76e83 a81a18 c0a1cd f65036
5e6e64 773e9a a7a6c2 af66e7 c45607 fe938d
5e6f6b 7cbc7e 8e22b7 c8b8cd cc62dc dc2e0f
5e6f79 69581f 77d49a 989f1e bc25f0 ea87c8
5e717d 9c52e7 9f2a37 acb5d3 e28885 f13e0b
5e72e4 825a77 91968f a81506 e6a1e9 f47f36
5e72ff 97518e a52914 a5a6d9 eab123 ee4f66
5e746a 994cfd 9c3007 a3c5bb be90db c77c37
5e7480 675a34 75b589 9b8e0c c70be4 ea8bf4
5e7489 89a2e3 8a4a40 8a8c1b b8ca49 de9ba1
5e74c6 74636c 77da08 a2a2af a61d16 bf805b
5e758a 84544c a0b18a c66df5 ce5002 f0b12e
5e786f 8ac7a3 989e2b 9b3d05 b13cff e67ce5
5e7979 7e4b14 85cbc2 9124dc 9cb033 c46ada
5e7b88 69b0ee 8442c8 8f383f ad7b46 fca528
5e7d82 713cae 8eb9c2 cac260 de4c31 de5afc
5e7ef4 839b7e 8f577b a03314 dea1d2 ff7316
5e807c 824faa 8d4035 adcc6e ca87ca d56117
5e81bb 7011f0 71c9e8 ab3054 e68e92 f83829
5e82fb 6e7b7a 6f478b af4026 b4a4c6 e5af43
5e856e 83d1bf 845212 9d08f7 a1ba41 cd65e2
5e867d 832ca4 8bbedf a268fd a4412f b3923a
5e869a 9f1f44 a219f0 b69bf6 d86b3a ddaba9
5e877b 6f497e 9ec196 b8182d b98fcc cc7c05
5e8882 94b2f4 9d3fb0 9e2618 d9b5b8 ff6b3b
5e89ff 7a4893 a5bfd3 b4af0c c61922 da7d82
5e8dc9 6d21e7 946b6d aa3f03 c0bdbe e47d03
5e8e70 95cbbb 99479b 9aa923 b00103 e787ed
5e8f01 6e5840 74bcaf bf5af6 c41e8c c7be5a
5e8f0f 605b42 99c3de 9b3d8e aa74fa fa6f92
5e8fbc 7acdf7 82626d 983f14 b4a9aa f66a42
5e90ff 6d740a 7b1ed9 a0a293 d044a3 f3aa49
5e92df 717c6d 8228b1 b7bec9 b82614 bb973f
5e94f5 696b51 85387f 99d06a baa5b8 be6d01
5e9b85 794a8b 995afa a0a020 a94833 fa89e5
5ea18a 657828 794480 a048fe a2c839 eb76d8
5ea1f3 8b1ed6 a4640e acc6c4 d7a447 f11987
5ea27e 6b5b52 ba98dc bb11ba e83000 fea930
5ea428 6a623f a601f2 b6bfb8 d48ef2 d5318f
5ea5ed 6d59e9 7a506e aaba31 cb6269 f3a6ac
5ea9cc 603af2 a0d310 b1366f c7a197 f6061f
5eab86 6c5636 783af1 879000 b3408d e19cf9
5eabf3 75a609 775300 7961a3 bfacb4 c05268
5eadb9 6f69bf 7e546c 938e77 e13504 ff9e15
5eb222 62725f 8f357f bdbaf4 d7a0a1 e02bee
5eb29e 63728a 84532d a155f5 c38129 d8a2fa
5eb6d9 73617e 8162ed 963310 b0746c b5c552
5ebc1e 805861 9f9381 a70b0e ca0fdc f19fe3
5ebed6 765606 996bf7 b1c4a3 c29035 c64373
5ec598 758e39 881ad0 aacd16 b0356d bc7dae
5ec97e 7f0cdd 9d6189 b181ff e24a05 e4aada
5ed199 7c42ff a387c3 a71b14 a8636d fa7e21
5ed2d6 6e4ab7 9484e8 a16a7c c03408 ee8c56
5ed3d3 6a47d0 8f6f8f 9e8deb a6503a f18f65
5ed7b5 7005fb 947364 b21a8b ce92ee ea6b19
5f21fe 8c78a3 9cc7d9 a24a0b abba2d c6837f
5f2eeb 8274b4 a97d85 aeb0cf bb1135 fa5a3c
5f2eff 795b9f 9f6c31 a680ff aac993 c99bc0
5f33e3 974180 aca4f7 c4c63e d76f97 e31418
5f36eb 6a9afd 7d6387 b6603d b8c673 de97b3
5f37de 626d07 a671f4 b7b9e5 dc0c84 e69187
5f37e5 898689 8b87ff b03b16 ceafdd f07f3f
5f39dd 947085 9876f1 c11e3a d9b2d2 fb7e27
5f3ae3 7dd62b 82568e 8b9093 c9423e d08ef8
5f3ce2 71bbc4 767185 b66848 bb76ff e8b63e
5f3ed8 61ce35 688847 845884 a773ff cd87b2
5f3fef 637430 7393e1 b4bdd4 c3aa6b ca368c
5f42c0 8a677f 94c9aa b12d2a e180ef ff5b44
5f47d5 7596fb 859043 9e5873 aecd5a da93a6
5f49ff 68cef3 729e88 8468a5 a40942 caa826
5f4bfb 933a23 a2bff0 b862aa beb000 f25074
5f4cff 6a9d8c 8771b0 9e285c cdadfc f96b33
5f4d99 70d6a3 7484e7 836250 aba7c1 bb9637
5f4dd5 7f7e48 8bcf3f a180ff a34b7d c69abf
5f4fff 8471ac 92c4fd 98384d f3849a fa391c
5f527d 75ac94 a5523f a65ce3 c5b8e9 e99622
5f52bf 7c6f6d 8bcf80 9a86f7 ba9ab4 c56e28
5f52f0 5fd84c 635843 a66d0d d17ffe f72c83
5f5494 6c8f97 72ceb7 915c11 b3a945 e349fd
5f5573 6a72d2 a64218 ae9081 b7b8df f5842d
5f576d 6657da 93bafa 986957 bb9fa1 ed6207
5f57e3 744f46 787589 a2bbb9 b57807 c18ced
5f5861 728d73 81d59b 9e30ba c5a2e3 d71d1a
5f5a37 698c09 7093f1 a04b8e b7bfd8 bea783
5f5af8 61607e 9a766e a593fa e55917 f7a0ba
5f5bc0 704d66 7b9ff0 888c8f c05c30 c4b983
5f5cca 85a7b0 86716d 9d3112 c2bf98 c68000
5f5d3b 7446fc 92910c a2a5da e0048a e3ab85
5f5e09 87b8c2 8d64d6 bc0373 c17467 d9b937
5f5e59 86a7ef a28b95 a94299 e53512 eb9f70
5f5e74 6674ea 9dafe8 a1836d bcc568 d10f02
5f5ff5 9c6c94 a91131 aa9dfb de7727 e7abc2
5f60a3 78761e 854057 8ba0ca c07983 c6bc55
5f61aa 946772 9dafa7 9e2e0f d7a2f2 fe5b48
5f635d 65d851 94a38f b756a1 cc1b00 d28efc
5f6500 5f6ced 67d6c7 b3a3fb ca9217 e13a84
5f6582 65cee3 88a094 ac65ea c0441b f88b3a
5f66a2 9bc8b9 9f7279 a60e29 bb98e6 ff2424
5f675a 97d325 a526e6 aa9d92 b7640e fe71e6
5f6781 8603d2 8cbf9d a373e7 ae650b cbc42a
5f69f0 85cbeb 993048 9b7994 aab3a5 e1673e
5f6c6c 6fb2a5 7a3f92 a474d6 b2692f b7c14e
5f6d72 65b78a 7d31ae a273fa b06d25 d0a9e0
5f6e5f 6231ee 9464a0 97aca0 c76b1e fd8aee
5f6ff2 686583 8c3f2d ac8379 c4a0fa f77116
5f7020 62d4d3 700af3 819e85 a95fb3 f29129
5f7132 8831a4 89a286 ad66ff dda2d8 f58717
5f7198 794f3a 86a9c7 9f8f85 c5640c ebb166
5f71fe 76705b 853a75 96a6bd daa48b fa5102
5f72d7 666a6a 96b2f4 9c2d1a b79338 c2bfb5
5f7378 7bbecd 9ba487 ac58e9 b31436 cd7a15
5f74e1 7d6a57 9c237c 9ebd86 b992b8 e15400
5f7570 72a7c3 8a1bc2 a5d101 c4a88b ee2914
5f76c5 816509 9da1b9 a6185c e8a044 ea4a75
5f8072 6e33ca 975012 a5c894 a96dd6 e97e0c
5f8181 6b488f 905503 aac09e bd7ded fe7f27
5f8404 6e14f5 81baa9 9f4070 c356f1 ccbe17
5f847b 723db9 8c5b2b b172f0 b9bebe d69f3c
5f849b 70cdf7 8e01e9 a4ae9d b08618 c61658
5f8574 a211dc a71923 bc8beb f53300 f8a271
5f8576 7bd4aa 7d4ab8 884313 a98008 b491e1
5f88d4 6c33d0 7d6f74 a0b1ae ba230b f5623f
5f8eb7 747956 991f6a 9a05e0 a0c59f e1901a
5f8ec6 7a2bc7 837838 ac3b71 bbbb19 ef798f
5f8ffb 6a4aae 999cb1 9e5b5d e42300 fc806d
5f9139 62594c 7b42e0 86b1fc cac25c e955a0
5f9194 881fad a2c7b3 b02953 d790ed f45d0c
5f99d0 853cf9 88757b 954703 abc1c5 c5a96a
5f9fe7 858791 894431 a203ff bdbdc9 eb8851
5f9ffe 774b8e 7b3eff a4b2c0 a8835c f6ad3c
5fa297 693dd6 9973c7 b14832 d4b0e8 f79244
5fa478 790ee1 944f87 a5d131 c7a2cc cc4f08
5fa8bd 636676 a60c21 a9c379 ab48ed f23d02
5faa9d 6a7741 9b2270 b439f5 b7cc17 fa77ff
5fac60 86432e 8f3afe 927483 bbbdbc e17cd8
5face1 678a0f 9e2d4c a72adc e0a87c e44c91
5faddd 6b56b5 a75c70 adb2a1 ef342f efb125
5fb108 7d38f7 866c7f 9d2b38 b4acb1 fe8ffc
5fb490 64677b 841ebf a471fd c26232 dfa3df
5fb8f3 6a5c64 93a0a3 af34b2 d2bb46 e33701
5fba8d 708222 775059 bc029a dcade9 e048ff
5fbdc1 7a25d8 806603 957af4 ca4976 ffa350
5fbdeb 809591 88388a 8b21ff c1c189 cb542d
5fbe98 695fd4 6d4f65 9b8ab3 e33b38 eab228
5fc180 7b8989 a61797 b96afe dd021d f394d6
5fc2ae 668a29 8310de b1316b c170c7 c9c01b
5fc831 652cfe 697a2f b987e9 d9298f fba0af
5fc94f 6a5f68 85937d be4a0b d1b6ca e263e0
5fca0f 6a7101 901bbf aa8dd5 e42a78 f2a2b1
5fcd20 737407 962c50 c30bf5 e2a9ea fe5e98
5fd4e5 667c87 7c5403 a0b89f af73e8 e97b23
5fd5dd 759e8b 8533f5 97314b 9d6cb0 fd8228
5fd8b8 6994b4 8246eb 8a461c da2d74 e0a153
5fda3b 636e02 8056ee 8f3662 c290bc d75973
5fda9c 71716a 756cfa 8e3987 b0aec4 fa631e
5fdb93 6b6179 a60c2e ab3bda c0a0f6 cf652b
601bff 864e8b 9a63fd abb7fb b74a41 bd96a6
6029f6 606b52 73a4a3 9a5aab a7b22c ff83ff
6029f7 9770ea 99bde3 ac4561 c09870 e30003
602af8 73807e 81c558 be112e c26aca c8b9d5
602eed 7b793e 83b3db 986dfd ab3170 afcc53
602ef5 7789f1 7a673e bbb1d1 da2890 e1933c
6034e3 71a49e 856caf 8c5c32 c4b5fd c5aa57
6034e3 93b707 957f54 a03a78 a672ff e49bd8
6034f1 7c6636 828ceb 92d43c c2a8b0 d9078c
6035e9 9180ca 98c8e9 a47012 bd1761 f4927c
6036dc 726514 acc4d6 c06af4 db4485 e99d2d
6037e7 6d6772 728ef5 94c054 a76a44 d3b4d4
6039df 8c5c0f 8fd71d 9689cb de017a e89798
6041cc 89c5ea 8d5a67 9977fb b6a8a4 e17b3f
6045b9 8c7197 9677fb a4c0f0 a73c3e d69c2b
604deb 60dd1c 684f73 ab83c7 d72221 f56f86
604f8d 728cac 8c5758 a2c0fa c1a096 d5320c
6050c8 80657f 9badbf cabf2e cd7a77 e43300
6051b8 6baee8 89808b aec18c b23e44 bc8712
6054df 635a41 948984 a8c896 ad6a0a f875de
605567 86d32f 919169 af34e6 bb2501 eb7ce7
6055d3 63565e 8fcfb3 908a9b ba5c3f e49e2e
60575f 61de39 849b9b a810ac ce80f6 d82f1d
605776 6f44f8 a6bcbf b175c8 d91740 fa8027
60577d 62da50 856bf3 b0a8d4 b6898d d80023
605864 689791 843dfa 9a742d bf9ae4 f6a96a
605b2a 7861fb 90c7c7 a5ae0d b01085 c87c7f
605b55 80ade2 8b34fb 9d7619 e14b95 eda8a9
