# colors_mcd16.0_mld3.6_nc10_cvd100_minj40_maxj84_ns10000_f
# Python 3.6.9 (default, Jan 26 2021, 15:33:00) [GCC 8.4.0]
# NumPy 1.19.5, Numba 0.53.1, Joblib 1.0.1
0045fe 33ac8b 5b8b2e 746863 953495 9fd98a a196fb c2b2d4 c65dab cca718
505d6e 53a69f 8240ff 8eced8 9163b3 a23e2f b091e8 b3dd2f cab181 d26822
505f58 6bcfb2 993596 9996e6 9c4eef acb648 ad8669 c5c7f0 c82d0b cd558f
50602c 78a2ae 8871c9 8c6b6e 9b3b7d 9ed3df b1a47f b7a1fe c57a0b f4a92b
50605c 53947d 8a42ef 8d972e 9f6197 a3dc76 af7ffd bd0e03 c0bdb1 df91c7
506120 649300 84e1b3 8c43f1 9497f8 968aa7 a56565 a91f73 c8b9d2 f39b5f
506127 5447fa 7d6aba 8edda5 959bfa 9d8a2f a14a6f b5adca db6d94 ebb21f
50625d 6a9860 93cbae 991df3 baa0cf cd63f8 d62e95 db0104 e18601 fbbc65
506483 7eb153 801cc6 886b51 ac61ef bba1ef bfd904 c57992 e11a03 edaab1
506589 5b9bb0 836263 91cece a31e23 bb33f6 be9993 c4d38e ed6a4b fc79fd
5065da 59a5ff 68545a 82798c 85e345 91502c ad7a69 b7a8c5 e16b04 e4a7a1
50667c 529eb7 625846 6bcffa 808b5f 8b5cf0 93c28a ad4b02 ba9717 e9c837
506681 60e04d 6ea3aa 792dc1 817974 9dab7f becedf c054e8 c72811 dd93fd
506774 797a6a 8fa4bb 993112 9dd4fe aa7af8 ac10c4 c6beb9 d6a168 e84812
5068f8 53d6d8 686b04 799070 833b98 98c09c aa9926 b38ef9 b55b90 c4d54e
506970 6a989c 8e3d3e 981bfb b3c0d2 b758d1 d9c99d da2c02 e883ff f77255
5069dd 609eff 616861 784982 7ad882 84977f a274a2 baaacd da331a f77d0d
506a62 59a9f8 8595a6 875994 8b55f4 8d3f20 98d6f8 b86a11 cbc500 f09980
506b43 6274ee 685263 7cade6 a1be82 a994a3 b5790d bf1ba0 e2bfcb ffa706
506df9 637438 7e399b 9c3d67 a170a9 a1d7ae a299ff cab4db e8a21a f75774
506eff 576c63 8b97e4 a51920 a5839c a8e006 bd05ad cbb6d7 ec9575 f0210b
506fe1 56dac1 676459 894318 9c94c5 a07b1d b6ba0a cdc4fe dc917d e83d91
507106 724e51 76a709 888464 9820ff 9ec7ef b443ae beda18 d0af7e f776b1
50718b 8097a0 8217f6 98c8bf 9c2c00 a2685e ac5afb c9ce84 d98deb fe6930
5076f2 5e6a50 6c1bee 6fb1b4 9cce02 bc9cfc be8023 c4028f f6b596 f75689
507853 6c4f68 70c1f6 7247c6 75a27d a775a3 c2d46c db1c0a efa8bb f97501
5078ed 6b22e8 73b781 7f4c92 958291 aedc63 bb2e53 bfa1f5 d27c0b e8acc5
507911 6b5d6b 8b1fa2 8d9cfc 90e19d 99c20d a18f5e b429fc cfb9cb d045ab
507a7f 778060 8826fc 883c9c 8adac4 91b270 c8a3d6 dc5012 dd4df2 ecb002
507c09 6645f0 8882ff 981a91 9879a3 b0c4b9 c5a1d5 d3166a f46864 f8bb63
507cff 64cfd3 6e43a7 7a7758 808bb0 8a4e6c b49094 b83d06 bad4a0 f08406
5081b2 59770c 80dfa1 8310cb 869f55 8e9bff 9a7d82 9f3371 c6a7c2 f3ac10
50827f 7646ca 826903 87b4f5 953447 979b76 9e70fe a5cb63 f965b3 fdadbd
508295 67535d 6da6f7 773bd8 9ee240 a48479 aeadc1 b93a36 d57d0c f1aa9d
50844b 6d505b 8da394 8e7d9b 9c05fd 9c2c9a c0d1bc c466e8 d5abdd e09b0c
508493 59ef15 657b06 6d47a3 924c5c 93a91c ac52fe af8278 ceb797 f872e1
5084c3 6538d7 765878 78aefe 84ae21 a18186 addf16 beb1b9 c0442e f4ac8d
508676 70d7f9 818a3d 823adc 86c124 8a4323 8f599b a773f4 c283ad c2b9a6
50879e 5f5862 984831 a01df0 a08df2 a9bf5e b3cff1 c17972 e24b04 e6afb7
508899 5c5a61 7bdfc1 924e2e 9984f9 a024e0 a6ce2e c1a4d3 da8a72 e45301
508990 61e98a 786060 961f99 9b6af5 a58e77 b0a3fb bf3824 c8b8bc e48939
508a71 665731 69c793 7735e3 9076f1 aa388d c8b1fe cd82b5 e4ca3b ff4615
508af0 60685f 6f2eda 799c7f 987122 9dc5fa a9bf5b b38fb2 b9278d e3c1c6
508b63 696876 824efb 843798 889aff a0b097 af7f19 d8beeb dfac3f eb4eb8
50919d 52c6cd 7046fb 784d9c 8c3852 9c87fb ad8372 ca3127 eeaa98 f8801f
509370 63dffd 755039 7654e6 7f7e16 aa84f1 acc6c3 ae0b88 bcb740 ce60a2
5095aa 705691 8a9788 8cc0c4 943055 ae44ee ce272e d18afa f27121 f4bf6a
5096fe 6d55dd 7d775a 92d6fd 94416e a70c19 b56ea6 bdc759 e6290d ed94b0
5099e1 6d5b75 6f58d7 874231 89ce88 a99ba4 ab6d5e c74300 cdc4ef e39d04
509c5e 6d36c4 8566fe 874e5b 8768a4 8fddaf 91959f abcd49 b9350d e490e3
509caf 895a72 8f5bee 9f3122 9fa08f a0cacd c26736 d0cf86 e692fb ff8300
509f7d 64bffa 844a4e 896bff a69a22 b5c89e c11c02 ca21ac f66eba f7c141
50a138 585a61 74e907 7b5c3f 81807e 8d3eec a482fe b3499c b6bc9e ce8bbd
50a7e2 60738e 60eb80 745c58 7bbc0b 943619 949092 a04cf8 b37655 c4bfc1
50aade 6d7771 796af9 7a07e2 923b8c 95d8ea abcd5c c5043a df6405 e895a9
50afbd 5ce0fa 67759d 79575e 848757 9a09fb 9c2823 a0c7b9 aeb93a d74eff
50b3b7 6f8178 7b50fd 7d4b9f 854625 a7b08f ad7ae4 afcffc d16522 eda641
50b57b 588148 6a5e67 7f38ff 8b229d 918d99 ab5cbc b1c3ca cdd347 de8bfd
50b7af 6b588d 7b44f6 916b79 93370d a57dfe b6d4aa d3494b dda8fa e99a4f
50befc 5882ce 615a38 7a2af6 a1a3b5 ab821c abd8b5 c21a7b c9c059 ee5d82
50c192 5829ff 7f8291 8d6e58 9b328f a5dd62 c02f02 d1abda da52f4 fb6b04
50c393 5b6997 84949d 8d410b 9140fd 9d6f5c b483f5 c2c0fb d15e07 d7af37
50c4ff 525d55 880ff5 8a805f a14493 b3a3b7 c851ff d62301 ff6701 ffac8e
50c682 53749a 6d2cdc 8a7954 9b9cab b4126d be67f8 f61701 f7acf4 ff9b18
50cc7a 6b89e7 6f865c 771fdf 855286 b389aa b6b8fd d4c6d5 d51f06 fc7b12
50ccc8 567e9f 805c03 8107dd a0d933 aa4ffe b3395d b98001 d380fb fb5777
50cee1 5a5960 5a95a9 8144fe 834b9a a77afc af9c8e bfd39e c7513a f39143
50cf4e 556853 7065e1 80a07d 8f5782 98310f bacdba d7580a dda4fa de7ab3
50cfec 6088fd 8b52a3 9992a9 a3272d afcec8 b45577 c19783 e73209 fe8c3f
50d0f6 5d849d 87877d 8804ff 90375d 92b98a bb9328 c43938 db3df9 e8c237
50d0fc 5b6d9d 60b273 734c62 868487 8822e8 adda11 b75c08 c755fe c9a8b8
50d133 6041ff 6b8995 6c573f 7b5eb2 a58a6b b4c3cf b85b0c e2c5a2 ee6af3
50d1ff 6d4e68 8c7d77 917ae1 9cbe97 9d1ea5 b9331b c796b7 cad201 dd6f3b
50d5f0 622aec 726d66 799b68 a8dc89 ac57fa b11e1f b45299 c6aaae f9730c
50d8d1 585a68 8919ef 8a859c 98a3ed a956ca be2f3a c5d719 da6e25 e0a580
50d8dd 5f97ee 6e8472 7b4987 963bf9 9d7da1 a54530 a6bca2 df852f f1c500
50d9d4 5d6a80 8b20c9 8b9195 95634e a0aafc a466e0 b3a456 b7dc18 d83a00
50dac3 558e65 8d1df6 913966 9a8fa1 b2aef1 ba5cdd ce1d0e d8cc7e ed8123
50dac9 5f695f 60919e 7e4578 8e9881 a3a9f8 ab45f9 bf481e e58033 e7c67a
50dd85 668f64 873b97 88718b 8e1ff3 a3b9ba a6ab0a c572d7 cf1610 dcbdfe
50dd99 5e79fc 657b7d 6b2fdf 7d5ea1 8c532e af91cb b48045 c3ccd5 f79a25
50df85 625c4d 748f96 841cfe 984da3 9d9269 d53310 d768f7 dac3d9 f88719
50e0f2 545d5d 6b36fe 8e888b a2c7bd a558b5 ad4e23 cc82f9 e89578 fc5f05
50e2fd 678b06 72b4b7 745c44 8e49e9 961685 9b89dc bbb388 bf6f7c fca636
50e3e5 53794e 8702fe 8f8595 95b7a7 9f0f6a b049c9 d8ba54 da700a e16fff
50e4e7 69644d 69798d 892d95 8aa1e7 938a7b b24701 bf31f3 d8b5ad f69259
50e9a5 616867 839afc 961c82 999380 a829de b4c1c9 da47aa e02823 e09c4c
50ea8d 6069fb 65af84 6a715b 942e79 a89023 b7bec2 b91b10 cb5a9d e68def
50eb97 627554 8760f3 904492 979d7c 983104 ae7d02 b8bbfc d1b12e ff6bb8
512dff 698271 72b6ee 88651f a12094 a75ffc b49038 b9d1b9 f6ae03 fc60af
5131fa 728796 7452a1 74be85 b06afb b35863 c1a7fe ca1f0d eb7c2f f6adcb
513de4 74ded1 7eae8b 806af6 814b8f 898f17 acc451 b43550 c794ff d66cb1
513ff5 53c0ee 767cfb 7a789b 915a21 a1cf25 a49ca6 c57c69 cb1074 dcc4aa
5142da 5bbab5 8478fd 85729e 86661a a0d008 b3055b c1a2fc c28871 dec79b
5147f7 51ca7b 68563b 687d8d 8a8771 a37cfe a45702 bfb7fd d8880d f9c01c
514bf3 70c3b0 7c8783 8b3764 9369a8 bc8fff c0c6ef cf092e d6b76c dd7606
5150dd 5bc7dd 6c8cca 727686 7d694f 95158b a59a92 b0d4c1 bb6407 e3942d
5156e3 69e7a8 755165 8a9985 8b97ff a07caa ab4d49 b7c2cc cfae37 e91703
5157c5 57ae10 7c4560 7e7964 a2e02f adb483 b06fa0 b33d16 e2a4d5 f55cf5
515b67 59b98e 665bf6 738c8e 95970c b0d3d3 b7a1f4 b80400 b95654 d4be55
515b83 5f909c 6fd7b0 8b967e ab3047 b20bf1 ba86ee cec5f2 dc9e50 e41d1c
515c6b 5bbf9a 658b9e 7d7b6e 8f39b1 9d7eee abd717 bd3614 c39041 c8acdb
515c7d 5674db 7e5d57 8388a7 89b3fa a48d8a b3c197 c52c18 e8bcd4 f57d20
515d5d 51d27e 7d52f5 969995 9a6ca8 b22421 b6c2d7 d77bff e7ca0b ec4f19
515d5d 5bafb1 5de5d6 718d77 806496 8b58f5 8c5a25 c2c48d c98138 d883ff
515d5e 5e57f4 6c8d74 8d4293 aac3f0 bfaeb0 c072ad c44415 ed790b fabc7c
515e4f 793ae4 7b8669 897cf0 8fb77f a55294 b196aa d2d233 eb6703 fb9aee
515e6b 6dbfaf 75604c 87839e 9530fe ab681e bbb6f8 c667ea d7cd6f ea7378
515f46 6e3feb 7ebbd2 858f87 ae569b b67df7 bbc5a7 bd3e02 d59454 e4cb1f
515f52 83ab7d 8e17e9 9175f3 9dde97 a95f85 c2a8b9 c4280f fc5008 fc94fa
515f5d 619d97 7547ff 8f6abe a1420a a997ff aa7959 afcefc fe5b00 ff9b73
515f5e 629b89 63e0b1 776134 818c08 8b3cff a4a9c3 c0b857 c1419e e360fa
515f6c 758991 7dd1cb 8757c9 935445 a4926f b288fe bed496 cc4903 f7862a
515f72 7f899a 7fdbfe 84c90f 975746 a48e7a af05fd c5bbbc db3d00 f546f1
516126 7330fe 7cbfa9 8c53ac 8f8ead ae994e b2cc00 b85872 ebb7ef f062ff
5161fc 5a557f 6c8297 8d5216 8ed802 9c8075 a88aed b6b278 c87d16 f7b2e3
516247 7dd1ff 8091fd 8a4be1 9ba96f a1377b be7397 dba9b9 e33802 f49305
51631a 6d58f9 8271ae 8ca7ed 9e7e79 ab3074 c4d28f d07a07 d0a6b8 fdaa0a
516345 52aff9 556ce9 859bac 954694 a98369 b1d0e6 c6bbb1 c85a09 ec992c
51638e 695259 80828b 873eec 9bd8e4 b0b8ab b95442 f0b255 fd52da ff4800
516390 78a274 7ecfbb 8f6210 8f8595 a01846 b5ba01 bb15f7 c8c5f3 e171ef
5163a5 7786fd 7cd498 84839b 962c5c a7655e abb2bf c9250b f2c224 ff592b
516481 54a1cd 9815f5 98d08c 9e2231 a2a1a4 ba6968 dac2e1 e11e02 fe8a23
51648b 744d57 79c3b0 818189 942df3 b2da5a b59c66 ceb1f7 d92611 da58e1
516586 5cb280 6ee3c8 92334e 968ea8 9b01fe bdb6e7 c550df cba02d cc3803
51666f 689396 797e61 8e44eb 933712 9ec5be a893db bfd633 c5a876 d57606
5166e0 5faff3 6e5d88 908da0 927052 943900 a4c1cf c4aa8c e17b23 feb500
51676e 714298 799f91 8553ff 88dcd4 a174c2 aacb85 b24115 c5a3fb eb8917
51686d 72429e 87dbe1 8eada1 925cf6 b174ab be3031 c5c26d ef630b f27cfe
51687e 51d4e2 7d856e 893af7 8c3a49 9bb8aa b378c7 c24b00 e8801c f1bd76
5168fb 5c6568 5eec5d 5f947d 6b5619 8b9b47 9eabff a33ba0 c9b7b0 ec6aba
516b66 75cffb 7c4e0c 91c17f 9239ee a060a9 a088fd b0a2b5 d07105 eac81a
516c0b 6b89e6 9020fd 9ba1a2 9c1d56 a0b9fe ac578f e09738 e32d5f e4c0a7
516c3c 56a6ab 78e2c9 7c3fff 7e426a 9061b8 95a87f ae7e02 d29afc fbac3a
516d66 68daff 7eb0b4 829173 955498 9c49fe 9f3304 c17ae0 c7ba99 f49527
516e63 60d8b3 6d70f3 7f6397 868d95 9aa0ff a32926 cac7f1 d2b002 d97a5c
517010 978afb 981b8e 98c7e3 9f17f5 b56c66 c499a5 cccd9f ec31b0 f59b2a
517071 6bd793 74583c 929da6 945ef3 b15800 b2846c c08cff f3b0e6 fd9216
51727f 6e561d 7488fb 787c67 78d793 9c1cb4 ab99b4 b86e03 c2cdd1 fe911e
51730a 788ea0 82b2eb 909c05 9367df 9e5b64 9f0571 b5c1c7 c18f79 fcb976
51747b 5be8a7 66634b 95009d a1b4b5 a38b6c b20bfd cbc129 e73a01 eb61e8
51756a 77a17d 79467b 8556f4 a33c2f accefe b37926 bd81ff d1b948 fc7ebc
5176c2 5c6272 6b15f4 84a5e7 878d9b 98574e b28f7a bcc6dd f0180b fe9e55
517788 63a5a7 78def2 7c3beb 89856d 92353d 9fbd8e a36b12 d9bf35 f263fc
5177ef 5bb584 69746e 6b552a 9d8511 a4208c bab818 c3cecb d36ba6 f49bef
517a44 78596d 78c5d3 8c9982 92179b af1afe b0cba6 bf7efe d99a4b df38ae
517a5b 74e0a0 7da36c 8324ee 903d0a 9a679f b4aeb7 d06204 d286e7 faa41d
517aac 76c3d7 7c05e2 8f476c 9d8565 a68dfd c61a14 cabcb0 f7560e fcbc43
517b0a 59cf2e 797eee 7c1ffd 94129a a387aa cacbd0 d81579 e0a4ee ea7e85
517e93 740ee9 88958f 95a6fe 994049 a05af1 c51802 c6c8ec d1b796 fe6936
518074 5fd1f0 6835d1 6b642f 799018 984b94 9ac33b 9e7bf8 b996a9 fbb3b4
518107 559ba6 59d4c9 736657 8ca918 9ee316 9f267d b259db b4a8fa d2978a
5181a4 6cddf7 7346c3 776a4a 889ef8 962761 9ab94d a48f79 cb5d00 f1a2b7
518299 6f42a1 88916b 8a4f57 8bc97b bd37ff c5bfd1 cb1b15 eb6cf1 f76308
518691 5ec1c0 67684f 949a75 a299f6 a334d0 aa1e03 c4ce9b cf6c19 f0ae31
518861 5ce68b 765487 8239fd 8a8594 93b7a8 963405 c575ff cd7801 f597dd
518994 797465 7d26fc 8ad901 9d2b1a 9d9f8c af5dfa c7ceb3 e86332 f984e6
518a76 5f5668 75ddec 8c80a3 9cb0ae a03fd8 aa3233 bfb67d e06af5 f54d1d
518c98 6f7c6a 75bd86 803693 9b15fb ab3505 aedf0a af881d e8a9e6 ea4de6
518d6a 705b72 8aba82 92119c 9e34ff a39e00 b04412 cdcd36 db52c3 f49dc4
518d8a 55600d 63d4df 7b9709 8f2cf3 9dbcaa a1258d cb70d2 d01b61 e2c772
518f97 555c4e 839478 844695 9550f8 b6d28d b995fa ba350c dfa9cd e4800d
519270 56cf90 706028 8e47fa a2a2ed a93c7f ad8f1d b8cc3d f7b5d5 fe4db1
51928b 6c0ffb 71679e 74604b 80cde1 a19f6b b16305 c2d28d e328ff f69417
5195fe 7c484b 8e32ea 95c6f3 a5aab1 b0230a b9578c bf9478 cad41e e34f17
5196a8 607370 704789 8cd2ac 9166e7 939a6f a34309 bcd868 d69cfe f1780e
519905 54d706 6c6d66 713de6 977afe a057a1 a41d1a a895a8 b8c1f0 eb8a7f
519a7a 646b3b 71ca9b 82425e 8d3df7 a1a0b6 a462b1 d6761c d8bfff e5b927
519d99 53657b 80dae1 847754 874403 8bad3d 991dfa bd52c5 c5b69a f574ff
519f53 6ad1d5 756d76 8f338c 9fc225 ae36f2 b288f5 bd1910 e489a2 e7c498
51a24e 725d59 78cdd8 7f57fa 8a4216 98c22a a08adb bc5b97 bc999c fbb89b
51a3ae 774963 927a6a 9ac5ee ad2c18 b219c4 c9ccba d070fe d6600d f19864
51a47d 646f75 79d8af 8012ff 834637 979ab0 9e53ce b9702f cea3ff d6a324
51a5af 787e7a 7b45b8 7d4466 99c9bf ad522f b360fd c0a1ff eb7f03 f6bc7a
51af68 5e4def 746f61 7c78ba 962372 a1daa4 b8a5fb bbc52f cf93b3 f72212
51b080 5d588d 74e5a9 828e98 8b5756 b049f6 b2bfc7 b9b340 c83600 dc7ee0
51b29e 6a3db9 6d7994 706113 74e4bc b13762 b6c0dc c490ff d0b202 db6e62
51b2ae 54798b 7739ac 897d6a 8d5125 baa770 bcc3fe cf680b d657fa f89d07
51b8f8 5b8070 6f17ec 8e4182 96944e 98c81d ab4fee be2f01 e86db4 fcb2c2
51b8fe 656558 7917e3 7c9aa1 965294 a75eff a7cfd1 afc72a c54e13 c6936f
51b973 56871a 5d5c3a 86817f 8827e2 925298 a2d9bd b7a9c8 d35ff4 f2b11b
51bcb4 586665 5b9908 6f5419 ad847b af87f6 b103ef c839a1 dabbfc eea67c
51be7a 6f7774 7328e5 a159fd a74535 a9a8ff c168b2 c3b9cb e9c531 ff4f1f
51c180 557454 7d15fe 8f788b 9a2e00 af3eb1 c6afdc d36dfd e86001 f3c232
51c4ed 527763 72541c 8385fe 8914f5 94843a bdd930 c52da6 e8b0a5 f76baf
51c69e 687262 6ea04d 77496e 9bcd4e a394ae ad331d b152b3 d1c2e5 d877fe
51c958 63645a 8557ea 8c8b8d 984e87 a9041c bab8ba c37acf ed1f14 f5abf9
51ce2f 53737f 617dfd 6e449a 847b1b 93474d 989ead becce8 c57b77 d4baa0
51da9f 5e736f 69632d 6aa39e 931297 a18854 b310ff cac6e2 daa312 ff48f5
51dc89 588496 7643b2 8f5663 a05fff a48c67 cbcad4 d11d06 e386f5 fa650a
51dcaa 555e56 898a78 8a9bf1 9b16fd a42988 c4cae8 dc241a e3a34c e74faa
51dcd0 556b73 739ca0 868e69 890dd4 a3c17c ba4ec8 d40814 ed77f2 ff6218
51dd8b 55875b 8f4189 9042e3 99a59e a12112 b87601 bb76f5 bcc9fc d2b11b
51dee4 535f46 53807c 5da7c3 858237 8b01f2 8bcd4d 9174fc a837a2 c09e8f
51deff 695800 6f9fff 7c889c 9821f0 9e2b92 a9a99b bc853c d61c64 d7ba2a
51e20f 56a19b 6f6474 8e413d 9e2efe a2a96d a7b1e5 ac5ab9 cc6607 e8c0bb
51e2d6 619f89 6d28e2 766979 98cb8f 9d6b1f ac57f5 b50050 c39ced e18c0e
51e3fa 534bf2 5c8707 7a658e 7a9ae3 864538 a0be95 b6a1b4 b76d7a fcac43
51e5b5 566c61 8fb1b7 913d23 a02bf9 a99079 b089fe c053ab ed4a17 f1a75a
51e7c3 6d3eff 76ad7f 7e429c 8b8896 9b7b0d adb728 c42661 d55be0 e29ee5
51ea8a 5eb73c 6a7e69 6e35f8 853294 956dfb a687a7 b04320 baa7fb d9b2c2
51eaad 5ca8f5 7350f7 84999f 884706 8b69ac b1c3de b60567 be6864 d6af4c
51ec78 5996e6 675375 7839f5 7a8a9b a96369 aec2db bc9d8d ce1d17 fc5e2a
522cfe 5f6f6a 78d264 8a60fe 8b65a1 914b2f 9794a7 c86921 cbc7e0 d889fe
5230ff 615f9b 7dd1aa 8191ee 898193 945c5b bfa7ca ca4213 fb7348 fdbe00
5234f4 795861 86b5fd 9c9baf b34395 b658fd bdd0ce c6c01c e6192c f77980
5236ee 55694b 77b3dd 8966dd 8ea46d a3468c a68795 c0d279 deafb7 e14f08
5237ed 5b816f 72a6c0 79668d 9fd5f5 a33a04 afcf3f b25de4 c5a68f da7023
523aea 597282 62e09e 7ba9ab 7e5a45 9d69da b49ff8 c44903 c6bc3c c97e61
523de2 6776fe 6ae3cb 70af8c 787574 984c97 a4391b b3a5d2 e15c25 ecaa46
5240da 67dd71 6d6c5a 7479db 8e938f ab137b c6cec3 d599de d61208 fd6806
5244cf 5f7ce9 706592 8a97b3 8b6f57 b1d3d6 b5ca28 b80300 cb6d13 da9e8b
5246fe 5fa28e 637258 7b3e91 83de33 8da753 9074f7 9372a3 ad5e03 c0a1f1
524efa 826864 84b2d8 967bfc 9ba67f a91e1e b45292 bed0ca deaf2b e34323
5251e2 85b9c4 8a2c8c 946c98 b53d51 bfcfba c08af9 dd6e7d e0b765 f42a20
5254f9 6c6da6 6ca0a8 857f73 894c0e acd0d9 b3c921 be9e6d c96c00 fe76fb
52558e 568ba5 9b02fd a182fd a25d6d b39d81 b9001b bbc6db f73225 fd9d02
525686 5e898b 81d940 8f40e6 993e56 a59575 b2b3c3 de5e1c df78f9 e3c4a8
5257fc 65c2fc 747db7 8d9372 944247 98e32f bdc49c c897b0 ce0883 ec6e01
5258fc 529a99 5b5967 77cafc 9e22a5 9f82f4 b7a26d bbcec7 c24e33 fd9206
525ab6 5ce6bf 6690de 7c7893 9ab3c1 a14b52 a90005 d97778 e0b669 ee2b0d
525c58 5694d7 734af6 943a93 9d9ca6 a07a62 c8c9eb cfb893 d12a0c f8851a
525c5a 52868c 9666fe 992aa6 9eacff a99874 ba3224 bfbacf d96d12 e6c588
525c5d 688c8a 854694 89c0d3 9b3bfc a3af96 ac4429 c97bf5 cb7f3c dec939
525d4d 60abb2 77847a 864a79 981ef1 af75ee c2b5ff ce3203 e68e54 e9bfaa
525d55 5f8861 77630d 7ab2a2 a414fa bb8301 c29cf4 c2ccde e02faf f6a64e
525d5b 6c71f0 7c518c 9c87ac 9cb6fa a8592c c1c0c5 c48984 f0c091 fe743a
525d5c 6262fc 6fd898 79847d 889ae1 895599 aa3025 bcabb9 d6603e f4c31b
525d60 53e9b7 689110 716237 7860fd a5a9e2 a77e99 b729a1 c5c65d de7a78
525d61 69a0f2 838388 8be364 9f479e a240fb b6b0c1 b71218 cf957f db691b
525d61 728980 736634 794dfb 7da4fc abb4c8 ae51a5 af9628 cdd430 f5aa94
525e58 63a2b1 845185 86857c 8a57fd a6cff8 aa4f28 b985ff dfaaa0 f88715
525f5b 615efd 65aafb 7f908b 865c18 9a72a9 a7c5d3 bfb08c d07f0a fabd3c
525ff5 556a2a 5bb1ff 67b220 833b74 a76eb0 a7e010 b6afc5 d86682 f9a88c
526049 59827e 64c0f3 a242a0 aa57fa b19f84 b71e03 b7c2c7 d67c27 fbbc6e
526327 58ab1d 6a52ff 7a5c67 7de947 848e75 a2bd8a b683fc c050a9 e5a8e6
526389 818bfd 981ff2 a0605f a21f0f b1cfee bdc390 cf93aa e8471a ff9417
52638e 714e58 778fff 858ba0 883cff b1bcc1 ba9482 c24a3d d7c991 ed932d
5263b8 625a69 72d1ce 8586fe 8c838e a4564c c68b75 d92c02 eebe7b ff7a00
5263e6 52e6d7 539d4f 556b13 8c6e74 96ba07 971781 a3b3fc dbb98e e06aaf
526485 62b1e3 67554b 7e959e 8f63e3 92846c b4c5aa ba4514 d28720 f9c02b
526588 7bddf4 948b9d 9ad43c 9c28e1 a22405 aa5966 cd9884 dc4705 f549e7
526762 706e25 71a224 8b51ec 8d2492 a7c5f7 acbd7e b581fd c1519a cf93aa
52685d 569b7d 593adf 795f91 8c68f6 91b656 b0cffe cb4118 cd7ec2 d6b7ba
526862 63a174 754583 823df4 90ceb6 a497b0 a764bb cca235 cf311e e3b9f3
526957 55e4ea 6232e3 849366 8da6ea a565a6 bac96b c51f09 f26301 f58fab
52695d 6f1ce8 859373 90acec 945ffe 94601c b7bfb0 c38928 c821a4 f7bb62
52695e 63ddf9 776f1c 829b68 8a2899 a2cb93 ac38f5 b488f6 caae02 df3d96
52697d 67b7b5 8d0ab3 8da079 a061d5 b18508 b24946 bcd0ac c89ffb ebb14a
526a69 777a46 8d2889 9335e9 9a7fff adda80 af9e0c b15daa d3abfa f486a5
526b5d 70998c 7ad5e1 838646 8d44e7 a61915 abb981 b34d99 c272f4 db9703
526b6a 5696df 6ad1e0 848361 8d3d33 98b75a a200f8 c390a3 c74306 d3cab6
526bfa 5de6b9 684899 7f9181 875e78 9cb9c6 a4353e b390f6 c1c711 ca8443
526c26 5ba167 7d3a91 82d592 877281 8a36f4 a7a0a7 c9c9e6 d6ac19 e456e1
526ccf 60d7bf 68666f 789174 9d3537 a789a5 a9db7c bca6f8 d83108 ef8405
526d04 7146fe 846d8f 89c484 8a2a94 8e9694 bc89d5 c0bcc9 e1c839 eb1b5a
526d6f 5492ad 876d41 8c62ee 912490 94b4f4 bf9593 c9cad3 d27909 fdaa0e
526dbc 655574 78a5fc 8ba175 8e514f 977e8c b9ccf4 c9bbbb df2712 f19d16
526e95 6a571d 84b1d4 898f95 9243f9 9f7b5e a3e136 ac1c65 c7b08b f16e10
526ffa 58549c 5ad647 6e606f 8280aa 929afe a05b0c aeaabe bc8675 e0c0b3
52725f 62bd87 7a74f5 999daf 9b9230 9d5695 ab0815 b6cfcc ce9bf8 e7b419
527387 5f5757 7ebd8b 8b5020 8c59de 8f7b6c b787fd bada20 be7414 e59ccd
5274b4 696673 7ca7f4 933a15 9498ab 98715e b2d3d0 c4b184 d6660b faab03
527586 75abad 7d7767 8a2aa6 a14421 a6ae85 b14cf9 b2811b b9caf7 e4b628
52764c 7d0cdc 99397c 9bc5f7 a1a4ae a356ca c46a00 dec794 e79e01 ff3077
527670 5537eb 759f9e 8a66b8 a8352e acd4dd af9ae4 d1bca5 ee3404 fe8f49
52776e 745394 84e384 85a06e a31538 a66aee a96a0e c0bcc2 db96e8 e48f00
52777c 7014ed 885239 899987 91d29a 9d57de c26d09 c489cd d4c5dd f69802
527911 6d26e2 845259 86d9db 929a5c ac60f2 b0a6fc c03392 d5bb4a ea6ea4
527b3d 57df1d 740cf1 8a82a6 914a6f 9c50d6 a29101 a9b2e3 e5777e f2b9be
527c04 7f7281 8303fd 93a29f 95dcc5 97118a b74adb c59cdb db665f f8a571
527c6a 6930da 824b93 82a88c 8cdda0 916ffe 9c8aa9 cd510b eb94ff fe8b0a
527f94 68ec42 84680e 919088 9304a6 99acfd b21261 b3bf9e c39243 c736f8
527fff 677555 6b5264 82da19 a3958e bb1506 bd44a4 cbcda8 e95610 ee7fc4
52818e 676356 8f8c76 a51819 a5c2a2 aa0ed2 d54d0a d85df6 f58a46 feabe0
5281fc 633bd1 7c7877 8badfe 90538b 95a791 a03f1b d46b35 d7bbd1 e8a905
528c00 5accaf 772acf 948bff 9a5657 a3e129 b20075 b7a264 c8b7f0 e148a5
528d92 5c5a61 7bc82e 8a35ff 969e72 9b339c ae6ae1 c8cbc8 cc3a2a fa96f6
528e5e 6f5d68 8cbd9a 978fa2 a80628 b727b3 cf73e8 d7bcdc ef3611 f5a62a
