# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
c3311f 4dd02c 0047fa cec8ef 844d8d de7193
88592f a8d16f 55d1e0 7663c6 aa0067 eb5681
55d54f 8e65ff d9cbf0 704a8c d27fa5 c01b28
e0422c bbde08 55d8f8 5772b8 7c5261 e98a9e
7a6c2e 55da44 d0e4cf 6811fc f3baf7 f604b6
a7140c e3c4c2 55e142 588965 ab94fb af0ec2
a12b24 f28429 c7c1a1 55ecf5 848eef 8639d0
e8220b 62ad92 55efe1 7441f3 bc8fea a91580
8c4128 f5a116 55f2be a79acc 862cc9 f4466e
d37b49 84511e 55fd92 96afa3 5d57c9 c99ee2
7f665f c09c7a eae246 9ae0f4 8b83f7 5640e8
dac984 888e8a 76e5f7 5646ce bf74d6 b8112e
db724a 68f7af 7ba4a0 564fcf dcbbf4 8d5758
95bf53 6ca2f8 5655f9 f1cef1 988590 bb3c3d
768c05 7ce935 868eef 5658b7 9b5662 d0aaae
6ec752 5658c2 ab7ba2 7d4769 f2b8d8 bf5055
eb9a56 565e32 d5e3bf 6adae6 c723ac 938085
f1d23b 56612c 85af81 64dbe6 956aee c60488
efba9a 566215 85a927 7dcee2 9507dd b14074
f7aa47 566402 a0d2d6 a290dc ad14e3 de5567
dba9a3 77ef45 5668f6 9e91bf 9b315f e80f44
ff460f e4d902 566957 6bc2b1 e758f4 bb009d
814e03 64d92a 5669ed a08ab2 fec5ee de0c6e
eb9810 e5df9e 566f4d 85cad6 b731c2 957f93
f1dd1d 65ddb5 566ff2 c5affb a37ea3 cc5d65
bc9965 e0e16f 5eebd1 567474 a77df7 8034b2
b03102 e4ad76 56755e 67a8a9 85eaf4 b641be
ab432c e27a62 d6e0b0 89c5ef 5678d5 645974
b24941 ef9e3e c4e3b8 73b7ea 567cae 7513ef
685451 b8d23c 567e03 62eceb e121ae ca8899
efc9b6 db8a00 567f4d 9bbddc 7522ef a36cbc
e4e158 568535 5de5fd d90cb5 83435f d19098
dd5604 ffd91c acb589 56879b a0dbf9 782ae5
fe0c0c cceb32 5fcb8a 56897a eb9af8 aa26ad
ed5a53 f5da4c 568a91 9abffc 881ec6 ae1d4b
e81900 f89e10 8ae0bc 568bf7 7526ec b83f8f
a68646 81eb53 568ccf 8807ef e8b5e5 93375b
8e5c03 bab602 569279 68eedb 8911ed dd57d3
ac9c23 a4f32d 569799 b3a7fc c234e3 d40459
95833c e9dd5f 5de7dd 5698cb 6444dc 96286d
625b20 d4e67e 569f33 8f32fc b89dd2 ae227c
bedf5a 569f5f cf41c1 f9b4bf 6f5a5c a80c13
695d1f a8f666 56a21b ac59fe a52f87 cdafb9
ecd6b3 56a440 9ddafe a327ee eb66ae b4186b
f02623 d2e90a 56a4f3 7510ea ab5293 f3848d
6c6c10 6df62a 56accb 8f3ffe 94198a f87d7f
e9a225 8c7209 77fac9 56afa1 9e10fc a52785
f9b34d 747520 56afa2 aee4ef d63cea 9c245a
8e540b 56b70c 85f73c c6c2eb 9455f0 b08b99
bb473b a4c62c 56baa5 58697a 7f37c4 d866de
965855 56be2a c2e0da 7c66f2 d89df9 e1729d
ee5748 f2d473 56daca 5837f5 a370c8 a13772
87a10a cee594 56e0fe 9d50de cc91a6 8f374a
cd8f1c 89806f e6da79 56e4d6 9fa2f7 bf0ba1
ff8a82 f6d436 56e5d0 c293f3 7f4e9f c82a2f
874242 77a061 56e84c 8b09f3 ff3cf2 e8c2dd
c5974d 70641e b6f004 56e9c5 879caf 5766da
f12610 c3cb63 56eaf1 814ef9 aa81ab 863e5f
a7281c ac9541 56f198 6a636a eccce8 df53c1
5ba319 56f246 b8b4eb 922dfe b16778 f8cfd0
f9b901 9eae91 56f5e7 793bb9 b671b8 bc2a3c
d1a732 6a6006 56f6ad 5d8576 b3c2d6 b92ca0
e1b193 c3e21b 619036 56f8eb 6f5e7f d613fd
992e2d 69a26c 56f973 7709ff 9e55b9 f4acdc
59694b 82c75f 56fae8 6236f1 b885fe d86696
c32e16 99c21b 708273 56fbaf ce79ef a602b8
9f492f 56fd0f 70b760 7752da d29fd7 765676
5e843e 56fda2 bcbbe3 7d33c2 bd70ee 9a4172
adcc95 56fe03 59905c b409fa e995ef ae1675
f51008 56ff09 8e89fd dbb4e0 9826a5 e48591
ded61f 56ffb6 66afdf 844590 c2728c c11217
d74d3e 6bd300 572afd 9a6bff e3b6de 913e63
6cf727 799f69 cec8f0 5732f5 af5cad b8050e
805e07 bfaa0f a1cdee 8385d7 5732f5 c50d7f
d5a452 b6def6 77a0f0 573dee 945e91 b71334
dd8a6d 63f101 573ffe bd9fe7 ba3793 ffcad4
81b454 86fd69 573ffe a56583 d9b3bb be152e
df8f8c d6df6e 6ccaef 5742fe 6d4f81 c40a4a
625b1d 9d9c17 d9df8e 97bdba 574ce8 ac5c94
b77324 8aec38 5752c1 a597ad f4c9f1 bb135d
e0da56 c1e6eb 575a7a 968db2 a203f0 e13d44
ce733a a3f39f 5fafef 575eb2 a2919c 6b515f
9c5a03 c0d241 57615d 69d4d7 5982cd f57d8d
78f273 57616f 878ed1 8c28df d9b5bd eb233c
ba6223 cfdd98 9aefeb 5fa3b8 576679 9139da
c32007 dde527 96b678 57695d ae46a2 fc93e3
ead031 576b0f 6bae99 83f2f4 d74ee6 902684
7d7c7c aa3b30 ce800b 75f685 576bba b0a7ee
b05205 e5b68b 577377 bfe5f9 65a8f4 8b01bd
99c377 577f3a 60fad7 eca4f6 d90bb6 665362
fcd31c 578110 92e1d8 900cd5 f637a7 992852
d9bcaf ee640c 91f247 57837c 9851c3 ac0526
578421 6dfe8f c8c7e7 ee10e0 a11a6f b19099
9df828 578433 6b99f6 d7ccf0 6a26fb fc11a4
93973b 65f94b 578475 bac7c5 af00ad da7ad2
59dc17 578546 d8d3fb b34dc9 ae026d fe7aa7
ed4240 cdce6e a3e8ff 5785c5 6e2dd4 8c4570
78844f 91d995 5786d8 741ee5 f0c5ef c13985
a7c53c 578f5b a5ead2 625568 d396ee ac3ac8
7c574e ff957a 579b03 b6d8f0 b66af8 d02592
8a6828 d0cab6 7af321 579cf3 711fed fd08a3
c8a7a2 dc700d 8eec6e 579ff9 990afc 9d3940
c65d09 91e15e 57a596 684ddf f76bfe f4c8dc
b50c0c 89a238 96f406 57b2ea a835af d29ea4
fccb67 57b592 6143d7 b89cd1 8d5f76 fb2134
e6a60e 8b8455 d2e3aa 57c0b9 ef00ea 904872
88704d 57c546 c4d2c2 8f03f4 ef8be5 c94c96
ab530a d6d021 85998b 57cdee 6c23f4 9465a4
e0a310 8c8d64 c2cebf 57ceec cb2baf 7e4e62
a9da1c 6e9f1a 57d0ca 6914fa bb7ee8 a9606b
d0dd89 57d3d0 8c7d8f aa39bf a11546 eb394f
ba776d ad3708 d1d865 57d7c4 67819e 8332be
5a630f 57d812 ab5ad2 e7bcd7 b01d76 f06786
d4ab8b b9eb28 57dfe4 6487f9 790df4 b45c84
dfaa3e 74a080 57e1d5 5d57cf 9b85ac ac0b2d
f3cf67 8e8c82 57e3d3 d21cc3 774964 f8062c
e4534b f3d2c0 57f01e 7a48ab e47de4 a90e30
d5e0d6 57f065 99989d 794ce7 823e77 d13250
ae8a84 57fa4e 79a9cc 874bd9 a33f72 e1011c
fb950d 57fae8 8ea6f8 8726e3 9c5873 e0272b
c8be30 57fcc8 83add9 832ff6 c95c6f a80a19
9e6513 c9e240 57fdc4 8731e7 e098e6 fe1e86
a19d22 57ff03 618266 9202cf eabcf4 c650b2
d85d2a e5c56c 9becd3 a9aac6 5847e9 785d6b
a07724 ebc065 b5b7b9 6c97d4 5847f0 d3107c
e2201f e2ccc0 a3f359 58548c ac9afc d26f8c
9e6022 eb8f11 d0d3b9 91b5f3 585a81 a952fa
d8a28a cf5b27 5df824 99a9eb 585a9f 7c686c
d60d06 d1ec0a 5ec978 585b8a ac57fa e799fc
c14a11 78c282 585cec d9c7da bf81bc 814a77
e28b63 d9d904 8ba1a9 b2e2f9 58669e c72956
ba3124 f5b90d b1b29e 586770 a2dbfe 810ede
97716b a02f01 ebdac5 70e422 586c90 ea8dbb
f71b1b f3bb44 67f2be 586e73 8623dc f352e7
f8dd42 587325 86b87d a71cf1 ab157e fe79d2
9c3a07 6af059 587668 8a1cf8 de47b3 f3c8da
fac418 587f19 bee8d7 c99bff 9b14b7 df3f88
fecf16 b4c09d 58827a 6bdef6 c137ce bb0c23
f07045 8bfc44 a2ada5 5888a1 982fe7 ecaff5
d5ca5b 588905 b1c1da 5e98ff e4179b 94324f
b62103 cd8507 cbc58d 89daed 588dd1 6b6871
a4ba04 a9ddf3 647580 5890f3 8b01c9 b02b42
e69f47 a46c0f a7d0c2 5895c5 7523d9 be1260
9f7009 cbe73f 58987d 5adcb6 665b9f f093f5
d2aaa2 b0f077 5898dd 7c1fd0 b64687 ee0b42
70de0f 589948 cbcad7 8334f1 c46fa3 7a4e5d
a15822 62e806 d6e1d1 589982 6e2cd6 c79dd8
7a5a22 8af73f 589c73 5c2df4 cd7ce7 ba0585
89870e b6c409 99e4bd 589ebe 6955d0 c9006a
bc2012 acf100 58a070 6c1bf0 c69cd5 903d8b
96351c c6baa3 58a314 83e32d 6047f4 ed51a7
933d03 ded976 58ac22 b1d5e1 8025e4 ae65c4
7d504e e99a18 63f9a5 58b0a3 d5c3fd a542fe
f58d13 636408 58fdae 58b499 6c58ee baabfc
58bf12 5cfdad 920fc1 ed42e4 cea6c4 cf0742
f91d05 fbd467 58c5be 6b67e1 b40487 aa7174
887b55 d5d3bf 58ca3c e113d7 f99cec a40165
d1dac0 58ce41 5b835b 8702f4 fd29c8 a10673
e9cc75 a4ac9e 58cff2 7d7cf7 7b557a e83043
afee1d 58d0cc a892fd ab0ce8 f53d60 a90924
c68e86 757622 58d103 6972ce f4c2f1 984b6e
efca04 58d3a0 c9c1f9 715bef a02e56 fb002e
c0756c 953b11 f4d419 58e0bb bfa7e3 8966b9
6a6a26 aad106 58e3bb 6339f6 c765b5 932d6c
58fa9b 5a8efe 6f2fe4 e5bfe3 a56288 ed1b48
ab0301 927a74 f48b2b 58fad6 e4a7f4 c22fa1
58fb93 97aca3 7416fd b862d1 ebb3f5 d6021d
f2b77c 58fcde 71b2c8 664efe a3238a f41058
cf4c2e 7fe582 592cf9 9b76e8 6d5d65 c38ba7
a7770e dcb455 5ddac4 593ce8 9483c8 c9016f
d82719 cdec14 90c7a8 593ed4 8375aa f79cfc
5cd181 5940ee 9a8fd0 f3bfdf b93462 fa0104
eabc62 7c7e45 65b8b9 5948e1 9f82fe 9b4882
964507 7ff486 5fab6c 594feb 6c5266 ef81cd
d8be18 7b8974 c4ddd4 5fbdf9 5954b6 eb0017
e45125 c0c67f 595e9e f788ca a0676d a51617
dd3f38 a8dc59 595ede 952b6d b6869b ffbccb
e58914 97b68d 596657 5a32fc 9562b7 f8b7ed
e21d0f 78766c adb1a7 82ef73 5967d3 f69ffa
9eb376 596a3f 9af443 830dd7 d657d9 f8acd3
e4e218 9ae2b5 596ec9 af97bb 8c3569 db0749
f9cea4 92b721 596f2f 5bd0d3 c615a4 a77d89
d3eb2d 85ab23 597055 71d7aa 8a16db c25dbf
968736 c5ed31 8bdafa 5971c0 923448 fe919c
e4a629 cacdbf 6ab9ec 5974dc 8a4e7c c3242c
e3c0b6 947b3c 64dc21 5976c8 b1acdc 9d2e69
bc0f0d dc9a13 597765 5edfc2 d1abfd a445f1
fbcfae 67cc19 597776 780fe8 a760cc c60614
acc505 59c4b8 598285 bc6ff2 813b99 c63542
e5ba74 928c1e 76f5f6 598b95 b19cf4 a20cc5
ce7a17 eed5ae 695827 abc6d3 598fb3 7c2bf8
cbb74d a3b3cb 5991f8 787987 8b2aab b8094a
a6cc23 59932d 81b1f6 6c16f8 ba449a fec4d1
a38e88 c7d53b 59961a 94c1ce de27e4 ae0465
d5cc14 59972e 7aefbc 7e0fd5 c779d1 ae3074
e0aca5 87e115 599ee4 8f1ffc 7a4a67 cf464d
decb9e 599f0c 73d6ef b806f3 a90a5e ff399e
b9ca0c 768803 93e7c5 59a795 f022d2 7e4a6a
aa3725 59b502 64f981 8a15c1 f3bbfd f932b5
a74037 59be76 7e08e5 df46ee 896587 f2d2e6
f34022 edd941 a5aea9 59e5fe 687480 6196f7
ac4906 59e795 629f87 663cdf f56bff 946095
995c3f 93a290 59e843 d1e1cf 6849c5 ca93d1
c0c818 59e8fb 7a3dd0 d867b6 894058 eb1d37
ac1b0e e56052 59eb20 c089dd a727e3 f9cfef
e5e435 86b256 5f7944 59ebbc e58def a46294
e2dad2 785314 59ed30 aaa2ed 8165aa e66c79
59ee24 5f8d7b 965ddf d1b2f3 8b357b dc0c15
62593e 59ee7d 6e9981 ed77f1 b51191 cfc3cb
af8d56 59f3a7 bfc5e8 7e37ff e642a5 b11014
919527 59f559 5d55e3 9d8bf9 b14779 df96b0
f6c050 6d7c04 74b395 59f6f4 d744ec 933054
f67463 59face 7d47fa c6b4ea 817285 a5113f
bb4403 f88009 67d9c7 818adb 5a2bf8 9e6c80
e5d322 73cbd9 5a34ff ac62b8 f96b8b b53034
a94b07 f8d08e b9c6d2 5a36eb 7f6f84 ec69f4
ba1c0c ef6d3b e5e23d 7de6fa 5a3ce7 8d6d6e
f55c10 f4c965 83c9be 5a44ed b08ced 7b476f
b8300c 7fe900 5a4dd0 b57fa6 eecfe0 f96269
e3d4c5 6cdd49 5b9758 5a595d a541cb ec83c7
a72d2b f9941f ddcba7 60bdc6 5a5cf3 895088
87521e a29100 ccd10f 7db1aa 63f8f6 5a5de0
a38624 bbc68f 5a644a 7ab4c4 8c64f8 b7128b
f9a015 5a6a03 72d5c2 ae86f4 8c1bbd e91973
bd1504 f1e107 9ab454 6bcebd 5a6de3 7b4b52
fa7256 a5f208 5a7476 7d3ab7 f297f0 be172d
cabd72 5a752b 6aa093 bad2f6 b537cd a20265
e9d76f 5be1ce 5a76ea 825b7d a92e41 f9586d
fadb33 5a783d 84b971 65eed2 cf05cd 7d5774
f27761 b9360b cfec0e 60e4ee 5a7895 860ef8
d5da1d 819d31 88eee9 5a87c3 8212f8 c7066c
5a8b14 6dd03c 8c14f5 d3c3da f850e4 a07085
cdd518 5a8c4b 9cd3c4 e788fd c916ae 7b5164
967e1a 9feb15 5a8cc9 7b1dd9 bd126e f5abb2
87693b 95a311 77f63f 5a92a2 5b3adf f6b2ba
edc60d 5a9419 64faca a894bc b02fce 72636f
d0170c aab40c 5ae0d8 5a98a9 8041cc 9d4e63
d79524 cfcca6 b1e9f9 5a98f8 8f17a6 d41c6a
a9c496 7aff53 5a9ba1 9d04dd f6bcfd e81e3a
9a4831 a0a90e 70eab6 5a9bf9 d4d5f9 f71aab
5aa23c 75e85f b542e6 fb7efe b9a7b3 923653
7c8203 91e279 5aa3b2 c339f5 facfef bb1b65
dcc2a4 79fe27 5aa5de 735098 a70239 e0535d
f8ba38 d4d6c9 5aabb3 c221d3 f50a5c a8070d
adb91e 5d800f 5bf1c8 5aada5 c52aba 6f575c
d4ae09 afddae 5ab5e1 7a64f0 893380 d6454b
677a54 5ab617 7fe7e1 d788f9 9909ca cf4798
ad3c30 fcc609 5ab979 ccc3f2 5d566d d35ae5
dd1208 d0ac8b a4f037 5f7574 5abee2 902ca6
a04d04 f8c45a 5ac1db 706be0 665e76 f55960
e9dca8 5ac221 be9efd 8b13dc d6739a c01c3d
9f4838 b6958c ef600e d4dc0f 5ac2dd 7142ab
ef4e04 f3df11 5ad8c3 5e4bd1 c18ff0 b26e7e
c8382a 5ad90c 6969f9 a792c7 8f5073 f8b2bd
da7f2b d1dd84 5adacc 9c72c6 7c04e3 a23a71
c0b32c 5adca8 9b93fc 7526ef 965699 c53e46
b62102 6d6a68 e1b146 91b69e 5aebf8 fa0fbc
fac3c0 7e8105 5af037 67a1b4 6e56d4 b34b6d
f6c610 78731e aabfaa 5af0f6 e83afe 8f3c6d
935421 5af367 5b6cd1 b69de3 64546e e57781
cd9208 5af386 8096e1 e7d1f5 a404be e82367
d5bf4c 798c13 7ab8a0 5af5eb cd67e2 9e1d9f
bb843d dacb8d 5af8ee 664bbf 917fb6 a31826
ea7f67 5afa00 9472f7 b38eb3 a61573 ffccdc
f1c3aa 5afc07 99ade2 875ee9 a90934 f0476b
c27e23 ccdbd5 5eadd4 5b36ee 765f98 b7074b
ba3529 f8d55c 65ae7c 5b39f4 d6cdf9 d06ebc
d1e37e 748f51 7ce0cf 5b4e9f e66bec 725b66
fe9b26 896c31 9cdfba 7a95e6 5b51b1 decefc
e69959 7fe1d9 8485f6 5b5594 9e7f8c d51340
939239 79f647 5b5b6d 9c8ff7 962bd0 e8b6dd
5b5f14 bedd49 7cdae1 6e86b3 9304e6 fe0968
e8d9cf 9a6a0a 68d334 5b6483 9e4bf9 c691c0
e9cebe 72710e 68d529 5b6af5 ef75b3 95456d
b01009 63b118 92f1a7 5b6d65 b628c3 e095cd
c55f12 938a79 a5d197 5b6ddf df9bd3 81456a
b52818 cbe930 84d09a 5b7571 9312b2 f74bed
774c4b cb7d59 62f047 5b788f 8c3ee6 fda5f7
a48f2b 5ffc16 b8bfba 5b7896 f37dfc a9145d
94b902 5b7e0d 65e4ee 7e2dbb b762ea eb5487
c88509 b7b3a4 9beb0a 5b7ee2 963e70 a8060f
cf8b7c 5b7f01 63e407 9c80dd e9c6ed b30773
eae20b 5b8435 74b894 ac7ff2 9321cd b32c72
babb78 5b8634 5ff7d9 9535fd ec62b3 9d3567
b3b963 68f9ef 5b89c0 7a26cf a63e64 d70104
cfb036 68eecf 5b8dcd 6e0ef8 d36a79 ce090c
e88623 96e5c6 5b8fd5 730ef4 9c3479 dd0c4f
cb9d8a 6d6b0c 69daf3 5b90e5 6c11f5 ac557b
8d4504 9f9726 cce6a0 5b9286 84cdd1 aa2be5
d9b418 d2e4bb 5b935d 67c1ef aa099d 71545f
924622 b29427 dce296 5b9982 91d8f0 902df4
655e19 6ae112 5b9989 b4a1d4 c92ce9 facedc
d34604 9cd080 5b9a72 9108ed e9d5f2 ce63e2
dad921 5b9c53 71f7f2 8c14f9 f679fa 953169
866535 d7c247 7de6f8 5b9def 7b33d3 db4798
676403 b1be07 61f9a7 5ba28b d970da 92267e
ec2f2d b8d12a 5ba48c abe9f6 8108f2 ac61aa
904b47 8bfd2f 5ba727 6132f6 f1bff0 eb2ea1
b92c18 d59019 bee984 758471 5ba8cb a700f8
bce12f 5ba901 72f9b7 910ae2 ee98c7 ba2c6a
d4ec0a 5bac2f b2dffa 626074 aa04d1 f0a5ac
d9a278 c1f12d 61f2e0 5bacb6 6f5c99 cc3d56
5bb30b 5bff5d 6e1fea 906dc2 d7bbee bb0540
8a5755 5bbb18 6efb7d 6b0bfd 9a6cd1 dfcdd1
ffd723 6e751e 5bbb6b d3caec 892e8d e85aa6
d1d12f c1e5ce 5bc5fc a20dea 9f2078 ed2160
a38a3c c7d626 5bcba1 dc0cea f396e4 ae034e
d4d2ca 977d0a 5bd632 9492dc 8f38ed ce126a
f5d5cb 5bdb13 b991d4 a812cd eb5980 ae1229
f9d453 7f9f1f 5bdedd a45de8 9b2458 fa849a
e7951c cbe9a4 5be5e9 7865ec a34668 d10412
7a4d38 d9dfb9 6aad2d 5be9f7 8456de b679a9
ed5511 aad282 5beeec 6c7fe1 ab1063 ac8c9c
b8cd39 5bf3ed 5d37e4 f765f1 9a4d62 e00520
fb3213 aa8d81 5bf7c3 c1c8ef c13cae a90b24
edd11e 5bfaaf b8c0cd c277e5 902da0 e41e5b
f06b18 5bfd0f 7e9d85 8f2db2 ce87d6 a3123d
905534 e9d2a0 63b334 5c2cf9 ff60fe d21384
8d5046 c1f10f 5dd58c 5c33fe e7bbfa f727ae
f93612 80a47f bde2d7 5c35f4 905394 e383d2
b88481 9dd518 8b7fd9 5c3ed9 fdb8c0 ea151a
dd8b5e 83641f d0eb3d 6bd5fc 898faa 5c52ab
f32626 d2c6b9 91d906 5c5695 eb7dfc 97646d
e4b296 99693a bbd6ec 5c5cf7 b995f8 dc1b89
c5827e 5c5e43 76f691 95a1fe d9c8dd a801cf
e84c34 bbd150 95ebdb 5c5e77 a90adf dd6ee7
5c6019 cddd08 7dedf8 748df4 983196 bf9195
d2ce20 5c622d a4e0b4 a58ad7 8027f8 ed3674
bd9a4c 5c6514 d0e0b5 85b9dc c91ff2 b40174
bf3804 cbc582 5db5b7 5c6674 8b12bd c753f6
ae432b c1a679 a8f61e 5c676c 7c37a1 fd50d9
943623 61d511 cfd7cc 5c68a4 bd90ed d47a7f
a62002 a89622 82f626 94acb4 5c68f2 735e75
e27266 f0c542 91efca 5c73bf c5aef0 b00346
d9da89 5c7406 6fe5da 7a18fc b78edd de3a91
c2c361 5c840a 78e9cc 7a18f8 fe3fed 8f525e
b3c275 95e6f5 5c8897 a72ae4 d582fd a53843
bb6f04 83e26d 5c896f 6821f6 b180e8 eca2c1
f9bcab da794e 5c90c0 aecaf8 7614ee 84656d
f7ab73 6c5729 9c8f02 5c93a1 c7d7ee b523f6
aa3425 e9814b fcd439 83d7dc 5c97a5 9822e3
5c9c01 82dc66 dbd5f0 923ad0 c391e5 bf487d
837309 e2d34e b5e3fb 5ca9f8 840ed5 e84f9a
5cb844 83f0d2 7a5ff4 c4aefa 714c6f b00b36
b6ee1f 5cc3ab 787980 7209f6 ca57cf ea082a
707e51 5cc757 d8dcf2 9f11e4 e060c3 9a2567
d6842f b8f30c 5ccaa4 6c7ad4 804365 c30230
5cd36b 8118e7 edcbfc 9a4486 e575a6 d63437
da5857 a61310 5cdc22 7f43fd b79bd9 924475
a03014 d8763a e1c29a 5cebe9 738fd9 854b7d
9f4b4b a2c616 5cecb1 659393 6547cf eba1ef
ab1b04 cac0b4 79945e 5ced25 ab17f1 f63daa
b5332d 5cee6c b158fd efcefd 853e92 fe64b0
afc625 5ceff8 7e36ca bf7bd7 fd809b ba5061
ae4440 bcaa52 5cf2c7 bec3f9 8081c7 8720ca
bd7658 bec410 5cf2d0 8a98b4 8344a3 aa021c
e7bc8e 759f25 5cf2f4 8c14ca f442d6 a43355
ea5519 d6af97 5cf3e8 6e85bd 7632bb 944268
bab19b 75be08 5cf3ec 9326a2 d770c5 cb3051
d23208 bea181 bee128 5cf7ed 6fa5ba 9912da
8b5102 c5bc45 5cfbbe 788feb 6e0af9 ed2d80
b4470b ead543 7fbb8c 88f3f6 5d28fc 9677ba
6c8417 68e307 7c86f8 5d29f8 b13a8f d495a5
667a2b 8eb445 7aff01 5d30f8 deaef7 f720a3
e33607 d4d91a 84a27a 8cf2b7 5d36ea e376c2
a0e314 9c86f6 5d3ddd 884d6b ff8ea9 c92333
cc200a bda356 85f0ce 5d3ed2 675972 ee57d5
f34611 bab9b6 87f137 5d43cc ee74dc a16375
d3a181 aaf31e 8ca8b9 5d53d9 943972 ec1f23
a93400 adde6e 5fb09e 5d5ee7 fcbbfd 774c63
b73803 91938c 67e79d 5d5f6d b618e0 d59bd4
d67b46 5d6054 68ef15 718ce0 c4c3df 950e93
ad1f14 847670 d96f1f b8db4d 5d60fd d29cd9
5d6436 8fc463 5ff2e2 7571ef 998b95 922e72
5d6811 90d475 e2cbf1 c372e1 8f10ac e71f76
f0aa74 5d7b20 7adadc 98168e f91de0 997e83
a53b30 acaf0e 73efd8 5d7e7c 8800c9 e53efb
ab7c46 f4c475 5d82a5 87b5f6 9a0afb a4315d
fe6906 665f3d 91f393 5d83de 9798aa 7811e5
845e13 fdcd54 af9625 7ccdb0 5d85cc ce247b
5d8928 67e285 cfcdf6 7411fe e855f8 9e8088
5d8931 78e47b d1a5e9 9c38bc a30c5d ff4e9f
b21309 e97431 e6da2e 95cbd0 5d89a1 ac14f3
ea9257 e2d7cb 5d8a9f 8cc4fb 8524e6 d4034c
7fde8a 5d8c91 c07bf6 8d40bd e3dae3 ca1b56
e47748 d7dc31 a3cfb2 5d90a5 9016d5 a81223
ad1310 70ec31 5d91e0 d9dafb 7e5c7c ed93ab
824908 a4b82f 5d927e 88efdb 9c52e7 e294fd
e9732b 943b01 cfb9aa 73fd3f 5d92dd 6b6872
785707 bbb934 a2edbe 5d9af3 7538ec fa0a95
6a640f acbb10 a1f0a8 5d9f66 7708eb ca79d1
b19f92 bfe55c 5da009 73c6ee 913a95 a41730
a41f19 a1d179 5dabf6 7864a7 f2cee2 bf6a6c
c64233 b8bf48 bbe7cf 5db0bf 6b62d2 7a536f
924932 7c9e1f b4ea73 5db5ed ae18f8 dc0a8b
5dba5f 8df6cf 672ef7 c59bde cb568b cc050c
5dbb04 a4f574 a08dbc 9707e3 de105e f7c7d3
eec09a 628f39 5dbde9 b929d4 a50e5a f74fa0
af2f0f edd5a3 5dbf1d 687c69 b749fd f686ce
648539 c8e7b0 5dc830 aa23c0 ffade0 f8529a
b84a26 ccec0f 5dc96a 622df6 b592b8 815174
5dcf08 7614ea f730ce eabcd6 9c6c7e d1061f
e38e6a 6d6341 cee01f 5dd2df 7157e1 8f2b7c
a4a102 cded07 5dd2f4 bd01fb ff6f92 bf272d
bfd42e 5ddbae 752afb 7e668b cd73f4 d15863
f1c6b4 9e3b06 5ddf1f cac6ef 8351cd a68f9d
c72a21 5de92d 5e8aef 9a9aa2 6b0df9 7a5870
5ded7f 5f29ff a970fe b94497 f182ba e61d2b
ea6231 d8d46c 92b6a5 5df2ff b124b4 755d68
6a5c54 b45702 a5b085 5df820 6163a6 f1a8ea
a29190 e74b07 665e57 5dfd32 66aceb a5329f
7c662a bdee32 67be80 5e21fd ae8bc8 aa2273
c67a07 69ea11 5e28f8 866fa2 fa9ce9 af2246
9d3a23 d5c45b 8ec0b9 5e29f8 9d5aa9 ef496f
b62d05 d6a077 60f3f4 8087d5 5e2df5 6e577a
e06a5b b42605 8cdf06 5e2efe 9968d1 dea5d7
bc604b 74e966 5e38fd be86f1 776287 fabecf
b0a88b 627925 62f44c 5e41e7 90527f fd87d3
ecd3d1 bf2909 90e407 7f8e6f 5e41ee f26bba
fb511d 746d6a f6d48e 69b1f6 5e49db ac070e
cced5e 639b16 68d3f7 5e54cb e67290 8b3c49
7a502a fab72b b68106 abb9c1 5e55cf dc367c
cb5a14 a1f92a 65b99b 5e589d edb5ed 8a5859
fea33b 8d8358 a4dfb0 5e59ff cca5e1 b00f77
cc3030 f47f7e 9ceede 5e5b67 cfa6ec a957bc
eebea4 5e5c23 6cac02 83cdfc 9951f2 c673a4
d1c5ad 5e5f0a 869752 a1f413 9106f1 d04a9d
b96a0c 7cf697 819e8b 5e5fae e894f2 a9014d
fe3f0b 828c7d 8fd6bd 5e5ffb ce9de3 814e7c
a84f1e f47f36 9be9a6 90a694 5e608b efabe4
d7a248 5e612f 8a9486 739cf1 d9d8de a625a4
d0510c dde20b 91e4e5 5e666f 9d93ad aa31e7
bae920 719e0c 83d4ec 5e6edf a30174 fb7b9b
a81803 5fa95e a5e7b4 5e6f65 c58ef2 981bb3
b01811 9eca01 5e7163 7ef7bb ac2fea d48fcd
d6410a b1eb50 5e7164 65b181 c5abe4 823eb3
9d794f 6fe36e 5e7c88 953bef e1d9e3 fd79e6
ae4a10 bfde10 79cde7 5e7cba 735261 c08385
6a5449 5e8d0d 95c957 e0bdf3 a417ae e976a1
5e9301 7df38a 6713fd ba3ca9 d19dba 725b61
a45013 f7a308 addca0 5e947f b498d0 9b0edb
eab52c 5e9a5a 93dabe c7aaf2 d61dab 724d5c
5e9c2a 8dfd51 7909e3 e3caf5 dd5ce3 914657
ee7846 c7c9ae 6ae5f6 5e9dad b74af7 964450
e6c9c6 97fa50 5e9e66 b7aeff bd43d0 9d1f5b
