# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
e69f97 af3108 a7ae0d 447c62 a0edfd 004ffa 9593e5 f81ca2
e5c874 99a30e 408444 96ead8 7aafb4 5a2ff3 656268 b65fda
dde492 78ca01 60f1f4 4085af 8b16ee 9e2560 eb0050 a6a3a4
fc6e5c b73e2c 91fa5e 4086ab ddc4fc 7f06dc 8a4b6a f8aab7
d5792d c8ea26 82d8b0 4087ff ebb7f0 a082a1 8c478b 9e2236
6a7022 909e84 66e763 408894 c9d1e6 711df2 d37efb 91445f
b9770f b1eb2d 40896c 76e0e5 615b7e b593e9 9b19f6 a80926
d8d55c 41cfa9 408e90 bae7ee db51f6 912d97 a3103d f02935
a64005 c4b6ab bf8613 86fa62 597359 408ee2 7227de 7c4e7d
eb4123 e2ddbf 9bdd00 40937a 48cbd0 c567ff b409a9 ac070b
fccdc4 76513b 409713 5bcd32 c2bfea 8368db a987a2 a81e7d
aa2f02 f6bb74 40985f b6d9da 864af8 c0a4ea 873b76 c1749e
d75907 cbe509 59604b 40a372 8fe1b9 7b56ff 8c4992 ed96e3
ff9772 b1680c fed922 98d8db 40a5f8 5b4eca 7b6b8f ba0b50
fe4c01 8fb178 aaee8a 597d62 40a7fb 4f37ff aa2987 efbfd0
ca770e cdb986 b9f23c 6bedde 497d80 40acc4 7d45a5 bf1952
875251 5efe04 aece9d 40ae3c 7707f0 aa54f6 c01d96 db90bb
e13a21 fd9450 8df6cf 40afa5 cbc6f6 967bd7 641efc 93506e
f68739 807f71 9dd59f 40f6fe 40b0ca 7429f1 ab2e81 d9040b
dbc25a c3ddcc 40c0ce 7779a5 821ae5 9f155e fc043d ac8286
a5ea7a 40c202 8c9397 7604f9 9542a1 e67af4 dcbede ce4048
cf1d17 d5ccc4 90fd16 40c51a 6a806c 7e21c5 fb9df7 cf57af
e8c200 6a6a0c 6aa15b abf2a0 40ccd7 a241e7 a40376 d15995
d45530 9ca091 bee6b7 40da3e 8192e5 5446df ecbeea 996687
f5ac92 985603 aaa518 d9e126 49928d 40e3e4 605387 9f80f7
d53414 cba94a d4eb06 516057 40e8b8 7397af b9c0fa 9b09e0
916c69 f7beb2 b93c0c a7f903 5dc205 40f1fe 604ce8 da7ab1
618d34 40f247 c6dfd5 7852e1 a777b3 f59afb a31f63 fb7390
dd8705 745403 69a77a 40f277 d1e2d7 5a7165 c798e5 ca0bb9
b21603 c49d98 946c60 de740a 97e352 40f6fa 498ca0 8342ce
b11104 deddc3 55a937 40fa3c 9966dd 7501ed f3a9d8 9a5575
7f5d1e a4d70c 68a553 40fba3 552dff f971f8 d32fa9 c9b0c2
605946 508b0e c4d4bd 40fc4e b175f6 990bb2 ee9ee0 e64c7e
576b03 42bc1a 40fd43 6646f8 a77dea 93277f e5266c d9a5b1
f62d0f 625f52 40fd57 88b3a2 477ff9 720df1 bfa1de b2379a
f24b19 c8cb60 40fdca 46958f 732bf7 813989 f883f3 ae3757
d13f0c e7dc00 8dc984 4e7b68 40ffd9 b872ff ac23ab e28dc0
d1927c ac3605 fb5807 dcd674 5ec2e2 4138fe 5e5c7f 8b78ee
5b6733 60a10d 4bd879 d0deff 413fee b5b0b6 de7aea 9c6984
9d4412 c79443 ecd41c 94d1c4 628ff4 9396ae 4143fb e60972
dca73c 58f6b3 929c99 55aafa 4152e5 655478 e6d8f1 e22b46
e46309 515e4e 7cf071 6ca0e6 4157ff 948290 a11b7e f8cfd3
a84f16 82d83f 585c56 4ea27e 4158dc dad8db ea96f3 ac6da7
cdab58 817700 d4e908 6fdaf0 7c8fb3 415bf3 b1026c c26874
ae2301 989a58 93ec8f 415bf5 dddde0 e09eed f03295 824657
a90b0b 9f920e 59f63b 5b7963 4160de 969bf8 9b3182 f6b1d0
88dd5a 495f5c 61a2fe 4161ff 922f9a cb5c9e f79dbd e0011d
8a5e2a c0ea61 70a404 69b6ea 555a63 4162b2 e9c8d4 f36595
905d35 b7b09f 41b616 4efd43 416369 8629d7 fdb1ef ee40bd
7a716e a4d727 416608 48a610 4af6e0 ff6fff c62cc0 c19da2
fe3200 cab186 7efb4a 44aaed 4166ca 724a6e 937c8e b6454a
c98810 416803 6def57 43b2a9 dbdbee a57cef 892cc3 f41071
97810c a7dd58 416843 4afcf1 8ea6f8 5b57f3 aa1691 e16c9c
da6e64 f9bfa6 7a4d24 62e310 41696d dedaec 7e4ac8 b296c8
e0d4cc 7c5015 9d8709 4ae449 416abe a8b1c8 ab0f72 e05985
edbaad 7dae00 99f449 416b4a d4cbfe 7b7087 8a07c3 f31efb
f2d5d5 835242 cd9728 64f972 738084 416ee3 b3badd 64517e
f0d76f 85a927 44723b 84d0ce 416ef5 c39aff a27c98 a10f68
d1ec03 90a11a 417427 429f7f 81ddd7 6e1df9 f66eee bf3fae
ba964e fcd95e 716632 becfb9 84c0ff 4176dd 8d87a2 9b1c6c
fc1f01 eadb3c 58d191 417c85 c1d0e4 711be5 d47bdd b4074f
98a587 bbef7a 417d1a 50c224 75e9fe a84def cf69a9 974171
417e0d 66bb22 69fc7b 6637f4 9f67c7 9c1473 feabe3 c97280
bc8123 b3d87b 51f2d9 8d9a9b 4184c7 740ee9 d3aafa b92661
737609 84af49 52f956 cbe3d3 418787 d7b1f9 8209d6 c04aed
b94b34 b7a123 d9de38 60dc98 4187ca aeadc3 5e37de 745767
876565 af2508 c49a8a de6514 b6d11c 7bf9c6 4188b6 742ccb
c58841 825e04 95ee00 94aba0 4189ab 6a45b3 db9cff bd2168
d11702 5fcb21 418a5e cbdaf5 8802de e139bd 942474 ec9fa9
e7cdcb c18b7e 43f351 418bda 97a6bc 5637ee ae4871 e60218
a65d5d d00e07 b3ed0b 5dca66 418d99 a183fb 7356c5 d1b0e2
976e43 bfa61b f8dd12 72e7aa 4193f4 7f808e 504eb9 c4bcf8
ead3aa 87950c 53f300 419570 7618ef c36dfe c01493 f594be
78521b 899818 a0e97e 419574 9821fb a90b8b ec48c1 f5cfdb
fcb297 6d5442 d0e31d 419722 52e8eb cb8bfb a61ba4 ec618f
fa8440 42eeac 419ae1 7243d4 e1cef4 8b3e71 ce0636 b87482
a0380f b7aa0d ede113 abc5a7 87e4f2 419bf5 6d4fd7 f50a72
7f5b16 bba049 d1e718 6bddbd 41a08b a3acd3 5c53ef 776c9a
cce3ac 55dc02 41a163 b58ad8 b4149d f7b5db 7a5051 f40102
fc8c87 606103 c8e81f 41a505 a0ddf1 5655d5 a58dd0 d6316c
a3e02d 41a80e 56fcda 806bcd 675477 d0adeb a95357 ff8d90
8b4e05 e5c38f 41af2b 51ebe5 a9a2fa a05bf3 e46ca4 625859
f7d102 676f28 41b13d 83e7aa d9dafb b899ea 7b22d7 da4083
d82f2e eabb8b c8ee00 41b4b0 467b7f aad7ff 7d32bc be60df
a93220 929725 86ea5c 41b589 5c6b6f 5c34f7 a65bbb e19eee
536837 77fe6c 41bf44 bc9fff c634f2 8c738d 971093 f5b0d0
5f7452 8dad7d 7bfb6f 41bfff 466bf0 962e8f b07597 d8c3cc
995f41 decf43 a69b08 41c08c 4fffca 53626b b1bdd3 ef2bd5
c4ca3f 41c496 48fbfd 7a0fe2 e634e9 9d829d 874476 cb243a
a6220b afe5a2 41c640 628274 bc79fd ad11cd fdcbfb fb7fb2
c7c074 738241 acedd1 41c7e4 7b12e3 be58ed ae3784 f662a7
8a6b09 d7e30a 41ca86 c1c8fd 8412e4 a899ae ef3df7 aa3663
e6cabb da914d 547103 a4f849 41cafc 637ad3 6e1dec ba1f73
65752d c1ed36 82aa14 41d2c0 7a7af7 5044d1 81487c e1647f
9d431f 91a584 41d320 c3e8cc 556e71 8b12c1 eeb0ee e34ddf
f68377 cb4707 b2e50a 466c57 41d3d0 9f86eb 7f07eb 954399
c8af39 8f9489 c5dbb8 41d3ea 467b96 8c11d2 c550fb a54243
f2d3d3 d62f28 41d82a c1b3fe 890edd 9b7da4 9a1a78 d57f82
cfa493 908325 41dc25 5a7567 d9d9f7 9517d7 f44dd7 932478
61621e a9ce2c 589568 41e4a4 8737e5 e17aef e8c6e5 c5348e
ae1a14 6ea03f 41e666 5687f9 cbd0ed 6444b8 b45182 de88a5
41e87e 629e8b 4345fe 6d5d94 bd8be6 eacfff a40d50 f30845
a9320b e9d3bf 41eb27 9aa7b2 6b2feb 845aa1 d76df8 f40b65
e2beaa ae6c3f 7fc51b 536866 41ebfe 519cf3 6818fd ec04a5
ef2e00 a19f6f adda2c 41edd2 4b9bf6 8938fc 9a4587 a90625
eb1313 ffd0c6 41f452 49a1f2 c1c2df a51ac6 695b6a db8090
9f9a34 41f472 449b83 6028f4 a83b90 fd6cc7 b51427 f3d0d4
cf6155 775c02 41f48c 566ed6 aba1ed 9d8797 d7c0cc 9b2859
5b861f 61bf00 41f97c cd76dc a63ca5 f5cfe2 aa0154 ed5a81
c07235 bdd3b0 41fa1b 6aa287 7343c3 b68ed5 f9c7f2 9c1d5e
656261 905a23 a5af53 41fd06 4dafc5 7d61fb f62293 e9d6d8
943630 ce801b a9df1f 41fdb0 5c8179 936ed3 7a0bfd c5b3c3
8d891b a0e518 41feba 4b5cee 614f8b e1b5e4 e264a1 9f4153
cf9d74 f0d9c0 8c6c46 41ff36 7480a7 c7c8fb 5546d7 aa236b
cf512c f3bb0d 56bf8a 41ffa3 7e10fd c9bacf b574af 912c6f
cb5d30 d7c457 757d7b 7af3df 4245fe b198f8 865698 a70234
d3debb 4bf60a 639972 4248dc 854f85 e460d3 e4afd3 e40d19
ea6251 b03702 d6d592 55b198 95ede7 424bf6 5d5875 aa9dd4
a70c06 ffac0a 81df95 d5d8e1 425dcd ce9adc 855a80 c45661
dc9605 5b6217 c8da88 83aa96 68f3eb 425fe1 a583c6 8f4672
dd908c b13111 c2ce4f 80efe6 70737b 80a0ff 4260f4 77438b
8c756a d4903d ddca9a afec03 426519 6fc1cb ab84ff bf049b
dc8c3c d4e204 42681e 7f9187 57e0d7 9b64da ce97ff b3037d
b57975 d3daaa 6bcf0c 42692a 64f9f6 656fda a199b7 bb137a
6a5847 a47c31 f7d806 7de1f3 76a1ce 426bf6 ad207f fa8791
696207 7b9557 6ae35b ccd0cd 427064 7508f4 e67ae3 ab3a9c
e17011 804e0b f8d964 c1dbc1 69b8c0 4271cb b80f84 ab7983
c1d812 42722b 69a452 6af4ac ad9be7 c014ee 9a1e6b 927d83
6f552f c7ec5b 819963 80daa3 427572 b413e7 ed71da fcc1eb
546219 bdda7c 6cb204 7eeeed 4277c0 b19cfd b8046b b1879c
c50e01 86544e c6988b f56901 b7ed1f 6ddcfc 427cd4 61567c
bd8f58 8de133 428075 c1b2fd 7010ff e22ebf f7cbd8 bc143e
f6cc1e a9bd8e 69dcdb 42828a 9816be f944ee b9145c fc1c1d
b62805 e5930d 9b947e bcef96 5ecadb 428394 9555fe 8a3f54
5b6529 a6f64d 76bd2f 428679 aa86e1 9201ee 8c2e89 dfa4c5
ff4b35 adf303 4ec28f 428691 971bf0 d179fc dbcadb ab2452
c12817 fabc7f a19c95 d5d6d2 94c8ef 428adc 8506ce 9f5b7f
527e22 5ae53b 428cfe bcb7f6 8122db f6349b 91305c efc6d1
a80c02 bbac9c 9bd121 42944e 58e4e2 615d62 f367fa c30ca8
efd42b b4a01e 429c6e 6dd2a4 c0bee1 a350ed ab528a c1011a
ba0703 88a02a 65f44e 42a3ff 7c0ee6 f211ac cdacaf 9b5f61
ccdb23 42ab07 9decbd 8109d1 d882e6 a157a4 9b9699 ae2c5e
954132 9f8780 d84f07 a5c81d 65f9ac 466066 42ace4 8b39d9
ae2721 d5c2b5 bef22e 42b042 8eddf2 7c2ad2 f24de6 9c6f7d
b60e02 9aa92f 88f53e 42b090 ae0bfe efaee0 d741ab 844447
d2c61b 52852b 42b67c 66f0ff b19cff 5d2afa a60c8c db64a9
6b645d 9d5b15 f3dc09 86ac46 c0d7d5 42b8e4 487bbb a78894
73fd3a 42bbf7 c9d5df 7851cc 9986a0 a60c72 e40022 f0999c
d45c2e b7c34c 5bfbdb 42bebb 6a7086 b085f5 a122c8 ad0d38
7e7575 a93528 93d93f 67a41e 42befd 5f66d4 824079 ff96a5
ba4a3f 42c116 66fe4c 6d35f0 ad71ca e2a5f1 7c4965 f38296
8c4e04 e8d82e 9ea93b b7d0ba 42c5f7 667cd1 6a2ed9 c92966
a92b0d e85923 e1d1b8 9fd931 929c82 42c8d9 7a6acf 855d5f
ae1c0c a9795d d2e4a5 42cc28 a4a7a8 505b68 9463d5 f689f5
bd0f00 b0b514 42d08f d0e0ea 7d8696 8c48d1 e76eea ae5a5e
dca780 b26803 c4dc0c 42d5f6 9c9ea6 728bf9 7047d0 65545f
864608 818f21 42df4d 438665 c4dbdc 7f16ff ee80fe fc30a9
be6c33 c5e7c2 42e136 92a799 5b40fc 856cad dca0dd bd0159
dfde0f 87ab0c 557a54 42e192 cce0f9 ce3cf5 ba93c4 8b1fa5
a17904 e4d004 526056 42e5b8 cae1fe a0a7d7 9f35f0 ed3992
545d4a 5da72a 42eb55 887fa7 c1abfb 9332b8 f3d3d9 d78e96
b38301 dcc114 5b9166 42f2c2 d8dafe b78deb 810cd4 923982
ba6e39 9bd719 54b08e 42f2dd 76747e bf92d8 8c48a5 9b273f
a61c0c a2df28 5da80b 42f3c3 6f55b1 a58dd8 edd2ff ab738d
bd810d 7bb084 42f487 4b6ee8 dcdbe1 a58cbd 803b84 ba365d
bd251e ec6d3e c3ee44 42f4b8 4e7a72 7b0fee 854997 c68bd0
c4db4d 5c791a 61af66 42f5d9 6f04fe fd7ff7 d60dad 7e5565
794f38 b67f4f d8dfae 42f60c 75a39a 9a54f9 ba0c7e faafd8
d85a2e dfb229 53c096 42f7f4 8d8dcb 6243f7 a10a7e 976b6c
636618 b5bc84 4ba61f 42f801 711cf4 a663f5 d885c1 c04c70
935308 bcbc33 68fda4 439296 b8ccd8 4341ef ab6eee e1056c
c1231e eb7620 bce340 589f79 48dfe7 5f6566 4343ed 995fad
d54b14 d4ec14 4dd675 434adf a38df6 7b6d88 feb8da 974952
e5d0b7 977c0c 48e504 45a677 cfddf8 434de1 dd7fbf a83067
d89f45 ded0b2 88783a aff709 799395 5dc9e3 4353e6 a20a6f
93f03d 5a9ba1 4354fa 5c5f88 d2c7d2 fb85f9 9d2245 fc4551
84e55c 61a5cc 435bf2 dadbf4 8a4379 a70835 ed0f22 d3adb0
fea05e c37114 6a9e8c 87dad4 435ef8 d791fb 956d9e b3062e
d5d30d 737365 b8ecc5 45b77a 435f73 e617e7 fe8dd9 c51920
9b8d10 43650f 78fa28 a8bea2 619fae e3b7ff bd1bc8 dc076e
868309 c9d126 436653 44d1b0 559394 c3d8f5 c886e6 be06e8
d89701 827b34 d7e940 436861 8fe6e0 a390ed 803ede f41e8f
f19a4c 436902 bfe0e7 6cb2d6 945efb 8a4777 9d8291 f01656
ad6e1b e4d6c3 aea086 7edd4d 436951 7798f6 932ef4 f521a3
bf2000 715049 c6d39d 91fc1b 58a55e 43697c cf13f0 f688bb
436b09 85c926 49faa1 596bd4 e3d8fe af1977 f879ba f40463
d39238 6d5c01 e3df53 4ec1af 43716a bcd4ff a38fd6 af2ed7
ffb848 e5dcc4 79764a a2a3a2 437382 79b5e7 7a01e7 b54fe0
f1945f ecdf14 437514 b0c6c3 7d89c5 7128f0 971582 a27081
987d02 a9c71e 96f3a7 4fb3a5 43787b 6f54af ed84fc a70945
de9d25 c9eb8f 437b06 889692 6de1cd caa8f4 ac5eea 8e3391
fa0c03 45f883 43806a cedcef 9117ba f437c7 d2a4ab a7071c
b9847c 829a08 68df85 43849c d3dfe8 9897f9 9536df a5334b
efb804 9f9646 cee3ad 438573 87c8c8 881afb d53fb6 a70c19
ab9594 c1d5b4 4cd838 4389d6 8501f0 fdbffb 8e525e d30714
7d534c ae3803 c48f3f 70f528 438a86 d4dce4 9ea7d8 7525d7
d09f80 d5d7d3 438c1c 9bd0fa 989cac 6c20ea a25de7 ae476b
b30501 96864e 98ef7d 438e91 a598fc 8162ce eeaacb 784b5b
c6e50d 73c270 439045 4ffdc3 868490 754396 dc43ee e2a6cd
e6bca8 e78242 9cf958 43908a 46cad7 997ffc 7807f0 c6303a
954716 da8544 ead4b9 a3e941 45cbd5 4391ad 8551f5 e30379
625945 fcd715 439230 56d991 c4c3fa 845bea a8307b cd91af
e82c00 cac4b5 5ef058 4393b8 5a3fef 8d516c a31b23 ce6d71
596a3d 439a08 83fb61 c9cecb bc8ff2 7e0ee5 906999 e97483
a7764c 99be12 7af1bf 439a94 6152d1 a77df7 d2abdb 9c087a
cdda46 43a07c 5b6f77 a5d2ef 9793b8 a53adf ab0d45 f01d37
a12120 897d6c b8bbb2 6ef005 43a10e 7d51d9 de93f0 8e4977
b0cf0a 43a126 6cfcbb 443fff b26feb f4adf5 c81c66 eb73a5
8ee136 43a145 7017eb dbc6f7 ea34f6 936b92 a7294e cf9a9f
a22812 e7deaf 9ecc0d 43a44c 8adce7 6239f8 ca68d0 72626d
a8690f 7cf717 43a876 674ecb 8c869d f65ff3 a30254 e9b5c2
726d58 b6b79c 569d0f 58ec39 43aafb 515dc4 fdcbf3 b67e9a
917f10 cfb921 506539 bce5a1 43ad8d 4ae7f5 f10dd8 9e4276
c43a0a b6a544 d0e748 43aea0 60ede1 8215cf df40f4 994a75
919e7e 597737 43be19 88f49d ca06cd e97cd6 833c6f ddcdd8
984018 e1d301 43c062 5ff1f6 a8abac 6808ff c962d5 816a82
c94635 c2e214 43c180 a5ebcf 962ffd a47fab faa2f8 7e4e7a
815808 d6c589 bef301 62a61e 43c9c3 9c24fc f455fd d32487
c88e8d e0d0cb 898e2c 94e418 43cffb 448aa3 8b04c8 af0f56
91422d 99810b baf40c 43d05e 8563f8 b499fe d7598c f7a3c4
8e5f03 8fa319 bee53b 43d3b9 7092aa 6f55a7 e5affe a01f4d
cedf1c 43d98d c6ddff 7e83f9 4c4ac5 9f8fb1 c84871 f91219
666a42 d1e1c0 43da35 7885f8 8c18b8 e2b1ef b93d80 e7819f
cf2a15 c4a457 c1f20e 5e695e 43dacd 549c98 ab4cf6 8d3f82
c1afa4 ce800b adee73 43e4f2 5d9bb2 665981 a646f0 c32738
c0c216 43e5b4 cdcaff 5d44fe 9e7dfb b2387f d97aac ed1743
675c4e dfc904 678f41 a9b5a6 43ecf2 782cff 8b2e83 f73fbb
fd0805 fcaa51 8d9e84 43eeb4 c8ddf6 566ffd cc99fc 9e1c6e
9b7305 7ac725 43f1c4 c6b9e2 814ec2 cc79ff a90b49 df507a
cec39b 69854b 43f21d 71a9b3 ccdfe8 9e75e0 9218d4 952e73
dfb7b4 87c914 43f2ff 7c12f9 e74aee 863874 a47896 e00b55
9f3024 b9b1a1 68ab0a 43f670 d0dff3 8512f4 f658fa 945883
c52f13 fec29e fc8b0d a2937d 43f8f3 447176 6cabd4 a73ce9
50784b 50b859 43f95b cbe5cf a06afc dcb2ef a90894 b67f9c
a14d05 be913e 43fa6c c7e3d4 6789c0 7c08f0 d7b2f9 e31278
b5693a fc9511 8fb589 43fbdd 4badec 524bf5 8865a1 ab074c
e26017 57ed40 cce4dc 4440fc aca2e4 8564b4 bb9197 984a52
c7200b 997264 ec9364 84fd05 619cc1 444ffe 903073 d1c5cd
f09612 69a579 6de4aa 4452de 9583a1 dc9df2 9c4664 e21f23
f89646 8af0b6 80b39f 4454f2 7e71ad e3b9fc 7a4d5c df333a
eb5d09 60e263 549c8c 4454fb 8b7bc6 e4cbf8 685274 a43132
a0b602 76f69f 529bfa 4457c8 cbcdff 8c567a dd99b5 de2f41
d7682d c5ccc5 77f27d 609090 4458fb f47dfb a50f8f 734d54
d42b07 978977 dda715 5bef9f 55a7c3 445e6d d7dbe9 8c3af2
8c7d73 47a013 a5db86 5df2f4 445f7b 8910f0 d15ae3 b2acaf
ee8412 b8f050 6ec285 446163 bd13de ae80b1 ecbee1 ba0411
dbb451 446608 86e4c5 739cf7 831ded 9c8ca5 954a9c d54560
e34715 5ce45c 8fa095 44686a ba0eef e57bfd f7cadb aa040c
a48e8d 44691e 62b848 61fb9f b09bff a715fa c454a7 e6b6d3
745f5f b1971e 446b01 acf253 4dbcfb af12bf f42f93 fbbacc
8f9315 8fe827 446b1d 61a38e b9abf5 d821af 885166 e7d3d8
81882b 75ea8b 4aa98f 446d7e a12bde e5d3e7 ff53cd a22745
ac2f05 a2ee19 77a738 44c7af 447271 e7d7f7 de97f9 b13aba
c5ef06 78962b 5adc84 44838b 9012a5 eb15f4 f1bedf b22b51
cd3510 ef8336 b9b3a1 b0f08d 56d7e7 4483c0 7608f0 92586e
daca03 7dcb8e 448658 51fafc b49ffd 763de5 9b1c75 c281a5
ba3f05 ceee16 71c874 44866e 6941ce e4aedd ce68c0 843b72
e5770d 88866c d5e28f 448694 8cb6ef 7b40b4 952d5d c40615
fc7921 68581f 82f0cd 4488f1 7420fb c9aedf a52f8c ba7c95
94783b 9bb939 50fccf 448ef4 4d37f5 e5bbee a91163 ea6ba0
b85a10 a1ad78 c6ea4e 4491d7 9fc9f9 6830f1 805567 f1c5cb
addc29 44921e 64ddae 9b95f6 797285 9c14ce edc3f5 a8164e
b49895 fcb40f 85f4b4 4492ed b0b5db 7a0de6 995e93 e51c46
b61713 f76903 d0c3b8 99fa1e 44968f 575b5c aaa3ee 8d47b9
f8c9a7 959b70 8bcf08 44daf5 449ac1 661ff7 904075 c7002c
44a00f 68ff5f cdc4f7 b00ce1 6f4b76 f047be a52a47 fba9ad
d5a037 a5f3a1 44a690 6c1cfc d9b5fb c743b4 825068 d8212d
a62320 bc7862 f3d051 adecc2 44a9fe 4e667c afb2b9 a702f7
eb850c 8af469 859e91 44aed6 dddde1 641df8 7b469c e00647
d1a024 9be693 4d784a 44b0fb 979ead 6929f4 a250a7 fecbe1
ac0100 a98424 dbd37a 44b185 59fcdb adbfe6 767882 5251fc
926760 ce6813 6cf093 44b39f dadbef 945fe1 e08de9 a40d77
d91505 94ea75 44b665 818383 5e4ce4 982c81 f861cb f4d0e9
cc480a 62ff11 44b784 aa9aff 7961e2 8b7c8d febae7 874a54
f39d28 5a6801 cbe5cb 44bbb6 6b1bf7 a261c2 f4c4fe c02f6d
835d24 ffce69 aa9f1c 44bc93 d1bff2 701ae8 a063e5 c23587
d01b02 f3d7bd 44c83b b4dff8 624af8 ab7ad1 963350 d57e95
965301 afa853 b0eb00 44c9aa 497675 850cca fda7f2 dc5bb9
c6c7ab 44cb2d b5e6f0 9093a9 8b44e8 ca79ff 9f2250 da526a
996904 bddaa9 44d122 50756b 5478ff f8c9fe d108ac c495b9
ed1f11 f3df07 44d38a ccc3e7 a384f3 774fa3 a50d54 ab7f8b
945c0e ffd503 a3a02a 62665d 44dc95 c3c1fd 683ce1 e544a1
e8220b c4f013 44de86 a1a4aa 6647d8 d491ed 796b7a a2233a
ba8b13 e0ce0d 7a7854 44de94 c9dffd 6b2afd b192f1 d92499
e6a60e 4e8b3a 44dead c7cbea b075f4 8438da a02576 d85a93
c3e745 5baa8a 44e4ca 757c8f 740bfa ee70e7 a92a57 ed3637
edc9a7 8d9379 44e80d ddd6ff 9d149d f724ea a6062f fe0812
b72b01 f2b15f 5e7868 4fb29c 44efd7 b0aaf7 8503d3 c749b1
f09c8e ca5b33 b3f461 44efe2 515eba 8787fe 73667a ae91ac
e4d9d5 965638 96a500 44f734 4da897 5c31ef 756b8f d48ede
c3c293 8e8e1b 44f925 71acba cde0f3 4665b4 a684ff b63a60
e32411 e9b251 589365 44fcca 535f5c 9ab2fa 9c3caa a07f9d
776032 68ac54 44ff92 bacef7 7c2cd5 9f0270 e748a8 d3a9b1
964c0c e1cb33 44ffb8 bfd6fb 829efd a7a4b0 693fc9 f8126d
ef1802 e2d428 76be7f 6df7dc 4537fa 6b5194 be75e3 ad4959
bc4228 e98f4f c0e6d3 5dc2d4 7c7aee 4542e8 8c4a70 ad8a91
6f5e53 459010 50dc04 4895ff 4544f2 cabef4 d647ac d2a2ae
bb9d99 f3d698 5e7044 45a90d c7d5e9 454bd3 8e457c ee62c3
508030 6adf5c 459ff0 4550f2 efc8e7 a85f96 a0165c e97992
c96e64 f0ac32 cdccb6 80e9ff 4f5c66 4557fd ab8ffd b70913
886501 dab92e 69bd8d 728197 4559e7 cfc4ff b681f7 a30954
b21811 febc3d 8fa897 9beccd 53a5e6 455def 7f6988 f84148
797437 cee99c 6fce23 45615e 998cf9 a000c1 da669f e2bcc8
da0e04 f09765 d6e919 74e7c6 4562c2 b7b6eb a07b97 9c2c45
b09030 d6e136 45641d 88d4e1 6e88eb 830ce8 c61f71 fc5d97
c3d16a 899e14 45660a 85bda2 82effe 8246cd be88bb da2065
8e827d e0cdb0 dd9f3e 456c2c 4cd3e4 9b8af1 7107fb a72a96
c80302 c99e31 7f7e67 d5e70c 55c3ae 456cda b9b1f9 a21282
fbd353 b1a201 457006 5881d6 a5bdfe 692fda d70983 f18794
a1311f fa4105 dee757 96b678 597271 98e1f9 4573eb c190b2
a21e0f c46a3b d4b006 85efa2 457674 c6cbda aa7fe7 9f07bd
ed714c 864d11 dde0c8 91e91c 79abfa 4578e0 bea4b6 c3026e
834d28 bdba65 848a01 b3f600 45796e 4bd8be 8a07ed ea43d9
6b5a0c 819622 abd778 47b898 457b6f 78f0f6 cd8ff4 a41494
96837b da6f21 e7cdaf a5e032 63caf2 457b94 763cdc 9c234c
963414 ecdd5f 92aa4d 457c67 88dcc9 800eee 835589 fa69e6
dcd9c8 88ed0e 457f16 949ed9 741bfd 89499f 952f56 eb5980
fcc708 55c778 458270 685d85 e2d6ee a387ae c415f2 c70133
a3472f e3d10d 9ca46f b6e8b9 47dbf0 458499 8614c4 e83afe
c18a4f 6b663f e4d75b 73cbb0 4584ca cbc9fc 7e0bdc cb0a85
c8e422 458534 53c166 5cf9e5 8905f8 e93fe4 982172 8c8487
a0f80a 458600 5dba5f 76458a 967c9e e1a8e6 f607fd 9f3b56
f4d4cc 69d251 458f6f cccefe c050cd 7a5374 bc9eb0 a22629
f4d8b3 85ef05 459239 7910e7 bc4fff 8f408b ea83cc 878285
715401 d5d6c5 829e11 75e45b 459393 8e3edf cc8ae7 d42962
805708 fdd743 bd9703 45976d 93e5c0 cbb5ea b619fd bd3290
fb0a01 755250 beef37 45a36d 73e6a9 8904ed df51f2 b92988
8d6f23 ddd44a 45a788 4af9cb 602aef 9e61e5 f089e0 ae2c86
8c5a2d eae41c 99b450 87e0d7 45a8ea 722de6 a00960 e73398
865d10 e2aa22 aeb194 c2ed99 64ecfd 45b1ca 5d68e6 ca4474
6d5c14 dde1bf 81f614 45b912 8829ff aa64be c6156e f17aa0
dcb0a8 686c02 9fc60b a9ecee 45bedc 621ffc a458c8 ee0f6e
e4d917 45d091 d3dfe3 a339e1 ea7edc c0537b ab0436 f50509
5d6424 b9e9a9 45d325 7c9b81 d9c8dd aa4dbf e37fe9 96285f
e2d4a9 6a993b 45d709 d0deff 7d46f4 a87ed7 a21364 cf819b
d7ae8a 9bfa05 6aa4ab 45d9fe 7715fb a16ad8 774385 e42347
dfe293 8ac708 569433 45daca 6c03fd e62be4 a21194 865e6f
f1d2cd be8f86 fc7a2e 45dafc 5c9fb6 8a51c2 91356d c00a3e
b11606 ff873b 45db9d 4f5dfc 7d78ad dbd5f1 dc97fd a9797c
f9d1bf 6b8f50 45e62c cacee6 e042d9 a20d92 b791a6 69535b
a38f5e 45e83d 548486 de0fd9 f788eb ddcfd9 8b444c c6080b
aea296 625e45 639a16 45ed80 d6d3e6 a839f0 9a3686 e071c6
