# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0047fa 4dd02c 844d8d c3311f cec8ef de7193
4d6962 50dc9e a9a4c8 b92ae7 d95310 d9df21
4d6bc8 5a610b 93dafc a91b6e b27964 cddf81
4d6e50 5f96c1 9c0ef0 a2d4e5 c28833 dad549
4d6e73 5faca3 73720c 8019e9 beb2fb fdbd7d
4d71f5 666476 9a5814 a497b0 d2d8d8 ee981f
4d77a1 70f648 9ca786 c6093f da7605 e492f0
4d7b55 63fcd6 8815d9 8eaeb1 c85bfb f4b96e
4d7f7f 6745af 7ac64a a92d3e b289d1 d1ccdc
4d825b 8c36d1 8e366f add9bc cda0de e28903
4d841e 64576e 8edee6 a285e5 c49999 dfe35e
4d84bf 7f5625 828482 85db85 b78a0e fcc0e1
4d8730 8f3c76 9890a7 a5ceb9 decd59 e109ed
4d8b12 6be253 8522f0 ba0c7e d962e6 ded2e5
4d8b1b 6eedba 7d16fa cb098b cb5df0 e1ca3d
4d8b27 56f34e 716372 7b11fd a7b394 f742ef
4d8cae 57ef83 7428f2 858c7f b05b1c cdbae8
4d914e 8bc2f8 972766 a728e8 bbef23 e9c7c3
4d94e2 68feab 701fe5 7e8436 c7cae8 d30b87
4d97ec 7d7a85 8d24b0 a0f70d d8adbf e64e46
4d9af1 5347c5 91d909 967e88 be3c01 eac4f3
4d9ba4 73f561 834dd3 ac970b b74f62 d7bcfa
4d9de9 7e8d80 871cc9 8aeeca b9cb3b cc0103
4da18f 81f2f7 8e0fca bab821 c20615 de61ea
4da62f 8627db aeb9cd b13b5e bb7ef2 ffbc9d
4da897 72e5f4 9458b9 9c2e08 e65e18 e9db21
4da931 5b602d 845ae5 a67892 a6dbb2 f7a0e6
4da9fd 7e32bc 8eefec bbd941 c59ea3 e10230
4db76e 937c8b a9ea2e b01328 cd12dc f49dd7
4db909 7455fd 95f189 9a440e fa82e9 fd1f8c
4db997 7544f7 7fa11a 96f574 ac1e2d cb9aea
4db9bc 873fc0 a70e1a b6626e f3d0a8 fe5d21
4dba83 5cff8c 5f4ff2 ad478b b484f4 f54c07
4dbe31 6b3aef 875288 a1280b cde2b9 e486bc
4dc595 5060c6 7d7d84 a0342e cda9fa e38528
4dcc79 52858a 820ae5 ba3828 cd70fa d7ddf4
4dcd16 5a4fed 824b78 dc014a f378b7 fbd3c9
4dda50 537977 a7682a cce0c9 ecb9f5 fb21e6
4dda92 668f35 764e58 c31aab d082b0 e9cafe
4de2f1 5f7300 9d117b aef200 b94fe8 c5b183
4deadd 576e19 7680db 7810f2 985373 c5ba69
4df809 6671ff 9a8c22 cce1be d30894 f89eed
4df926 578a82 8b21ba ae3a13 d6c7bb f159de
4e38f5 56a2f7 b3d807 bf4d7e f1c2d2 f5131e
4e40fa 77bca4 9c5678 aa88cd e4e53e fe6835
4e4eca 4ed211 768a60 b76c9e bfb0f5 f9afba
4e51ec 6ac216 90306f ca8799 d22c43 f8d0ef
4e5797 88f548 904c03 9e8771 9fa5d8 e4c3bc
4e5c70 51ccf9 9d03f5 a0b4ad c37d44 ded039
4e5d7b 878637 87c49c 9314fe cfd331 e780fd
4e5eac 629bf4 76fc3d 86756e caa9a7 df5f1d
4e61ee 51f64f 885751 889921 f1b4e6 ff4999
4e625b 5ccc90 b642ac c8bbe8 ea3419 f0c913
4e6288 9b2a39 b15fff bcc2e0 ec5560 f8d087
4e62fc 80a6a3 94f865 991c8d c792fc ea5f48
4e636a 9a8dac a2e1fb cbeb5c cc38f6 d50d19
4e6391 5ff3a4 84a0ec a37c85 b14600 ed9f06
4e6479 8fd6d0 a902ec b093e3 e7d066 f54a3c
4e658b 78b7da 817974 b6e72c bd760a e4beab
4e6dc9 6b611a 75e1da 952970 9eb713 dd5079
4e72ee 637614 8fa1b5 9ce5b6 ac256b f0bb01
4e7638 62ebe9 7202f5 8d9ee5 de0f8c ed9c47
4e7bb5 69555e 79fc77 a44112 b79427 baadd6
4e80fa 8c4c2b ab8d02 c7c3ec ea6787 ecd71c
4e8165 6bb3df 8617e7 c0170c c79132 e9d493
4e913e 732cdb 93e380 99657e a885e0 ffcde9
4e929f 5be5fa 8a36e4 9ec98c bb5a4e f8db18
4e938b 5d5982 69e9d9 ad8a44 d5e52b fe1cf3
4e94f6 704f53 74fd3f b31792 d1b9c0 fa6134
4e97a8 85fc57 9e40f7 b4272c f3734c f7b3fa
4e9aa4 5343e9 9adbc1 c8430a d0b6ff eda156
4e9cd2 4efb33 7b36c2 8c5839 92a01e fca3aa
4e9d92 9a2e20 9fe865 ca29e7 f8a0df fd4f10
4ea7c7 5cf60a 607672 8c24a7 b62218 dab19b
4ea8b9 7041e4 70570e a68900 df2b77 e2dc7e
4eaf57 6828eb 686955 71f38a 9f5198 d97de8
4ebe11 50650e 8ef994 ca4ff5 d23b81 d6c6ef
4ec5fd 686331 a9eb24 aca262 f407a1 fccdd5
4ec916 751fe9 806d70 ca091c d55bef d7d6d2
4ecb2b 57794a 7718e1 945f9c b9a0a3 cacbf9
4eccc0 60660b 970a95 bf7df3 c9ce32 d65c77
4ecce4 8daa98 986ecc aa0350 c38106 d7e47c
4ed626 553fe3 c6e3b6 c81563 d06fb0 f0c2ea
4ed6f7 7f21fe 8fb42b 90366f b97c8d f1d1b4
4ed871 57910d 970d93 aa8994 ceb7fa db3ddf
4eda66 7645db a787ef aa1717 b47880 e3c2f4
4eda72 85917f a31a2e a632df f03319 f77ad4
4edba0 812ff7 894e2e a99308 e5bbe9 f20395
4ee0a9 6a4b99 8a90f8 dd0f04 f99915 fac2fe
4ee0ec 569e97 6e663f 9c6dea adcb92 b1970b
4ee1b2 6a971f 845a51 cd1bdb cddb23 f382f6
4eece0 558925 9502da a69ff8 eae111 ff2997
4ef2e9 5836fb 718a79 a672dd ae2e09 d6a653
4ef40f a2273d ad38d3 ae9ffb d5b1c4 e86966
4ef4d0 556a24 6229f6 6f8cec bb648a fba543
4ef5f5 56b588 9d0daf bc73d1 c9c61b ef301f
4ef745 9881b5 a113da d04a6a e0b5f4 ff93a6
4ef854 68a68d 788817 aa27e9 af0060 f485f4
4ef9f9 65afa7 873cb1 b6e2a0 c4114d d3a711
4efba5 78c30b 887c30 9d00ff a92687 eb5dea
4efbab 506704 7d9d63 aa386c bb8fda fbb312
4efcd8 7f2dd3 7f9aa0 e11a58 eba5fd fc8d3f
4efe7d 8023c5 8c7cc1 9f393b b99531 d3cddf
4eff42 587176 77b351 9c361d ba0ae4 cbc9d1
4eff6c 6e23eb 767280 81a4eb d3ccde f16333
4f4aed 8dd3ca 9170b0 a71231 e36d03 fcd44c
4f4cc1 64dbfc 7f8ddc c28f06 e23b7a fec786
4f4cd4 687169 75b3ef aff004 b86925 dfc2c4
4f52b4 5df614 976e82 a2ad7a cd163c e090d8
4f5cf8 6bc8eb 86957a 9c3f75 dde575 de1315
4f6118 8fdedf 9344b6 b886dc e53964 f8b57f
4f630a 6ee1b8 7f9bc0 8d2bb4 fa2d60 fad74d
4f6500 4fd147 9390b9 ae2aed d2cae0 d8476e
4f6624 649eb7 86f2f7 9539c2 bbd6a1 ce9207
4f6707 59e0f9 5f79db bfdabe c9b710 fc0e5f
4f6cc2 73c84d a49293 a53d51 d5e2cd f899fd
4f6ce3 65d4c8 934b6c 9f9646 b0010b c4e824
4f700e 6ecff4 93a907 b80a89 bc4bfd ebd1a0
4f72ea 59f357 93a48a 9a2961 d3dbd1 e93903
4f736f 7db614 82e8fe b50a1e d22cc1 efbeb1
4f74da 82537b 88f687 b1120e c9a1c1 e6606a
4f76f6 695986 8a9898 bcec7c c21e1a daaff9
4f865c 6813fd 86dec0 d4cbff e0b51a e81ca9
4f8676 74d07d 7c11df a175d0 c76402 f2b3da
4f885c 54cb75 732efa b5f336 ba65a9 ebacd0
4f8be7 5e7657 5edf95 6b0afe ada402 f1cae8
4f8c8e 5dd0af 8f23dd d464f5 dfdc52 fa0c30
4f8dc2 64f3e8 7b21cf a3441f b6c608 da8b85
4f97f8 5c3ae5 6ee578 c4015d c595a5 d4cdff
4f9817 55cefb 7e0efd a6b7a6 a84a7d e5cc28
4f991e 704a9e 9f3e58 baeea3 d470be e6bfdb
4f9b74 50c9f5 625e09 a03d95 bbae19 bedfd7
4f9c9c 5fe5ec 6a7532 9f13ba b47bfb d7a747
4f9f44 6ee062 9636c8 9f105f b9bab7 f085e8
4f9fae 7bec51 7c4ade 818d0e c0356e dbd7f7
4fa5c4 64606f 83fb91 a60e1c ae33fe dc644c
4fa99e 5f6566 8cede5 ccd434 df03df ea1116
4faaa0 7a3fbb 873b64 9af1ae e299fc f30845
4fb108 88f142 8c10ee ba68e2 c14c6a efb7e6
4fb1f7 52797f 81f21a 8b23ca f6363f fcd2cb
4fb5e6 52632d 565ce3 c2dddc d47e87 dac648
4fb6da 8113f6 91668c b2e7c4 b4354b bac91d
4fbf92 893c77 9c4ffb c0a7fc ef2401 f8a823
4fc3ee 5764a7 88a587 9c383d f62d0f f8bd5c
4fc77e 887724 a81596 baf02d e755dc f8b3ed
4fc886 7343b0 799201 b70c5c caee47 d6abe8
4fda45 62587c a740f3 ae2441 df7fba edd3e0
4fda46 5a9107 9b01d4 bb1e77 cc7cd5 cdd3f3
4fdad3 69776c ac1814 b04dc9 b0b364 b1f605
4fe006 737b1c 801fdd 954963 e3c3d3 e55cbb
4fe17a 699215 845158 ab8e94 d9bef8 e723ed
4fe439 96446f a847fc aaaca6 ae0f11 fb8df6
4fe554 92a295 a90ba5 d8262e d8d7f1 e94be1
4fe5e2 6cac87 9949c1 ccef05 d879fb ef3b12
4fe5eb 6ba796 6f0fff b252a2 d9be4e ef0015
4fe969 764d56 ab9ca2 cf43c8 e2dbe4 e3330f
4fea34 7c0afe 92838a b7b9e6 d71b2a f2d6c6
4fec2e 8932aa 947ef7 c30b12 d5aedd f55671
4fecee 7c44af 7c95d0 9aa94c a34425 c3ea68
4feff0 604df7 697726 6ea6d8 ae1b69 e7c281
4ff227 a10e52 ab45bb abae7f f60614 ffcce4
4ff680 96a61c a007bf d1336e dedafe ea64f6
4ffbec 5b684b 939e95 be27a0 d78df7 ed8426
4ffc3c 877538 93b7a7 ab1f9e c28fe7 e4d8f9
503bf3 6cd8f8 738ad0 b2e30e b90233 de977b
5044d4 8783f7 89e151 b78ba6 c32158 e0c9f1
5049e9 5e926c 65e5cb 73658f acc61b b8260e
504aed 63e964 77939f 8f2a7b 927934 efd1f5
504cd1 74f335 75697c 7a8be9 e21d11 e99597
5052f9 8d780c 90ef40 a68def f3cde1 f43697
5059d5 69e7b3 878e02 aca4ec ae5566 f1d81a
505c7c 5d86ea 8ec002 8ef4e4 d42a31 f87895
506112 5bf87f 5f9369 b91cb9 d1e1dd dd9be3
506130 51a338 a9f441 ae0380 c44cdf eabdb8
506131 6756fe 98952e a21a89 c7ee08 ff97a4
506216 69b4df 968e5a b3199a bfdbd2 f5be5d
5065eb 50f0e8 81581f 8e98ab aae211 bba579
506731 87a4e0 9b42f5 a7ee17 b60680 f99ba7
506759 68a314 86e802 b7269d ba988f f7ceef
50684b 50b79b 74fd96 ae09b6 bea812 beacf4
506a78 6afe28 73a299 841dc5 8e942f e58af5
506c44 82b26d 89e7f7 9411a8 dde848 e356ca
506e06 6734e5 7ac2ff 9f896b baf06d c44692
506ed4 786941 97bbc1 ab0171 c48a01 e6d43e
50710b 52abe0 a31bfd a7e6e2 acb913 e33b77
5074b1 6eeabc 807477 bb3704 c2ed3e d68f4c
50778a 67d8ab 834824 a2a90e b121f1 f4aff6
5077e4 79f2a0 925269 bcaad4 cf0e07 f47f01
50784b 7bdfc5 8f34b9 90a401 cddd61 cf78f9
507a34 6a5560 79e91e c315bd ebd9ba fd81bc
5083fb 87e973 947507 953545 f33292 f8c5e5
508455 5fee3f 9d66fd ab2f92 d5dcc2 fe91e1
5087f7 751ce4 7be517 8b5f74 d02c35 f19499
508a37 a03be6 ace0c7 ba1973 bb9bc5 f9d85f
5093cb 6f26f3 75e3bc 9c4171 c0ee25 dd2546
50954b 59596b 70f5e1 a78bb8 c603ef f7bf74
5097c0 8903ed a46a25 c4dbbd e50086 f7b926
509a93 6a5957 90974e adc8f2 c025bf dae607
509c08 7454c5 87dc23 906772 d8dcbb e998fe
50a068 6a4cd7 8c3f1e 8cdec2 d07cda ecdf2c
50a49b 595a86 6ee1e8 c54127 cae7b2 e4b20b
50a673 5a6171 64fa15 884408 9039dd cc88d4
50a908 6f3db3 84d1f9 a371ba b91b47 edc2bc
50af04 84532a 88fc81 9135e1 d5bec1 d66feb
50b1c7 745aec 985086 cadfd9 cb462f e3d201
50b1ca 61fbe5 696f46 785bfa a61e8a f69764
50b357 59fa6c 8a1cc7 be0e59 be92ae d8dfe2
50bb7c 89f3e7 9a3cf0 9f276a cb79b5 e00e14
50bfdc 667795 8b18f5 a46d51 accaaa e7e329
50d004 623bd2 6f626a a75c24 cbcdf5 d063fb
50d106 9426e4 944509 b19bc9 d1e6b6 e7427d
50d4ec 573ae5 8a78fa a75f91 bd2839 f1db1b
50d842 626291 916950 a6a0a8 d5deda e883ff
50dc6b 735a74 8356e9 bb87b4 c0574c d4d6d7
50dcfe 597cfb 6b6711 92ac0c cf0a9a e1b2a2
50e3c4 587483 840fdf 9b4e13 c274f5 ff7b0f
50e62b 5674c1 874715 a09db7 d83d6f d8e0c7
50e6b3 556e71 6495f1 8421c2 cb461c cdba2b
50e8f4 78ab02 a20e67 ab4bc0 c4e930 e896ab
50efbf 662fe6 9c86fd 9e592f cfb921 e92098
50f306 56826e 912dee 944e11 b7bc95 d384c3
50f4bc 5a5c99 75530b 83a5ea 888e5e ecde35
50f6e3 658eb7 68526d 892bfc a25b4a aab03c
50f6e9 785a3f b12c8e de6ef4 deca8b f96415
50fa63 55a17f a71c20 af0efe e5b6cb e758c3
50fd30 53937c 712de3 b175ec d4440e dcdfc5
50fe40 69b64d 8558b6 91523a cacfb8 faa5f1
50ffb9 5b81c2 7a02f4 bfc2d6 ce313b f3954f
513be8 64bfce 99307b c00024 e48736 efd0bb
513dec 7cc6c2 985a9b c18aff ce4f4a e59d32
5148c7 865a0e 89c5dd 8d7bcb dd1d77 df9d50
5158d2 70a6ab 74edde 913269 bfdc43 cb0339
515dcc 6fbade b46882 c9c7a3 cd2c1b f99d14
515f5c 8b0bfa a37ca5 b1cbd2 eae080 fa4800
516187 85f5eb 8c7b32 8c97fb a6c534 e38c9d
516246 7f9735 84fb07 961fe8 c5abfc fc5ea9
516260 90bcba b40ec2 d3e32b e378f7 f06113
5162f1 56fc6a 775f06 999e3d 9b0787 c9c9e9
5163e0 76a69b 9a9428 a23269 abf44a ffa9fb
516407 802bff 849c12 8ddd92 cb0e74 e478bb
5164e4 62e310 a30867 a99bd4 d18184 fcccda
5168e9 6cff98 6d6817 88b341 95276d e9b3db
5169db 64d5da 8b3d57 c70d0c d07b6e f1cf97
51737c 5bec33 7a03e4 8b581f dfa2b4 f032d9
51786b 56fd59 b7c0f2 d31cd0 d5a79c ef3007
517be6 5fe10d 8c6738 b31876 db8c97 e8c1f6
517dd3 59f2ec 91854c 993d69 a8c19b fbbf37
518577 63b6eb 824da2 8bfc10 c5c6c7 d57b33
5186fc 7b7885 7fceec c45a47 d7e51c f6999f
518712 67ce3b 7e34e7 ad83f0 da1c82 e2aec8
519284 52c7ed ad18ba bb0633 f0c29d fc7413
519592 67cee4 6b12fd a63605 b7884f f1ce4c
519901 8de7cc 99877f a2085e c320e0 d5aef9
51991f 64f230 a90a6c dadafe e5b4b3 f50ad8
51992c 672bfd 9c51a4 9f1d45 aae399 e782c6
519d0e 6cf78a 6d47bf 903851 bca8e6 d66a8e
51a3a4 95e8ee a41073 a430ea be782d cecb86
51b41b 52f1ac 784faf 93402d bbf221 c0a3c1
51b4e9 9910f8 9fa1a0 b30e36 decf07 ed644d
51b9b3 787c18 9fbb4b ac2461 adecbe b82dff
51c9b8 6d59d8 884f79 aef40c af0638 e58640
51cb8e 599228 9d6b7c bab4d5 e20ddd efce0f
51ccb8 6e2ff1 9a4e7c b26cfa f0ca56 f35e53
51d24f 858288 894998 ad1c19 cedff1 e383f5
51d31f 746b61 ae0a0a c310d4 c7e2b0 ddb1dd
51d42f 728693 962bd9 d51e20 e1b8b9 fa62f5
51d9e5 6641c3 6d9e8c 7b5c7f e4db7d f70f26
51deda 5b7aca 883a60 bd0a0e cee994 d28810
51e0ca 8e2f7f 9c5ef9 9fc251 cb7280 e11b01
51e112 9d98dd a717f7 a8032f dfc4bd f3317b
51edfe 5244e4 9fb29a bc2518 d25cae e3c926
51ee4a 6938df 6ba539 dd0f7c dfd9d2 ef7ff7
51f1c9 5e7361 63a7b4 d538ff dcce56 e62004
51f563 6e6777 ad0003 b830d7 eb4b3f f7a8e8
51f5f4 6ba9ac 8b4c68 ac60f9 bed49b f5512e
51f8d6 7127ed 934a77 9884f7 d20618 eb9803
51fa7d 7b5617 9e09f6 b58be1 ccceea e24172
51fb21 7232cd 83ad84 c5232d c762af dac7df
51ffb4 8809da ca4ba0 d4d1ec de0312 e5aa18
5239f2 885491 94ebf6 a73206 ac86e4 f9a970
5239f9 6d5c6c 7ce2a7 888fd5 b05f38 fccb0d
5243db 5490ff 58e232 748908 a7588f f2baf9
5247fa 6c8714 7ecdfa 9d588a b39c98 dbe631
5250c8 68c8fc 88b32f be0010 c7e3e1 cc678e
5250d4 687345 6ccb9e 8d336f bf87e6 ffd51f
5252a3 827ff5 8cec82 974107 c67e31 e6d2fc
525a6a 86d581 8e13ca 977fbf c6654d d3c5e2
525ffb 5eaec0 7ffb57 8b3667 c20f16 c27c75
5264d0 6abfac a7195d a897e6 e2dc73 f5251d
526588 6290f3 73eb80 a2aea4 e44b4a ead1f3
52693f 7fcaf5 8a9716 b9ef09 d11b9e f780a3
526b34 74e948 b8297b bd2efe fbc8ef fd739e
526b62 6ef5c9 8709d3 9fc72d ad6220 ff2aae
526f6f 860beb b3d8b4 bf5fbf e9a4e5 fa7016
52725a 64c877 8311f5 ad3e92 d07ced d0dee5
5274b1 56e51d 696d27 962665 ad7a85 bfb9ce
5274e7 69ebbf 855483 bbd517 c390b7 e3585b
527531 866cfd 8a6990 94bcfe dc9c5c e9d3dd
5276c4 5dfdb9 9c707f afc3d2 bf1929 d0b038
5277ff 7cef2b 7e4370 b63402 bf6b82 d6aad1
52796e 71eae5 8252b4 a392c9 d24e16 e59f77
527cd5 869c83 895344 8cf5bf d1aff4 e68d22
52851b 68c72e 988ca2 9e1268 cc28f3 d8dcfa
528616 6a5552 6ffd42 ad11ac f0717e ffadff
528952 53f8e6 950bb2 9ed81a bd94f7 e5489e
52909a 7e24de 989b75 b4d1d7 bf291d dcc41f
52910c 80de5e 8601de ae9da4 d154dd fccced
52979a 843ac2 a41c3d aabaf0 e8584b efd0ac
529ec1 6936f5 b03b05 b8e3ff bab992 fb6a13
52a3e2 674ced 7dfb02 8b8819 c1cba7 c53485
52a60e 606214 93d3fc ba23fa e14397 e5c8b2
52aff1 ac0c21 b007e3 c4f104 efbd9c f72d81
52b3b8 5b26fe 73fbb0 8f58ae ccb014 d1696a
52b4c2 7f59ed 84576b a9ee2c edd9ce ee4b22
52ba00 62684d 7946f4 9e0179 a57ebe f9cff4
52bd1c 997769 a2f911 aa12a5 ad040f eb98d2
52c4e6 7d3fef 99700b c5e4bc f50a8c f7a431
52c55e 625f11 675dbd aff708 c4839e ceb0ff
52cbcc 857997 ac27e0 b21c4b dadd8f fe485d
52d148 6538e1 688a12 7f5a55 ccd8c0 d461b9
52d422 825cf0 ab1563 b67966 b995fe ffbbde
52d7c2 58771e 804eff ad99fb b9b04e d4499a
52d8fe 6138fc 764a79 98ada7 c3833a f5d27e
52d902 5b85e6 835d81 cdbafe ce3a20 f08e99
52d9f3 6d8fe5 9e2768 9faa85 dd0505 e5ce16
52dafe 64720e 871cd4 ae1c6a edd959 fc4ea2
52e04c 8f8890 970bdd af083b ccd1c5 e485e7
52e4a9 658683 7d01e1 896221 efe20e ff2eeb
52e50e 6d0ffd 9a5e5a a0ad82 f43bdb fac6f3
52e7cb 7c7b1c 8e11ad b59bee f92492 f9b33c
52eda1 5454b4 b1a2f0 b71906 d46a73 f5de03
52ee7d 58ac09 6e5c03 8549ee bc72aa d0d3e0
52eeec 562dff 8a74f3 bc2f55 d0cd6c f37da2
52efe8 716cbf 99a4f3 b6090a e2ca49 e45f7c
52efe9 672de7 76b942 a564b7 aa273c c0f20f
52f24b 539308 8952b3 9a2a4b d7e1d1 da8cbf
52f683 5d7afc 6d5906 99936e c33f8b e8ace7
52f879 5e7773 a027cf ae330a debefd e77a08
52fbbc 7203fe 8f921e 94aec4 a34994 f6c00f
52ff2a 679747 9b05f7 a01673 d7bebe e160f6
5340de 6c90f1 8af599 ad1e17 e27737 f8b8e6
5345e4 60dbe6 9c4078 b9bf3b c7102f f86896
534dc6 90637a 9499dd a0e902 d2c0ae d93c42
53568c 54fd8b 6d8adf c1adc7 d90135 f6840f
535ae0 62befd aa0c1f b7d345 d36c96 fa2c00
535cde 6c5a7b 73b5e5 a61639 be7872 dcc269
535ea3 61a0a7 7e7a35 864058 bab772 c9daf4
536322 a0b7e3 a942fe c4297f d7dfb3 fc7c4e
536413 555bf1 8ff5a5 914b6c 9b9915 d974a8
5366a4 8af7b2 b31b05 caaafb f7cc0e fe4a63
53691d 565ecf 78cb36 c18bef e05480 f2d2b5
536e46 61ebc1 8d3e84 bbbbe4 c8a23a e52eee
536edd 61ddfb 68667e bbea32 e54d2d ebb19d
536ff2 99ed3c 9a436f b00601 c2a6d8 f86154
537039 75fe37 88ab37 8a3475 9133ff d692bb
537431 70acf6 93159c c0dbd2 d2539b efc168
5376c6 69eee8 909b9f 9a4566 d2be75 e22e0b
537738 6afb5d 9facf7 a4a186 a60b70 af3bd3
537952 714b79 83b679 be4fdb cfe427 faa2e3
537dde 7fa453 8efa7d a4758c be0706 fdc2d4
5380e4 74efa5 8b8c88 94493d c8981e cec1eb
538844 7cb9d9 901df4 aaa99d b23780 ecd81c
538cdf 5e6209 7bf3ee c37d67 ccd656 d30288
538f05 a4d9e9 a92c5e ad969c f736d3 feca7f
5393fb 7d5c13 8214d9 92d0c9 cc4677 cca56b
539688 680fff 76f2f6 af2741 b5bb1c f038e0
539a1f 933388 94ea57 b59496 ea13f9 f6cbe8
53a090 607036 94a506 a5e499 d82ade e6b5ef
53a129 616766 8b4013 94dee8 c106eb dab88f
53aaf9 8ae336 962cf6 965108 eb3682 eecbd9
53b018 761df9 9a82d3 b8f164 dc2382 f7c4d3
53b315 5e5f15 96f1ec dc1891 e374fd e6ce88
53bb6e 950ab1 af3026 d1cff9 df48df f1dc31
53be1b 8a19b8 a13613 a27b6d e2dabf ff8ed5
53c5f4 6c5614 7dab10 834df9 d2317a d4eb2e
53c8b4 739b18 7832eb 853e7e b5ef2b d75dcc
53c8fe 647903 ac4be5 cce3e0 ea547f eacd55
53d075 63856a 774c7e ae69e7 b84404 d7bbe4
53dd0f 663ce1 704e5f 869aa3 ba4b19 ced7ed
53dea3 5b44ea 6f94b2 73615f d75a13 e5e441
53e2dd 6053ab 749ccc 8a4134 c87951 e0da38
53e5d5 732af9 738f2b 923357 aecc1f b8719c
53e7a3 5d7b82 8f521c b669dd bfb9d8 e97402
53e8e0 78891f a90056 c1a38c c3ec80 f717af
53f0a4 5f35f0 737f47 9dc10a 9e366e f742c3
53f202 59a04c 770cea a6397b dd7de1 e4d1c8
53f537 55a941 615f12 8c0feb cc56b4 efacea
53f7dd 5470eb 8cacc7 8d3a47 bdd00f fa0e03
53fc2d 6334fd a04866 bfbb92 d97fbd ec1b34
53ff45 779ee4 7e31ef cd1a72 cdcdca ce800a
5442e0 5cff20 828bc2 ae2031 dfa8a7 f6652a
5444db 9dece4 ad9fe9 ae5786 cd0723 e7b786
5449c0 708dc1 817b7c 94d3be be2804 e3ca5a
544eaa 73dc51 8978fd 94926e cc2800 e890bc
5453a6 75b1f4 87978a af6c04 c9dfe9 e1b265
54596c 5692af 82da7a a100f6 bf5f5a e8bfe7
545e6a 71fe57 78abb6 826238 9b9d28 c80ce1
546233 6d9b1b 983b71 9fdac6 a75afa f7d83e
54654a 71ff08 9a9316 a9239b dd60e1 f6c0d0
546550 7c96fe 7ce8ac 902bf2 b07795 edc11d
54663b 5729fc 8aae1e 8de7b0 dee728 fa19b6
546679 5bb8ff b704ff b7a820 bb233d d8dbd2
54677c 67b2a4 aa1809 ad8f0c df12f7 f5d32e
5467f1 715183 72c32d b81540 cc8daf d7dbd0
5469ca 6cdad4 7b7989 9e4e34 aead51 b8f000
547aee 726936 89fa4d 90aa5c 9b2f82 d39ac3
547e33 754a66 79bbc6 bf12e6 d6ce46 ff5e83
548027 78c9d0 8442d8 9b3871 bf79f8 efb869
548272 65dca1 b23a0f b8ad1e e0d0fd fe12ef
548386 932ff9 9a9031 9c3139 c5def4 dfd752
548f3e 75f3e8 950edb b1a8f3 b6438b ee9f98
549096 5ed8cd 6c5b57 7936fa d9da1c f62f19
5491f8 6ed309 7306fc 82560c d53972 fdc5e1
549413 5f4eef 9ce5ec a88de3 c31067 e3ca7f
549e4f 72eb9f 9a0d9a b4a0aa dfd8f7 f145f1
549ec1 6ae682 825305 9920e8 cd556b d3dae9
54a533 6ae895 7451ad 8c3e1e ab8ab4 f5c3f1
54a7a0 5a43ea 72ecf3 afde06 ba8efc cc3e10
54aa0a 5547f6 845f5f 95ec04 e1b9b3 f265e3
54b77e 92f3d7 9459ba a60649 b6a8e0 f3b904
54bf69 5f7972 8818fe a03122 d6e120 e248c5
54c1db 7153d3 79a318 a2657e ad1e26 d3c18d
54c418 8f219c b20233 cee2b1 d45c9d e5a0f2
54c61f 626ee8 906b2f 9c1a66 c5cbe4 f36f98
54c864 5f3ffb 747c49 b8f428 c54fa3 eeb7cd
54ccdd 8d2bab 98b488 9f1652 f2411b f5cc3b
54cd48 552bfc 7a8e8f b31449 c5e8c6 f745f4
54d07e 6e40cc 709200 ce186a d377d2 f6cce3
54d269 7b918b 863e6c 973bea bb2409 e2a7f9
54d2d5 6182c0 7e06f0 bb1862 c5e2ad f09118
54d3c5 662dfe 813a89 bc2620 f06b24 f8d804
54dae6 5f57ee 916a40 b2086f c0e312 ef8c86
54e477 789289 9b8319 ab003e ddccee f901e1
54ecfe 585aba 8a97bd 955c0e d79152 efdd09
54f0cb 697d13 9c09f8 a4cb00 ac1183 f64fc7
54f6d6 722efc 8a7063 8ab641 9a1a6f ee5acb
54faa5 7f12f4 845f2f a1b1f2 a7b51b d3068f
54fbc9 7d6d6f 80b2ae b60a1e cbad4b d437e5
54fcdf 67a30f a91bff c3d85e cb3b7c da71e8
54ffb8 5858c6 7f8577 8fc436 d20123 f9b9f3
5538f7 7e8bc7 87ed60 a0476f a5946b ebd5d3
5539fb 78e0e4 b89828 b9ee0c c1073c f44f9b
555a62 5a41f6 875a32 9b970c dcda70 e561b3
555a6d 809cf2 921ed7 c7757f db200e ddd3a1
555cdf 67f905 938c98 942c63 e7a8ea ea1550
556019 5fa5e8 9228e0 9dedf1 c8b843 c95782
556a81 77efbf 7b96f4 9129f9 aa0300 e2b245
556c5c 6fb455 9af878 b00407 bb28cd ec8bce
556f88 77a8cf 98432f 9e46fb d3eb04 d5815a
5573f1 65d3ab 885434 b4b111 cd1880 d1ccfe
557464 912cb4 9efa39 bca0fe d85714 f6c6d2
5576bb a72915 a7df9f ad737f d4adde ee5515
5578d1 5cc302 6b5720 e3dc9f eb2b6b f297c6
557e71 8405f1 99bf76 9e2a04 f768c3 f8d404
