# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
85790b b6ec41 7ab508 0ec584 01815f 67fae8 0046fc cab0ff a11196 ff1eb5
ac8a78 d86322 fe9d1e c7c1a1 3db0c4 bce2f0 8273f3 6724fd 9d5771 bb142e
e88305 e4d14c 94977c a6c5b9 71effa 3dbade 5156de 9c1079 b5619d de0d22
8b6329 dbda12 3dbb3f aaecb5 558671 4041ff 9d6bfd c69af1 e11ba9 dd88aa
e41501 98c939 5e814e 7afd9b 3dbb81 948ddc 9348c6 aa136f dfc7d4 cd5b94
dcb04a 4d7f0e 92f0b2 3dc3b7 cdcdfe 978add 7c0efa 9e6592 bf0763 f7718d
d8a8a3 d9e16a 92b405 579858 a2e0de 3dc3e2 5357a8 b26ffd 786b73 c1020e
bb5f5f a82305 ef4610 e7b426 b3ee97 3dc7a9 5a6191 878ef4 e0c7ef a805f7
988c67 80b508 b6e995 3dc7ac 548383 5b5882 8807ef c446d8 e691f3 c00226
8f6b0e d6ea34 75b32e a6e6d7 3dc8f6 7b84f5 9615e0 a00b7d d54186 f18499
cb3321 f36f39 dcd069 7b7e77 3dc9a6 406878 d8dcf3 7f24cd b759be f883fc
cb8677 b84b05 91bf07 a5ead0 3dc9fc 4a87c2 7b33cd b39db4 8e7083 80454b
c6230e b48b59 fead0e 98f693 d3d6d3 3dccf7 9cabb2 7937e5 9a7aca 7a4d5b
9eab8c bee89f 3dce33 3f7959 bf75fd 8a1cd9 dfc8ea 823e76 c960a3 e50e10
b5180b d9600b c0cc1a b1f1a5 71a783 3f6754 3dd6c0 7e7288 a634c7 e675f3
7b534d c38471 c04b1d 3dd801 b2ebd0 5c576f be96f7 9024e7 f0c4f5 fa52ac
9c8f11 636202 cedec5 3de237 8ab18d 508759 a331c1 fd74de 9a1d64 ce4b94
c59b00 c4e249 797f6d 3de29d 436770 a3a9ac 6e02fa eab7f7 e250cd ba1829
896344 c56200 f5a213 3de396 79acb0 577798 8a10f6 bd5cf0 eecbfb a61164
c8281f f86313 dfd840 3de3aa 456a63 afbdf1 7e8aeb 7610f3 84539c ad9dad
eb7f04 8b6738 ffd610 8fa16e 3de3ac 4e8c93 713cb6 b65af9 e98ef8 a72062
c53407 a5ac12 d5e514 768d6a 3de5c0 5ea9a7 6613fe e2a5f8 e53bf2 9e2d88
d5ccab 3de639 5faa6e a4aaae bdd9ed 5756c9 a680c1 9a577f 9d2444 df0e20
d81a06 e6cfc3 92d800 4e9a65 3de6fb 7953df 685c79 a986cd d592a9 874349
fad110 898101 aeb959 3f724f b6ebca 3de9fb 994ce1 9a0982 d288b1 f2337a
d4630f e4b831 40af72 3df0ab b9ccdb 667794 854adb ca90fb 99405f ac051a
715f01 4bac17 3df15d c7e6cd 545e5a ab89d4 d4bbeb a10adb d20c90 d594a4
9f301a b37114 c2e4c9 3df666 578262 a9acab 5789ff 4e53e0 766c85 dda6eb
c70202 a2a04e 93d918 63675c 779b86 3dfdac b315fc d255b8 942d7c e298c1
895d4a b28963 ef8012 a0ef32 3dfdd7 5ac2af 8b74ff 8811f7 e4bbf9 ce2aaa
e14603 c19c7d e8d0b3 49dd25 b8cce9 6979d8 3e3efa 8e8ba5 874385 a83451
e4b60a 827b12 63fdc1 57bdd8 6684a1 3e47f5 a377fb 793c95 9e495a f56673
695b14 dddec2 9fda50 5fa55f 57765e 6ee8f8 3e4afd dd62eb ba9fb5 b60887
e35136 f19c0e dade94 99b598 68c9ef 3e52db 858afe a594aa 926398 a33a5a
c52912 f66808 d4b377 c3ec2b 7faba6 97d4fb 3e52f7 675094 a086d2 ac5b68
a61202 a9bf8a 6eeb29 728f84 3e57c8 ba6dfd 77627c dc7fbd e9c6d5 df364f
d85341 e9b54d 73b696 59fbaf 5d707c 3e57f5 d4cde3 aa88d9 6b4794 ad0a52
a24e1b 9fa85a bfdcba 49f13f 75918b 3e6071 4267fc 8c73af edd4f5 dd98f3
8a8e02 a9d778 3efaf5 78adee 3e60ca 6e789e 7d4465 eea9be b46367 a82426
ae7b62 edc607 5f6b0d abbe8b c4e6e2 7acdfa 7b94db 3e62fe a50377 f0379c
da2a0c acf400 89bd10 628f6e 3e6552 46dc9a 9416f4 debedf b1309b d769b7
954200 ced305 75a826 c2dcc9 5cd7f1 3e6993 797cf2 7401f1 d290aa d2245c
b48a60 726f20 4eda2c c2e5ba 3e6a56 a9a9eb 9e40f9 e1c8de ad0c96 e43c92
8b7725 c9d767 8ab107 3e6b5b 509b86 6cdabd 6f13fa dfa3ec e93cf1 b7069c
3e6c0f 56a91f 62e172 ccddf6 8c53fd b78ff4 9570a9 9e376b f992b1 d75a76
ffbd01 a48c1d 716825 5bfc92 3e6c62 80bab8 7773f2 c3affc 830ecc a73e9a
d05108 c4e020 62a467 75d88e 3e6d4f 84858a 8041d9 b786d4 794a70 faaad5
d0410c 5d5955 d39e28 c3ec3d 4ff1dd 3e6e97 9fb1d9 8f76ed 7923ef fc6a8b
cba963 938905 e2e24e 3e733e afdcc1 84a191 59d3f3 8705cd f20def b22c8a
f88058 c73702 c6ef39 8deeb0 3e785f 66aaa4 4c41f2 bf88e6 7c5784 f4b4eb
824746 f2d2c2 aaa293 6f7e1e bbda62 74b112 3e7879 68c2f6 8a1ded bb5ce1
dfcdcd c30905 f8ba1c 8f9453 3e7a79 8ca6ab 41a7dc 8952fe 774f9d 943a4d
a89558 c0cf93 7df614 7eb0ea 3e7cf5 636986 7806e6 facdec dd80a5 b01f2d
675a16 9c9619 9df14c 3e7f61 4ed0c9 8474fe ada3f7 8b01e2 bd40a9 f27a97
887d7c f7d7ab 78a963 3e8321 4edb2e d2c5f4 880ef5 b660bb 8f3463 dd9cb2
afe603 536f2c 55ba1f 6af6ad 3e89d3 baaffa 9000ba dabccf c90079 ed808b
ab1702 b8ad0c e7e14f 3e8b50 77c8a1 85888f cecdf2 6d5b75 9f28ba ca6fcb
697010 8cac3a c5e3b5 5df326 3e8b8b 7b22f6 941893 f044e2 d9a7ce e80a73
b35113 e4e28b 46c51a 5d715b 8be9f6 3e8de3 8110fb 873792 937096 d1888e
7a5c5b d0c5c0 ace349 8c9a7e 3e9028 87f1fc a555fd 7b1cdc db82e4 b82792
ed8312 5c6601 d8e750 99b28a 7ae6cc 3e908b 6526f3 8b61ce e496dc 865758
aa0705 da9f0f f5db19 afc38d 7f9893 41f3de 3e91f4 8126f1 af53a3 ea2f50
a63807 95ac08 88e074 3e925b 434fbf 9f76ed d69adb 836283 e8d7dd f77a9c
cad321 3ea056 5fcf8b bcddda 989d9e 9b0abb c172cf f2a1f6 7c6274 ad041a
b3200a 726a59 fec925 3ea448 7fe3b0 702ee0 e6d4f9 ed39fb c78ac0 a0588c
aa9a9a 9a4e08 adeb4c 3ea643 4c685c 76f9d8 9b66ee 7624db fc8cf5 da099b
fcc3b8 f38122 cee667 3ea686 44e0ee 494eca 83689d c77bf8 ab234d e60432
ab3301 fcd40a c0d197 3ea711 5f7359 9cc5dd 6e1ffc a887de b36198 c998a2
9c3414 d7a10e fadb14 5d955f 66de8c 3ea7e7 425fde d7d5d9 a282a0 835159
a77852 566705 bcee0c 8dbc18 83e0ea 3ea9fb 567094 882fe4 9f1a51 f8929f
c6e851 88b327 438023 9ee1c5 3eb090 5045d9 cdb2fc b667eb af4d96 795e61
e9cac5 c95f0d cc9668 bff211 798f8c 3eb0ca 66e0fd 924ddd 8f3977 b41537
ff9c8b bc8a22 77ea02 3eb4ef 477fba 86828c 7b2ade 754871 cac1c8 b04352
877138 e5e203 3eb620 7ceb93 9aa8a1 a343f7 dc91f7 872e9c ca62aa af3269
903b05 b46f13 d2b363 d7e821 5bebbe 3eb6a3 477271 a1abe3 c04afe 8f21c2
ebc72e 665903 daddbd 748f38 3eb788 56edfc 841de5 dd7fee f30ba4 a54267
a99584 eec104 6a6c3a 479f12 b9dfc8 77f5fe 3ebaef 7f5ef7 b52d99 7e4860
87521f 9d854e cbba42 b0e1af 546d61 8eaca4 6cf2fd 3ebed6 6c4e7d c331fb
d9c9b8 686248 55850e 93f111 3ec06a 90a2a6 6130f8 a55acb fb98fa c30e83
d5bc9c 676d4f 9fed2d 51910b 40fdee 3ec0e9 b65dff 9d17bf a00a6c e56a9b
a8a27b a9d81e 628435 91f6b9 3ec1f2 437df0 7910ee a7238e c77aac 7b676c
cac637 628572 3ffea7 3ec49f bed8df c186ff 980efa c84caa 97216c ce2329
d17b12 f0be72 745a12 bedcde 3ec9f9 598ecb 969fab 8f1edc a10266 ea1764
c3551d 95f85d 3eca5e 467461 cdcafe 9c93f5 9352e2 7d3d86 ac6a99 ed97af
fac7bb e6935a cbef07 3ecde3 6a8dcb 8806d4 a22685 9f6c84 b69e9f c62425
834c14 f5de16 b5b757 848925 4e8068 c3ddd4 79a89d 3ed5fc 7e1cfa ec14b9
b8a707 d8dad3 99df7f 3ed7f7 6c34fa af7ffa a446a8 a2195f e4759c dc1d51
c43a0f dd9f01 fcda07 c3d5a7 679e93 3edbec 636e84 9a6cd1 7604fe 925154
f9db0f 9f9a0f 3edc81 88a2a0 d3cfd6 9d12d5 ed91ec c85cc6 9e2766 d6094e
a9b69d 468c28 bdedac 3eeb15 4736fa 7c5db0 b180e5 e7c1f2 bc6b8f 9e3853
8b7309 e3db0a acaf20 789b76 5f675f 3eef93 adc6e8 5486e3 8330ab c15194
995550 ef8b6e d35314 cfe74b 3ef0d0 406d80 6f9ab5 7439b8 c949fa efa9fe
79581b ae9316 a0a8a0 3ef17c 616c68 7d10d9 decfe5 f190f7 a4278c e14db1
bb4136 cacfad 9dfa19 4bca3b 72967b 3ef1f9 5a5b6f ae97fc 9d01b8 ef55b6
c17735 5b5c2f 3ef380 d8dfdb 75ba9e 5b38f8 a389fc e4b6f4 fe0fb9 bb2272
f17b16 f4ce31 b1ad8d 446611 3efade 8398e7 c3c3fc 6458e1 a51d8a 976276
fa270a e2b32e 959e69 3efba3 91bcaf 8c68f3 d6c3ed 705172 bd75af b51b45
bd0500 806f52 a4a656 b3e256 3efbc1 5a5bec 9e84f5 f0a3e2 982176 f82e99
e8dac4 a7a880 5faf00 3efc13 b7c6dc 8505d3 fe3de3 a5167b b75f87 da0450
ae320b d2afa0 d67336 b8e346 3efde8 5c6063 588dcf 9bc3fb 8d06b6 908c8e
ed3729 7f7d6f b2e801 5fdd85 8fada9 3f3cfb d761fd a548a0 e5d5e4 b4072c
83571d 899c10 b6e327 7bb78d 64766d 8ef1c4 3f4fd9 9b72fe e986d0 bf56a4
ca3b37 edca1a a5a950 75f39d 78a08d b5c6c5 3f55f1 8a5da2 f572dc 923855
f36e5d ac5f01 d3e3a4 7ae41c 7088be 3f57a6 b2acfc 73586b f4bbd7 9f9698
7e5906 99ca09 65f593 42ae6f 3f5cfc dadaff b69ff0 9a81a1 bb3870 f2a4be
b01514 987f79 da6937 adbb9b 8dec5b 7d9fac 3f5df9 e373f9 fec3ff aa109f
cc7769 c4b734 7bf79c 678395 c2d2e0 3f60e1 605288 b09edd 884e56 d60c1e
8e8310 dbe122 819f79 437044 6fe7cb 3f60ed ad83ff 843492 c595bd b65287
ea726d dab501 828008 3f6348 5cf492 84afaa cde2e5 b5a1e6 8834de a21b74
cc9b84 e7d5ae 67580f 858524 a2c90f 3f6857 94cbe6 ba88f8 ab07c2 df56a5
d4dfc3 7f9563 80ee0c 3f6f21 4abe1b 960cfb 980f93 ff2cee ddaed3 9c627f
f5c8b7 945f27 b4b562 b3f133 6da797 3f6f64 7ae0f6 6b00ff f05ffa ca0db4
fbaeab ce500f d9e807 a3bb43 3f7355 5be7eb 9ea2f4 7b32da 89387d a9759d
d5908e 837120 c5c121 cae8aa 8fd3ce 3f7473 8b9fbd 723cde a96ff0 933247
8d4c19 9faa13 cde25b 636a64 68a28d 89dcca 3f768f 945cf0 6f01f7 f29df2
d8a29c 789822 91d44c 3f793d 42efda beacfc 7807ff b06ff9 e215ab 853d60
b32601 eeb6a3 7efb5e 46b32e 3f7963 ccd2ee 9d9bf1 6d10f6 c229ae b37e9f
ccda2e 9daa2c 6d8024 9ef0c3 4bbfb5 3f7c80 d99ffb 950ebf d631f7 9c234e
e72319 f0bc43 938d6d 62ffab 5fc4ad 3f7c8b c5d6fc 6443c3 f361d4 a93361
f2dd6b aeb608 3f8015 7f9b74 8cd8bc d3d5f3 ae58ea 8d15b6 d58ccb ba0071
d19451 7c6902 bcf01b 4bf3b5 4fb0a6 3f8093 9376e7 6e40ea d8b5e8 913b5a
b79e88 99b932 9dea92 3f8284 51c8e8 860bd4 d247e9 a13b59 ded9da df1f36
f75d25 a1b78f 48f152 4a826c 3f85fa 6132ea ddd4f6 854193 d27eb3 c21d29
e39477 e75711 47fb43 3f86c8 aab7fa 9100e1 aa9db0 994b6d ab0130 e5dadd
ba6e0e 725e3f 989476 a9c928 70d8b3 3f87a2 7052d5 f1c6fd e181f3 a01e68
b05535 a4aa28 c3ebb0 4bff27 8abea6 3f887c 8e30f3 7e3c85 f8aefb cb7ab9
dd8557 ffc928 c5e59f 92b59f 53dcdb 3f8ca5 9175fe 9505d1 99276d d01151
ea8d6e 735949 dee737 3f9203 aee7b2 8c7fef 9119e3 da32a5 d3a7c4 9f116c
fed2c0 95d261 3f965d 59dee9 969d9e 8e2db3 db53e4 6c6366 a6142a f8131e
e38800 bee73e 86a674 98dee0 3f96a3 5241dc a272ef cca0fc 705289 b22d4b
fcb206 849634 516c0c 73f1b9 91bab2 3f97a0 7513e7 9655c6 dca4fd a34866
bbb6b3 71731b 7ead2b 97e51a 3f97bb 6a35e8 fbc9fa ae1e7d a96e7a 7d4849
e2453e a31b10 fac29d 65d206 3f9cfd 6475a7 a2a4bd dfd7fd 831cdb a84c6b
555f37 78c71a 3f9d32 6ff989 41b0f7 cdc8e5 832dd4 ee47af b71175 ee9fab
a98888 e7e50f 4f6a0e 3f9f38 58d062 afbfbe 990ef6 fea8ff ef53de ab477e
766e5c eac772 3fa740 6af0ed c0a4ef 8030f6 a864e6 922588 e25f98 b30a18
bdef51 3fac09 7ee0b1 515abd 958df4 fdb9ff ba9bb8 8f3272 976d7e c01041
8e4504 a4890c 6aff5d b9cad1 3facde 4c65f2 858596 814a99 e90768 fa8386
d1b090 879015 4c6408 5ae80b 528560 3fadb0 d4d2f5 7532f9 cd58e9 a41c74
d8ab0b 62620d 80f7be 3fb2a2 9ea5e0 6060e9 d3d0f0 7e78ab a93b73 ff335f
f3a58a c9ed2d 6b9d06 536148 3fb4b4 8ae2eb 6d42e6 b873e9 85558f bd677f
a92722 f8672c fdd451 aed3a5 61ecf2 3fb6df 4260f6 776aa5 7e465f ba6d70
904100 b68614 a9cd03 5afb96 3fbd91 5a5df9 a18eea 815285 deb6d3 cf2b58
947834 90c008 99fa53 3fc19f 5b8e88 8006fc e6adec dc6ae6 b032ad a70450
e38d19 636d0c 82ff44 3fc5a5 9a9cc2 6c06fd d8c9ea bf3bd1 a12c5c eb3a5f
e2931b ebd677 6d7223 499276 3fc89f 53fddb b2d0f4 ce2ffc b291b4 913570
f59c8f fad979 666922 3fca03 60f3d6 bdc2fa 8952ec ad8db5 932691 d33971
916800 a3a02c b8ed06 3fd1f8 6695af 4945ed 6f578f bc0b54 cd747b f0afb0
d47830 dacf52 3fd2b2 517d7b b7dcf6 6431fe 9a63d6 c897fd 903a46 bc050f
f00c05 eac144 c6e9b6 8fb694 3fd5d8 5958ab bb8dfc b1749f b24f5e a80419
f18f80 6d604f bbc00c 4f800c b3f28a 3fdac1 c8bcff 5b34fb c65fed d31988
6f6948 6d990d 81d240 3fdcfb 6697fe 7067ae 7d00e2 ab1775 c598b1 fdc4c9
9a6300 d1a105 baef61 3fdea5 5136ff a5a0c4 dfccfb 9d64d4 b52767 f34769
ad7f67 716410 c4b341 ceee13 3fe0af 83a6a4 6f767e 6916ff ad2da8 fe5ae0
e12f1f d79d84 b7e30e 697d64 3fe4cc 6c0afa cdabfd 9c8e9e a2259f d54fcf
ed782f 994808 3fea8a 75a597 6a727b 832cfe e3d9ef 784597 c461db f498fc
d9b4ad b2f281 49ce2a 59927a 3ff3ee 8758f3 ac79be 9d2f96 a60046 e60837
8e814f 44bc0a 3ff41a cee2e4 7341d0 a877fb d9ace9 dd4297 fd85a7 91373c
94781d 586c4e 3ff42c c3c2fe 5a3cfa a188ed ead8e4 912c6f dc4e8f ed9da4
b03534 8ba608 3ff86f 4d8773 c3c5fc 651bf9 7447a4 a67bc3 e493b3 fdcfd2
edd2ca cea26d 3ff932 8596ae b6c7ea 4937f9 7756ae ee52fc a34d60 e51118
bb8682 a4af0c bdeabe 3ffb5a b0a2ff 5d47c6 8a81aa 795b70 e7bdd9 df1638
fe5419 825f52 d1ed1f 8bb89f 3ffb99 4353df 837bfe e4aceb 982283 c158a2
cc5710 e29f23 3ffd82 4bb785 c6c7e0 6c60e7 917eb4 921d8c 746066 ad1228
7d4c03 ab7614 96e01f 57b17e 3fffc4 5a50de 947bfa ae9ec6 866aa3 c3095d
9a5845 fcb16e b98d0d a8a697 95c4f9 7a92b5 4d608a 403bfb a862fb dad1d5
ce332f e48140 6e6e6b cbe92e 5de6a1 4044f7 8c85f7 933c8f a977a2 dfa2c0
a35757 b01e00 e8b79a c8dc0d 4ebb40 65f0ef 657bf5 404dd6 6f607a cb7caa
e7cbb3 935918 89986b a4f92b 6cc417 404fe4 b885f7 dd499b a40558 f494c6
904a04 a48c14 91d21c 94f0e4 54aecf 4053be 8772fe 817a8e d51b5e ee828b
72542b a2760d 97c775 56fa0c 50886a 5093fc 4053db ddc0d9 ab2579 e47ca1
a1210a db4304 8a6c5d e0a278 b5f033 7c9dab 90c9eb 4054dd 5f6390 aa77e1
8c6660 ab2c12 f8c8a7 96a640 abe20d 6bdcdd 405e7c 828ac4 8f30ec ef819d
e03911 e6d027 667b65 46b378 96ecf0 405ef6 b29afe 9e2e98 a686a0 a71325
ff7728 cca383 965603 79705d c9e71c 7cdeef 515b70 718ad9 405fc5 9d97a3
cb2525 b8b20b e3e508 4bf6bc b2caeb 405fe4 7983b5 82398b af647a fa7780
817724 a3a42d a8df25 40634c 75f1b2 649de5 8a2ec6 f4d2ee bd5281 da90ac
b4695a e2967f e7da0d 406601 71fbc7 517fba b4a8fe 792efe b39fb4 c11878
7e6e32 c7ef08 58d268 406962 888afd beb6fe 9415f7 951d89 d83e91 fcc6cd
a74426 a8a70c a2f169 729573 406b68 87afe9 953bf0 883692 b4689f f4b1b4
e77373 798a06 5fe30e 406c33 c5e5bf 5898b4 ad37f1 fcaaf6 a92970 b7b1b4
fca097 89490a dce40e a1ab08 406f54 6ae7e6 5ca1fa 733ffc d235a4 b87888
f5cb7f 9fab07 40730b 80b1d4 827d99 5e5571 dedddf aa3fde f8909e c8626a
e83021 6f615d f09257 d8e608 41cfa3 4074ac c1cbec 8f9de2 87888f 7e0cf0
b4a222 c8ef03 407816 67e88f 6b19f9 9a54de eb7cf5 edc6ea c51a6c f6577d
f9c09d 9db526 a5f903 407940 4bf2fe a9a8fc 7f0df1 ad5ae6 c50f90 d28b8e
a33705 9f8a13 abe31d 44cb8b 407c6c 48fed0 8a32df 81407a e64ec1 eb97c4
af370b ebe055 92a72e 407d54 67e2db 5146f6 8b73ec c4a3fe 8a3980 cb6998
b69046 8b620a f9b31c 408273 46fbde 41bcaa cbc3fd 5c36fe 9c82e1 75579f
a89d91 61da41 c3d2c0 819ab1 408dfa 6d2df2 885fa1 fec0f5 b72e42 f50413
bb5116 eb8107 f4d019 97e09c 408e7e 534fb6 aaa3db 675d7c e6d6f7 bb62ff
5d5f33 82c10d c3eb84 40981e 63debd 6057f7 d0a3f6 9d7eae a42177 d17d81
f6bb24 6f6b58 b3ae79 40991b 89bffd d1d9e7 741ae4 ad4fd3 a61e82 e76fab
f06a05 dae0b3 86ed23 409c74 a5adaf 415fe8 8478b4 cf9ee8 904473 a21c39
e69069 8b4014 d8d20c 66665e 409d03 adeab2 49c6c2 5462d1 9792f1 f92187
ec6512 6d581f e0e43a 70d18c 40a07c c8d5f4 9c9ce9 6442e4 746c8b b3a3b6
cecac6 a97a0d 63dd57 40a36b 4c7175 644c90 9f92a9 ac1ef9 e86cf9 a92239
aa0e07 ba7729 8ecd1e 7bfc99 4c8f77 40abfc 7146f2 9d96af bb2095 f3bcdb
f82300 875649 c8ec82 99bb5c 40ae8e 76e8d6 46757d 750af3 d99de7 e623f1
a15a02 edc38c caee12 40b738 b7ddf6 4d678a 9296a2 7405ee e634e3 ae0047
8e4801 dae910 73a208 9ace77 40b7a3 6bedd9 6341bd 855f96 d368ee d31d5a
ad492b a6e210 40bb4e 69f79f 536863 848991 6b14f5 9252cb e09be4 eed5eb
5c8418 afd87d 40bc07 8df0ff 8a64df bb99f3 a17097 a81149 e0adbf e66278
8f8987 b4f037 4f8139 40bc5e 58f39e 542afe 7a51b6 ce70bd a7166c ecaacf
b6221e cc7932 5e5f5c 96e872 40bda6 688590 4a32ff c674f8 8d4dae f3aaed
db0a03 f09765 d5d6bc 86897b a1f91e 40bec2 6566d1 9a97fe ac1a87 775659
a1ad48 b0e402 6f9877 7cf7a2 40bfea 4259da 625a76 bf79a6 a3133e e10d0f
894c27 7a7069 bae167 47a13e 97f1e5 40c4ed 556882 8d90a2 c12ef9 f79ea3
dcc889 697d21 b0f30f 7bb430 40c4fe 8579f9 6725fd e60a93 f77da5 885457
ffcbca 897e71 d08f13 51631f 8ef111 99b17e 40c6fb 9a21e1 ec2fb0 b00674
cc6a67 89590d d1e22a 8fb104 adebf1 40c7fd 4d87c6 7d21eb bf1676 f7a9ad
d54008 cbdaaf 8ff901 40c95b 547661 7d80fa 832cd1 e2b3ee 9e909f 8d4d81
8e7a3e 9da97d c2db97 78ff23 40ca10 c25dfd 9f1ed1 f290f8 ee64ad a50d5a
a91f15 f9beab a5f80d 40cc38 599282 4cf2f0 a29cbc 8438d9 b36de2 a34d91
dcc09b 8e7925 98b03f b4e336 40d7d3 897afc 7565a2 6e2dfe a31544 e67197
e34318 d9d92b b2eca9 40d8e7 7f8ffd 7119ff 8774a1 89279a ac2964 cd707b
839833 4f743b c0ebb5 40e228 afa7f9 8f6fea 7c29cd d8c2d5 874b6e d871aa
a13c31 fe3003 b19d70 b9dcb7 40e746 7281f0 6d26f6 fab1e0 e55d9f 766468
c0251b ecbd43 a49607 c8e1c0 55645c 40e9ff 86a7fd 6b0dfe c235b9 fe5c9e
e46d54 715821 a5e727 40eaa3 849099 5066ff e0d3f0 a803a3 ed86e4 dc006b
814739 f95925 c3bdba 40eb64 82abd6 bfdafc 6927ff 9660e8 b41c74 c76c88
e42c02 d0e4ab 67cf22 a5aea1 40ebf8 8f83fa 711afd 8a5b91 b789b6 9f4a50
fcd0b3 81481a 9ba115 40f010 5f8ff4 cdd4f4 5c4eec 82618a ee8aac d24862
88766b bf8848 fca726 44700b 40f195 78b696 d6baf3 cb11fb 9b099d f32baa
bb9e79 add303 40f4fa 589bae a6acfe 64637a 9472f2 8931b4 febdbe c74446
cf827e 814b09 d6c35a 92920c 40f6b8 a1b3b8 4d6a7a dddafb 7f01f8 e606bf
bf1c16 8e7771 eb9438 9ed1a9 40f8f5 41aef4 8a9ca9 507898 8d0cea 7c4961
c1b12f 558241 aee2a1 8cab8a 40fbed 645980 c9affd 6e18ed 907e91 e521d2
c30c09 dd9e38 9a885f 476450 40fda8 accaf6 8394e7 9d3dd2 d13d89 c2b2b7
c56558 fb963a 83540a b0e49a 5cb09f 40fdec 6159cb be92d6 896d89 a10f52
9f3d3a db5e15 8a8178 81fd49 42c896 c7d6d7 4b7385 4136ff 8362d6 c7a6da
bd7676 b6341f f5bc0d 9b9819 41de98 466c7a 9ea5d2 4138fc dbd4fb 8264db
a55633 a89218 f7de23 97ed9c aab8ad 75afd5 626992 4149d8 9771eb 6b5e60
a86320 766a5c b19768 e6c352 6efab8 9ba4b0 658bc6 57647b 414cdc d6d1f0
e2b8b5 775a51 5e7a03 89be12 9df554 49ebfb 699cf4 414eda a13e7e e55c8a
aa3c3a dfded0 83b84f 81f651 668381 4151cc 6e5885 b274c1 f1aded b3a9ae
bc0c0b 9a9725 bfcf00 68ebab 4d8fdf 9fb2d4 758198 4156a7 864954 d08384
755f1f bcd82a 72a112 5dc58d 4157a6 8c68ff b195ed ffc9f5 bb82a1 d3396b
eb544f e8dcaa a0cd08 86dff9 4158ea 9395fa 783e92 a65a84 e995b8 ae0f4f
bf300b fa6818 d2ac86 bae101 717964 6fa2a3 416069 9ac8fb 7e24fd b25be4
cddb28 88d489 7b9a80 41606a 7619f9 b586f6 9e4fc4 dea2cf b61736 f20209
ae635a f2d9b0 81ad0a 9dec35 41646e 63bef7 546fea 9684aa d19098 c30109
968e5a 416605 42e91c 86a89e c3d1fe 4665fc a924a9 c771bc 785767 f5d0d1
a42e07 ead973 98a90f 446f50 4da77c 80d8d8 4166dc d48ffc 893084 8e6b87
e56230 cfe5b6 52e537 41736f b6aaf3 6c00fd 924dd3 f5c5e2 ba91a8 a4343a
aa0e05 eae119 919f11 417d52 4fc77e d4caff cd7afb 9f09c8 e23bac fd88bd
e99c9a afa91e 4d7014 b1f469 4cf3d8 73b8d1 4183ac 5d31eb 945072 cb5e63
875352 f8b827 418610 69ae75 75f8d1 8a8790 8b47c8 e2c3ee bf78d3 a50a75
b92b10 b5a403 57ed78 426253 419570 92b3b1 781bf3 e263e4 fabbf6 af34a1
b4532b f37a1a c1af82 c1e41c a0cfcc 4198a2 b132f5 6b696c e878f9 87318b
8e5c55 979493 c19047 b2c4a0 77e937 419ada 633fde 6a5e79 f1cfef d30510
725135 e4a312 70954b 42f387 41a2a0 d6dfe0 4a62ab ad7bfb ddadfe a9016b
a58f62 6b721b 90b801 57f874 5b8785 41a2fb c9dfff 7d37d3 952579 faa3c1
9f3207 41a443 97b698 46eb76 6935fb ba8eff 8b62c7 eecee9 cb87b3 895765
b55310 a08e67 c9c994 b1f248 76bf01 73e6db 73868c 41a5e1 6541ff 7e4889
92563a d6e644 8da079 41a701 61eea9 aecacc 6e6c97 cba3ef db00fc aa0464
714f4e a46a49 ea9460 f3d535 d1e5b7 9ac9ce 41a8de 5c40ec af1b7d fa3996
6b5e00 9b9720 c7ee4d 61e5a1 41ad9d 6c03fb 9f57ee fa89e3 9f4f86 cc345c
bb735b ad3105 b6ee4d 7dbd28 50ebdd 41aff8 7383a6 ab3fe6 7b4762 fd8ba3
777474 b21c13 fa452c daac7e e2e536 8ae1d5 41b3f9 a39cac 7828ca be45a2
65590f 7e8a0e bdc969 83e7da 41b9b5 647093 5252f9 9690e5 92435a d16476
f5c398 9bad0c 6b840c bbf22e 41bfbc 41f2f9 990bab db23ec b5015a fe3474
d40602 eee201 41c02e 80f398 488757 c3b9d9 8c27c5 e356ec a785a5 a43976
f9caab 949a61 a0e300 6a7367 41c0fa 5d81f6 7c28c7 9c3d86 d77faf dc0010
88ec04 43a10e 9db494 41c5ff 9569ed 841add 902585 cf8db9 e00d6a e8d1d6
f67e05 929d69 9cfa48 597355 41cab2 6d62f0 c0aefe a774b2 8c4571 c00008
845019 96852e e5df28 41cd6b 515d55 87938e aecbc7 811cfa ee91e8 d81dab
ae2f1b f7d7a4 c19d4e aeed04 52805f 41d0dc 5a5b63 6055fb 9e7bd6 e86e92
914e4e db6f5b a4a1a0 c33706 abe66e 41d0f3 788db6 65537e c31ef4 f7cfd5
679536 486430 41d11a abeaba 891cff f3b7f7 7c6b7d a2059c fc17cd ad9faa
bd5848 f0d52f 99b55c b5eec1 527074 41d1fc 6912fc 7647a5 c255f6 fa65b5
