# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
3fcee7 939ca4 871de4 a878d0 8f3871 bb1f1b d99436 fed91e c3debb 468462
3fd7cd 9b43ff 824994 ee6bf2 a8789a f15205 d9d42f 93a978 56604a b8ecb1
666bf1 a399f5 694d7e c46da9 f9b4df ef380b 98987d d8de9e 3fdb0c 406b53
5a5eec 8181bb b4aafd 6a5274 dbbace f07589 ad364e a47623 3fdd34 beecb8
427d83 d6d4e4 5b5099 8b5ff2 b89be9 e0800c 6f6242 e1cc31 82947f 3fdd91
3fe3f8 715cdd b28dfe b575ac 9a2461 eea2b6 7d6428 91d759 47ae04 768671
5251c5 8b7ffc ad9fd4 7b557f a80328 f6a674 b8763c f0dc1e 737b71 3fe9c4
67726f a7bbce 8253ff 9668b1 d483f8 9d382d f88a61 b57417 e6e241 3feab4
4a706a a9cbd5 7d95ee 7f4dee 87398d a23b24 d56c19 eddf39 9da577 3ff4a3
92a4e2 d5daf8 b3afb6 b24bec 9e2080 e2397f d48734 edc719 597136 3ff6b4
3ffaf2 564faf 8375fb be9eec e859a7 8a6a66 ab2a24 ecc62d 49a623 91ccb3
7f29ff ae86f5 f1abd9 c039a2 714f64 f27d92 b3012a f33941 9ae225 3ffdab
7ba8b7 455a90 bbcafd ae57f2 d0616c b9280d eaa589 dadc2c 94a319 3ffed2
c4d6d4 7abce0 7523db a75df3 6f5e74 9e574e e9bb04 a38e37 869f89 3fff9d
44a097 9db0fb 4045ec 896fe2 6f577c d9ccd8 a45a04 c1902e 58fd7e 567458
5cf2fc 90a1a9 4049f8 7b559a c068eb b36166 a70626 ef4224 c8c162 a4d4bf
435f69 85a7fe 4049fc 7a6fb4 b093a5 e59b7f 994e2c db690a aed50c 9ae5cf
87e6fe 4792e3 404de9 ada3be 764869 977886 ae5045 f1de53 6caa30 b1d9a3
404ee9 b9c4fd 8888ff 961b7f e36dad 75706e 9c6937 d3d346 a1a681 71f6cc
c4e0fe 93a6bd 4056f5 9662aa 9e3024 f19261 ba6b1f ead302 62726b 5ddaba
49f9e9 89b8f1 4058c4 8581e9 cd74a3 a44962 ef253e e1b2ac a41b01 c0db36
cee0e9 405f7d 9293a1 994ee2 e596ea 6a5f3c 98860b cad416 4da272 5cd69e
59dbcf 759cc9 5d5ef5 953873 b46d8b f28a92 bbbf00 718949 afef92 406343
4065d8 9f94ff ada4b2 e8c6f5 ad1978 eb980c 997625 5e5b41 6fd88c 5c917c
63d8da 4b828b 7e50db d57df3 6a5b59 fed34c 8f8667 c6cfa9 84ad10 406611
406764 436be5 bf8ced e5caea 9f6a9e a41035 b25c0f 6ec638 889389 94f4c5
7fe0e1 aaa0ff 8953d8 823885 a2718e b32e13 e8783f c9b29f afea31 406954
406966 6689d1 970cfe e1b7fb 94139a c08f84 7e871b ceed02 94c049 8fe9b1
406972 7195a4 8252dd a884f5 ebaae7 ac3640 9a7e00 a9b640 d6e858 93cca3
40698e 6ca6fa a83aed ffcbf1 877f81 952c55 bdafb0 725b08 84f351 5f9c50
93e9ea 61afc5 bd3fcc b00d7f ffb4ad baad1b 707706 baf421 79927f 406a52
84f3fe 7f9197 406be3 e386e8 ab007d de6f5a 735248 e0d3a5 607308 acda0d
406d6a a9b2c0 8f0ffe f25ef9 b53eb3 ef6105 71562d efd22b 49a46c 46dc9e
a5abb4 e7d4fe ba2efe 7c5d8c f35fe8 973c11 d2b55d 998f01 406f56 4af6c7
4070ff b295f2 704e96 fbc5f9 e55ea4 9a5f60 97331c 8d8c29 c3d2b5 5dd352
4ea2a5 407484 b234e2 daa7e5 a63939 e4370c ec963f 9a8671 9dfb03 bac7ab
b0aee9 6a31da a170f2 c5399f 88676c f4ce4d a4a21c 407813 66a877 83d8be
858e94 6c26f7 995fdb f096da a06201 acb315 c9e47a 51ab71 40785a 8cdabe
a9e4fe 40789b 8f8bf7 8a32e8 bca1bd 973612 ffb375 b87f34 7b7c79 cbd3ca
6ae6fd abacb5 4f48fa d16dd0 922c6e d84377 dec762 40791e 4ba81b c6e3cc
98a9a9 5c99db d2bffd 9d35eb ca3192 b79c2f 53600f acf361 40795e 4ff1cc
57f3e7 b287fe 9643e8 ab63a8 833e72 aa3217 dd6906 bfc548 75c09a 407b65
5955e2 816da7 e4cff6 e286e5 aca2a7 7e4f6a b46d6c 74b127 407d11 abdf93
a3e3f8 b5a5fe a382b1 ba32de ad1580 765054 da7b87 c9ca92 4eb00a 407e21
407e71 79afd9 cfd3e0 b553fc 7b4498 e85fa1 874228 acb615 74870e 8ef68f
407eac aaa6e5 7c38e5 dbd1ee b2376f f47587 6b5e21 c7b829 84902d a1f2bf
88a7ac 407f8b 6cd7ef b281df 9639dc b00253 da5623 dda78b dedcd5 a0eb0b
7d5ef5 938cae cdbee3 823794 9d325b b47578 dfa7a2 9ff627 408009 42b515
92c2d7 8167c7 b28eff 982e74 c21211 dd987b ee5a0b f5d5c7 c5e46a 408065
c1c1ed 801dc8 a958f0 d62687 fa7bac d4d816 60614f 40821d 54bc5a 9cf4ae
5bf8ee 4085f9 a6befc 782be1 a78c9a 9a1d6a bf1407 f38c2d d3c59b 4d825b
4087fd 899bc6 6157a6 c7c1ce 72616e 988d90 ab0a35 b06c13 cfa574 45f31f
a5c7c8 8f89aa 7648d8 6f5384 c96afc 9c2b22 f0da83 937f0d abb719 408a68
55f2f0 4e5b7a a0acfe aa0cd3 ea69af fab0b2 9b4009 b0c452 7d9944 408d75
b2cfdc 7b99a6 408df3 72629d 9b6674 dc3a42 9f2600 d5be17 a2a486 50f3a6
6b808c 51c4f8 408ee6 6b2ae0 eac1c7 92483e fda200 8f8225 99b171 aff28e
8da8b1 5f677d c8d2f1 c392ff a934e8 a71821 df692d e9bc83 6bfbd3 408f7a
8db0b7 ace2f6 4091b6 7c3fdd 8c3f74 a90025 e71512 d4bf5a 929575 cad4c5
9698a9 e2d5ff 934eff d594fc 8e468b e68415 f2d259 4f661c 409472 a7d9c8
40989f b9bdc3 9dc9fd 605d75 aa7ef0 871eb3 89716a ba6a2e ff860a f5bb8e
84d3e7 409fe1 676f78 4757de a598a2 aa184d f2a288 877612 d6d02b cce3d4
94a2aa 40a1fc 4f5ded a3619e fcc8d7 ba0f2b d25f03 b9a182 aae623 6c7869
5a6b68 a3b7d6 8c6cec 723ead be679d 8a502e dcd4c9 bdaa1f a0f825 40a565
647592 a783ef ccbadb 863dbd 834451 f8b7b1 b54321 8cae0e 79f11e 40a76e
84f0ff c226ff 9117ab f960bc b9337e bf8d09 6f672a d6d31e b3ccb8 40a878
a5afb1 40b3e3 6f67ec e2d6eb 8c3c84 b80c38 fd120a deb213 999164 5ef0b4
5a8b88 40b8de 605e88 9351e4 7d4f42 b43802 c57f31 b1b088 42f966 c5e6d3
abb9b5 5882fb 66636e 9c89b5 8c09cf eea6f7 aa5200 68fb0d 40c255 608c64
7f70f7 58528f 988cae f5bde0 725857 c12507 bc765b b6c765 a9f0bf 40c2a2
abafb0 40ccea 7b5cef aa73ad 883392 ac3757 cf0003 e57653 d8c109 baebb8
60626e 8a6dff b198ec e1c8f1 8232b6 aa80a0 f3705b b4320f b0de43 40d4b2
5079e8 8b96c0 f5bafa 887f85 8c468f a21950 e75d09 bb9d71 97d90d 40d5b7
7f27e3 dbc5f3 774676 ef2ec2 e89eaa c90900 807a5b 57b318 bfeca3 40eb0b
95acaa c4e2eb 47a3ff 7e49f4 a33596 dd2f12 d5b540 939268 446853 40f0a7
c4e2fc 91b1f5 4950e8 7a7bcd 5a588b 8b7072 a24802 c89c6f 40f230 bbbfba
40f2d6 899793 90bbdc 6c16f2 b24fed a43b76 fb780e e9b38f 5e6340 c1ec3c
c4e6e3 5a9096 d5b3f0 d538f8 950b95 675b5f e30607 f98945 987761 40f39b
c2e1ff 89b3f0 5885cc 5a5b64 a49cad 8511ed c7706e 8e5c01 d9af32 40f3b7
40f6e0 64a0dd 7d3be8 60565e b64a95 d1879f ff3050 b21415 cfc198 9ece1c
40f9e2 84bacf 498bbf 7346c6 a1075e ed3871 f89789 88681e 989a03 b6cc04
586873 999aa0 95b8fc 6d84c8 773dc2 dfc6d8 992c43 e58748 90670c 40fc8a
a8cdd2 b59ef6 8806ef a563c1 b3227d eb5f6e 7b4f4c d4db30 67780a 40fdaa
9ea3a6 b4c9f0 7694ee 6552c4 9974a1 d52d64 fed0d2 963312 c9a049 40fe2a
afd7d7 4e5a80 cab4ff 9301fd e13edf a63448 d3b83b 847b03 40feb2 6ea999
7dc2e0 4137fe ac58d1 a5087b d5679b ce0c04 e5cb44 88a758 c3e3b7 5b705f
536e67 413cfc 8e8d98 d3b5f5 d25ef5 fa6723 8a5302 f2c914 7bfa9f 95c0b0
adb2b8 413df6 7956a9 d28ee5 9e7192 974238 da831e dfe157 65936d 99e8b7
5ac7fa 4150f5 7575c7 cc7e9f 80676b a62904 87945b c5da83 79bd0e b2ebd9
5daba0 5c7075 a2e4fd 4159ce cc87fe a51802 c26239 ffa373 eae400 c6d3c3
dad7d7 9ac2ed 415bbc 7182b8 9f0677 c30715 84655f e66c08 ebc615 9d9f92
76eae8 415ef1 605d97 867f8d c588d8 8b454f a90012 fabb94 a3c301 609b28
699190 4162c2 decaf8 d372fc 95207a b1692f 6c5a4a e3bb10 79c991 6afad7
8eeaff 416471 6ca6e0 a539ed b58a9b b73005 fc9d1e cec2b4 666451 8a9a60
c2e4e4 5945f4 9177e7 bba4eb c20a82 c0869f f8c843 41652d 469453 51daa2
416764 c3d2db 5871f0 dbaafe 73438e bd7ab4 c90006 f59533 979f8d 43fc92
8beff4 41697f 8a8bb2 be14d3 b19b9e cc0214 ec9363 706559 ead62e bfd6b9
4169ef fd79f8 a6789d 9c3091 f9bde9 69585a d7ddb9 46770a 41f041 81a383
7197a6 8cd8f8 9547f7 d472fa 9a3b6f e17404 92836b ecda4c a5c088 416a29
416bf4 5b6594 cc86bd fbbbd8 a4085b f01462 775a19 a5c193 4ccd10 98f876
b0c4d6 67a9ec 416ceb b71390 e556a1 685959 b2957b e9c21d 538833 4cef9f
7389d5 9593a5 c7b3fb 8731ee 794378 f4ced7 b75670 c09043 416d0e 70ed41
8eafd5 6869f5 9d5394 65585c 8f8586 bab4b3 bf993e eecc06 416f0f baec99
416f6a 8de0e9 9462ff ba95e2 74429c e092a4 bb2c2e dedc99 9fd704 48ad1c
417092 7b81ff e4d4ff bfa2c0 725b59 8c4005 a57845 e28d0d 9fdd78 44f1ca
7bbfbe 4172e3 7881a0 af9aff 605c61 b8002c 998982 b57703 b9c256 5ffebc
99c0b8 50e1f6 864ee4 b787e7 ba018d 685953 e1a128 e4dd9e 83976b 417416
79a0ac 4174e8 6f5491 fea0fc 904f63 a32701 ed4d1b b08778 afc994 71ff4a
8e40ff f9b9f8 f05be8 972082 a7648c 626057 97925b 9bc70b 417907 64d998
417b73 47dae1 8c83c7 645792 b306fe 784c3f ba6a34 daddc3 98e444 66ad90
5b5c5b 8c8e8e 417b97 8002fb ad50f5 c9afce df8d5e 9a5019 a9de17 87efc0
cdbbfe 945dd5 a93086 f080b8 fbc6bb b4a272 5f610f 7c8f0e 78d80e 417e61
76acaa 4182ee 73717e 690bfe e8a8f5 a82050 8d5c05 b8db09 8aa242 55f8ab
83b1b3 8be4fe 7b2ded 794982 d554ce fabb46 b9ae82 7f8573 418511 d7e1d8
4189a7 a4aae6 7c4cf5 735a64 c47c82 a71329 c2b914 8b8f2c b0f08a 4de5c5
cacded 9991d7 7b38f0 aa3b99 6b535e e35f71 e8e066 b8b00d 418a05 58e1ac
418abd 75b5ff cdc9df 6e41d1 9e6073 f7737e d8bf3e 696b19 82980b a1e7b6
bbdfdc 58caec 418ac6 605e6d 793efe 89259f bb572f fe710f a98e7b c9d272
4d7dff cac5e0 7309f3 9f8dab a70292 d9a494 f1dc95 696d5c 7ad613 418b20
418b7e b8d2d9 a89aba 8a22e8 b856c2 893772 c34142 ecaf03 4ffca1 45c293
7c3cc3 9e72c6 d3afed 9a4a7b a42408 c78d07 f3bd29 cfe3a2 9ab28f 418c50
e6d6ee 7c5e8e b620e5 c2a0be ea69ef f96702 914c1b f9ca04 43de82 418d69
86a0a2 4190b9 ccd3fa 7d4bf5 7b5476 b00315 e2c2b8 a78b21 61dd39 6b7964
7c0ffc d1c0eb a637a1 f055dc 868282 f5b413 595f3f 419230 93bb8e bbe9d6
419484 c0ddfe 6436f7 a198cc 8b65c1 873d6b ca2a51 a88b14 bed549 55d8ab
78d9ed 683dff 9a74f3 ac4176 d58ea0 ffc4b7 6c5832 a9b25e d6e751 419804
9cc0c2 624de6 69508d e463dd 926c81 b2430c d2c863 8ca20d 41995e 80f7be
4199a4 97d0f7 535f6f 9c8cfc 8152b5 8c5042 c85e09 e1d2c8 e2ac19 a3a585
4ef2f9 419bb7 b72be5 796171 ad0213 f09b4b c46d07 f4df1e 718a6a 9cc7a6
8cadaf 419cd2 c9cefd 8849df 9f2f85 936b6f d9bd98 d28d06 616f24 75fb3c
9394c1 d3caf2 9624fc 9f2a8c c0a2a6 997777 fab16c 4f6220 41a00b 78f6d4
41a291 97b6f0 6161d1 5f5e6d f1c9c4 aa0310 f91f04 996f56 b2b06b c4ef53
83f3e0 41b1ce 6c7093 ae3fff b61165 815219 e39e0f a08748 b8de8a 949b97
abbec1 943ddb c58afc bc6fa5 ae0176 6e592e e0ddbe 8a8900 4af32b 41b476
a4c8d4 4252f1 8e86b2 665589 c99cfe 8d6f79 c03834 fb801d e3d57a 41b784
4e7e81 a6e5eb 692cf0 9075c3 c1a0e0 a43452 c3745a 876308 9fc961 41b9a1
41b9ff 6441fe 8469c1 dcc5d8 7c446e e36a9a a3360e 94c140 b2edb9 477d57
b5e8e5 41bcbb 5681cb 8321ef cd1b8d 903a54 997e75 f8a069 80a000 437901
595b5c 7d8da6 6c47ea c1b0f5 ac71fd ecc9dd e8251e eda211 c3ec83 41c185
41c1fb dbdded 797ff6 777598 a59bac 843cb4 b82234 ee5d59 e3c303 9cebab
aed2f4 9f8bff c027ae b47a9d bfacaa f9d5b6 735609 c3e321 41c45a 5d695d
cbced5 5945c8 9e6cff e36fb4 96386c 9f7475 d72a24 dbb799 93fa5c 41cc05
dadedd 41ccea 797a8e 6124fc 81479e d44bf2 ab3f57 aba28f 9c7c02 90e44a
41d1f9 7f8bfd 4e3aee 875fa9 a995a5 cc3d5c f07863 8b4f04 e7dacd ffb943
6e25e0 dfd0e7 aa53cb de75b9 b5346e ec254d 556700 a2b58a 41d509 c0eabf
bbdcf6 646f8f a6a0db 8713fe ba57fc 6c5a58 99311e b07236 e3c313 41d5b2
565be8 ce90f7 943180 c75d9f 625656 947d6f 8aab03 bbeb0c 4c7124 41d682
41d6f1 a783e1 a12cf3 95148d f31990 edbcbe 615e5d bbef43 487c19 63ba2a
8ca7ac c4d4e5 5332f7 df8ef9 bc53c8 b70305 f5d4a7 a39150 627154 41da1c
4890eb 604ff1 aa9bb8 816897 f7b0ff bc877e 9e4212 d2d7c6 41dd64 505f59
93a7a7 47787b cbcbfa b00fec f24cdb 7c484c ecc310 9d930c 566601 41df97
858d9c 781dfe 955dc6 c586eb f5c0fb a3434e e8420a b4ce02 4aaa79 41e6aa
afc1de 5440e0 8a8698 7e4f91 d470e3 a85864 e33d24 bdb544 d2ea10 41eea2
41efd1 7e30fc aea1bc 8b5f9f dc58fc 8f3d61 ca613f f8ab87 dbe73c 719484
41f8eb 5ebed5 4b6278 9769d5 772ec0 efb2b1 746139 aea21f c3dc0b 629d67
b8d1ec 8b4cdd c696f6 944082 fe53ae d5ea18 5b5c56 50bf4a 4b8644 41f99d
5d707b b184ff 984bd2 c88fbd f8d0ec b32825 db6d26 b7db48 41f9b0 509e7e
a9c8e7 4994ec 7926f1 a13194 c69495 9f2500 766d59 d6d25b 639310 41fab9
b1d1f3 423bfe 7177e8 a29bb7 ab1b70 d97c11 7b6e50 dddb4b 50c08f 47ffc1
99eddf 4242f5 676c96 9a96a8 ef5af0 8a5a5d b11e19 dabb92 bde43d 4aa43a
63a7ac bed2d5 424cec 5f6288 9b75e2 665558 be7c68 b94718 d2bc34 7dfaa3
6a87b5 4254e1 cbbae8 969095 734586 9e5660 d5ac67 617003 bef10f 7dedbb
b2bcc1 4258b2 876fff b38bc5 866583 b52328 d16905 eadabf 77e359 5da777
43b19f 4258d2 cec8e3 bb89fa 84616a a70f12 ebd839 759409 8fbf6b a2f3ba
61b0a1 425cd2 9c8ae6 c9b8f3 94517c a31e32 cc5b5e beb018 e8e349 57e8a0
425d7e e2d5f1 921be0 d657fd b29ca8 c8191e edaf09 757361 8de299 52b468
4fdbd7 425d8d 8d5fec b27bb4 7b6870 c76228 e29a04 f0de31 c6deb1 99a592
425f7d ccd0ec 9e8aac bb3bd1 fa71fd c13b00 d1bb11 5f644a 679b61 62e89e
558e8b 4eeffd 426064 58b5e5 8810ff a553cc b3021a ffb54d c8b8a3 7f9346
71a5e5 c5c9db 8067d5 983886 ca6796 efad19 816d06 949964 53f890 426251
426262 c7e4f0 98b3c5 db76fa a950ba ac2728 ed3611 928d67 c4b749 4eddb0
bae6f5 426276 72b8f5 8c8997 c541cb 855447 cd4009 d5b640 d0d5bb 64a163
426375 889aed c7c2e7 9995aa 8750e0 ae8570 875a39 ed8f44 e6e33e 56d8a6
8fa9b9 426376 d3d3d9 b284ff ba05e3 d76042 a04007 deb376 91f904 81827f
42637f 8a95c6 954de3 febbde 9c2149 c45669 bda694 84690f d3e1a7 78da28
647e8a 4264fa a58bfa c6acdb 6d488b b5084a a98a3b efc703 b8e8c5 79b6a3
42ecf2 51a0b9 6b36fb 86519e e01844 dabbb2 e49027 c0e980 426506 7a847b
71f2e9 8c9af1 8a4ede a90187 e655ac a55f74 b2a883 868200 b5e62e 426522
42656e acaec7 8284f8 850afb da32ae a21340 e1092a c28774 ebca05 73f6b6
8cb4ef 4266ef 51558f 78717b d7cccd 7b5345 bf5812 93b513 a8f397 61976a
426861 56938c c2cdf9 9b96d0 7836f7 8162a7 b33d1d c2824d d3c269 47c8ae
5ba5a9 42687c 700bf3 9759da ecd3f4 e598f3 f8863d 99632c 768574 a8dab9
4268cf dad9fe a08fe0 933062 c1afb2 a07b79 f77049 f5d102 606507 7ee88f
426b66 abbbc1 808d9d 7f30fa 7c448d d476e6 f87577 7a7b27 d3d670 a1eec9
426b6b 9ac7fd 7a44f1 b474f2 734894 e0d1d6 96683e e2a462 b2f524 8ba698
5d90b0 8e4ef9 d9bae8 68546c af6f0e cea33e 8f9279 7afc96 426f4b a1c5b6
8498b7 426ff9 81509d edc4da 953c5a e73a38 a90711 fb9f4c ac9f8f c9e2ae
94bcb7 42fbf5 7b48d3 c4acfd a76fbf a3046a e55171 ce8f16 dcd04c 427103
42726b 870df2 e5c3f1 975fb1 c38cb0 a02f1e d55627 8ac162 56fd24 c5e7d2
4a34fb 796bf2 c9b3f2 bb069d ed54a2 f8d5ab 8e6b11 bc9537 7bea04 427355
72cfbe 427377 9292ac dbb7ff aa39fd 9e214d e0974d 948164 835902 bef245
8598ff 5d6bda 967aa3 ebb1e7 8a3c7a c1747e a5b11f 42741c 48fc78 a8c9b2
42746a 8f99cc cbcef9 b021cd f80188 ffacb5 a5203b 838322 aab24f 58fe04
a0a0ab 8981fe 701ff1 9e4ba0 f2c8e6 827776 be8f6a 427606 c0d5ae 72e04b
7da49b a11ff1 e69bed c161c0 9b0e7b 615e59 97985b bed448 427721 97e0c3
427978 6cc1ec a756ea 773ea1 d58faa 9d3f0e f1d6c2 878b56 ace616 7ab405
d2d9d7 7532f0 eab7fe f248fa bf3797 824757 9e7972 acaf2c 427c1a 68c691
71f5ff 427c88 ba25d3 db8ae1 7d4e4d b92207 ecd652 929083 69aa20 b9c5b4
427fec 8087a9 6633df ded0f2 a80878 8c5b29 ca8b11 eec110 62b782 85f8bf
88a9ad 428094 6c1eeb 9f7af2 e9b1f4 ae0464 b27970 738c05 b3ef2d 53db88
9cabab 7cdfe9 4280cc 5f29f8 a51e69 f25775 e9daa9 796a03 a9a50e ace921
428194 d7d4ea 663cda d659e7 f0afb1 82594a b95e04 b1bb13 90fa7f 7f917d
a6cff4 8e9fb2 7c2aeb ca53f8 7f7a7c 724d6e fe9448 b09f89 ccd5bb 42823e
c0c0e5 7221e8 9465f4 ce1ba0 e878a2 ebc2ab ac9b53 71710b 9df753 428271
428488 73eef9 8fa3f4 8c4fd1 c4b1b3 ffd4a8 825301 ae882e 94de0a 5a5a56
6228ef 726c97 cd4afb efb4fa fa6b00 8b5523 9dec7f 86b27e dbddd9 428971
4e5f70 a516cb edd4eb e246f0 cc9ab8 a13c2c 8ba835 b4e729 42e0a3 428b79
c3cac9 849296 428bbe 91bbe3 9b17fd a41e7d e93660 e9dd2b b0ab0c 4a6502
428efd 9ca2c6 6a42d8 8961a4 a60255 e13e6d 955713 d3a439 dde91a 8fe8ac
a8a9a9 6ecbea 4291e6 6947cc 786a8b 8c3c4c a77173 ca4d06 e79d5d e6d6c4
99cdf6 4294e1 720ef3 b1168d f6cec8 c59741 8c6f34 bcdd1e 939c95 58645e
855cfc 942999 735f6f fa80e1 b4818f a60042 ccb5a0 84bf04 a6f670 42963e
496e65 d4d2d2 64c9eb 4296c2 949394 a701e8 9a1387 fe834a c75417 8cfd15
6f7d89 d7d9de 4298e8 4b64cc be9fb9 b30557 ef9b8d 844b01 94820b 42ef28
94e7e4 42a0a0 4f51d5 705d8d f093fd a62007 a6704e e87718 acae89 aee212
42a5a5 afd3e6 8646e5 ac84ec af287b e9326e f6b38a 9d8d09 c7e915 486b43
447168 804af5 b180fe 715393 e198c1 a02635 f72e2f eddbae b4dc24 42a775
4a6b70 b2b4e1 8d46fa a478b1 93109a e8d7da d2702b 705941 faaf21 42aa8e
42acc2 537a88 c6d5ef 6e21fe a157d5 ee7b17 8a5a17 979572 69faaf 555b57
84e5ec c594f9 b927f9 795187 9f3105 ff9c01 ecd3b2 838644 42af91 4d6f64
6e1bfb ba7add dfb6f2 70636c bc05a0 f6869a b0e273 5b8348 42b810 6ff7d6
42b8cf 5058b1 787998 b668fb a55557 ff9688 c50501 aa9f04 d9d236 b8ead9
5a5b6e a16efe 8e32c5 f185d4 8f7b7d b2613a f86e08 ded221 42be7a bfe0c6
5e6a8f f029e3 cc86b4 fcbee4 8a7c7b 864e3f addd23 759d1a 42c082 7efaba
42c1ad 97edf5 626c8e a993fa b21bfd a00f5e b27a5d f36902 835825 d7d676
42c5cf 7a83a3 b07cfa a129cf 9a1b6c 83746d d36e2f f0b60f abbc8d afead9
42c6be 437079 8549dd db6bf5 9f1752 fc7588 835106 e8c616 a0900a baebbe
b9dff0 675bd9 bea9f9 805288 c08ba7 8e411d c65a01 e0c6ac 6f7468 42c850
767877 6788eb b8b3ff 7d2ff2 b68db1 a04693 f2b9d0 a51d10 c5e910 42cb52
42ccbe a0a4f3 7b7cb1 5550a5 b78d87 9e461e 706865 e16701 ffab5c 9ff3ba
42d0c9 746d9b 8f25db eb42f9 745149 af693a ebc89b aba08d bbed2c 82bb06
42d1b7 9921fd b87ffc feabfb a3188e b56d9f bac82b 839b35 4e6344 a8f1a0
42d3bd 922ff2 bc6ffe f29cff ac0d8b d257a1 7a4d4c dee321 7a7e11 9cb251
6fa2b2 dac3fc 605471 c977fc 9617d1 c9667e b53226 9bc247 a2f916 42dab5
42dcfa 7c9fff 7145e4 f453b6 955e72 973c0f cca10b e8db05 83854f a1caaf
42ddf9 859cf5 8260f7 766598 ed8daf 8d4f56 a91800 988743 97b800 b7ef62
42dfd6 adadff 8c87b2 ae3ef1 92159a 775871 eb7c89 b34220 bfaf39 c9e9a7
42dff4 6e27fd a59da6 9b65c2 954673 c82750 d8ccc5 dfa20f bdef80 85b478
c0e2e2 8077f1 baa9f8 a592a3 973e8c b21406 c57734 ecc79f 42e803 4d6149
637678 acc1ee a777f1 981bbe c1abad 9a321d 8b7e57 d2e3a9 57b515 42f00b
b0cbe8 686b7a a356ff 7a39b3 ce72c5 9b3f3e 9e8d82 dddc16 439f05 42f191
42f3e5 93b2fe 8c3cd5 ac98ad b565bd ce4d75 924136 f69f8c a6d70f 76a33b
a4bebd 42f7fe 5a686d 848f96 4cbafc 7a39b6 a163b3 fc565f b43914 d5ce87
42f8f6 666e81 9f9ead 7f3eaa d36ade 893e40 d8be36 907c02 afd5b8 519f75
dad9ff 7a7998 afa7cd 9c22ce cc61fa d76072 993221 f4b199 aea201 42fa2f
b7d7e9 8516ff 6b5877 ee30d3 9a2d1f c9a48e a17615 b9ce53 42ffc8 4c846f
697c7c 883af7 6c4f7c af65cc e2b2e1 985135 ea770c bfe011 5ecd80 42ffce
828c8f 97c0d6 56647a 4a86ec 434add 955350 d6190f c49d09 cec699 b7f23a
7ba3e8 4357e7 75418f f1cdf7 fa2e84 fba1b5 8f4252 c40b18 bb903e 8dec1c
4357ee 8b74bd 615280 daa9df e20203 90665b f58341 bbf026 69ac8f 5bf0bb
cfdbde 43589b 8f67f4 d4adfd aa82b0 835c70 576a3b 69d605 4ba140 97aa94
435ded 9083d5 d4b7e3 95668b e96a59 a73405 a4df4a 49604a 50f8af 59b79b
81a8a6 5acffd 435e6f 7a21e7 8f76ac 9b5d59 ed4820 e9df53 a5af79 c6dac5
868a8d 4495f3 564ef1 bfb3cb 846291 ab760e ffbf13 7cbf8c 43624a bde5d3
b8d1ce 4dcbf1 436398 508bf4 68535f c0799a 975741 f7b01e e0e19e 949e59
52b2bb 8900f3 7b727c df4cfa ac39a7 f7cbcd e52d4a ff7c0f 43660e 6df173
7eb6b1 d5ddef baa0f7 af48d0 b63c76 e6737c d2c70f 808623 43662d 63f5ad
7cbab3 c6dafb a385d4 8442cb a4467b f53b6c e8880a c7ca7f 436711 51fed6
547ef8 5b2df2 af0f8b e29cc5 c66f85 89780f dadbaa 8eb95d 7aee20 43684f
436860 9fccec 52abfe 5266f2 c076b0 f8b8bc 8a6200 9ba336 cdea4b 6a907f
44b1ac 436b7b aea7fb bf48d6 a31f1d f13b18 ce9871 7a7466 dcda03 72f8c4
62edd4 436bb0 848298 d5beff c283ed 6f535f d07a74 a23c23 8abe18 acf24a
436d86 a1abbb a533e9 f0d0fe f658fd 755032 857d74 bb982a bce738 67e69a
bbc5c7 70a1c1 436eff 665b6a bf07b1 bd7e8a 7e4b2a f6c636 89943d 46fcab
e3d6f5 7f1ecb de9af7 ca54c6 757714 90a717 a0e031 5aa47c 47db9a 437063
7ea09b 91e9f8 4eb7fe 4370ab 97376a de1453 f67351 eecb40 4e6308 b9d2a1
c7e4e0 9cb0b8 7ccffc 519fd4 7762f3 813593 ae3c69 f5797c e1c730 437106
66a5f0 4371be e4ccff 8d396d ce7ba4 9b8f69 ffda10 5b6f21 a2c157 9edfca
6dcfff 4372d6 b998b7 a11683 a16468 c10a00 dd7e20 fabd36 bbeba4 95b38f
43736f bed4dc c242fb 9b28a5 fa7bec 9f1e41 8c721b d7bd34 84a885 5cfd9e
5ca69b 437587 6a1ff0 ae9beb 935ce5 e5d5fd be3b53 ba9754 ffcd38 90e1c4
6ee6f5 43758d 7da4ef a226fe 979094 9b2d00 e69170 96714a cbc905 b0d4bc
43776e 8ea1f8 a440e9 fccaff 9c0b89 fa4cb5 ba192d b97e0e a8b19e 58f668
