# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0048f9 0292ee 0dcc0a 128836 656365 67fe05 81998e b75ba0 ccd197 f19dd1
41fab9 4994ec 639310 766d59 7926f1 9f2500 a13194 a9c8e7 c69495 d6d25b
423bfe 47ffc1 50c08f 7177e8 7b6e50 a29bb7 ab1b70 b1d1f3 d97c11 dddb4b
4242f5 4aa43a 676c96 8a5a5d 99eddf 9a96a8 b11e19 bde43d dabb92 ef5af0
424cec 5f6288 63a7ac 665558 7dfaa3 9b75e2 b94718 be7c68 bed2d5 d2bc34
4254e1 617003 6a87b5 734586 7dedbb 969095 9e5660 bef10f cbbae8 d5ac67
4258b2 5da777 77e359 866583 876fff b2bcc1 b38bc5 b52328 d16905 eadabf
4258d2 43b19f 759409 84616a 8fbf6b a2f3ba a70f12 bb89fa cec8e3 ebd839
425cd2 57e8a0 61b0a1 94517c 9c8ae6 a31e32 beb018 c9b8f3 cc5b5e e8e349
425d7e 52b468 757361 8de299 921be0 b29ca8 c8191e d657fd e2d5f1 edaf09
425d8d 4fdbd7 7b6870 8d5fec 99a592 b27bb4 c6deb1 c76228 e29a04 f0de31
425f7d 5f644a 62e89e 679b61 9e8aac bb3bd1 c13b00 ccd0ec d1bb11 fa71fd
426064 4eeffd 558e8b 58b5e5 7f9346 8810ff a553cc b3021a c8b8a3 ffb54d
426251 53f890 71a5e5 8067d5 816d06 949964 983886 c5c9db ca6796 efad19
426262 4eddb0 928d67 98b3c5 a950ba ac2728 c4b749 c7e4f0 db76fa ed3611
426276 64a163 72b8f5 855447 8c8997 bae6f5 c541cb cd4009 d0d5bb d5b640
426375 56d8a6 8750e0 875a39 889aed 9995aa ae8570 c7c2e7 e6e33e ed8f44
426376 81827f 8fa9b9 91f904 a04007 b284ff ba05e3 d3d3d9 d76042 deb376
42637f 78da28 84690f 8a95c6 954de3 9c2149 bda694 c45669 d3e1a7 febbde
4264fa 647e8a 6d488b 79b6a3 a58bfa a98a3b b5084a b8e8c5 c6acdb efc703
426506 42ecf2 51a0b9 6b36fb 7a847b 86519e c0e980 dabbb2 e01844 e49027
426522 71f2e9 868200 8a4ede 8c9af1 a55f74 a90187 b2a883 b5e62e e655ac
42656e 73f6b6 8284f8 850afb a21340 acaec7 c28774 da32ae e1092a ebca05
4266ef 51558f 61976a 78717b 7b5345 8cb4ef 93b513 a8f397 bf5812 d7cccd
426861 47c8ae 56938c 7836f7 8162a7 9b96d0 b33d1d c2824d c2cdf9 d3c269
42687c 5ba5a9 700bf3 768574 9759da 99632c a8dab9 e598f3 ecd3f4 f8863d
4268cf 606507 7ee88f 933062 a07b79 a08fe0 c1afb2 dad9fe f5d102 f77049
426b66 7a7b27 7c448d 7f30fa 808d9d a1eec9 abbbc1 d3d670 d476e6 f87577
426b6b 734894 7a44f1 8ba698 96683e 9ac7fd b2f524 b474f2 e0d1d6 e2a462
426f4b 5d90b0 68546c 7afc96 8e4ef9 8f9279 a1c5b6 af6f0e cea33e d9bae8
426ff9 81509d 8498b7 953c5a a90711 ac9f8f c9e2ae e73a38 edc4da fb9f4c
427103 42fbf5 7b48d3 94bcb7 a3046a a76fbf c4acfd ce8f16 dcd04c e55171
42726b 56fd24 870df2 8ac162 975fb1 a02f1e c38cb0 c5e7d2 d55627 e5c3f1
427355 4a34fb 796bf2 7bea04 8e6b11 bb069d bc9537 c9b3f2 ed54a2 f8d5ab
427377 72cfbe 835902 9292ac 948164 9e214d aa39fd bef245 dbb7ff e0974d
42741c 48fc78 5d6bda 8598ff 8a3c7a 967aa3 a5b11f a8c9b2 c1747e ebb1e7
42746a 58fe04 838322 8f99cc a5203b aab24f b021cd cbcef9 f80188 ffacb5
427606 701ff1 72e04b 827776 8981fe 9e4ba0 a0a0ab be8f6a c0d5ae f2c8e6
427721 615e59 7da49b 97985b 97e0c3 9b0e7b a11ff1 bed448 c161c0 e69bed
427978 6cc1ec 773ea1 7ab405 878b56 9d3f0e a756ea ace616 d58faa f1d6c2
427c1a 68c691 7532f0 824757 9e7972 acaf2c bf3797 d2d9d7 eab7fe f248fa
427c88 69aa20 71f5ff 7d4e4d 929083 b92207 b9c5b4 ba25d3 db8ae1 ecd652
427fec 62b782 6633df 8087a9 85f8bf 8c5b29 a80878 ca8b11 ded0f2 eec110
428094 53db88 6c1eeb 738c05 88a9ad 9f7af2 ae0464 b27970 b3ef2d e9b1f4
4280cc 5f29f8 796a03 7cdfe9 9cabab a51e69 a9a50e ace921 e9daa9 f25775
428194 663cda 7f917d 82594a 90fa7f b1bb13 b95e04 d659e7 d7d4ea f0afb1
42823e 724d6e 7c2aeb 7f7a7c 8e9fb2 a6cff4 b09f89 ca53f8 ccd5bb fe9448
428271 71710b 7221e8 9465f4 9df753 ac9b53 c0c0e5 ce1ba0 e878a2 ebc2ab
428488 5a5a56 73eef9 825301 8c4fd1 8fa3f4 94de0a ae882e c4b1b3 ffd4a8
428971 6228ef 726c97 86b27e 8b5523 9dec7f cd4afb dbddd9 efb4fa fa6b00
428b79 42e0a3 4e5f70 8ba835 a13c2c a516cb b4e729 cc9ab8 e246f0 edd4eb
428bbe 4a6502 849296 91bbe3 9b17fd a41e7d b0ab0c c3cac9 e93660 e9dd2b
428efd 6a42d8 8961a4 8fe8ac 955713 9ca2c6 a60255 d3a439 dde91a e13e6d
4291e6 6947cc 6ecbea 786a8b 8c3c4c a77173 a8a9a9 ca4d06 e6d6c4 e79d5d
4294e1 58645e 720ef3 8c6f34 939c95 99cdf6 b1168d bcdd1e c59741 f6cec8
42963e 735f6f 84bf04 855cfc 942999 a60042 a6f670 b4818f ccb5a0 fa80e1
4296c2 496e65 64c9eb 8cfd15 949394 9a1387 a701e8 c75417 d4d2d2 fe834a
4298e8 42ef28 4b64cc 6f7d89 844b01 94820b b30557 be9fb9 d7d9de ef9b8d
42a0a0 4f51d5 705d8d 94e7e4 a62007 a6704e acae89 aee212 e87718 f093fd
42a5a5 486b43 8646e5 9d8d09 ac84ec af287b afd3e6 c7e915 e9326e f6b38a
42a775 447168 715393 804af5 a02635 b180fe b4dc24 e198c1 eddbae f72e2f
42aa8e 4a6b70 705941 8d46fa 93109a a478b1 b2b4e1 d2702b e8d7da faaf21
42acc2 537a88 555b57 69faaf 6e21fe 8a5a17 979572 a157d5 c6d5ef ee7b17
42af91 4d6f64 795187 838644 84e5ec 9f3105 b927f9 c594f9 ecd3b2 ff9c01
42b810 5b8348 6e1bfb 6ff7d6 70636c b0e273 ba7add bc05a0 dfb6f2 f6869a
42b8cf 5058b1 787998 a55557 aa9f04 b668fb b8ead9 c50501 d9d236 ff9688
42be7a 5a5b6e 8e32c5 8f7b7d a16efe b2613a bfe0c6 ded221 f185d4 f86e08
42c082 5e6a8f 759d1a 7efaba 864e3f 8a7c7b addd23 cc86b4 f029e3 fcbee4
42c1ad 626c8e 835825 97edf5 a00f5e a993fa b21bfd b27a5d d7d676 f36902
42c5cf 7a83a3 83746d 9a1b6c a129cf abbc8d afead9 b07cfa d36e2f f0b60f
42c6be 437079 835106 8549dd 9f1752 a0900a baebbe db6bf5 e8c616 fc7588
42c850 675bd9 6f7468 805288 8e411d b9dff0 bea9f9 c08ba7 c65a01 e0c6ac
42cb52 6788eb 767877 7d2ff2 a04693 a51d10 b68db1 b8b3ff c5e910 f2b9d0
42ccbe 5550a5 706865 7b7cb1 9e461e 9ff3ba a0a4f3 b78d87 e16701 ffab5c
42d0c9 745149 746d9b 82bb06 8f25db aba08d af693a bbed2c eb42f9 ebc89b
42d1b7 4e6344 839b35 9921fd a3188e a8f1a0 b56d9f b87ffc bac82b feabfb
42d3bd 7a4d4c 7a7e11 922ff2 9cb251 ac0d8b bc6ffe d257a1 dee321 f29cff
42dab5 605471 6fa2b2 9617d1 9bc247 a2f916 b53226 c9667e c977fc dac3fc
42dcfa 7145e4 7c9fff 83854f 955e72 973c0f a1caaf cca10b e8db05 f453b6
42ddf9 766598 8260f7 859cf5 8d4f56 97b800 988743 a91800 b7ef62 ed8daf
42dfd6 775871 8c87b2 92159a adadff ae3ef1 b34220 bfaf39 c9e9a7 eb7c89
42dff4 6e27fd 85b478 954673 9b65c2 a59da6 bdef80 c82750 d8ccc5 dfa20f
42e803 4d6149 8077f1 973e8c a592a3 b21406 baa9f8 c0e2e2 c57734 ecc79f
42f00b 57b515 637678 8b7e57 981bbe 9a321d a777f1 acc1ee c1abad d2e3a9
42f191 439f05 686b7a 7a39b3 9b3f3e 9e8d82 a356ff b0cbe8 ce72c5 dddc16
42f3e5 76a33b 8c3cd5 924136 93b2fe a6d70f ac98ad b565bd ce4d75 f69f8c
42f7fe 4cbafc 5a686d 7a39b6 848f96 a163b3 a4bebd b43914 d5ce87 fc565f
42f8f6 519f75 666e81 7f3eaa 893e40 907c02 9f9ead afd5b8 d36ade d8be36
42fa2f 7a7998 993221 9c22ce aea201 afa7cd cc61fa d76072 dad9ff f4b199
42ffc8 4c846f 6b5877 8516ff 9a2d1f a17615 b7d7e9 b9ce53 c9a48e ee30d3
42ffce 5ecd80 697c7c 6c4f7c 883af7 985135 af65cc bfe011 e2b2e1 ea770c
434add 4a86ec 56647a 828c8f 955350 97c0d6 b7f23a c49d09 cec699 d6190f
4357e7 75418f 7ba3e8 8dec1c 8f4252 bb903e c40b18 f1cdf7 fa2e84 fba1b5
4357ee 5bf0bb 615280 69ac8f 8b74bd 90665b bbf026 daa9df e20203 f58341
43589b 4ba140 576a3b 69d605 835c70 8f67f4 97aa94 aa82b0 cfdbde d4adfd
435ded 49604a 50f8af 59b79b 9083d5 95668b a4df4a a73405 d4b7e3 e96a59
435e6f 5acffd 7a21e7 81a8a6 8f76ac 9b5d59 a5af79 c6dac5 e9df53 ed4820
43624a 4495f3 564ef1 7cbf8c 846291 868a8d ab760e bde5d3 bfb3cb ffbf13
436398 4dcbf1 508bf4 68535f 949e59 975741 b8d1ce c0799a e0e19e f7b01e
43660e 52b2bb 6df173 7b727c 8900f3 ac39a7 df4cfa e52d4a f7cbcd ff7c0f
43662d 63f5ad 7eb6b1 808623 af48d0 b63c76 baa0f7 d2c70f d5ddef e6737c
436711 51fed6 7cbab3 8442cb a385d4 a4467b c6dafb c7ca7f e8880a f53b6c
43684f 547ef8 5b2df2 7aee20 89780f 8eb95d af0f8b c66f85 dadbaa e29cc5
436860 5266f2 52abfe 6a907f 8a6200 9ba336 9fccec c076b0 cdea4b f8b8bc
436b7b 44b1ac 72f8c4 7a7466 a31f1d aea7fb bf48d6 ce9871 dcda03 f13b18
436bb0 62edd4 6f535f 848298 8abe18 a23c23 acf24a c283ed d07a74 d5beff
436d86 67e69a 755032 857d74 a1abbb a533e9 bb982a bce738 f0d0fe f658fd
436eff 46fcab 665b6a 70a1c1 7e4b2a 89943d bbc5c7 bd7e8a bf07b1 f6c636
437063 47db9a 5aa47c 757714 7f1ecb 90a717 a0e031 ca54c6 de9af7 e3d6f5
4370ab 4e6308 4eb7fe 7ea09b 91e9f8 97376a b9d2a1 de1453 eecb40 f67351
437106 519fd4 7762f3 7ccffc 813593 9cb0b8 ae3c69 c7e4e0 e1c730 f5797c
4371be 5b6f21 66a5f0 8d396d 9b8f69 9edfca a2c157 ce7ba4 e4ccff ffda10
4372d6 6dcfff 95b38f a11683 a16468 b998b7 bbeba4 c10a00 dd7e20 fabd36
43736f 5cfd9e 84a885 8c721b 9b28a5 9f1e41 bed4dc c242fb d7bd34 fa7bec
437587 5ca69b 6a1ff0 90e1c4 935ce5 ae9beb ba9754 be3b53 e5d5fd ffcd38
43758d 6ee6f5 7da4ef 96714a 979094 9b2d00 a226fe b0d4bc cbc905 e69170
43776e 58f668 8ea1f8 9c0b89 a440e9 a8b19e b97e0e ba192d fa4cb5 fccaff
437777 5592fb 7e2cba 9ca0b0 9dedad a8234b c7be11 cfcce8 e08c80 ef0533
437894 4baca3 84424d 8c1ded 9cad70 ac76ef bddcc2 d24335 d5b9f4 ecac0f
43798e 4ab69e 655a59 905023 92a430 a6e2ef cd93db cee6a3 d835f8 f7c729
437a79 4af19d 6fb588 833f95 850cfb ad6245 ae57e7 d3a0c8 e0e424 f36f0e
437f9c 77fd9b 859391 97c5a6 a818e6 b12262 b87ced c5d507 ed1836 f0a1dc
4384c7 6b3bc8 736d74 90efb7 934d3e 9c9fa5 d8c6ed d99868 e94402 fbdc34
438590 48f8f9 4dbccc 834eb6 9b7df8 9ce403 9d9979 aa0f57 d45b28 d7d6bb
43878c 56685b 88e3a5 8c40fe 953b0a 95aea8 9a7f4c c1be3f d3cef5 e467e6
438b19 44b29a 54e8a0 5d32e9 767174 8ab345 973586 afec4c b063c9 c0a4e6
438bd0 4c6e7e 65583d 6dc2d8 930bcb 9be206 a37f77 dbdad8 dc712e ffa28e
438c64 55eade 695aad 714d5f 9e7ead aa2303 b4a5fd d7e820 ec6c1c efb98a
438d86 45ed9e 7208fb 84a247 9844ae aa3056 bba9ea bbdbe5 be61ff d0ea0e
43906b 634ee0 774a59 7d7391 83ace5 a63010 b3aba8 bce5dd e0862f fbbf8d
4390ab 7058dd 738467 754e66 83dfe2 8eb0a5 a4430e b18508 edde13 f69c61
4390b7 44c9ec 5e4dd3 6a6772 917b28 9c2842 aba4ab aee3c2 d9cd0a f48a6c
439100 4d31fe 6fcb91 8260b6 92423f a6a2ac d44d74 e4c5fb f1c028 f56ffa
439161 6c3de9 82c7f5 845390 91a3a3 95381d a77ebf d4d8db e5740b ecb666
43925c 526761 573bf0 806994 8cc3a7 b43b05 c1dd47 cb64eb e07f08 e2b0eb
439295 50c3b7 5c6761 854afe 9a189f b0e4fa c22c1b e46fed f45d34 fdc074
4393d5 5a7a4b 874091 8b21e7 9bb49e 9f920c c0ed9c c65a8c e2cbee e8bc23
4399e6 707b0a 743afe 76524a 97d9cd a57894 a9aa85 aa078b e9dd95 ff8f30
439ccf 4b8136 625657 6738e9 a39e76 a76e88 ad0f89 badb7c d79806 f0c7e9
439f6c 5e5d7b 991ce9 a50743 abdbed ad5b15 baa9af f1d6c3 f7b14b fd56d6
43a126 6d6426 8680a2 8e00bd 90f6b4 b1d43d b6a491 c03b70 e569f4 fcc3e4
43a32d 596d58 6d63f9 78e6e2 925992 9c8ddb ab1f18 bad601 c3a1a1 f8d2a1
43a493 7d6a9b 80edc6 913557 9415ca a6b877 a77131 bbf018 f0a0d6 f92ffe
43a515 496246 693ef6 77e331 887481 939f82 9c429b ced8f1 d087eb dbcdb2
43a58c 5b3cfd 5bd0fc 90903b 92534f a51c00 a583fe aacfb0 d544ab d7b220
43a971 45635f 7a631d 94e1fe a01e94 a0b902 c48ac3 d80feb f4d58c fe99ae
43ab01 647d6b 661ffc 84c4fb 8f5c96 9a5cef a04307 c6e1e3 cfc762 df90a9
43adff 71525d 8053e1 8be5af a098af ac198f af8073 d1ec1c d9511a f19754
43af1f 496966 776429 960c91 a932f2 bcf102 c6b8e1 d08ba0 e348b0 ffc1b7
43c7a5 7596a7 765515 8f52c2 9ef38c a7346f a77a28 b286f6 e5b4fa f59d0d
43c9a1 578f86 676639 853488 9e9cd6 a356dd adf296 bd7d03 ebc6eb ecaf19
43d334 5483db 6f38f8 724e84 7d9c6f 995437 9c7c98 bdaff7 c2e5e9 e7caa1
43f4e8 465cc0 776516 8082ac 9c245c aea3fe c3d90a cb841e e6b98d ec3a6f
43fb5b 578774 7d3df3 7d508f 8dc493 963b2e 9c7cd7 aa9822 d9dcda f09dde
43fced 4f6750 6dbbee 707ad0 7321df 9f8f3b b2167f bbe4a4 dfc70d e37ca4
4435ff 4e6745 58cbf8 955fe4 9c507d 9db89d b8eeaa bd7eaf ea8528 f9d21c
4446ea 4d6b5e 817ddf 86702e 9ec4f9 a93f8f b2b165 d57e97 d9dee5 fdbc06
4449fe 578ec8 758089 80bb5b 82f1a0 8d1da1 a3a299 bc4a27 c4dd18 dfaddd
4451de 5d7462 6ff312 969496 975b9b a4c39d bb250b e391de ea7b2e ecd3e6
4453ae 5b7f5f 65b7b5 857399 8ef4bd a2c05c a82b18 d45ffd df550f e6bbfc
4455e7 61bc78 694e7c 70786d 8e5c25 afdcca b0b505 da70b7 dfe714 f9abf3
4457f7 5fcfd4 6a8cf8 755a50 9d9b43 a91b03 b13196 beebb5 cad410 d99b9c
445a95 68a788 6f6365 79ee96 a49ebe bd5e3e bed0cf c93bff eb8b3b efdf04
445ab3 4594d4 5dc4ff 724d5d a47186 aeaca7 b3dbe7 c0280a f66c38 fbcea7
445d8a 5d947a 665e62 9064f0 a9d6ed aa602f b996fb c9bf0c d6e3b9 fe81af
445e77 54c087 65fbbd 92848e 95473c 9891db aa2ddd b4e647 ec7e21 edaed3
445efc 63ae96 65796d 70429b 85e2c2 a4669b b9a92c bee66e da2408 fe86da
44617a 5df6f1 6e5d57 6ea299 9cd3b2 a84101 c9a9fb d81dd7 d88e59 e6d003
446270 47c6f1 727868 8318ed 90b3b1 a658cd b8ebbe c32d23 e08a4c f2c712
446349 5d94bd 6ad3fd 708907 7fbc06 894fe0 9d2b7f a9f353 af848c b9bd99
446555 66957e 6e742a 8b4c85 9e5ddf 9f9a09 a2ebf9 b29eff c0cc69 e09bbb
44657a 59efc3 7b776b 94a379 b140f3 ba870e c11a25 d4c368 dbd5fa f763c3
4465c9 648063 6ab3a6 715062 8e779b 9ce4c7 b8121a d07000 d7a4f8 fcac18
446760 5c26fb 739472 7f4fb4 9f7ce3 a1b53f b74c2a bad8fc dae43c f79cb7
4467cc 807593 834a52 9aa7a3 a7e6e4 b22b0c c6d9a7 d0a8f1 d7752d f5b93e
446a40 48a995 7204f6 8f7602 a03677 a7a9de b0a912 c4e3f1 d038f4 dbd98d
446a52 58b253 736b18 8f50e5 97158c aa649f bacbf9 bc8afd e3db60 fe97b0
446b4e 6421f6 68bd7e 77e9ea 834baf 9a848b 9e8be8 ba6109 c1eaac d0b82a
446d1f 46a427 655473 996d74 9ab284 c5e599 caaec4 e10dce fbc81a fd76f7
446e66 5f24f8 657108 68a62d 81c2e4 9c1992 ab968c bdd34b ce47c7 fbd0d6
44701b 5149ca 6d9d49 8f7173 8fd6df 9e4282 b3c635 cd9ca2 f253de fcd1ab
4470e0 4cb1fd 5c5287 7e6262 8aeee5 969bb4 994a03 a5dd01 de7215 f3a6a7
44710d 6a4cfb 7f3890 86f69d a6968e a994fd b65dac dbc6e8 fb1149 fd9225
44736d 58fdb8 69652c 809313 853a8d 8a5aee ac93e9 c2d356 d1977a f9bfe5
447464 65a186 6634df 9e4a9b a0f0bc a38ed4 b12813 cda14c cfc6fe dcdc29
447767 47d7d7 850fff 8b852b 903b01 93be34 ae89f7 ca1cab d4dba2 e97da3
44776f 4c9cfe 625e02 788f2b 85cdeb a112b2 b6e75a d6989d df52b9 f4d5d2
447842 60ad9c 6f44de 982d6a 9caf64 9d6ffc a565a3 bfdbd3 d39afe e8e301
44798b 656758 78abb4 7de6be 8427cc 8f3c0f 937fda a37625 ced4ff e0a844
447a52 55a58b 764770 7cebfc 8980a4 b19845 b80c08 b8d2c5 c8cc14 de18f5
447d0f 6bc39f 6d545d 92858e a189f6 b7e4e0 b82aaa c1ba00 ccbafa f25158
4484d7 47f926 7a7932 7b00f7 7cafe9 86a817 93546d b48582 e6d7d5 eda987
4485e5 5a7456 752fd0 7ef0ea 80afe9 93a52e 9c6196 ba0802 d2da0b f190a4
448a8a 65507b 7c13f1 88e3eb 9c54c9 b1ed2f c395e3 ca1d46 f47116 feae9c
448bed 664aa0 69e9e4 7a625e 7e90a6 9d9269 a15e12 a4d493 d59e01 efde26
448cfe 6f34cd 88ee5d 8c6ca8 924551 aea33c b2b0ef cd7a91 d32803 dbd7d0
448d97 496762 654e8a 9e6d42 a0a58b a137ec aae6ee cad7b6 d7bc3a fe67df
449186 574dab 6d5a51 77d4af 8f72f9 b73a01 bda4fc c38d23 ccdbfa dacf3d
449277 74def2 7b06eb 943d7e a1a7b0 be1b2b c1dcca ccc51c da60dd eb5b29
4494a3 546a28 5de2a5 82416a 8947d9 8f726f c1cedb cba2f9 d07802 f9d639
449690 47627c 736650 a0eaf5 b3ccb1 bb9ed2 c021f5 d11f00 f4c91f fb7450
4499cc 463bf8 4f7278 7053a8 8ca591 9cf90c a65549 c5bdcb c68748 fcc496
449d6f 4e60d8 6b7085 71f8aa 85b5f2 979ba8 988001 9c3332 bfd0d4 c0be3a
449e69 4c604c 8a7487 96aab1 9c0dba afe880 c24101 c99111 eb2fe5 faa9ff
44a1ff 484dfc 6cfcc1 6d777d 844b00 8753a3 9ec0e3 ad7805 d0cb27 f97b6d
44a4a2 64ddaa 697425 90279c bd9cf1 c6e3ea cb33ef cfde61 d12473 d7932f
44a6ec 46ecc9 476bdd 5d831a 794f47 a4a0ab aad719 e9caff f01d77 f0957e
44a713 4ab7fa 665f70 7153ea 84eb4b 92390d 997670 c8ab9f d2d6de f057b4
44a9f3 7cf6c0 87c175 8e3b64 8e49d9 ac7f00 b6023b d8cdf4 e45791 e5bd02
44aaff 5465ed 6aedc4 71468d 787a8b 9cbd06 a72e3c ac7f6b e9210e efdd6f
44ac5b 544abe 63f5f7 6a5b68 8f76fb 9d5525 a1e809 b4aeff e579b5 e5b8a7
44b1fc 745307 767d56 8eebf1 9e31df a2286b b0b9af c47baf e16502 f7b648
44b2ff 516651 60f736 6886a7 6a4e7d 8a9374 a62bd8 b56121 e7d5fd edb3af
44b408 4b5c71 5de6ae 7c3db5 9e66fd a33e44 b4ec26 cc93f5 d067ab f2d1f6
44b4c9 5563e7 7e5011 99b997 9cf697 a97585 aa078c d6d5d9 db5d52 dbae1c
44b9ad 456d75 810ad1 8a66e0 8ee7eb a7272c a8a9f4 cf7068 ddb864 f03c07
44bd3f 6d6f43 77f5ee 7a10de 814a75 afe514 ba8aab cdaaff d637e7 faac9b
44c797 4c86f3 5d3dfa 734d5c 7373a0 a07175 ada805 b0482d b7ef16 eeb8ed
44d710 5a5b5c 6f27fb 7d8290 8792f7 9c47ae b8edb6 b92f0e df8681 dfc0d3
44d7d7 5d8aa0 5e5f63 995ce0 a71011 b696fe bfd4ab c37c7c f82835 feb23c
44df41 5c9a24 673cf7 707160 825104 979df3 bfb2c2 bfebb6 c13f97 d79689
44e798 519276 575e50 8249ea a0691a b3068d c5ad32 d1cfe3 e576be ede303
44e9aa 555c68 699e5f 775845 987e8e 9b01ec b34904 b6c4da d5da05 df59cc
44eabb 4c77bb 685f5e 7509f8 7a8b66 9da4d8 af9814 b03c1b c9def9 eece5f
44eada 585a65 5ea29f 735c0b 8d59ed ae6a5f afc677 cf95e6 ee6f0d f6df0e
44f3be 556963 689dae 691bf7 7f5ba1 9a6ff9 9d9f89 a66739 c8c0fa d1c058
44f8c9 624bcc 685260 76b6ca 9e483e a97bf7 aa7583 c5e3fd d56636 d9c074
44f902 74615c 7d05e4 8a8992 9c3f1b 9cade2 b84bda d4812e d6dcda e8b48a
44fd2f 5c5a63 798490 91a0fa 9aa217 9c611a a14bdd bcb8d6 dba188 f8d1d2
44ffd0 5366ce 66573c 7cb6f3 83a572 a5186e bb99ab bcdcf2 c46308 ebcc00
44ffd0 53cc82 6b5934 949ea4 a14770 a32ce5 a4ed2a ccc4e2 d86e2e da7be6
44ffd3 475de6 6c7f77 6e5b83 73bba4 804e2d a2f05c d2c2e5 db79e3 e05d03
4537fd 509472 675a68 7e63d4 7eef94 9d542b bd991f c3bffe cfe81c f879b0
453efd 648e86 7e65a7 93534f aaabba abece7 b12802 c187e4 c3813f facf59
4543ec 5e5e79 708f98 71f2f6 7ab4f0 995529 9f67c9 aebab3 bf8257 d7d211
4544ff 4ad385 5b7f16 674c97 7874ee 91525f 9c87a2 a9a0ec d0d8f4 f5ca06
4545e5 7974e3 7a6972 84caec 869d6a 94388c c28ca8 c44e0d e0c79a f59404
4548ff 6c7164 828cd3 884aa2 953b1c 9aece1 a5821c aeb089 b6b8fd edc500
4549fa 46855d 4cb82f 565b61 80ee07 8a72e2 b63c17 b67196 caa2ec d3dcc6
454cee 82e9c4 8c76fe 943155 a59580 a75f8b b6d565 c72b2c e28003 e7a5e6
4552c9 7577b4 785a66 90e3a8 b699ff b8c819 b9500e c593aa e9746f fac1f6
455abd 6d5250 8aeef9 8baaff a4430b aa728c b9afb0 badb9b de6616 efc001
455ef1 745989 7ff8cc 908dbd a87265 aa1c27 c1cadf e34e1a e8da26 ffa07d
455f61 533ef6 747f6b 8aaf87 a54b22 aa92b5 ad5bc4 b2ebbf e5c0ee e6aa0d
455f7b 747c7d 8c0cdd aaa597 abe8a5 b0300f c94fee e2e619 f69ddf fc852d
45614d 588d72 7c5d84 8119ef 9a98aa b14e0b bbd0fc cd59d5 d7c2c5 ed9e3d
456272 53c63b 77765d 7787b1 87ff01 9916be bea2fa c53006 f1c6ef f698a7
4562c4 6393fd 63a11e 774a5e 80789b 89eb6a ad1e29 b5acd9 bf6673 d8b7af
456355 69bce2 6b7bf7 7c21f7 9a6c89 ae581d bfd9c9 dce114 ebab7a f27305
4563dd 5d6285 5efc84 6c9aca 848a8b 857108 8e3e40 b9c7ff d39875 d4cecf
456874 46fd75 699597 7e7660 995600 a18ce0 a922e5 c0cebc d4946c f0bbfa
4569e7 5cf2e9 8c93f8 929137 954f66 9f2a16 b3db33 df5ca5 e29cac eddcab
4569ea 5d6053 8addd5 918c7f 931d8b 9e9aee a56395 b72e0e c7a66a cde465
4569f3 58fdaa 62bd0b 674e96 8b84b8 a65d7b a6ed05 b11f2c b7a79b fea3ea
456b49 4c77ff 82a789 8e346c 8f79a8 9cdac3 b4a50f ba1e02 bfb5ed f1cf71
456d4a 49aea8 8464ad 84dbe7 902e69 b68c29 bc8eef c00d06 e4e322 fca580
456f6a 5c652e 69f2f6 828eb2 8fb4ff 964af6 9a947d b77707 d5bfa9 f3a339
4571f9 6aefed 6e589c 7d4a59 93c99a b499fb bd2b0e cb8eb0 cccd21 e75e48
4576b4 466153 5af7bc 786207 887f8a 9aad9c cc95ee d08b0f d3dff6 e4d316
45770b 57b142 5ce29d 5f5ee5 7d4e58 a57dab aa058e b3e10a c4a6f4 f6ceea
457886 4db29d 7d885c 82471e ab045e b438e5 b5abdb b7e39c c1a74a f0d4e7
457907 665c7a 75a880 764f4e 84e7f8 a984a2 b6c449 d10ac5 f7d1c6 fd5feb
458300 6f5755 9306f8 98c427 a32589 a66e8c ac9f90 b3d8fd dd3ed0 e7dd9d
4588b1 7fc5da 8140ff 837052 98426f 9ea39f ae0301 b4de77 bc9350 f1d4d1
45891c 6db82f 6ef09f 71677f 814743 9e9579 c9ec23 d01ee7 e4bdd8 ee7deb
4589b5 46b8fc 77e91b 806f6e 814e12 891afc 8ca8b2 c3b398 d8dde9 f65c2f
458cef 496d8e 6fe0b9 767b09 7e4a53 8012f6 8fa8ab da6c77 eec8f5 ffad05
458f4e 625c81 78cb91 7d4950 ac12f7 af9cd4 c47794 e0d6fb e9c840 f80304
459067 596161 71d8fa 888094 acafb8 b03018 baa648 c9e5dd db29f6 dddd5e
45928b 626094 72f8d8 8fc98b 9a3547 9c89f3 a029fb bf714b d0c5f3 fbcf39
45941e 4a5e79 5dedf5 6a6041 9823ec b6a0b8 bf68d0 c4e7b4 ed7874 f3c233
4596f8 4a775a 6dfe82 7b38c9 90be82 9c678f a41c15 d55300 e2b1d9 f69f04
4597a9 53e705 715770 8b2ef1 a09487 a71009 c4d1f0 db3c41 df7eff e4dbbb
4597ac 596b0c 7ecb99 932878 9c36db b09225 c893fe d52e68 d9d4f6 dcc544
459da0 5b6c99 8a3c4d 974ffa a09bf0 b28860 b72206 d6cdf8 e9be98 f69605
