# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0045fe 5783de 65756e 88e0ce a62c23 c4b5f7 e2de3e e37a34
55e2c4 5a5e00 787fac 9904b6 a28c53 b0a3fd baf245 c42575
55e5a5 80a0ad 923edf 9c4963 cb7afe cee0fd f01d21 f6af0b
55e6ed 7cab9b 834a5c 942efa c2e6bf c56cfd c8c50b d32625
55f622 625cd8 73567a a26a01 a71741 a9a286 dadebb fe7dd9
55f721 6495f3 6655ca 77ab1c a0758f a94f3f d1e5ba d4a9c8
55fec4 5f5942 695bdc 719c14 a61675 ab8bb6 c7d6ed ffbe60
562cff 66eaff 6aa8da 6d7e7e 784f9c aecec0 cf1745 d5b538
5641f8 746c1d 7db094 7f6fbb 8b3d5e 94eeda be9ce5 ebc14a
564bde 60c4f0 7894a1 8b600e a3025a c0ea77 d58653 dabcb9
564ed4 715158 878595 88a5e5 95f82a ad6a1e d4d1ec ecaf92
5653c7 5bb402 6be5be 6f6b76 84483a a58f7f d8e248 f772de
5655ff 6c5090 814352 8b85e3 92d36d 968264 c00311 d3bedc
565871 6df0cc 969029 a6acf5 b60239 c133e4 fa5baf fed56c
565ae4 62587a 7da298 a06d18 aaf09f d681ea dcc9d8 ff921c
565b59 6b66db 8d878f 92c4e4 ab2d05 bbf304 ddcfa5 e17b43
565c58 636cc9 72c3ec 938493 a5480c bccec7 cd8768 eed116
565c5c 5f849a 6cd56c 7d5b27 829803 8b3bea bc78fb e2d4de
565cb1 62c489 64555c 8792a2 b27933 bb7cf7 d3dde8 f4ca07
565d5a 7e02ff 95e7fb b358e3 b63115 b6a5a9 b7d987 eb6f1f
565d81 6cb757 7c6333 8cebec 9f87d8 a02af9 c08a9d e6d301
565e3d 59da11 5a8b25 8b617b bfa394 d2c6f2 d41be2 ffd3a4
565f21 5f9754 7ed128 ab03f2 ba81f7 bc0f72 cd79a4 f3c0ce
566211 7a8cbf 913ef5 a7cbd3 af2d6d dae3a9 ef5a67 fcbd08
56621b 5c70f8 8d9ec8 914f71 948f7c 99e2f2 df8c25 ecd9b2
56636c 90a84b 9fc1e1 b48896 c81e12 d7e70c e81cca f7b2a6
5663ce 5bb2f6 655e79 7e949c 9e1f42 b2bf58 c7d9f2 e10023
5664a2 68f995 826962 86b273 a32415 d3d1d4 e28ad2 fd3300
5664d1 87687e 8f4a1c 92a29c 98f0b9 cae106 d299ed e18b47
5664f3 5c8b16 5cefdc 684c8a 88abc4 8e5060 b8ae99 b9eb88
5666c6 695859 8fd7fb 9096eb ac380b ae9f96 ce7b3e d8de90
5666de 57eeb8 61655a 90327f b4a2d6 b4f50f be8a94 f5371e
56682a 60c0f9 7e4479 8697a6 a69a68 b9d9c9 d500dc e0e327
566853 7671fd 8a619b 9c9baa a2fa12 b53900 f1bcfa fa9a86
566854 5f9f9c 952977 9658d9 a0dec5 a47a15 b198f5 f3b913
566a6f 5dbc0d 8238be 8cf536 acb597 ad452a c185b2 f3b9eb
566d6b 675b1d 74abb5 8400fc 89e1fc b33ead daddbd f2856b
566dd6 68ce5f 7b4f69 9d96c7 b6828b d6caf8 d73824 fecec6
567175 58f6a5 6f632c 87b5bb ae9076 b22bb7 e1c80b ef52fa
567444 62c5de 695362 949393 9e16ad b9dcbe ba8001 ceca18
567671 77cee3 9683e1 992097 a99d6b be061d e4dfa2 f6a213
567856 5ff97b 7d4a78 82b70e 8b1ff0 a31d00 d256d4 fea0c4
5678ec 626270 6bfac2 99989e abb7fc ad092a b6833e f8b919
56795a 78c9ce 901dd2 a083d7 a71b00 d4e601 f36b0b fdb093
567ec4 6ac802 6b5374 8f5225 9595a1 c3e59a cf6f66 e1b9e8
5680f5 725e73 8ff6ba 98321a 9aa2a7 ab8c2c bfe331 f7a6f2
5683b6 69693b 6d1cfb 87eacd a99201 b7da08 dfa5f8 ee6d86
568a74 7d4371 9965fd a4f1a2 a978ad b6b1b9 de040e e19521
568a81 5d2fef 8458aa 90fa39 9ba9e4 a03e0c d39515 f6c8bc
568fca 6f43ac 79cae8 a1888a a73f32 bde65f dc7a42 f3b4b4
569034 72cc6a 796f6d a02c86 a29bb5 d4d0fc e933f6 ebe30e
5691aa 575974 86b610 9145dc 9a4a3a aa9078 c5ec1c ecbdf0
56a4cb 5fee14 625f82 78a204 9d40e6 a3472a d0dbf2 f09693
56ad75 88f2c3 9340fc 966a82 993924 a9abc9 d1ce57 df540e
56b676 5f8600 7932da 946082 94f785 9f1e48 d7cee5 ec4dd8
56ba85 5f7577 6f48a2 73fac9 9b4a37 9dba0d cd4efd f0c5f7
56c0e0 5d80d5 7d4b80 91818b a5150b ca7959 d0e86b e6aeb0
56cff7 6c919c 734aa5 a276ef a83448 b7cfab e38808 fdda38
56d941 587382 7300f1 939d97 9e654e 9f5bed c6d1d6 d897fd
56e30f 597d2c 7d477b a247f8 b199af d6d7fa f3bebb fd5972
56e5ed 60606f 6d75fa 94670a 9788b0 a6cb4a d78e8d f1d8bb
56f3c1 6ea48c 737835 9107b0 bf9703 caef0b d6aafb d845b3
56f7fa 7d3cba 9d79ff b28fb7 b2ddb6 ca345a f07967 f1be28
572df9 7f6056 909f8e 9bd3d1 cb96fe cc0908 cd42ae f49c46
5730f2 5f6e41 8b6af9 93d881 94338a 9e920e c3b2da ef5c96
5746e9 5c6e63 714988 81ddd6 9ec53b bba194 df60ca e4280d
574aba 736c00 9577fa a9ab04 b6def8 cc4571 f0e135 f683a7
574aba 7583d3 81cef2 8e756b a53315 d6db1c de6607 e4a184
574ae5 6b6371 6b8fcd 8de4fe a12613 ac7662 b8da63 f4aab4
574ced 7b663d 808ee5 84d6af a0a521 c5ea59 cb248c fcb9fe
574df3 65740d 7ecdc3 803d8b 8f8cd3 caa667 d3e849 d74476
57519c 579b4a 867c92 8be11b 944758 bdacc3 f945f9 ffcdba
5752d0 79f590 7a7381 948ef6 b44a18 bfa098 c6c9e9 e28329
575681 7ff3fd 86a4af 9170d3 9c5c66 ccdc31 ce9d66 d32c1d
575a69 5da940 968386 a5e744 ab2126 c7c0a0 c822ff fb86c6
575b5f 60f2a3 638b6d 8c5d12 9446d6 a5a951 ea84b3 f1cafd
575e52 585df4 59efcb 85ca2f 974288 c3829a d1b0ec d44402
576174 6d9cbd 8d3fe5 a51d23 abe7e7 d7d206 e15b47 fba28d
576369 8095a5 a053dd b5960c bb4035 bd96ff eed0ee ffae7e
576385 8a95c1 9be40b a12447 ae998c b82be9 ecc6cf fb112d
5767ca 5d5570 6ba1f3 947375 a0a5b5 ab1f16 c7ab64 d6dcda
576bc8 63ad96 665e77 8cf2e6 95972b aa3d47 b2a4f1 e5c807
576bf6 5ddbfe 674e8d 78a099 9a514e aba251 b5e685 d40100
576c03 65a71a 754d51 87ec03 b1b1b8 bd59c5 ebdcae fc8efd
576c90 8624df 98372e c281f1 c37730 c5ddf0 ced438 faa79e
576eb9 6ea9fa 72f8b2 87737b 943700 bcb4c2 c5724f f5cd3d
5770be 67c4e7 863a6e 8e9893 b02139 bed6b5 e88f18 fcd964
577851 70f7ae 744682 82b59f 9a5df6 ad9835 c6d51e fd81ef
577880 77d2ce 7843b8 9fab02 b06648 b568f9 cbec2e e4938c
577d76 86f84c 90338d aa55ed ada5ff c11718 ceaac0 e3864e
577e78 78a8e2 8946c7 a4aaa1 b1eeb6 ba0b38 e86a39 efc807
577e83 7635d6 804648 87f5ca 8f913d 9db8bc cc6ceb d1d966
578760 6c37f6 8da812 91307b b16cf3 b6f404 f8c29b fc7aba
5788d4 606472 6725f9 7ddec2 8e5f39 9b94a4 e88f5e edd213
5789a4 5f3ad4 685f64 8ac0d0 9ea586 9f5d38 dde1ac f9b22c
578e75 625d75 73c5a1 a55118 a723ff a9a0db cddfeb e1c543
578e8a 9359b8 a0b186 a8dede a94048 e68aff ebdf32 f27219
5790dc 5ffad7 7d8084 802df8 95401b aabddd bc944e dbd306
579178 67617a ab0617 bcd5bc be5de1 bea5c7 e38725 fad36a
5796d6 5efac4 644dac 874d6a 918679 a3b9c4 cd2d13 ecb15f
579b32 5d5f69 913b22 93bbfd 994eb8 bad507 dd8fab fdd1a8
57a2e4 5b8652 5ef9ad 724bb3 83435f 9cc916 c98d9c edc2e2
57a61c 595e06 8833a5 947faa a8dea3 c53a69 e4d4eb ee95fd
57a88c 61575a 61facb 7d1bf2 ac419e ced760 e47ee2 ea4636
57ac9c 5a747f aaab36 ad3317 b723ff bbdcc2 e0e522 ef8eff
57b8fe 5b76df 695b4b 738a25 a5bf3c cddffa ce6a90 f4bfba
57b94f 7b51d7 886d75 8c3076 b52908 bed7ce ee7ed2 efdf07
57ba88 615b68 7681ac 9f31ef 9ff1c2 b26007 cbbeea e59419
57c6fc 6636d2 7c9912 8375ef a6d231 b23e6c b483a9 ebc2cc
57c7b7 635d91 6472fc 84665a 9c2e00 bfabfc e27b22 fac364
57d23d 6738cb 89476a a167c8 ba1c1d c46f6a c9c7bd fe95f6
57e1f6 6ab714 8e48d6 9a3278 a292b1 dc9b95 df0154 ebdf74
57e404 86538a 933cff 939c8b ae054b ce642d ce87d5 e6ccd8
57e57e 75570d 8c980e 9353cf ad017e b56e81 bbbfd1 d38aff
57f7b5 623bf3 7995f4 7d7338 9e438c a2cf1d c49db3 eed2ff
5842d0 709c33 86c5d4 8d588a 9e3c38 bd83fe cc8198 ded32c
5853c6 7585fc 78c818 795f6e b094b8 b46e3a e3d8e3 f29d9a
5857c5 7cd3b0 8f3d5d a192ed af7e72 bd2900 e9d2fa f78235
585af6 6d5f5e 97a451 983404 9fc7c1 a95f99 d681fe ebd25c
585b79 7d6020 8addf8 8c87c5 a404f6 bfe985 cda500 fd5c81
585e27 6266f2 79b0e9 849013 a01c85 a5d265 e0c7c7 f85286
585e99 776766 86dc71 a62003 b080fb de81a1 e4d9e6 f54f21
58616f 68e05c 94a79c 9a54d8 a90100 b06751 c099d2 e2d7df
5861d9 70a7fb 833c7c 91e8ef aa739a ad313b cac866 e26703
586205 5b63d4 8f9114 984961 99cdfb c0f21b c8bf84 fa73b0
58620e 59e7c8 8b59ca ae766e b31374 c6adec f2dd73 fa782a
58626a 7b9387 9c2b26 a223e3 a6d0b2 bea6ca c76921 fcc228
5862cc 64d723 7c4b77 933801 988ed0 cbdeb3 e2b5d5 e91e5a
5862fc 73438d 8b84c1 a3dbf5 bb2052 c9ee04 d3a090 f0712e
586524 659cb4 8f46da 9c436a 9d8870 9ee5ef ddc395 fc7d09
58673a 5974c3 6db597 82f6ac 988a0b b5a3f8 bc1f7c d4c130
586879 82f107 a597c1 b03ad9 b64944 dcd5f4 e5b1aa fd5823
586f68 77c2ac 813d91 a469e1 ba5223 cdddfa e59050 f8d014
586fbf 6eef06 929142 944021 b194ff cf7395 d2dfaa e9add4
58700b 6c90b0 8252e2 979764 9b335e a2f1c8 d7b6fc e4b123
5870f6 60b6ff 72590b 7f8565 7fff2a b9c6d0 bf689d cdb177
58731e 5eab34 733cc1 ae73e4 c0477a d1dcf6 ddda59 f381aa
58765d 688be2 6c4b97 83e8f2 9ec218 af5600 b0879b e9baae
587718 599b9a 785363 8aff02 9152e8 abb229 c4c8eb fec9a6
5877c3 80e3be 86a181 89596a b11820 cb7c1e dbe254 df9cdc
587867 8ad2c0 8e4889 ab0c21 c6ea54 ce9967 e3b7ff f52de4
58789b 85c9b7 864e53 8b8c4c 941bf4 a71402 c1da4c f967ff
587ff7 5f6189 834d19 a5929b b2c2e8 d17431 d3ec11 efbf97
5885e4 5cedf9 654e8e 9e504c a0809b b0d9b9 c6c00b de7a72
588df1 5cd0f2 6c45cc 7f6b90 844813 9cdb43 c07b80 e2d2ba
58951f 63586c 7bdfc1 908496 a8d041 b91fd1 d288e5 efc8ff
589b7a 5cf671 635560 6643d0 9a5615 b879b1 c9c2f3 ef7917
58ad06 676b21 8f28b8 a01464 ad89f8 c1cb80 e44a78 ee96be
58b29e 677d27 724e5d a2e79f a305a1 b9aa19 ee39cb f6cdfc
58b9f6 62698a a625ec a71802 abe8f2 b1bdab bb6f43 efbe04
58c899 6a517f 6b57da 829b32 a25760 bc8adb d0e462 fdb8e2
58d2a4 666f63 7735f8 80a917 9d58a0 a9291d ccda00 d973ff
58e0c4 6691aa 68516d 7039ed ba3f36 cbee04 cea8ff ed8945
58e7fe 7a26ea 865693 8cb8b2 9977f7 c03f15 c97a70 dfdc5b
58eb9f 6155ef 893773 a2727e b80c21 bbed15 d4abda f0601e
58f1be 5970ef 844d25 8fc919 998201 b4056c d56181 dab6e6
58f8c5 675e5b 7dbf57 8f69ff a3319a b48f93 d22b11 ff86e5
592aff 5a7e02 8ce4ec 95aba8 a13962 c1ee11 c2af70 f22dc8
592efb 5dd0fa 638331 a3a3a0 ad217b b157c9 e4a010 efda9c
592ffe 846ec1 8b6125 a5efb4 b00466 bda6ee d1637f e0c11f
593ef5 69ca0d 788312 794289 aa3b59 c6b4a4 c9e2e9 d76abf
5942f8 82e4ed 9863b3 9899ab a02909 c35d72 cac38d fd3f12
59509f 6dd727 7a8af2 8c4949 938c1c c2bdfa e5cbc6 f26090
5953dc 737384 7ef3eb 929dd8 956023 9f9f00 c0e512 f39eaa
59559c 7cf6e9 7e8679 815915 88c197 c571f5 d17a08 d1d22f
5955e2 66a492 7e4f6a a02134 abdf93 c16f12 e286e5 f1cdf7
595874 81997b 94ee50 a44ce4 a7442e d291c3 e97322 e9d5d9
5958c7 6e780b 7d95d4 853c6c 8cdda3 97ac43 b17078 d9de39
5959d8 599cda 5ef977 658521 7d527d 933447 b37c8a becfc3
595a5b 6de849 8c04fc 947852 9f9ea1 bf309b d9d6f0 e377fd
595a6c 6572f2 82543e 909eb8 a7def1 b88242 bdb1a2 f4b53c
595c47 75a0d8 8d7c05 90e1bc 9f17c6 ed1e87 f4a242 faccff
595c9d 5efdbf 817988 993248 a6adb2 d871e7 e9c855 f54253
595fed 6a5e79 88a6db adea9a b7afb1 c5060b e4ae01 fa4f5f
596001 74ae99 7df029 9760f1 a22473 d2714d d29fd8 ddddd1
59600f 5c8a71 84f2d9 a28826 adb3f8 b335b0 bdce17 fb66b2
59605d 913a04 938905 96a5df 9734e7 aef061 cac2a7 d16e94
596200 63798e 69f5f6 8ccf5f 8e8c4b ae0d5d d6a0b1 eb27f3
596233 8109fe 869d9a 96ede7 a043a8 bb89ef db6d0b f9be56
5962c9 6d8934 71c3c1 952a73 aa91f2 af7387 b4cc00 f9cfa3
596369 744196 9e5c01 9feaca ac6df9 bfd532 f899f4 fc6b7d
59636c 5b7ad8 74fa12 7d6b1e 99ae0d a2b4e8 d87a83 dfcbbb
59644d 5f9828 67e542 9612fd 9a3c90 a0a28f d18dc3 d1d9d3
59651c 5fffb1 73c93e 7404f0 a459c7 a92e72 c89ca4 e4cdfd
59668b 6cd8f8 8993f2 8b6362 9f2e14 c2dcb7 f27a45 ffd54d
5966f0 794e49 867590 89d2ac c49cfb ce6443 dad9ff e1d923
5966f8 5a9810 5b6328 79ecfe 92527b a8e515 c691fe cc818b
5967ce 69d8de 6d6669 86b671 a2919a a36b0a cae6be fdc82f
596880 79a9c0 9b4200 a629de b0e7e7 b38d48 b7bda0 f8c62b
596a6d 8b11bd 8f9377 9d3b2d afe0eb bd65be c4c7a7 f9811b
596a6e 76adc5 7af0b6 7b3fb0 a078fe a31b10 a88165 bad01f
596eca 5dace2 874454 897a90 a2d435 d49697 e44b44 f3cfe8
597314 734b8d 8d44fd acd0ec ad84de bd677f e3d1c1 f6a601
59747d 86d599 9c6dcf 9da4ab a02f20 d16355 e4a91f f1cdef
5977ad 5f5863 978e95 9aa4f2 ad674e adebf6 caca82 fc6600
597875 5bb093 8f37c5 8ff0d6 938e08 a23323 cd67c8 d3d74c
597883 72adc2 76510a 8bf012 b3ac8d c049ea dbdce7 df7b18
597a37 60eef7 69c911 735b66 8c79ff 981b9c d9c9b1 f474b2
597cfd 5c5297 7e776d a64e13 c181b1 dad4e6 f8ba97 fb722a
597e73 62dbad 794186 a23300 ac57f9 dfd858 e06001 f789eb
597f6c 665c0c 905ae9 9fdcfd a61f89 aba76d d8e346 dc71ac
59807c 66e578 7a32c4 97463b a07add a2b7ab d8560f dfa9f1
59817f 6fba9a 8cf1ea 8d48f1 944b43 c5de3b d19bf4 db4d11
5985f6 5a4ac3 7c6820 817f9d a13263 b8d9d9 c7ae89 f9800c
5987a7 6645ae 7cb7f9 835354 aff413 bf3409 ceb794 fb6714
598a75 6232ec 7c4f8b 8bc0d5 9ab41b c0171e cf67fe faccbc
598e10 780ee4 7decdb 824f53 9cbb67 a264df c96c9a f3dc24
598fa6 68fbc0 8242a5 a2b7f8 a3a98b aa3952 e9c907 f24811
59a58e 7c4a74 a169e6 a3f2c3 aaa528 cee058 d50a40 f792d8
59a7a1 824f81 88def7 8945e1 97c63e d61c51 d676f4 dcd8be
59adfa 73f838 7f59fa 9b264f a06f9a b2b58e fa622a fccced
59b8bb 6b6ed1 73477a 9f3b4f a09f15 b6e43b d46a82 f5d4bb
59bbdf 615b55 6469ff 949d9d a51392 c7d3b3 e43b20 f0b02b
59bd9e 6f07f9 737c83 9b46ad aff114 b62e37 c6aada e07801
59bd9f 685d79 7f4b39 a0824c a70cfa bed2f0 dbe24e e753d9
59c5b1 618989 7e05fc 814910 aa9f1a de3bd3 e3e26b f894fc
59cfd3 7329ff 86455f 9b898b 9cc118 c553c6 df0b26 f1d49e
59d09e 6f7ac4 7714e1 886a1e a51776 b2f374 c7a230 d3b6f4
59ddf5 617e57 715979 9b88a4 a2baae b340d0 d59229 e5e32a
59e4ff 5b6bc9 799ff7 984a56 a686a3 dc1c11 e2e379 e3876a
59ef1f 687c6e 7928da 855290 91b294 b8631a c861f8 dfadfa
59f6d9 615660 718368 a94ea3 afba86 bd310e ea7d08 eb9ef1
5a2dfe 77f5ea 865dbe 984c68 a3b5f5 b9d128 d82802 e08b80
5a2ef7 706868 7ab3e2 8d6efa 90fc05 944624 dcd0d4 ef9c74
5a39fe 6d6f6e 7ad3ef 97ada8 b265bd b42324 d2deb1 deb200
5a4bfc 664e94 739ea1 934652 a9d5d4 c976fd cfc65e d94e2a
5a596f 60e1b7 6e8ba7 8a2fc1 b42f00 c5b324 ca7058 ccdbff
5a5a4e 695dfb 913f83 94e1de a39bc2 ac7e80 c32702 e0b861
5a5a64 84afc9 928d87 a43cd6 b2052e cde1e6 dab366 f81e1f
5a5d73 6653f2 66d7fb 86a6a8 974d09 977cc5 c6d61a d59970
5a5f55 6d90bd 9929e2 a48d6f b0cdf7 cc4808 e6d3c6 f99b10
5a5fdc 6c4b7e 70787a 8cde02 a37239 ac8ccd dcc6cf e3937f
5a5ffc 5c6262 74af93 74f5ce aadf2b c86aaf d1b5fa e83825
5a6077 6bbdfa 6c76e8 829629 ab0814 b0d1b9 b58491 d6d642
5a6134 64f6d4 8c9f11 935ee4 97bacf ab0e87 b36a89 e4cd26
5a6352 68cdc9 8231a1 8eab61 a47d8f bc4108 c2e125 e251d2
5a6451 79f7bd 7d2cbb 9171f1 9db5c9 aa927c e7581a f3c030
5a663e 8193a6 8a3871 a454e2 bbd3da c799ff d3914c e9dd98
5a667f 5e9a8b 7f4e3d 82e915 be31ff cf95e9 d4e1b2 fb4b10
5a6718 7afba3 8f3069 92cb13 963ee1 a89770 ce62a5 e3cbfe
5a6775 7e98a1 86480c 8b835e a5dccc c453de cdb6f3 eebf65
5a68e7 728372 785783 8ab2d7 9f2e16 dbdae0 de5b24 e4b87f
5a6b5d 65ead4 6db196 82437d a053e5 c04a11 c89de6 f7d53c
5a7165 62a4a0 8e3e9e 9ce4c9 a2b765 b6570c d775ed f2db26
5a726b 5bfb74 6d03fd 9c52b7 ad2f0a c296a8 cdcdf0 f96c12
5a74ce 625276 68d11b 8d4748 907f8a c2bfbf c73201 fea6fc
5a7679 6dd4ea 7902fd 814824 83af7c a55cd5 c17500 ceee23
5a791a 69e042 6a525b 9f1c9f a4948e d1dbdb dd54cc f8a7ff
5a81ad 626d3a 7bc8c4 8b07bd a2216a b7a1fe c19964 ced811
5a84a8 6a3cc0 9bdd35 9e8b05 b19dfd b71134 e8d3fa ee7084
5a91a4 6043ce 67d1cb 7a5b1d 94970e b3a0ff db1978 e9be61
5a9392 685490 93e7ac 9f7cd8 a36150 c1bae9 c2a525 ebe121
5a939d 5b29f8 755365 8b68de a24700 bfbaf0 eb5a5b f4bf8e
5a9408 695f70 9da385 a2ed7e a4103a a53bdb e78ce8 edd4ed
5a94db 5d45c0 72687e 8ea38f 97d7e6 996d1f b9a624 fed774
5a97f2 6c30e4 7ff235 8c548d 8da29c b81549 f6d1df ff1d36
5aa2fb 5efbd4 7255f5 8b7ba1 9b1c62 a16e4f a3b7c9 d7b97b
5aa2fe 5f8286 6720f6 794c9b a93941 b5b97c cbe0f5 ed4d14
5aa465 616874 67ec62 735815 b217e1 d6dfd9 f14fbe feb7ff
5aace0 6060d6 645a62 6ef5f2 8b8992 94d515 ccaa8b d15a01
5ac199 7b5f0b 8510e1 91960c c2e1f3 ca78ce d60582 edca58
5ac412 6e00ff 727440 955372 b4e893 bc899c e7c4d4 eb26ca
5ac96e 622ced 8d6aa3 939e9e 9c5455 d3e2ce ef2714 fdb7fd
5adca9 677e7a 685283 8330ff a83b17 b368da c2cbe3 d4a932
5adddf 5f37e0 776698 7b9e99 875525 b69743 c8d709 ff4cff
5ae1d8 6065db 657305 80b67a 864c7e a683a3 bc9ffc e8de5e
5aec02 5e8393 5f5a52 8e4e12 903cee bc8720 bc97ec c4d2d6
5b34e8 6b9d04 70c8cc 8966a2 bb85ff c01050 e56987 f1b078
5b34f2 648869 a15087 a9e7a9 ad64f8 bab3c7 e63b15 fcbd10
5b34ff 65fea2 6c4c7c 81cb2b 8e6ef9 a09a9d b44e3e dcc9d7
5b36e7 736307 989b9a aa6acd b53581 b8ccdf e0e062 eb7c55
5b36f9 5fcc08 6f6c6d 9d999a b22700 cad0e4 e56fe3 f8cda4
5b48e0 69af93 714a71 8378b8 83f009 a84c58 c3b0dd fc3f18
5b4ecb 6ea6d3 a05c7f a2efeb b32732 cedc84 de8590 f75807
5b539a 6dff4f 7c86e7 7d6325 9a8f97 a7c994 c99328 f3c0f0
5b57a4 72d5f2 8d375a 966dff a582b3 d33b4e d8e320 f5a181
5b57f8 5c6676 5db9f8 8594a5 a02f0b ba6d57 e1d2da eab33a
5b5957 5be531 768692 a642db ad2000 cfe1da f04c36 f0b4fa
5b5957 6cd7b5 7653d7 82a64f b03012 b5e600 c370a4 daa2f0
5b5a5b 6b8e6c 82c861 9a85a4 9c42ad b40303 e1b6d7 f862fe
5b5d48 7eb5fe 94a663 9564d5 a65502 aee80e b97f9c d7c2c8
5b5d62 778b9d 86cdf6 aba894 bf3f32 c33ae6 e0e241 e6830d
5b5dff 6ea500 754b93 8be151 9d2829 b26a79 b88ce9 f0a6c6
5b5f5a 5c5de8 709570 76ccc0 a072a2 bc4e06 bd97f5 e2df49
5b5f7d 6b63fd 8a90a8 91fb03 99756f b1490b cbbee3 f29e84
5b6052 8ce0e7 9492ec a332e6 a33f05 b1a431 cde523 f783a7
5b621c 8501f8 94dea8 969b90 bd53ed c3278a ed9529 f4ccec
5b6286 7897fd 902ce9 a41c3c a5a0ba a6f769 bd6729 e1bcb8
5b656b 5bc9f4 6b17f6 85a192 b050d2 b2df8d b72d26 e48c0c
5b666a 75e4fc 8c93f8 929137 9736dd 9f2a16 b3db33 e29cac
5b6862 6dab88 8f4fd6 ad0a16 b193fc b5e47f c9722e e8aecf
5b6982 76ba75 8b02d4 9cede7 9e73f5 b46108 cc89b7 ceda2f
5b7072 9642da 9e8dff b099b9 cc3d0d d4d7f7 ddd607 f69a80
5b732e 682cf1 6be526 75a742 a2307b bf94dc c4718a f8d0da
5b7360 85d81f 963092 a61018 a87d18 aaa2b7 ac45fc dadeb3
5b785c 6a2bee 76eec2 8cafb9 9469ba ac4509 c8eb0d eb9765
5b7872 723dc5 79cef4 9973f0 9abe1a a8763c efd0ad fd6dab
5b7d7a 65acca 764a8f 96f2aa 9b61ed a5a89f a75326 dcb435
5b7f5f 65b7b5 8616fe 8ef4bd 9d489c a2c05c a42609 d45ffd
5b8075 6a14f6 6b518d 81d3b1 ab3229 b7a0c4 c64dfa e59e0e
5b816a 665775 80c5cb b24bd6 b9f10a c3321c d78f30 f2c8a3
5b82aa 7dba9a 864420 8826ca aa7c43 c1096e d5dcf9 fbcf2c
5b9899 6a5455 815ec8 82eada 908736 ac97f6 dce526 e6a484
5ba38f 64fa76 7109f7 826689 c07edf dbcacb df1049 f97e02
5ba473 6a5764 6d52ef 9ee2be a66ca8 c5d35d cb430b f393e0
5ba4ab 6d31fa 90e5c1 9d6de8 a2405b af8635 c8eb47 f6adfb
5ba577 6b6662 94ef59 98601c a0a10d e0c5bf e325ca fc8cdc
5ba8bd 6c4ab8 7e4664 898272 98e4dd a2b987 c42403 e5b622
5bb4d7 60f6fd 8c59e0 aa2964 acc7a4 d56a99 e4d40b f3333e
5bc609 825eda 946052 a10266 c7d3dd ce9cfd da789c fdd389
5bd32f 668365 725b74 a391aa ac1a14 c650e3 c6d7e5 f5d5b3
5bd713 6a23f8 98536f a3a284 c6e2a6 df68b3 e5312c eabfde
5bd7db 5f7910 6e37d5 7283fd 9e3f80 bdeac1 d4b35d d96d9a
5be239 7b566d 7fa678 9a2c34 9a53f0 d393f6 e0dadc e9250e
5bf9a4 68a014 6b643c 9b4df2 9ed706 b4a7a3 c52183 f891ec
5bfcd7 5db9a8 6364cb 666c03 8fa546 923e69 d5de02 fd96fc
5bfd15 615751 688289 94450b 9a33e9 abbd73 d16ff1 f2bad4
5c35e7 5d8dc8 5f6072 91959b 977847 bbd5fc d7b297 f6890d
5c3ed2 827a62 93b339 a12f75 b5f256 d01904 ea5bc5 edbdd5
5c42e6 5d6e22 9088fc 9b5893 9ba321 b8caf6 e5e418 ea9ba2
5c56cb 709e75 856281 993c38 9df22e d48bbe d5cdcd f76a0a
5c5763 6dae60 7ed2fd 9953cf a73833 bbd945 f678b4 fec0bb
5c5785 78d387 805456 ae5df5 c15e2d d4dafe e18ab2 e4d20b
5c585c 6968f6 6fc459 748969 9f3e1b aa89a6 b9f341 e2cdee
5c5863 8c79e7 95d7fe a286a1 b0c0ab cf212f dc8f1c fad20f
5c5964 8203ff 9149aa 95bffd b2542f b8d82f f181ad fbd4b2
5c5986 7470e9 76c7df 8c84a1 986667 bca76d bf1c13 dce471
5c5e6f 69ecfb 749fa8 9f2ee0 a5c328 b888fc c66260 f4bbae
5c5eac 6a565f 76fa2e 7a968f b5ce98 ba311f e795d7 f56b30
5c5fad 79aaa9 8ce1ff 945b6b a588e9 d7dccf d8260f d89868
5c6249 5fa48c 61f4a2 a2a431 ad01af bac8cf db7ee2 efdf25
5c63de 5ef3bd 695b42 71a776 ad047f b38fc8 e5e204 f18204
5c656b 715803 809892 b1e087 b5a616 c832d9 efd5dd f583e2
5c66f0 655e6c 9199fc a51717 a68aa6 afed66 c57135 e3bae2
5c6b1f 6b29ec 7982f6 b1499a b4a104 c4bed0 f6557c fac391
5c6b2e 67a969 6fe69f 783bfd 9d2268 aa73f7 bfef08 ce94bd
5c6c10 6127f2 70a903 8eec36 9460cd c13770 e7d6ec f486a5
5c6dd4 686165 8b8b9d 8dcbc3 9c5327 d0eb02 d49efc ff7f59
5c6e5b 6e4d75 83e9ae 86aaa7 c541cb cd4009 d5b640 e3d1fc
5c7230 66bec7 82a74e 8327d0 b174fc b6e7ce c9cc14 ea078c
5c73c1 755b6f 80c7ed 903e2e 969d96 ba7148 c2ae17 c7e3c3
