# colors_mcd20_mld2_nc6_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0046ff dddae2 7a5396 e088db c62b45 05d274
4692a8 5548c0 ddbfe3 bc4b09 68685f 84cf3d
46998d e3d4ef dc7fef a52dac cf0e26 93c25c
46999c 9451d2 e591f9 935224 a1af22 c5e6a7
469ab1 7c43f1 87565f bd9280 6f8110 91ef53
94e4ec 469dd6 6f538c 9e2c02 c8cd5c 768c6a
469ea1 b3e5f4 7555bb 784f61 fdb496 979e17
469fd2 8b01cc b1206c ecaaa8 678919 7fe703
46aacb 872bbb bd526d f41a02 fba75f acd6c7
575e75 b2a2f6 a321ed cd7b2c 83fa5f 46af98
46bdb2 4f7d7e b676e2 9a10b1 cd6842 fbae22
5862e9 db97ea a35f79 aa2725 c8d9a9 46c017
46c3d6 7672f3 69544e ce8148 e0d408 bbe6c0
8458fd e2bbeb 6e5d6c b14911 aef54c 46c46b
4f6d66 46c4c5 9368e7 a13709 99af10 adf56c
8a999c 46caf6 a358b2 b53757 e89c3c d2dbd2
8b16d3 f6abdc b3599a 7e8f6a c7e8a8 46ce28
5249c7 df7cd3 c34775 869103 b4ef47 46d1ab
6b73b6 ceb5ed 71645d e57f26 b8f26a 46d3a9
6e59f3 ab96fc 886b8f c56053 d9bab5 46d63b
46d8be f27afe c936ab 785047 b6bd33 6e9b6d
4d64dc e798f4 9b7a94 c4df39 566e20 46deac
7117f6 f06bfb ab268a 489741 46e448 bfcfc2
6181d6 bdb8f2 ae3926 dcad22 898f81 46e4a2
94a5c5 8754a2 9e3821 c17b60 cbbf0e 46edaf
a8b0b7 8f34df 953e15 ae8e3c 46ef1c 547a6b
c6b6eb 9838c7 c78d8c 54620d 7e980e 46f84b
a0cdfc 4735fe a679da 685a68 d1e49a 489f05
92b9e3 4736fe 9b64b2 dd8220 d5dc90 546650
86c8c0 473aff fd51fd a34e97 d3c149 61944d
a6cfd9 473feb 6b5c78 df5ffd a24901 a5af65
4741fc dea3e0 a36a9c c83918 d2e96f 78bd91
4745f0 8387ba 95726f bd5100 e4a058 b6d8c2
474ddd e877c3 922874 f1045e d4ccbc 7ddd0c
474de3 bfb3ff af69a2 ecc135 698b2b 6bf0c7
474ef0 8a5483 efbada 918f78 4e6613 82db4f
b0e4da 474efa c75da1 705254 cdbd27 5d7e10
73e0dc 4758c3 9b8df1 837087 c66312 c5c579
a2b4cf 558eeb 475997 be1a4b fdcdae c97e31
4759b4 daa9fb 94687e b6260c eb6e4a ade0c7
475b82 cbc3dd e953e3 ad3015 7b8673 61f156
869fdb 475cd8 6f697b 98372d b1876c e5cb8b
475d78 6ea6f0 8f3deb a06b58 ec8a21 e1cba1
475d79 9834f2 ca78ce 7b5f0b b9ed1e 5ac199
6db9cf 475da2 9f1953 d56588 8d7321 b3c071
475e83 9d71e5 e98bb4 b14b52 c6ee19 77ba4d
475f5d 8ce0f3 7b93f3 f61ba3 c6bc5d 817f43
4760d1 9b8daa d4825d 953c01 f5c93a 99f0c5
6bbcc5 9a3fef 982f80 fe6b41 e6dcc0 476147
47625d c6ddda 8d66b3 d12212 dfc85c 689785
76b2f7 a936f4 d05298 ab9a23 cfda73 476409
476462 a1ecfe bd39b3 da90ac 888251 b5d767
476479 5f98ce 8934e4 ebc8d0 a96658 83df51
c3c3e3 8549a5 fa9a98 96961a 50f902 476550
82f0fd a446d6 ca711c d6ca26 476553 89b49e
8892ac 4767d4 b52734 fcd83a ab9b3a 68d3b0
476862 bd5bc1 f999db 919711 cbd429 7bcc95
476966 b2c3ce 8c5fe9 896d03 bfa13d e2e321
8fc4d1 ae40df 96296b fc758b bad129 476b36
476b66 6ab4c4 854ead ef9b8a e55808 e2e317
476c75 73c6fb 9970ea 9c6732 d99f3e c0cfc9
476ede e59ade 943c6d 86863f bfc7b7 59ff6a
47708c 7323d9 a36cfc d4a3dd aa685a b4e884
6ab8a9 596364 4771d4 bba7f9 94874e ebcd22
891abe e9b2f7 ba6cb5 b6e20b 47722b 47b78b
477378 9838e6 e06edf ecd3df 834f01 91be6f
4773b3 dddae5 ee92f5 804850 90854d 6ae18a
cf1da8 d2b6ba 7a5001 79ac51 55f71f 477564
66b5d7 4775ba 645a4b a67b0f c0c58d 868f8a
b0d3cd 477670 aa61f1 c5782f 834800 ded875
4776fe c9d4fc 585787 cb667d ecbc29 7c700f
97c9de 4777bf df700f 705845 cde13e 8a8e86
95eeeb 97a0b5 7a52bc ad0211 df9c02 477b68
901fdc b44b8b ff7dc6 aaa015 aff365 477d48
88a3b8 665a64 ba2ec3 eea25e 477e11 98edd7
9a85fc 8e36b4 f791be a9b261 b4f10e 478039
cbdcdd 4781eb ab8a9c 854b5d e57a55 e2d21b
478488 ead3f4 ab2bdd a41a40 8ba42e 9fea0d
a783c6 a517c4 685965 f1c911 478505 b6e9b4
91cdea 4785d8 aa1b59 d67c94 d1cb81 819211
50d2d9 4787a0 6d3ebd b21c53 f5c398 a48c0f
4793ab 6937e5 eec0f5 91696b e7570b 91df69
b3dafd 4794eb 8114f1 ae2976 ecb542 618837
479690 6a41e7 b784f5 a1601f f39111 7bea9b
479d8d 91eeec 4b41fe ea61fc b5542a bfcd11
acaefd 8058c5 b7799d a21b5e cedc16 479f4b
a6b0b3 b25cbe f5d31e 47a01d a2f1b8 686d69
47a097 a160db 7e416e bcb919 647548 8bf0aa
a9bccf 694f86 d063e4 a82a45 d2d31a 47a207
aa24ca ac91a5 f2cc20 57602a 47a246 8fdea9
c4e2eb 47a3ff a33596 d83119 d5b540 828678
47a9a4 a3e1e8 6059d4 7c4f6d ba584b a6b029
47a9ae 98def9 7d56d6 cb246d 7c4f00 b1b05a
956dff e8a6f6 da1f91 7c4c3f bae77e 47ae3f
47aeb0 85e6fd 665dd5 ad1b73 dfa265 6e5616
6ef6f4 47b1bc 53626c c935f0 c72900 fea27a
47b4ae cbdff9 706fbe 6b596c b66e5c c9b130
47b5c9 5b60da c5456b fab16a 968e01 cce1d6
537278 904ae0 d78fcf 944807 c7e149 47b887
cdbded e437c8 746c50 b49823 acf19d 47bc9a
47ccb6 50608d e380f6 f16506 79755d b2e96b
47d0ca bc15ed b10d06 c4c93a 585b55 579a5e
47d0ee 5a82b6 8400fd bfab7d 7e6314 bee923
a396ec 704ab9 d5c3cc a28279 ce5f09 47de58
6a4c8d 99929a f9a5fc db3325 47e31c c8d1c1
47e4e9 8c22f2 c769d3 f3d29c 635a1a 56b011
cfddeb 6641d2 e761bc a63e5f 47f009 59a446
799ded 485798 8a5417 d5d9bc 47f40a 797e76
99b6d4 506ed7 a27683 a52325 d5b571 47f7d2
dcdde0 823a9a d09bd5 47fe1e 507145 68ab6f
586473 9846ea f772d1 876407 47ff47 58ab89
7d8cc6 4856fe 5e566d fcbeb5 a16849 a8d627
b5dcff 6093e3 4857b6 fdbbb8 a57c45 b5ca1d
4857f8 81749e d3abe2 cd583f aaea82 79a596
4858f8 9e8efd e28fb2 6e585e ad4f27 6cf231
c1d6e2 6c9bcf 485a84 9f3646 f0300e bca291
839ab5 485dd3 6d595a af7b08 b4d536 86e3cc
c1ccc9 51b0e3 485ed1 84706b bb370b ef9340
8ca3e3 485ed5 736b7e f5919b f62c33 b6d709
859d9b 485f5f 923cdb 934c18 efb923 8df1c0
c2e5f0 485f6d 7ca8c4 4b67fe e1b2a2 8f7802
48615e 958c98 8d43a8 eea7fb bf4f16 83c606
4863b9 8b8fb3 f5c4fc aa736b 8e3d0c 77e73c
92bcd6 9c55d8 c02a6c d7da6d 95a050 486400
bfc7de 9176bf 7d4f6e fed264 486435 4aa14a
5c6a6e 4864ed d9d6fd 9e8bbc b6773a e4b91b
48657a 8d54ea ebd0ed f284fd 91765d 63d574
4865f4 b37a95 774d5b da2b22 e4d2b8 5cef06
858dad c4c1c4 a648f2 c79301 7ffb99 48674f
5163fd 8f8ebb 94237a d7c3bf db944c 486847
8aa1bc 486bc2 f22f6e 834d29 dec118 a3ebca
a0e1d3 486dce bcaaf3 aa738d f0b019 5f6c3a
8d77cb 933861 fdcdba ad8772 98e722 486f15
e3d2e3 dd59e6 ab1c1a f34900 98d671 486f65
486f68 4fccfa 9e5ce9 a6550f fbcf92 8ea899
48736d 8956d7 be9ce3 fcadbc ab4f0f 5ac105
6c6f6f 66cef4 4874cf ba1828 c59821 a7bca2
f5a1ff db33b7 7e6115 adb950 487668 9eebd4
78caf6 ab5dba d12711 ef9326 d7ddb9 48786a
487cce ae9ea8 8d5a65 b71a00 eeb41c ade3b1
4b48f9 a278d7 e3a6c5 8a3f61 abe179 487e22
92cafc 487fb6 984d5c fc7779 d00e0c d1da0b
7929ff e6d2ff fe4ab7 a22362 488012 96c181
d199fc ab3ad5 645563 488102 7bed4c 96aa92
48817e 7ea7fa a025e4 d09f70 606320 cde813
488185 c1a4d8 8826c7 c97a1b c7ea6f 56c295
9aa5ff 9a40b2 dfae9f ce4809 aef554 488372
8a5aee 6f5873 c581b6 fecadc aee34b 488439
4884ce 6d6e78 c6a9bb a62c16 d1762b 83df8f
60d3ed 9769f0 943882 d97a90 b8d713 48851d
abc1cd 985dfd 975188 f7b70b 488a55 5dfcaf
488c94 5dc7e1 a146e1 5d672d 919b73 bed9bd
9727e3 ccaee4 c84c97 488e2f 4dfe22 8dbd7d
a425e1 f066c1 92324e f8ce59 488f0e bbcdba
a3d2de fc3ef2 ab1e95 685f5d b7c611 489534
48958c 57d8ea 813d96 d556ec bf4a00 eec062
489697 b7adf3 b81fdb 6e5358 d64c2c 65e035
aee1f3 4896e8 7f848f 732fca 94583b f4a878
88edd7 8949d7 991d6f bb7494 b9cf2c 489832
7f51bd b889e1 fcc6f3 a70d04 a7d579 48985f
4fe0e1 b28cf3 8738db e97000 b7ec53 489c7a
5058d5 b9b7bd 8e7875 fed120 4d631f 48a11c
48a2ee 8c03f1 ae7072 bf3a00 e9cfb9 8ae501
aabed4 937bd8 9f1a69 9e712d e7bc60 48a38a
c0afe3 a35cad ad390c f37a1b f8d970 48a38b
526097 b3b5de 794d50 cec21c 84890c 48ab83
565bf5 a26a9f a7250d d9bcae 62f311 48ad3f
7529d5 a78eda f2c4e4 b35c7a cae5ad 48ae31
c8b1eb 9e49c6 9b2b62 ff8e1a 6efa9f 48b189
c7baf6 906edb a8373f bf8116 eec429 48b59b
c2cbd7 5e67b6 7f767c 895210 48b72d 57ff79
48bac2 a743e0 ca4e80 b0b75c 50740d b3e5ce
48bba8 616776 e89afd 9716bb 969222 aadd16
48bcaf a391fa 6f1cf4 964874 ddba0c 938b40
48bdd1 5157e1 874c4d f45d20 fcd765 b3dbc0
8889a5 ab2af5 feaaf6 ad1459 b8d013 48c69b
797ebe c8afc7 81535b c90c01 48c911 c2e9ba
4d6ed9 a792b2 f8c3fb 894933 bdd1ad 48c928
48cdd2 515af1 7a7d9d 7e5448 f7d7ab bc9a62
48cef5 6166d5 e36ea1 725802 d1c17e 6fa00c
48d3d7 8c32f0 a06a9c c0ce9a 566243 499b30
5c5a6c 9e49f4 c982c1 a85342 eadd22 48f1c1
48f2e0 747781 8a2bb5 de5af3 aa3e0f b5b24d
5d616a aa63dc f192d4 765116 4ea061 48f684
bd3bf5 cca0bb ad0510 d56809 48f896 537969
61847c c3c6e4 a444db 943c32 eb5710 48fa5d
4936f8 e16dd3 9f2987 e9bdcb 6f6840 8fcd65
aae2e0 606267 4938f8 e940b5 915a20 b4b368
493ef9 7a7ec6 f1c0f3 98858c bf5934 7ad847
4946d5 f8b4fb d64894 7c6119 a1b67e 79ff4b
494dc8 636072 bc84b9 de1603 a6c702 71d5a9
4951e4 75678b b69a9e 9f4a0f fd8211 d3e1cf
a2b7ff 4952ba f95b91 ae1553 cbcd62 6a9613
5f8acd 495b7c d9bcf0 f68698 68611f 81dd0b
495baa 8ea0eb d0c0cc 7c5967 e27348 5af58c
85a1cd 495bf4 74576b b0522e fb832c e6d6b3
495f5d 5874e1 984110 ead4c0 97926f 4ce12b
495f65 c5d8fe d952e4 d3c743 8d9044 5eb69f
496072 9d3dea d97beb decddb e3590d 57a58e
4ccdd0 49609c 754e53 bf2f0a f7b844 779a72
8fc5d3 b17ffe 855f99 d1ec00 4f9c1c 496141
5ebfdf 9d2b88 fcc7b8 e06d02 496233 829378
8bebee 496278 914bfb be86bb b6363a f77254
496294 8994c0 ddd4d9 9c4848 e29254 9bfb0b
7cf1fc 4962c3 d38da2 776b54 c3de8e 54af2f
4962f8 575682 f583bb 755950 929e41 b4f10f
906cf9 896589 c29bb5 b9ee36 496334 56b04f
496379 f075fa c33802 90796a bfd042 6bd1b0
6c7881 4964f4 c1c5e6 aa002d e95f2a fec732
747ef2 af2072 b9848f feb618 49652b 94e2b6
4965d8 be7ca7 963c44 f3d1cf a2d622 69982c
b3eadb 4969fc 903748 e92b1a e0bd6d 97958a
496a6c a0d9e8 eb37ba 6d5512 e5da61 9fa07e
496ba2 b5bcef a08e9d e67a38 8d420f ebc4ac
757779 496bd3 c5b3f5 735128 ba7405 68e74c
496cc2 e1b0f0 a65a66 fe0e16 bdec20 65ce93
96dee5 496df0 878cb0 794e5a fd6240 d7dba3
cfd2d3 d10af6 e899f3 8e6b8d 496e02 57df74
4bd2c3 496fed aaa2fd e28203 7f6537 d0ea23
75b9c8 bc3ec9 ec3771 f9cab6 b2df18 497002
83a7aa 9ce6f5 4970ae 82465a d6a463 6f7a04
4acebd 4970b1 6d535c a34806 bba522 cde88f
76828f 4970f6 d39cf6 67584e b27c1c 7adeaf
497277 7dafff 8f5dce b0a1a4 d54014 fd9254
7ed2ca a994e4 7d39ae c17010 c8d61b 49735a
af94da a615eb d6378a f6b1b9 497425 54c61f
cfd7ff 9b8af8 8320c2 d35896 c3a674 49742b
67e6d3 4974fe 625f66 933b21 f4b00b 91aa73
c1dbe2 8ba0a8 c941df a80e01 b9a675 49765c
52c5c1 49787a 7b25e7 c766e5 9c2c2a a7d40b
95bef9 497be6 7e7087 f192a2 84493f a4b017
497d79 96acc9 9a30df b9232a e96f06 6af3bc
aebac2 497da8 854262 ae2312 f3b069 8b8571
497e97 aeabab 911ade 874b1a c37f47 89e684
497ead d2caf8 f3d827 4f620b 839c3c 6bdea9
652ee4 e6d7f1 c870bf 963a73 49821e 83bea1
4983de dccdf7 6b4f70 98993c 4e6e4a 83e690
cbd0d8 9e81cf 8336a3 c02308 5fd721 498466
4986ab 722cd8 dbbff8 7c6328 b09939 7bd5b1
4988ae 7c23fb 866e65 c86919 c2ca9c 77fe00
a283fc 764eac d09aba b84a0d 52ec50 498e70
6cd8cf 498fc1 7a05e4 8a486f f1c357 627c49
a50cd2 eb7ae7 9f1d52 a5d305 499017 7df3d3
4993ea 85309d bc063e a68b8b f88d00 7de6bd
696684 d0c4d2 ff58e6 a52424 97e96f 499976
499b94 7d25db a676ef f7c8c1 99c92d 536d1d
a25ec1 eea2f6 a21558 a9c126 499e5c acefc5
cde2e8 49a1d9 7334bf b34b81 d1ba51 4b7213
cdd1ed b97eca 924275 fad295 605f30 49a218
bcc4e7 db20cd 79466a f1d13e 536b2c 49a583
7046fa e273c7 d5b9af 794d3b bdea4e 49a632
b9c6d0 49aaf4 7b4dd5 bf689d cdb177 72590b
b9e6e4 7437ee d878ea ce080f e5d72e 49b278
5a4fa2 b384b4 f5cfe4 b8064c a5d851 49b581
d0d6e3 4c4ccb a18cc9 af2c00 73685e 49b959
49baf5 9c06f1 c3547d fdb5b6 a3a924 c9ed1a
49c7af 6769a4 8d7375 b2221c e18221 bfec86
49c9f5 747ff3 e388a3 7d5654 d10c03 c2d42d
c9dbec 762bdf c796ef fc38a1 8d5214 49cf71
dddce7 a835db d68bec 605b5a 5b8e41 49d155
49d2f0 875ade 9a5173 fb5640 f5c820 b2d0a6
a321fd cb84ca 9b4082 e5486e 49d730 c9cac5
4e63e9 d58ac0 9e2e74 848759 dcdccf 49dd34
49def8 646981 c235f5 d7303f eb9a97 b0f03b
d2d0fe 5c42ca a576d7 c97d25 49febf 5eb49a
4a48e4 725c79 b589b9 c1483b f6da4f 77ba86
4a51c8 665f77 a381d0 e25144 e2d4c0 85e010
4a52c4 847f8f ffa4e4 a83a3c f74f1f 94eea1
cedadf 4a57e3 ae92de 8b3c61 578013 65ce78
88c7b7 4a58b7 7c7b89 c58d54 965807 dae46b
4a5e71 9aa6b4 d132cd 7d6e4c fac419 a8ebcb
4a5e74 9933fb e180d0 cf4a26 c8dda2 639a86
9ae4fc 4a5ebf 8a8bae e9125f e18909 dec497
6a9ef7 4a5f9f f5cefd ad727a f55024 ace855
4a5fc7 ac91ce 675c6a a56a4a f3ae29 9dddb6
569b98 4a606c c00bed ddcac8 da4e41 f3a234
4a6162 9d24d3 e2c4eb e166eb 58af11 5ffe60
4a616d 8a66c8 fa91dc c56044 d1c5ae 65e02a
4a6299 808af4 e6b4c8 876562 a91c02 fb8850
b7e7e4 879495 bf51d1 a8147a d9b276 4a632b
72b2aa 4a6360 8f44dd d19dff f30116 b8e130
b4c5fe 7a1bfc c050bb b89fa8 fd883d 4a6445
4a65c2 969ed9 893d5e e2c3c0 ab8513 a4ed52
af08ed e5a0db b71575 d4e49d 4a6621 77af91
76f7ed 8fa4f7 a71ee8 ecc294 968f74 4a6708
5767fd 7e596d ed7dc0 969805 4a670f aad294
b1cdda 4a67ca fc9a2a 9e6419 f4d7b0 a99a83
f1a1f5 e02dbf 924468 4a6820 76a92c bde3d7
89c5da ba49dd f05b8a d5ca0b 8b950a 4a683e
6a9bd1 9135ba e0b2bd 973509 ee8737 4a685c
4fa3ab 9dd8fb ac1cbb 968605 cac03c 4a6960
4a6962 9d9db1 a138c4 d33e0f fcb70a a9eac6
4a6ad3 b3a1b8 ad276d 586319 c7e962 709a59
4a6ae6 ffc6fe ad1083 695d41 a6a39d 64dc05
bbe0ee 4b9ebf a818e3 eabc2a 989b67 4a6c1b
8b99a9 4a6cbd fdcafb 745262 e77c6d bf1415
7a1ae0 b65ac7 fb94e6 e4d8cc 90df4b 4a6d43
a4d6d1 4a6ddc 9e91b7 8d5837 cc936a e0e563
9a4dc4 c8a2da ec628d 69b613 4a6f48 76fa7f
4a6f69 9293c2 a53aed aa1625 f6693f 97ebd0
9cd5f1 a85fc9 eb7b9b d6e53e 90a81b 4a722e
4a737b 915af2 f687d3 8e4b02 56ff60 7bab80
4a74e6 ceb2f2 805781 c3839d c63140 64ca67
57cceb 4a7594 db9b34 e3dfad 5b6a00 95a9a1
a1b4ce c617e0 dd9c06 856f00 dbd4b4 4a7663
4a76c3 b8a3ff 695569 c1564d c8b82e 74d1bb
83b0df 4a77ba 844067 c27851 e5c709 55fbd4
4a7b75 cddbf0 dd28df 99371f f3ca0d a3a250
92b7fb 9568ba 97246a f5911d c4cdb6 4a7e41
dadddc 9127d0 e054ad b4a58c 4a8328 58db0c
4a8387 50c4cc 8352d5 854926 d49142 b4efa5
a1d2fb 852fc0 a782b6 f3c8ac 94b917 4a840e
7c14e9 c2a7bf e24be9 83526d 4a853d 6eda60
949796 576c7f 4a8bff afbffd ffb78c 95700b
4a8cb3 862cdb e5c3e2 8e6716 76d36f 919892
4a9289 8ed4f8 624f88 c74df4 9d371d bbca44
4a948e 815fc7 f196da 7c5915 98983b 52f12d
52f8ea 834eff b686d5 953087 f9ae29 4a955d
505e5b 8b54ab bc91bf 59da10 4a965c d6dad7
4a96a3 a4c9e4 6c48ab ac5001 d5af83 cfeb25
cad2dd 9b939f d253e6 963d68 4a9730 56de6a
4d4eeb b379d0 fcacd0 993050 4a992e 87d67e
4a9cae 9cd8f8 8853e5 f01976 c4be17 5b6128
62f5de 4a9fdf 5d59d4 ab9d95 834f09 93d10e
b9e5ef 4a9ff4 936e6e e79983 d25003 d1e01e
abc0c8 747186 de61f9 835120 e2ca68 4aa272
5df7ea bf52cc a8144b e3a59d ccde0d 4aa815
4ab9b5 b95cf6 8e2d99 b22c13 fa9457 617669
4abdd9 556ac8 827b8a f3464e e7bfb4 b0e635
4ac3eb 8c6cec 9d8086 ee7533 8a502e dcd4c9
a506b8 dd80e1 6a5566 f1d5cb 5e8427 4adc2a
d4d3de 711ffe fe4af8 c80586 7b7f54 4ae48a
655489 af90ab f5cce7 9a4051 4f9f1b 4ae773
e1d7ef 7344b9 c96afb f03977 93352c 4ae996
7f6ae0 bbb4d4 967b84 db984e 4d6428 4af0b7
4af1da b29efc 725f80 e75343 a81b08 eab80e
cfd6d8 9d00fd bc6fa5 6e592e 87a115 4af32b
d4dbf3 4b3ee6 877bd7 9c5142 f2a48d 959a05
60f8e1 7db0d2 4b42fd 75649f e8a277 784f2f
b5ddfd 8292e4 4b44f5 f3a098 956c45 ccd80d
4b45d7 e96bb0 825764 ea330f e5b9a6 b7e20b
c2e4f7 7593d6 4b48e2 a43c73 ff637c d2c006
4e9ac3 4b52a9 695f6c e6d7e5 b83e2e 9aae63
aabbec 4b59e8 8b3d78 947b80 cf3e14 cfc95d
7890c1 4b5a8b c7c5fb 8d5225 ef841c 58d8b6
9ddaf4 4b5ab9 ad84f8 91636a e43b20 cbd019
899bb0 4b5cc9 7d4661 dfc9c6 e24d2e 89f655
8be2f2 4b5cca 8b90e5 b46503 e9d69a 615f51
a9d4ee 4b5ccc 9990d6 7d7078 cc5438 c3bd36
4b5d6a 7e98df 8845e0 e7bfbb 817218 6cff33
7796c5 4b5d7e a611fa bf5560 bfb008 91e3b1
96cddb 4b5d7e 9a8add fbc597 e18321 896b4a
a0e6e3 4b5e68 a258f8 796431 f3df30 68a286
c9d1d1 ec44c6 927509 fbda1a 4b604b 71a983
4b6069 d61bd0 8a5b0f bea60a 90e3a9 868d88
4b60a5 aa95bb fcc8ff ad392d b9e02b 67d59c
96ddd6 4b60c9 943a4a b28f92 df4307 f7d062
8197b8 4b60d3 9b6d6b a7220d a8af22 a5deb0
5cecd0 832feb be509e 938542 9dcd18 4b6152
4b615f 9e21ad cb75b7 ef2115 bce48e 79af8a
b0e8eb 67a8de 4b61d1 fc7786 9d3e40 ebc309
4d6fe6 884f71 dfa4c3 4b6316 799957 8dfa25
5a97ad 9039d6 fbcbef d68840 4b6327 a9e7a2
4b635e a4c8f5 d339c9 f8361a fdc204 939d89
82bcb0 4b636f b392f0 9433f2 98671f dbac1c
84bfd1 4b63d4 737583 de8562 845a12 ebdf6e
4b6569 5a95c1 871bb9 cf1303 e2d8d3 c1a43a
a639c4 d89cd0 add03d 4b6739 66a26b 8feec0
7ad3e5 4b67cd 9a436f e17399 bdbc38 818734
4bbeb2 4b68b6 a492fe 6c5a3a d8de88 919733
4b6aad 919be5 c3bbc2 635857 b3772c a5f461
9dc3c8 4b6ab8 67616a a9151f cd8f17 eed7a1
9fdff0 7397b7 9e3ae3 992469 e5c465 4b6c00
77cbc9 9648b3 e66dff eed890 a4a443 4b6d48
a6ede2 4b70a4 7da4ec bb5932 f5cc16 838180
82f0fd 66acd3 4b70a6 c73a12 957c73 f0a018
8e969b edc0fa d72acd 794761 aade2a 4b7214
91979d 71adf8 9048d5 fcc196 a68608 4b724d
4b74bf bbb3bd 7c4858 b41e11 b47a6a 69ec1e
d2def4 4b74e0 a39cc3 ab781c 666148 5ed479
4b75cb d5acd7 874c67 e56973 a91a05 bbe3c2
9acfcc 4b767b cc9bff c230f0 c93602 e8914e
4b77f1 c8baf0 756a83 b13924 d38e62 9be9c1
73c6d3 4b78d5 a8126f bf7983 c3c328 5b731d
4b7bc4 b3c0ef 715c65 b49596 c65738 d7e20b
8ab1ba 4b7cf6 9c1f7a 866c5b f88e3c d7d8b9
4b7e99 7eb4d5 7628d7 e74323 d4d08b 8f9781
67c0e5 4b80ba c38525 655e35 e3e343 8a8c89
4b82c6 d1bce6 6c5449 e1970c 8c9288 93e2b5
aedce1 4b82ed 755073 ad8198 c5cc61 698604
88ebe9 a88fcd 8f07f6 93335f c9d892 4b8329
99d6d3 978ca6 b13ee2 dd8f28 e9db93 4b845e
4b8497 afacfc 8e46f0 bb2d27 b39789 d2e20b
4b87e3 c6bdf4 982d71 fe8c98 6c8622 8af337
84d1d1 4b89f5 615288 fb6873 b92f1a f8bf34
4b8dae 8a11fb f9b1f9 6f5254 b55009 8bc453
9fdff2 9d04c0 df52c3 d5b764 4b8f15 5c5e5a
4b92b9 57586f d7bccb 7f5744 8a9b27 a5e40a
4b96f9 9e3b8b d3c3ca e74168 ffa270 5d5f18
4b9799 53f0fb 9835fe 7c6b03 d2ec29 96af34
82cbfb 874e9b fbd2ca 9c2e17 a7bf5b 4b9872
4ba7b2 8be5f1 b206ef f91e77 fab858 596339
b1dcd6 4baae1 535baf b97485 c91527 e5e27c
77f3f1 9d76e8 a1810c 5e5b3a c7cc5a 4bac89
4bb1f7 6963a1 b4adaf a21f4f db6c46 6ffc6e
667e86 4bb5d9 a355f9 754f33 c9ab95 a7db0a
676eb9 b69efb f6cfe3 b3899e 84520f 4bbe57
7a38f4 e26ac3 7d4f30 88927d 4bc83c bee9b2
4bd2e3 7161de 6f5c6a e97d99 a74a32 b3d104
4be4c7 a7a1f0 8061d6 82416b bf705f beec2c
4c8eae c8bafc a56c07 dcab23 72706e 4bebc1
a37be7 b41b7c b97476 e8c8c5 715317 4bed0d
4bf1f4 7497c1 9c2de9 f21f7c 924a1c a2ba09
547175 c7c7cc 8529bc ef51d1 aa8a2f 4bf56f
4bf5dc 675774 e55be8 964b37 badc1a 66b78a
4c37f6 988ed0 9f2980 e91e5a d9deb6 64d723
4c41f0 7d578b ef73ee d4ce2e 6c8652 50f9d3
4c50fa 74689c 9c2b41 c07847 c8cc18 7bc3ad
b8daf0 4c52b5 b478f2 fc85a6 cdc540 596a20
868892 4c59ab cf7cef 625658 b36514 8ece81
4c5bac 9e84ac 8c515a fb7708 69fe89 80aa8b
4c9cca 4c5c88 b66c0a 746758 b6c23b 8de2b8
84bbc6 4c5cf4 e7367c e0af33 6f5e1e d5e1be
4c5d63 b5a4b2 cd2fba faa90c 87744c add8a0
4c5d73 a023ff cd93af 97421e 4eaf2f a4dd9d
4c5de7 aa94d7 906486 b21e41 cd9788 59e31f
b72bd8 f6c9f8 f16d99 818b2e 82ea16 4c5f51
89cbc5 4c60a2 aa89e4 a40c53 d45e67 c9e469
a6c3ef 4c60b9 a37c95 ae111e dc682a efd8af
8b7bfe 9d8da3 f9cce6 ae711a 57ce82 4c6152
4c616e c0aaf7 cf26dd f1b9c7 789948 87d729
4c6173 647fee a290aa e6a601 816110 a7dfa2
ff45f9 a318a0 d6b2c6 86893f 98e448 4c625b
4c62f0 797a97 b6a9ed efd3e0 b43033 6ee17d
5d62d4 907994 efa6d1 4c6305 b1f309 59c561
4c6367 b6cff3 cc22d7 d29690 cc1720 dde65e
4c6379 bea6f6 a642ec d67a80 7b4c3a 5be550
69b0c6 4c6491 b28081 d24905 f7d0bc b0d41a
99ced2 4c6571 b168d3 f48585 7e4c0d cedd49
4c6662 8d4bdd f276fd a498a0 bb6905 cbdf42
ace6ea 62abe5 a720b5 d5d43e 8d9c6c 4c6717
67e1e9 4c676d 5899dd 7837ab a16744 b9cc45
4c6875 9f94b6 bf17dd eea09c 726f03 a8ea46
4c6976 bbd1fc a680f1 f37b8c c82431 cfca3d
4c69ec 5a5b7e da87c4 b2585a e8d8d3 78d247
8fe1f9 5387eb ab3084 d47f74 d1e701 4c6c18
64b2bb 4c6cc0 835462 a80612 f06555 b5ee66
4c6e79 800ddb d25cd3 f1cce2 7e734f a4c078
8e9a97 4c6e7c 82c3e9 a059e9 b55b17 cacb74
