# colors_mcd18.0_mld2_nc8_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
004ffa 447c62 9593e5 a0edfd a7ae0d af3108 e69f97 f81ca2
4ce2be 6183a9 7b1fd7 8e7012 b1afea b33569 d1e33b d48e62
4ce619 4d5c67 579b66 bd8aaa d02fc9 d50706 dcd5f6 feb6b7
4ce677 675076 6930f9 a868ea b0aefd dd7cac e1d5ec e22150
4cf012 5c5af3 785401 9788c4 a90394 c7d4e4 f4d2ad ff4d5f
4cf1f8 578396 8519f7 8ab9a9 98635b c27ffc ebe16c fe7c0f
4cf2fb 5c5c25 5e9212 6f27fd b11881 bd889f c7ceae fe57f2
4cf4ce 72c205 764ff8 9386b5 ae2955 c4ee77 c78a84 e6b6f5
4cf4f3 6f5b0e 7ebba5 a61c9d a6880c dd0869 f0c26d f855d8
4cf61a 81499b 909312 9890e8 9c2d24 bb6270 c5e4ab ecaecf
4cf6af 782fd4 7b7e84 b5b1f8 b861e5 b91716 d1d314 f3584e
4cf8b3 6580cf 7818ea 81c709 ab5059 da1403 dfb3e8 ed6e95
4cfb8e 509e71 7043f4 885f7c a89ac9 ae211e c4d3e0 fa5909
4cfbaf 5d947f 646071 8f0cb8 a887df c5cbfc ccc314 d53d17
4cfbfa 524efd 685746 73a4dd a64c81 a79088 ccd90d e1440e
4cff4b 617569 6c18f2 6eb31c 9e81fe a5178b c7caa5 ed90c4
4d38f6 6bcdab 845f18 8e84c9 aa1564 bff140 e9c9f4 ed8845
4d39f7 52d9af 9272b8 a64f6c a6e004 b40800 c6a7e4 f33744
4d4ef4 617225 88d0c0 8aa448 9d707d 9f0c84 bcdb0a e866e4
4d4fff 6e9af9 705388 71e078 a50f3e a8899e e9c2f3 fd1a35
4d53fb 6898d0 7c7069 88f762 90a547 952686 d4c9fe dfaeb7
4d5e60 5d41f8 9a70ca b3e8fc c34d37 c7df0c e0aab8 ff7965
4d5efb 556650 7adc00 976d0c b2009c cca085 efd1f4 ff56b2
4d6128 57b6c2 84f906 9909e8 9b7ffa c4cab0 c7118b ca8f2e
4d61b3 625d05 62b1fa 8e9da1 aaeabe ad0462 c4c931 fd025f
4d6233 7dc1e1 93a907 991cc8 ae73f7 bee719 e1377f fc9c9d
4d6581 6eb2f9 706e2a 74f6fd 86a82a b7e179 c70be8 d49fb2
4d667c 55fce5 66b1c9 905c1c 94a03f d016f1 e5db43 faa19f
4d6826 5f2dec 739874 8b6ab8 94db9f a73570 cca313 e2c4f4
4d6a5a 55eaf9 63a3e6 918295 9c02a0 a4c4af d50710 f7b324
4d6d28 77f2db 8d9e35 99018f a635f9 cad480 e08dd0 e5207d
4d6ee4 62f10c 81a138 8d387a a77d90 b5232f cfe2ae e7a3f2
4d6f53 69ec04 9a29fd 9a8e30 a10c92 d5e2d2 f542b8 f7bffa
4d71f5 8ef6c4 a3ab8e aa6998 ab041e df6503 e3db44 f797d5
4d7561 7be35c ab1c16 b2a1a6 b74bd9 f089e7 f9d3d3 ff3210
4d7b2e 69a8b0 6d5064 a51da7 aadee5 b171ff e3977d f4db42
4d832f 5ba5d8 901edd 9ce5bd adb03e b72d7d cceb17 cf7689
4d859f 67c876 8d887c a40c5e a633f4 d5e808 ef1c0b f3adfa
4d8960 5734f7 786280 82ef70 8f6be7 aa3607 b3afcc b89302
4d8e19 70c47d 7d4d47 ae01f9 b2077b b6ea09 e94bab f5b0e8
4d8e92 88e03c 9037bd 9b301d b66efa c66a49 d0d5b1 ed9ed8
4d9b6e 59faf8 795e7d 8e4514 ada5f2 c131ea eacd52 f4680b
4d9ef4 6d13fa 6e6b72 74e8bc 8b502b 97c308 d18475 e9ccfe
4da18e 5fdeb4 795775 cabe54 cee0f8 d22bcc de242e fc7cfb
4daf1d 5f7849 76e907 7a4665 aa748e b096fd c521b3 fea3c8
4db2f9 549402 5f633f 6c06fb 96edc5 ad33a6 d1aa6a e8437f
4db76e 7922f7 814755 a8dcdd cd48bc da021c f1db4f f982ff
4db997 55726e 8da428 9c04d2 9f3019 b2ea43 e149b6 efd6e1
4dba1d 7f3dfa a0338d a37fe8 a8dcff caee44 de055b f178a5
4dba83 696fdc 6c507a 81f5d5 944d56 9a8a9f becd2e f32a17
4dbe31 695e61 86fe4d 881dfd 953c0a a3b199 ae6fb5 e3cfeb
4dcefd 536e46 8702e3 9c166c a0a976 aa6db8 b0d4cd f0dc35
4dd522 504fe9 8f3651 90638d 949894 c3cfc7 cf4746 d76ee5
4ddfc2 4f9ca9 5d7042 99307b 9f47e2 b99605 bdb1ff dce16d
4de6bb 554df4 6e95ac 7b4e80 923739 c3675b c6b611 cbcff9
4df9a3 596d2f 6225f4 66b58b 9858b3 b999fc d3defd e4a51f
4dfa51 7e6d76 8eb39c bd41c8 c4030a cde2e2 f06b4b f1a1fd
4dfb71 695565 695cb3 77b269 995a38 9c7f93 d1e2e0 ec98ea
4e3ff9 87524f 8aabc6 9072db b70683 bfe4da ddc67b df7827
4e4ef7 5bf3c3 635b0d 818a73 a70877 c47e06 d492f2 e0e458
4e4ef9 4fb6da 52fc86 9c038b b49d30 d00e47 d6cbce e95e9c
4e53d9 66591f 7de3a7 949e1a cc397b dcdcec f167dd f5d13b
4e57fe 5d9f95 6deaaa 854a94 a80639 c379da c6c92a f03646
4e5bda 51e834 7f91fb 88970f 971884 c4b7dc d10b5e d59e98
4e61f3 636009 8d9b1e 9eb1f4 a12b86 e7dade f8b482 f95791
4e624f 5782fd 59fcd1 5fcb0d 837721 9d2799 d49093 d4b7f8
4e63eb 88ab10 8a4c06 8fb6f6 9a7aa8 c6ea6d d23868 d8b1a0
4e6430 67f6ae 69aa55 7a40f0 9670b8 b00672 b6db16 e69bdd
4e6517 569fb7 77961d 7bee4a a40fc2 bcb2a2 c5026d d7dafc
4e6671 5ca284 8108e2 b16abd bd382b c5dc76 ee95c9 f5700b
4e66db 694e78 80c3fa 929daa 9c5028 d7c7be f69517 f93d70
4e6be5 6adf06 845866 a8b48d ac100a ca86b2 d65d39 ecc2fe
4e6ff3 798b8b 7d5492 7ddffb a22651 c5b8b3 ea0a0b f1935d
4e7431 542cfc 80cf40 8664bf a72674 b79dfe f34875 f6adcd
4e74e9 635661 64e6cf 98809e b03913 c7a9f2 d46d70 edae6e
4e791d 6132f1 82a701 a567cb aa2b74 b9d2fa dcdf29 e48aa9
4e7b1d 71ecc3 8d0efc 8d357f 959e9e b35fd3 ddd6fe f9b75f
4e7e6d 7ee3f3 a91027 b2bc9b b41dad cd83fc f9150f fcb42f
4e7ea0 68ddfb 7f2ad0 8da18b b1276b d2dfd4 f00139 f5b501
4e7f2b 8f04b7 99e3bb ad0d66 b99fe0 c441fb ec648b ecba4a
4e817c 8c3db1 8cecc3 9c7fef 9f2633 a6985e a6d227 e7b9fd
4e8374 625a7e 85d25f 9d24e1 a80532 c65b18 f5c9c7 f783c8
4e858a 83fd05 88aef3 ab3c30 bd38fb c4cdd6 d7b488 e67515
4e8ecc 78f5ea 822ccd 934c64 a70f01 b0a7a8 ef663a f8c57c
4e93b4 722ffc 82dcc5 aa0d25 ab656e c7b7fe eddf4e f57531
4e9cb6 6b6268 71ea49 a60c31 aa21ca afb9ac dd704d facbf9
4ea17a 6e22e9 775465 a4d6e6 a73b34 bf62ad f2de44 fb5819
4ea5f4 6f7c65 7c32e3 973214 9b5199 a3c3bc e86711 f5da61
4ea79e 61edbc 65556f 7c13fb 9e5315 a95be7 deb9fb f6ae3b
4ea7e5 5463cc 7aecad 8c8496 b22252 bbb82a c67860 dbd3f9
4ead61 55fc1a 8d34c2 af0d2d b08bdc b96a8d bac8d9 efd8af
4eaec4 54efe3 6d8c72 8d5fd3 903070 bdeea0 d1071a ec8814
4eb31f 5c7141 66fc08 724e74 968eb2 b424ce e3bbeb ff96a0
4ebd68 5cfb5b 5d5a4b 618385 9c34b2 bad0cf c07fd7 c53901
4ec98f 803fc9 a2203a ae5b7f b987dc bcd1e0 e1e015 eb5f21
4ed1f7 619512 71674c 860df7 913673 c454fb cde746 f47f90
4edc6d 5276d2 904177 a70a38 ab8aa1 afa6f1 c86a4a efc9d6
4ee2fd 537d64 79b533 864396 9361ff b282bf ba2608 f1d492
4ee46b 5081a5 7d35ec 8ea19a ab0a02 c4d7d1 cba5f1 f50f56
4eeaa4 7f43c6 884571 a71519 cfdffc dfdb1d e76dd5 fd235e
4ef24a 564bb5 5f84da 89a701 8e7143 9d2d62 b0b3fe ecafc2
4efe64 655462 9b0fa6 9e95ae c5d4e0 d09678 e01c0c eb0bf8
4efe7d 5c9433 7247d5 7d6282 a21f44 a8aef9 b58894 ddbfca
4f33f8 8093ec 838362 aadae4 c11581 dae35e e7aaa0 f9030c
4f43f2 65bc84 766841 79fab6 b53287 c3c0e5 c46cf5 eab222
4f44e5 55d3ec 59a57b 947ad0 a83982 ba9f1d bfd790 cd1626
4f47cb 68b9ad 8a9623 8c5f62 a62b09 aeebea cce513 ee56f7
4f4bfa 526444 60b5be 99f2b6 a886ff ae7013 bfb91b fa3a8b
4f4dd6 5bbbb2 6cf9e7 7b6104 be87f7 ca8709 f33b74 f5c483
4f61c5 6cd539 704d71 954339 9985b2 cab7e7 fa4775 fbbeb1
4f6750 582ef7 74bb3d 7efa99 a65902 ab91dc e0cbe0 fa0b84
4f67d7 58c58e 7c4c56 978e9c ab2c19 d8e664 db8109 fda9ed
4f6a0d 53fce4 6a23ea 72a31d 8960b2 aee74e c793a6 c7adfe
4f6d50 4ff63b 709ee1 7628e3 898b00 d4ac8e dbd8dc f70f97
4f6f86 666356 7ecce6 8d55f5 9ac05d ab0b10 b39095 e8d8be
4f742a 730afe 7be5d2 8cac2c a90890 aa8382 cbec34 f23fda
4f7584 55b7f8 97373e 9c9690 a4d208 a93ee8 d66944 e5bfcc
4f82e9 6e6579 7306f5 a1d2ef b4b461 b84608 dc8ba5 ffd82f
4f849a 75c595 804a4c 9e33f8 d2c212 d4d8ee d55910 dc73f7
4f8a7f 5cfd63 a52d40 a913db afb289 b18305 f0abdf fa4df8
4f8ff9 6fd4e6 862ad2 a07405 bc095c bca48a d0e393 f39c0a
4f904d 5cd1df 7f34e0 86c206 8a5a8d 9780ef c39b9d cfe19d
4f928e 7903fc 79ed88 9b9602 a3a7e5 ab4bc0 c71546 ead2e5
4f9817 52601c 62f40d 724ddc c52b6f c699e0 d8d9e1 fca39b
4f9840 536552 6b12fc 6beb32 a5959e a7429d ebc4d9 f06df6
4f9ea9 68edad 73516c 7c50e9 b6c22b c10112 e8616d ffc3f3
4fa4f3 7811fe 7e886c 84eb70 a90115 b02f8f c08421 d5adbd
4faea3 5155f2 5f5d45 9c3082 a4efa6 da7720 dbda05 fa96f7
4fafc8 6b4f71 8361cc 95b674 9aedf4 9f5357 d7dd0c e73905
4fb08b 6e5d1f 8db122 92eab6 ac0df8 ceeb25 db1097 e6a6ee
4fb4b0 790be1 85895d 8befcc 8e5189 9f3805 e1c96b f22ff6
4fb622 6521f4 784998 a4f586 a84b52 b35ef0 c8aada d98795
4fbf92 6b3fde 72fabe 9284fa 9d5d6b c8c0eb dcbb17 eb1401
4fcdaa 80817c 895a22 c0a72f c20fa9 ccc3f3 ea57ff efe127
4fcefc 7f4847 8415eb 937ebd b2d0ce be3c08 e2e516 f4686a
4fcfda 7023ea 8c82d7 925509 a0da4f c8166f e8d8c1 f8657c
4fd163 5a7981 95a79d 972acf aef606 b689d1 c94b27 d9ccdc
4fd1b1 5c6c4e 671dfb b638a7 b691e5 b7e168 d9860d f7cafe
4fd6e4 578db1 8150f0 859070 8e462d a6f43a ddc9b0 f47c08
4fd7f5 787e8a 87414f 9954c2 c0e735 c32513 d5a79c f96b3b
4fd9e7 63776e 8eb897 9a278a a566fc ba171a c9d354 ec5b1d
4fdf9d 609f32 9c0af8 a7489b ae0955 c0e727 db79bb fccbf7
4fe0df 519db1 84563b 948c1b b22574 b50dfd c4e801 f4c59d
4fe439 606a07 7f9b46 864565 9500fd c7e1bb ec13af faace6
4fe50e 5071fb 932392 967a9f a2a5f2 ba3519 d3c6db f36069
4fe5af 5c836e 7c5a1b 8b1df8 90a94a c562c4 cae0f3 e2da3c
4ff0fd 59a1e1 64757c 7734b6 a9ae34 aef64e b63125 f5beb8
4ff1b4 596d62 641efb 7f449e a8740c ab999f cde932 f581e2
4ff3d5 5aa695 6a5775 9e290a aa3be5 afc46d c891df ca6830
4ff5ae 5e5a65 6145e4 639c63 a34b00 b972ff c3c9da eede04
4ff680 695a33 69b108 8d17f9 ad0374 b67279 e3c0ce fe23b4
4ff9e6 5f4af6 7a746f 84d33f a20382 a6a896 c80f07 ef86f9
4ffae4 53bda5 6d84a0 9345e6 a72857 b9a1fd bcdd3c ec5e08
4ffe36 516a72 6997b6 8c4708 a809f7 b4ceb5 ed795f f4bbf2
503efd 59f9f5 7abf8a 934976 946bcc cc90bc cdd84e de1b16
504cd3 5ccc90 7b5483 829226 ab5664 bceb11 c16fe7 e7b3ff
504fe8 5acee6 719399 884168 bade3b d01139 e67101 f9b1ad
5053c3 67d6a5 7f7efd 9b91b6 b31953 b37601 c3c3ff d7e22b
5053e4 54f2aa 965482 b0cb0c b5958d d21348 ed71c1 fcc3ff
5057f6 58af26 666433 99e4a3 9b9f8b a7537e e07ac1 e6cff9
505b78 7eaf90 8620e7 8bf4e4 ab71e0 c5b0fe e2142c f3b529
5061f1 616454 8293c2 9d7e2f a00383 a6d1c5 d8dd3e f42588
50627c 6277f8 6df455 71504a 9da09a bb704b d1dcd7 f29de9
50681a 5d9d37 5dce91 856675 a59db8 c8d7e1 d234d1 d2bf06
506b5b 63f8ea 810de7 8e8eed 9d448c d78597 e22e12 e6ce8f
506b6e 7de7f9 8704e0 8c9987 af65e4 c75e27 d3e0c5 edc344
50701a 63e111 6ba268 9f017e be0dfd c09edc d6e1cb da4194
507486 6af40d 973b0e 9902cd b37eed dbdcb9 e25a51 e695b9
507c64 65b61d 7cf1f3 881cc4 b250a1 b3ad93 c01d05 de79f5
507f1b 67f0b2 723dc7 a0aa12 bd0b6a becede dfe434 f34fc5
508066 8a05d5 93e7b3 987b15 a13687 b1acba e43dde edda01
508481 50fcb5 93b9b1 a322e0 a43034 b783d5 e2c00d f4280d
508d91 8524cc 93d59b a66601 bd115b c65ff5 e1bfd9 f78d2c
508def 626030 82d184 8d0cf5 c1a0b5 c41a7f fd6611 fecf12
509485 5833f4 8a477f 91d3dc a3af4e c63c18 c75bdc dbe66a
5096ba 524fb2 756774 a03739 a77a0b c4e1eb d5c74e fc93a4
509a7d 7defb6 823eb3 8e3e48 a683c7 a6b8c0 c9cc21 ec1a19
509d29 5cfbbe 5d51d1 a55d77 aa0031 ab94f8 e489ad f1d202
50a179 5b6427 9023f7 918b0f a9e8c4 ae5099 bbcf53 d998c9
50a6d7 616498 6ee407 997781 b10e33 d1d2ec fb9b9e fe081a
50acd1 5f25f9 736611 80f5ae 9761fe b55e73 cdd2de e0be29
50b52e 647574 8a4803 8bf32b aba19d d7e0c4 fb11db fca8e7
50c6a2 7329f8 758e99 903753 9968d1 b7bced c40c06 d7b106
50d8fd 5e926c 716073 a62021 b9bdb9 c708d7 f9911c fed68e
50da2b 6021fe 756d6a 992c94 b89989 c1cfd6 d7370a ea3ef1
50ecac 636311 763ff4 8c9bed a47865 a5b443 cc1b89 fcc1f3
50ecd5 9006dd 973453 978435 acdb03 d8a6ff ee948a f331af
50ede7 51692e 5abd0b 7102f9 9b3f84 aef41b e3a69c e82ee0
50ef72 51a9a0 646d87 7d0ae1 8b5101 b459e1 dcb9e4 f04054
50f1c6 7a4d5c 7b1ef8 90abb3 bd59fb c45445 c6ab6a c8eb3d
50f649 7145bc 8282cb 8d5057 9b9273 c22f16 d3b6fb de7f05
50fb18 8a31e2 9688fb a31826 ae5399 cae6b2 e23b67 e59eca
50fbf2 6515fd 6f630a 86c72c 889257 cbbdaa d42a85 f46fe0
50fc5f 6543eb 976057 a40075 b2a9b4 cfe4d1 dd71f1 ec4302
50fd97 8317e9 9fa3fd a84ea9 b495ad b7065d d9cdee e26c37
50ffca 5a860c 744ae8 9c82e2 c5d2f1 c94475 ef916c f2d716
5130fb 519730 73fad1 75655c 8368cd a1bcd3 e1c15e fc6996
513cf0 728206 7d594b 8d9ee5 97e9d0 b01e8a cfab33 f0488e
5158bc 62f71b 68a007 745602 a69cb0 bc5471 db7bfa dbd9d8
515d51 5ee3fb 83a0f7 a04aa5 ba1100 bbe649 db7239 f7adae
515def 675c46 85d0e9 998cfe a8834e cf1586 d8e201 fb9da2
515ec5 787f8d 8d474e a7e1b9 b6cc11 d30304 de94e5 e76f62
51624a 60aad7 7af1f8 82907f 9135d0 b5c594 b95b08 ec9607
51626b 6aa2f4 7b7847 97aa89 ae1ac1 b5dfe3 d7a12f efd99d
516301 6257e7 67f7ae 6ea9e8 89437f ba7d68 bdcbd9 d5bb31
51667f 68d006 817113 971fea af82f9 c57b7a d1c4e8 fec5ba
516901 555df2 68e0b6 980e8e 9d749b b9e925 c4b0d6 d86572
516a15 6a22f0 6bf349 8958b3 8ca2de b28f20 ba446f cac9b0
516bdf 697f68 71587f 92f77e abac9c c0261d d0951d f8b8f7
516c6d 51f1cf 5db0b1 8b916b 910eb3 c9c173 cc2808 e252f6
517077 74a29d 88f125 8b57c1 a3a362 b21107 dddde2 f883ea
517322 64ab2e 81495f 83ed5f c320b0 c9a8fb f4769b fececc
5173d7 5fd575 656f60 92357b ada0f5 b585a3 e1d0ef ee3013
517607 7a34b7 953e5b 9bdaf4 ba58f9 ce9c0e dede87 f858a4
517d81 a4a79e a50bc0 aef0b2 b11b07 c370ce e2cf1c ed5108
5180aa 67e040 6d35ca 7d5931 99ad81 b97c06 c81078 f3c2ee
5181c3 54fb00 737228 7d0fdf 94b29d a8226a bc9c2f d7b1fd
5182b9 5dc27e 8124f3 8f949a 9b2851 ced5da f3c01a fb0401
5182ff 5af386 5c24fd 76479e a69aa0 af2d1f d66a5e e4d7f5
51877e 8a14f9 91453f 9aeeb2 9db0b6 cad536 e25301 e96bec
5187d1 5ad818 622eef 75567b ac5d64 cb010b d79485 dec7d4
518a06 63f017 810bf7 a31e47 c5bff3 c88576 f617b9 fdceb8
519229 9108d9 9f86fb a10c63 ae9a88 cbd48d e43fa3 f6a9d3
51961a 5efd62 8125d6 8b716a 8e3169 b5cebb d2a7fa f751ac
519d09 5744c9 67ff38 7c5b82 a597e1 a62547 d89596 e1caf1
519d83 6229f0 8572b0 943b67 a8df69 c5272a e7d1ca f594d6
519d84 5c5a6e 7bfe27 8e04e5 a5bbd0 bc55dc cc4227 dcd2b5
51a3fa 553de1 749647 80f83b a1317c b3c48e dd5e98 f8aed2
51aef8 5b5f20 754fdb 8d8668 a95a8e b1e2f7 ee6e05 ffc177
51af3e 51f2c1 64661d 9e145d ad0cf1 b5ef67 da7ff1 f72ea5
51b1e0 5d22ff 8b5fd5 a32069 a3bcb9 ac7c7b ef011b fab479
51b7ed 676a00 6a8699 771eee 88f653 92a914 b27466 fab6b0
51ba73 5dfbc2 7003fe ac536f b277d4 b9bedd ddda2a e01f15
51c4f8 5673f1 7f558d 8b8d85 9e313a aee761 b98d07 ddb7c0
51c5cd 755b22 7b49d1 a10f5f b378ee bbe4ba bc6b75 d2b642
51c8cb 6f57fd 847579 9d3396 a58af3 ab2110 acf390 c1824b
51cae2 869f96 8808fd a72152 be52c4 bff210 fac49d fe2920
51cc21 7120ff 796e6b b52414 bd9eb2 d0d4ff da3fbf f5d8ab
51cdfa 6d9d9f 7a5c59 9557ed a71e0a ce6c28 d0d7ce e8bb38
51cee8 75545b 81978a 8b38fe a8d16f ac3e25 ae6bba f75a02
51dff4 6b14fd a23062 a5f90d ac82fe b47c45 efc59a fa10af
51e471 8492a3 8c22a4 b3100b d5e2d4 da4f66 e162f8 f5b7f1
51e499 82927a 9f09ec ae0e6b bb89d6 caed11 ec112d fdb8e8
51e818 5880e9 665f6d 7004f7 90a85d b6460e df83ab fec2f9
51ec9b 556d4f 831ddd 8998eb ae4499 ae8892 c1becf fb7f39
51f2f2 61862a 6ec34d 7d5f67 800bf7 b5f41e c751c5 ff9bb7
51f3fc 585e95 5ab0b8 903453 9b76f2 a8daa0 db734e dcc310
51f819 7a17e3 8a4f6a a38a98 a3c099 e4132a eaceef f47bed
51f8fd 593ffc 759393 77659c 82601e c38aea cbe218 efa07d
51fb79 575d68 8da3fd 9415d5 a0a357 a54e34 dc6da8 e3c2d2
51fdcf 56baaa 656658 7453da 9c89d2 9e6f08 c3d2fb f9b246
51feaf 58b5f3 5b794d 91aa6f 9303e4 bdd4e1 c23b9d e6bb27
522dff 6a888f 81bbcd 965fd0 cc8e36 cd1b41 d9dbcc ffc806
523fe4 599bf3 5ffa93 6b548d a14545 b27896 cfbac7 f37d1c
5254f2 5beadb 78abcd 903e42 987723 bde994 d55490 daa415
5256da 766f91 8dfc0b a31642 a77433 b193d4 d2d2dd df9b98
525880 6492ae 715952 a929fd cfbba4 d1dcf6 e13c00 f49b11
525b90 58cfec 7187d8 9f5532 a6d48d ac8b9a e98016 f8d214
525c65 6da69d 8ef0ec 9126b6 be1d20 c75dff d6d8a3 f87720
525d67 61af87 7cf42d 9c52e7 a82a29 db611d f1d7ce fc85dd
525efc 7f87b6 954d6e ad0916 bcda2a c18271 fc3a0c ffcce2
525fa4 53ca50 7a7512 933a5a b382eb c46b7d c4e3ca e2bce9
5260fd 837183 9c2440 a7aba3 c3e2e4 cc7ed6 f34f05 f8ca90
526224 5baf1c 78e3f1 948daf a24ed0 d53972 ebe007 faa493
526389 5de9dd 8b9def 932cf2 a8929a a90813 aacb3d d76148
5263df 71aff2 88536a 9df088 a80622 beb0a4 c474a5 f62c26
52645c 542dfe 8c98fd 974ca6 ca93a7 cbcffc edd8a0 f9511c
52685d 66ff85 943d11 a8b2ee b124d6 bc9021 e0c4c9 fc2597
526975 5cf84a 5d92bc 9239d4 a41638 bf8b57 dfd5f5 f2bab3
526977 5ccaef 8b8f86 b0c4ba c49b2f ca2239 e011de edd96f
52697f 5bce88 949699 97353b b4de16 c33ed7 d7a7e6 e45313
526a52 80b944 88eabf 992dfb 9e0c85 d254b4 d4e90e f6acf0
526a7b 56dc4b 864046 991efb b0a0ea c94929 cea6aa d0dff9
526b08 614cf9 7c4855 7c9766 a2eceb b579dc bdd819 dc2894
526b34 6ffbca 71949a 999861 9b0397 a9d158 c136f9 f8aee5
526bc0 64c79d 6e6369 888da5 b05715 c9eb63 ddb2ef f58307
526d46 53b42d 6d07fd 7f4b7a a99cae b2e9bd d23edc fab9f8
52781b 72d8ee 74aa76 7a555e a187ae ba20c5 cfe2cd f0d525
527a7c 57a6cc 7bff6b 9309c5 9e1f43 ae6e3c e8cdd0 fa8403
527c6f 67c8ff 88991b 8f21e4 9e3c14 addb63 e1b2bc fe2faf
528060 8a1bf9 94227c accdc8 c81204 c985ed e17e13 e1de71
528110 66e977 6c6066 9701ac 9eaad9 9f6ef5 bf8874 dcd8e9
5281f6 7813e3 8f5f97 93fb3a 9b3c0e d46554 d8d2a8 fa97d1
5283af 6a545e 6acc93 7623f8 a77c50 dcdee1 ebadfe fea31c
5284ac 6c6260 731feb 9b9494 a8e9e1 aa4a17 dfa5f6 f99564
528a42 6d04fb 75cbb6 987c9d a12861 bfd74c d83aec f79bf8
528d0a 57613b 8e7b9a 9fb2a7 ae0bba b1dffc d95bff ecbe45
529a8e 61594d 6efc30 8502f5 a73798 c0cbb1 c288e5 d03804
52a1b8 8c8376 9f13f0 a40d7b a8d3ef b9be44 e61e2c f5aaae
52ab18 7d500d a614f6 acdbf3 bb86ff c04768 e28ca9 fad592
52ac17 55f100 6b6401 7948e6 8d385b a9788e dbd3da ef67d9
52b38b 6df78a 8707cb 9e660f b3bed7 bfad0b c00664 f20eff
52b573 685800 69776c 71edc6 8d24f2 a40c85 b57ecc e4b314
52b6c2 7c606f 7f01fe a12a09 afe70e bb3cb3 f9d4b5 fe5860
52b7ee 655f62 779b8a abdddc ae40a5 bf0d26 f4d39d f69031
52bbb5 6a3ede 77786b 92f3c0 961e7c bb7bfd da5201 fab73d
52c0b9 544ad7 896e9a af4d4c b4e8ff b88afe d6bc75 f83b05
52c59b 7d01ff 967584 a30c4b bcd349 bd3bb0 d89dd1 ea3528
52c810 6d65c7 6f5475 9981a2 a6654f bca4fc bcee84 ecacc1
52cf0c 748b0f 76583b 991b72 bfeaca ca8b9f f426bd fdc0f4
52d9f4 8312d8 8579da 8e753e c60377 dddf8e e0a4ab fe8207
52e1ef 6b11fb 6c5a60 9b9594 bae6b0 cb2cb0 ebb404 f62703
52e83f 777af5 797265 7da14a 903381 bb1b0e e7bef4 f796ab
52eac6 5a9c07 755d2f 963263 a488a6 b6f128 d402e4 f1a8f9
52ebd6 5744da 7e5b0b 8382d4 afb9fd ba0e78 ceb212 d86c73
52f3fe 549efd 6c25e8 7d939d 994293 afaf94 ea1943 f3ca2e
52f723 79b009 7d11e2 9e7476 aa5005 d7dcee f19e99 ff25b7
52f745 5592ef 667c32 8cb784 9802e6 b69b01 be057d cdbed2
52f829 5d7704 62b21e 7e0ae8 a91686 b0828d d3c1b3 fe5beb
5345f1 59fb03 90be89 915a94 94363d c4731c dd9de8 deddde
535b67 877fa3 a244df a3c3e4 a53f34 c57e1f cce902 f1b5a0
535b77 9e8a6d a4ea90 be27ff bf291d e485d0 ebd7df f66a13
535bed 66573a 69e220 778e83 a6690a a90170 ab84d9 cad5d2
535fef 595f3d 61a4ae 947b09 a6d9d1 aa0876 c4a97a d3e723
53619d 61f587 6c666b 6f89fc 97302c a4a58f bf871d fbb0db
536755 7f05de 98ead2 a09788 a87418 c6baf5 f20eb9 ffb877
536871 57e7d0 5d94e2 900dc8 9f90a1 de1e3b f2d56f fb750d
5369ee 599400 81c8f4 933c4f b0ed11 ec2289 fad2d1 fd8a71
536d73 69553b 78b8f4 97f977 a503f1 ac6105 b1bcae c1a526
537766 72d73f 91a06e 9612c1 a6401e d981f7 f0d0dc ff1aa5
5377d2 575c71 63fba6 918b91 94a8f2 a74a3e dcc9e0 e3863b
537a3c 57b97c 7c03e0 96eedb b3a2ca b40785 d439ff deb609
538293 55e2ec 6b6858 7027e2 95a498 bc72fa eb430d f2c795
538733 60565e 92dc60 98a58c a525d3 bd77f9 ecd9ca f097cd
538844 59d819 8c23f3 9b2c7d b286fb cb6a9f f2cffb fea9a4
538905 5bdf82 805e6c 99948d 9a0487 c526ed e4d2dc e792e1
5392d5 7f1bde 8cfb1c 914d6e bc8c92 c9c2e1 ec6327 f4c2b3
53942b 5c5bfb 625c3e ab0a95 bd86f0 bebddb e9d689 ee4499
539eac 7e656b 981b7f a6defa c321f2 d23a1d e1e61d eaa976
53aa18 6d5b53 96e772 988893 a90604 bb19e2 dad4db ef95fe
53b122 65daf2 6b7463 8e367b ad45f7 b62e19 c9dd9a f37da1
53b47f 53f2cc 5f67f5 994791 9a9608 a0242e c9cf0a e97ac0
53c23b 562bfb 856bda b1e9e6 bd1756 bda2f6 bf7aa3 edcf9d
53cc7c 5e962a 8007f8 9a8484 a1075d b3ea29 e33ddf fbaae3
53d0f9 5492bf 5656ab 896577 a9e206 b4a6a6 c5000a fe4553
53e3f9 5f559d 708af6 825966 aaef36 b24314 baab69 e372a3
53e4b6 5da28d 6e7f34 7c5059 9206fa b91a94 c1dd48 cf85cb
53f9eb 6ab3ad 7c4c5b 8e8768 bf3804 c91edb e2d498 e59e20
53fc00 6a83ec 93ad09 990391 996f96 cb2234 e3b6de ec818b
53fe96 7130ea 9eabe0 a7033d a88c74 d5ced7 e70d98 fca010
