# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
d59970 974d09 c6d61a 86a6a8 66d7fb 5a5d73 6653f2 977cc5
cc4808 e6d3c6 a48d6f f99b10 5a5f55 6d90bd b0cdf7 9929e2
e3937f a37239 8cde02 70787a 5a5fdc ac8ccd 6c4b7e dcc6cf
e83825 aadf2b 74af93 74f5ce 5c6262 5a5ffc d1b5fa c86aaf
d6d642 829629 b0d1b9 6bbdfa 5a6077 6c76e8 b58491 ab0814
e4cd26 8c9f11 5a6134 64f6d4 97bacf 935ee4 ab0e87 b36a89
bc4108 c2e125 8eab61 5a6352 68cdc9 8231a1 e251d2 a47d8f
e7581a aa927c f3c030 5a6451 79f7bd 9db5c9 9171f1 7d2cbb
d3914c e9dd98 5a663e bbd3da 8193a6 c799ff a454e2 8a3871
fb4b10 7f4e3d d4e1b2 82e915 5e9a8b 5a667f be31ff cf95e9
a89770 5a6718 92cb13 7afba3 e3cbfe 963ee1 ce62a5 8f3069
86480c eebf65 8b835e a5dccc 7e98a1 5a6775 cdb6f3 c453de
9f2e16 de5b24 e4b87f 728372 8ab2d7 5a68e7 dbdae0 785783
c04a11 f7d53c 5a6b5d 6db196 65ead4 a053e5 c89de6 82437d
b6570c f2db26 a2b765 5a7165 9ce4c9 62a4a0 d775ed 8e3e9e
ad2f0a f96c12 5bfb74 5a726b cdcdf0 6d03fd 9c52b7 c296a8
c2bfbf c73201 68d11b 5a74ce 625276 fea6fc 907f8a 8d4748
814824 c17500 ceee23 83af7c 5a7679 6dd4ea 7902fd a55cd5
a4948e 5a791a 69e042 d1dbdb f8a7ff 9f1c9f dd54cc 6a525b
c19964 ced811 626d3a 7bc8c4 5a81ad b7a1fe 8b07bd a2216a
9e8b05 9bdd35 5a84a8 b19dfd 6a3cc0 e8d3fa b71134 ee7084
7a5b1d e9be61 94970e 67d1cb 5a91a4 b3a0ff 6043ce db1978
a36150 c2a525 ebe121 93e7ac 5a9392 c1bae9 685490 9f7cd8
a24700 f4bf8e 5a939d bfbaf0 5b29f8 8b68de 755365 eb5a5b
9da385 5a9408 a2ed7e 695f70 a53bdb e78ce8 edd4ed a4103a
996d1f fed774 b9a624 8ea38f 97d7e6 5a94db 5d45c0 72687e
7ff235 8da29c 5a97f2 6c30e4 8c548d f6d1df b81549 ff1d36
a16e4f d7b97b 5efbd4 a3b7c9 5aa2fb 7255f5 8b7ba1 9b1c62
ed4d14 b5b97c 5f8286 cbe0f5 5aa2fe 6720f6 794c9b a93941
735815 67ec62 5aa465 d6dfd9 616874 b217e1 feb7ff f14fbe
d15a01 ccaa8b 94d515 6ef5f2 5aace0 6060d6 8b8992 645a62
7b5f0b edca58 91960c 5ac199 c2e1f3 8510e1 ca78ce d60582
727440 5ac412 b4e893 6e00ff eb26ca 955372 e7c4d4 bc899c
ef2714 d3e2ce 5ac96e 939e9e 622ced 8d6aa3 fdb7fd 9c5455
a83b17 d4a932 5adca9 677e7a c2cbe3 8330ff 685283 b368da
875525 b69743 c8d709 7b9e99 5adddf 5f37e0 776698 ff4cff
e8de5e 657305 80b67a 5ae1d8 6065db bc9ffc a683a3 864c7e
8e4e12 5f5a52 bc8720 5aec02 c4d2d6 5e8393 bc97ec 903cee
f1b078 6b9d04 70c8cc 5b34e8 bb85ff 8966a2 c01050 e56987
e63b15 fcbd10 a9e7a9 648869 5b34f2 bab3c7 ad64f8 a15087
b44e3e 81cb2b 65fea2 5b34ff 8e6ef9 6c4c7c dcc9d7 a09a9d
eb7c55 736307 e0e062 989b9a b8ccdf 5b36e7 aa6acd b53581
b22700 f8cda4 5fcc08 cad0e4 5b36f9 e56fe3 6f6c6d 9d999a
fc3f18 83f009 69af93 5b48e0 8378b8 c3b0dd 714a71 a84c58
f75807 cedc84 a2efeb 6ea6d3 5b4ecb a05c7f de8590 b32732
c99328 7d6325 a7c994 6dff4f 7c86e7 5b539a f3c0f0 9a8f97
f5a181 d8e320 72d5f2 5b57a4 966dff a582b3 8d375a d33b4e
ba6d57 a02f0b eab33a 5db9f8 8594a5 5c6676 5b57f8 e1d2da
f04c36 ad2000 5b5957 5be531 cfe1da 768692 a642db f0b4fa
b03012 5b5957 b5e600 82a64f 6cd7b5 7653d7 daa2f0 c370a4
b40303 82c861 6b8e6c 9a85a4 9c42ad f862fe 5b5a5b e1b6d7
a65502 5b5d48 aee80e 94a663 7eb5fe 9564d5 b97f9c d7c2c8
bf3f32 e6830d aba894 e0e241 86cdf6 778b9d 5b5d62 c33ae6
6ea500 8be151 5b5dff b88ce9 754b93 f0a6c6 b26a79 9d2829
bc4e06 e2df49 5b5f5a 709570 76ccc0 5c5de8 bd97f5 a072a2
99756f f29e84 b1490b 91fb03 8a90a8 5b5f7d 6b63fd cbbee3
a33f05 b1a431 cde523 5b6052 8ce0e7 9492ec a332e6 f783a7
ed9529 5b621c 969b90 94dea8 8501f8 bd53ed f4ccec c3278a
e1bcb8 bd6729 a6f769 7897fd 5b6286 a5a0ba 902ce9 a41c3c
b72d26 e48c0c b2df8d 85a192 5bc9f4 5b656b 6b17f6 b050d2
9f2a16 929137 b3db33 75e4fc 5b666a 8c93f8 9736dd e29cac
c9722e b5e47f 6dab88 5b6862 b193fc 8f4fd6 e8aecf ad0a16
b46108 ceda2f 76ba75 9cede7 5b6982 9e73f5 8b02d4 cc89b7
f69a80 cc3d0d ddd607 5b7072 d4d7f7 9e8dff 9642da b099b9
5b732e 75a742 6be526 682cf1 bf94dc a2307b c4718a f8d0da
a87d18 dadeb3 85d81f 5b7360 aaa2b7 ac45fc 963092 a61018
ac4509 eb9765 c8eb0d 5b785c 76eec2 8cafb9 6a2bee 9469ba
efd0ad a8763c 9abe1a 5b7872 79cef4 9973f0 723dc5 fd6dab
a75326 dcb435 a5a89f 96f2aa 5b7d7a 65acca 9b61ed 764a8f
a42609 a2c05c 5b7f5f 8ef4bd 65b7b5 8616fe d45ffd 9d489c
ab3229 e59e0e 81d3b1 5b8075 6a14f6 6b518d b7a0c4 c64dfa
c3321c f2c8a3 d78f30 b9f10a 5b816a 80c5cb 665775 b24bd6
864420 aa7c43 fbcf2c 7dba9a 5b82aa d5dcf9 8826ca c1096e
e6a484 908736 dce526 82eada 5b9899 ac97f6 815ec8 6a5455
f97e02 64fa76 5ba38f 7109f7 c07edf 826689 df1049 dbcacb
cb430b c5d35d 5ba473 9ee2be 6d52ef a66ca8 f393e0 6a5764
af8635 c8eb47 90e5c1 5ba4ab 6d31fa 9d6de8 f6adfb a2405b
e0c5bf 6b6662 98601c a0a10d 94ef59 5ba577 e325ca fc8cdc
c42403 898272 e5b622 a2b987 98e4dd 5ba8bd 6c4ab8 7e4664
e4d40b acc7a4 60f6fd 5bb4d7 8c59e0 aa2964 d56a99 f3333e
946052 fdd389 5bc609 c7d3dd 825eda ce9cfd a10266 da789c
ac1a14 f5d5b3 5bd32f 668365 c6d7e5 a391aa c650e3 725b74
e5312c a3a284 c6e2a6 5bd713 6a23f8 eabfde df68b3 98536f
d4b35d 5f7910 bdeac1 5bd7db 7283fd 6e37d5 9e3f80 d96d9a
e9250e 5be239 7fa678 9a53f0 d393f6 7b566d e0dadc 9a2c34
b4a7a3 6b643c 9ed706 68a014 5bf9a4 9b4df2 f891ec c52183
d5de02 666c03 8fa546 5bfcd7 5db9a8 6364cb fd96fc 923e69
615751 94450b abbd73 5bfd15 688289 9a33e9 d16ff1 f2bad4
d7b297 f6890d 977847 5d8dc8 91959b bbd5fc 5f6072 5c35e7
d01904 827a62 93b339 b5f256 5c3ed2 ea5bc5 a12f75 edbdd5
e5e418 9ba321 5d6e22 b8caf6 9088fc 5c42e6 9b5893 ea9ba2
d5cdcd 993c38 f76a0a 9df22e 709e75 5c56cb 856281 d48bbe
a73833 fec0bb bbd945 6dae60 7ed2fd 5c5763 9953cf f678b4
c15e2d e4d20b 78d387 d4dafe 5c5785 ae5df5 e18ab2 805456
9f3e1b b9f341 748969 6fc459 6968f6 e2cdee 5c585c aa89a6
dc8f1c fad20f b0c0ab 95d7fe 8c79e7 5c5863 a286a1 cf212f
b2542f fbd4b2 b8d82f 95bffd 5c5964 8203ff 9149aa f181ad
bf1c13 bca76d dce471 76c7df 7470e9 5c5986 8c84a1 986667
c66260 f4bbae a5c328 69ecfb 749fa8 5c5e6f b888fc 9f2ee0
ba311f f56b30 b5ce98 76fa2e 7a968f 5c5eac e795d7 6a565f
d8260f d89868 d7dccf 79aaa9 8ce1ff 5c5fad a588e9 945b6b
efdf25 a2a431 5c6249 61f4a2 5fa48c bac8cf db7ee2 ad01af
f18204 695b42 e5e204 71a776 5ef3bd 5c63de b38fc8 ad047f
715803 b5a616 b1e087 809892 5c656b c832d9 f583e2 efd5dd
a51717 c57135 afed66 9199fc 5c66f0 655e6c a68aa6 e3bae2
fac391 b4a104 5c6b1f 7982f6 c4bed0 6b29ec b1499a f6557c
bfef08 5c6b2e 67a969 6fe69f 783bfd aa73f7 ce94bd 9d2268
5c6c10 70a903 8eec36 6127f2 9460cd e7d6ec c13770 f486a5
ff7f59 9c5327 d0eb02 8dcbc3 5c6dd4 8b8b9d d49efc 686165
cd4009 d5b640 5c6e5b 83e9ae 86aaa7 e3d1fc 6e4d75 c541cb
c9cc14 5c7230 82a74e b6e7ce 66bec7 b174fc 8327d0 ea078c
903e2e ba7148 c2ae17 c7e3c3 969d96 80c7ed 5c73c1 755b6f
866211 e5cc1d 99a04d 91d8b3 5c767e ddd8fa 7e02f6 e13ee3
d6745f 765a17 bdd017 94e3e8 5c78a0 839efc 882ee7 a0145a
aa240f ea9f26 7efa97 5c7d68 8992fa 7f56a8 edc9e7 ac9fa5
715249 d1b667 5c7e01 9ddecf cabaf9 e939d8 a2228c a97a8e
ca6e0a 7a5527 d0dccb 7ace69 5c8171 7c37f0 b76fda ff9ffd
cc1403 e4be20 5c8361 8bf2d2 64b3a1 c7caf2 be73dd 8a39a7
f7a99b 885d2a a69402 83ff42 5c8a8c a8a3e0 8550d3 ded1e3
c28a4a e6c871 5f5e10 5c9094 bdc7cb be8df9 af31d8 a02d5f
aca4a0 785001 b88313 c7e090 93d6ef 5c97f9 8f35da ab2566
cd2815 e98165 e4dd6e 84d6da 5ca0a8 6a2cf1 9d75ee 9e4a66
de583b f6bb13 5ca789 8de1ce 7c7692 c77ce7 b312e2 6c5256
f74b32 f2df59 5cb386 6f7a88 cdd5e5 b069e1 8835a5 b13847
b02928 d1ba61 88f5d0 5cb69f c4c4eb e30cdb 8b2e81 767075
954011 ea7205 d5c878 798e6e bfe3d5 5cc2ff 627ee1 755b79
62672b 84946a 5cc60e 6dfe91 ba81df 9d32dd cd3c8d cfc9cc
b82d21 b1ec35 5cc773 707afd 7230c6 f0baf9 a991ab 7f4d6d
98302b ee6428 d5b891 b2ee0b 808f7f 5ccacb b950bb 78576c
fa9357 72978e 5cdec0 cacbff 5f5184 a78fcb c515fa b43f4c
a51511 c6793d d6ddce 5ce758 8f9c96 6c51d2 c39ad4 8a4460
f4b340 5e8d05 c0d7af 5cf1fa 859eff 6144be 9d82a3 b44165
7e6666 a92e01 ae9568 5cfb40 b19efe 7b00ec ddc5e0 bf43b3
83861f 5cfc4d 5db882 6b58cb c8c5d3 a785f8 bc6799 8f3666
8d622a ddc508 62f3c6 809a9f cec8fd 5d32e7 b285f5 b30474
ebd7a1 a0cb04 61dbfe 7488f3 5d3aea 6d5c6a e4789d ed0b1c
ea2c1d e0d138 a5ceb6 6c8fe5 5d3bda 7a5987 a2909d a62548
a72727 f2cdb8 809615 adcf45 71bccd 7e7dd9 5d44c2 906872
ce645a 8f4a0c fdd186 b7ac09 c0cbcd 6b96bb 5d4aa9 795e76
eaa9a5 bd3721 90f900 69bc25 cbcae8 5d4aca ad8bbf 82536f
e36505 a69a77 dbcfa7 b3ee08 72c8d9 7c87d2 5d4eb5 99466b
846a4e ccc366 839a16 97a9e3 d7dcf1 5d57d9 9d2d7a db808f
e05942 903c08 c1cb26 b9e5f3 6bbaee 5d58dc 7e7d83 f3a1a5
5d5a5a d84f05 e3c06b 8aeee3 6893f9 7f2af8 9d5597 a59fa2
5d5d5d b81d03 f9bda3 f68600 808e7a 77c3f3 951ffa a553a5
cb864e f3cb5a 705502 b1b7ae 80dcef 7293bc 5d607d b416f9
e4862f f6d848 5d6254 74e2af 9794aa d4cbf5 6e01fd ae37a5
c7412d b3ea5d 78b884 5d62d4 ad8dfd 897497 efa6d1 87475c
fe743f c44411 ffd90e 8dd4a9 5d637b 9653fb dcccf4 c981d5
e9d95f 9a9f43 c1e9d2 5d6763 89b0a1 5fddfc b342d1 c70406
5d6922 acf06b 6eb74e 7a61f9 b29cfa a66ca2 e2bfd4 a31a63
ae2512 f85211 f9c017 60da9e 8ea2ba 5d6bc6 dadaf0 904f67
c7c783 5d6f15 7d9591 add6d1 6028f4 9c5bbe f57df6 923b6d
e0cd14 5d7429 d1e2c6 96e2f3 6e62f6 a49db2 724b6e f97a7b
c97327 baad9b 65fe83 5d7588 c1cef4 8e94fc 9212be a83349
d7720a eed286 5d795a 92a892 89d0df b750db 9d167b bc0001
c1710f d6ae67 5d7d6f 8ddad2 9985bc 655077 b724f4 b01029
faaf9c e36d37 d8de22 5d807e 72bac8 625287 ce17ff b11f2c
655b45 9a8148 7bc500 5d8591 d6dbfa b08bea b51bde fda9ae
a03602 e8a166 dde91a 6a6f68 a3a6a5 b0d3f2 5d89b9 7939a0
be1e08 f85935 aece9b 5d93f6 633ced ecc8f2 b86d9d 734e5c
dec7b0 5d982d 71db2e d3dcfe 5e4eb3 b47ad1 dc728f 88535e
943626 ad7618 6cdd7b 66766d a2b0aa 5d99bb 7f41a5 f7bafb
9c2d12 d3845f c7d900 9ce6ce 99a4a8 5d9ad1 784ef5 964d82
e4cd1c 5d9f69 7fd691 d8dcf4 7336f6 fd50cc 9b5b7a c80f15
765e10 cfc92a 5da573 a9dabe 675ced 797391 ed8ada a30c57
675f47 8aa74f a2f33a 5dadfd 8828ef 9c1070 d25aa5 e7b7c2
667336 5dae24 80f873 b2c6b3 a54cec d2a4f1 8d2d89 c75d96
dd533c fd9c2d 8af9a4 5db7fc 6d70f8 cecdd4 6e4d72 a891a0
797f54 d1d5c7 9bf76a 5dc163 7f3fdb dd9bf0 85446d f959a4
d1e105 6a9040 5dd2c9 9f6df7 7e36c0 ac6084 a60045 fd7d91
bd2204 f19261 f9d820 62726b 5ddaba d1c7fc 8219fb 9662aa
725802 d1c17e a18e1a 5deed9 6166d5 b7a9f0 e36ea1 aa2860
cb3731 bfa949 83827a ceeb36 79c8c0 5e2cff e05aee 93488b
af4c21 f96903 d2ceca a3f50e 69a876 5e31f1 8c4b93 d284d2
c50805 a36e62 babf53 c0dcd1 6eb9cc 5e40f8 8f76ec a01779
f94a20 f2c222 8ace9a 708074 5e43c7 ddcdf0 ec56f4 ae172d
9f4d4c f42f06 d3d657 9bd8c3 7a9a95 5e47f4 6a5673 e36cff
cb5604 e1d9ce 7be56a 699885 6041ed 5e5381 b273f9 ed98ce
fbc745 8d8e0a bac0a6 8197a0 a0d4ef 5e5386 a443ef a62d4e
8f401a b0794a a6d675 7b99ed 5e54eb 93919a dcc5ed 6c5d74
8b5848 84a830 aedf87 5e587d d6b8f6 a126fa c76cd8 fd6e9f
a82a26 fc5633 f4bd9c a9bfd4 687ab9 8812fd 5e5960 9f8389
dcbaab 5e5d15 7a8a63 70bb3d c8daee 834fe4 a977b8 ac2a72
f5d475 5e5d3c 8fa001 6ac0a6 678791 c6c5ee 9a4de0 cf80fe
a93d3d e86803 dcb77b b6dcde 6d94a1 5e5d70 b79efa af44d6
de6b5a 824809 69ff81 8184a7 5e5e60 baafee a425e0 eaabb5
f4cfcc f69130 689473 5e5e81 cfcdfb c183db b800e9 c21a1e
8a4226 947b69 da952b bbc7af 62f4fe 7396af 5e5f6a ce27fe
675c19 f2d413 7ca537 7ee1ba dadbfa 5e5fcd b398c7 cf477a
5e6151 619148 7ced6d 9601fd fec4fa da47c9 9e007b bb9fa7
af6b00 d7ddc8 5e6359 5edc43 7983b7 8811c8 f8ace5 9f9293
a61504 e5c9c0 aeef6d 6ca947 72c6f1 5e6772 d633dd ae949c
919283 5e6832 c6d883 6bb424 a5e8d8 636bdb d499e2 b22881
ff7e52 eac4b4 5e691c c9ee05 668982 a1c8ec cf35f0 8b2c89
a22f1d 90964f becc4c 5e6c65 a7eaf2 8e08b0 d73fd0 dc9faa
7b5430 8f941a adda04 64cf9e 5e717f 9e60f7 d492cf efd3ea
bc6160 fd2101 ee9d7c e1e426 72eccd a0adc4 5e72bc 79506a
fc9910 735828 79af8e 5e7477 c2b2f3 9d75c5 8610fa f1c6d2
c6230b f66e0c c4ac8d a6f35d 9baebe 5e7896 8d1ff9 755358
ffa360 5e7a09 d2e4c3 9ee4ff 63a4df 8b12b8 b9acb4 d5447a
ac6141 e0cfb2 94bc05 ace9fa 5e7ceb 690efb 796171 cb89b3
f4825b ffc60f 6d6100 9fccbc 5e807a b18cf0 e4cdfe b02fa7
c1b3a8 874510 ffaa39 998639 5e827c 88efff 60a3f6 9d2ff6
804c08 cea30a 80c19a 5e8377 d4dde9 6533fe 916bcc caa4f8
6f5603 9e8b43 94cd0e 5e8999 ba12fb f37bec e3c1cf ae3f63
8e4310 f8bf32 5e935b abe6c6 616073 c389ec eed3fe 9d47cd
ab1e10 aa7c6a d4bb89 919eaa d4dbe5 5e95ef 6559a6 774a57
9b381d f5710a 7afb33 5e9c77 5f6775 b595fc 955ccb e8c3f3
c65a2e dde1b7 9ae528 5eabf3 6c5fcb 967b9d d3a7ba 894f60
675858 bc6c4a b9b81b 92f5b9 5eb1f1 6a7899 d1d4e7 8900f4
eec0ba 784d43 ba4202 cc8e56 c3ec52 5ebaf2 604bcf 817d86
dab8ae 8b6859 5ec409 73ff75 ccd6f0 733efc e060d1 a6168d
e0952b c0ee80 5ecdab a392df 7959c4 e7c8f1 947b88 a9303f
933809 99884c edd415 5edb8e dadaeb 7d4cea 655f65 e678bb
cbe5c5 5edf54 6e9890 9343dc bc7ece f9bdf5 92347a d81651
8b4333 fbaf44 a97b0d d2e5be 5ee1e6 6775cd 645d72 938c92
e4a37f beea20 5ee1f7 6f97a7 9c53e3 963885 a80b35 f21d2b
836253 c2730c dfc00b abb6a1 5ef6fe 63a3c9 6926ef ae017f
d6cf48 647304 c9e1d5 78d3f1 5f20ff 8e62e9 93425a f8718f
fd7e05 b5c997 89c5ed 5f32fd bd58c5 9b0087 a693a2 d82064
d26a57 ccc118 bfeab7 7bb9bb 5f48f5 a584ef 8f6585 a02a47
b70c0a d4694d e5d909 8be49d dbd9fc 5f49bd ac89b9 915773
b79c75 f4d85b 7f7614 a7c2c1 6f8c91 5f5386 e83de8 964152
ac411f 75e915 d3ddd1 65a794 5f55a0 a773f9 eea5e6 7b5868
a94c0b fba842 79c3b3 d6ddfc 5f57cf 868294 ce8ffd 795257
885e03 87ce01 6cfea1 7464e6 9b85b0 dcbfdb 5f5c5e f17a87
b2988f 9a6329 e08e12 e0e530 a2d9dd 878fb1 5f5d9d 67565f
a90a04 6b5b4f dfd11e 879f1a 62bbad ace9fc 5f5da8 bb83ef
e74c29 8f817c ddc7b4 6dfe59 739abe 5f5e6f 9430bb 9c282a
8a4521 e38701 ede242 80ba8e 5f6665 72eae9 695af0 a280a0
f52801 feb023 a2b1a9 64f6f4 5f6875 8a16dc cf54e1 8f3b3d
9e2614 db6530 929782 b6d879 5f6968 6fc9c2 d28efb 9e5ec3
934123 e99068 caec3f 64f1ce 81aeac 5f6a72 9876c7 e4b0fb
d65d1b a3b38d 73f90c 5f6f91 b327fa e1b9e9 e96bf7 903e50
c09e9e fed1b8 8a4c23 809b01 5ff50a 5f6fc3 c2bee4 6f626a
99381d f1ae33 af7e15 9beca8 5f727d 8697f2 cecadb 9d02eb
fd4c27 d2e726 5f7470 94dcff ac93fe b226dc f98fba a93032
d12711 d7ddb9 85b83b 5f755f 78caf6 7511f7 ab5dba e76f99
ae180f c1d488 68b608 5f7767 7beae2 9e40f8 c373c7 8e4c89
f8a914 d4cfa7 979762 95c0ca 5f7cc1 7914e1 954770 ad1e2b
fb4140 ca9a99 ccda16 77f8df 9badf5 5f7df9 61528f 905c68
95832e c5ec1e 76d398 5f808e a589fa 6445ae e3b7f0 a62b4c
ce9b2c a2f283 5f93d1 7743d0 eebff4 999297 7c486a bc2536
e07c3e 64f215 a7b2a5 5f93f0 6233e8 6c5e86 efcbfc a65155
845318 d8c517 5f9a5e 6ff9a8 a7bbb9 6643ba 8b8090 f358fc
9b2d2b d9da05 5fab15 71e0bc d0d9fc 9445d5 d773be e22e79
f36e69 d62702 e9dcad 78f210 aeb1b2 5fb1e1 a24095 685c5d
75614e b45e07 99a867 b1f07c 5fb8b4 6c6d95 a657fe eec4ff
dbc9a7 795a11 bbef18 5fb907 82e5fa 8767dd ad1f79 b78092
c44d03 d1d1c7 90f46f 5fba64 627675 b644fb 902d96 f488e3
d6df8e 6e734f 98a581 5fc511 7360f2 de9eee 9a0d81 ac638c
c40901 818262 5fcd08 c9e0d4 6c37ff d8b2e9 962674 db5ea5
b40a08 f84f2a 5fd18b 75869e b892fb 964fe4 ebc3f5 744e5f
9b493e b3af0d 5fd2a8 7c8e8a 7529f4 fbc7f6 dc53cc 6e506a
ffc7c4 788319 5fdb54 93a2aa 6a57c3 d4c8ef e275f5 894a4f
d09e89 b26e0d a7be08 5fece2 729aa8 6419ff 8b5ac9 ae2450
e48666 975b07 dfe73c bed4dd 7da3be 6023ff 915dd0 ba055d
8e591d ffa718 eddba4 78ab80 93d6f6 677077 6028f5 e04dfe
e4cb4a 728638 bce7bc 67cffe 6030e6 a860dc bf2a77 f77db1
827526 a6c75e 99cefb 604ed7 ab7de9 a10969 ef3888 edc3c4
9a706b b53b14 e2d571 9fa70a b9c6fd 7268da 60567c f76faf
c27774 bb2817 dec242 9bdbc9 7259ff a898be 952b97 60575b
605957 915b06 a6991f c8dc09 9fcbd0 8076fd d4109a e7868e
cb5a4e deddb2 96eb0c af9dfa 605b6e 7b22ff a05bbe d49fb9
a7746c b12c02 e2d760 c7e4e2 70ada9 605bf4 baa0ff 6c4f74
605c59 904f1a a29117 6be406 c8d6c3 a868f9 fcc6fd e675b4
e77c3d a84d02 78ff75 62bca0 605e66 9f81f3 9d12d4 dfb3e5
fdb5a7 a47154 cae813 93b313 65c1ec 807ae1 605e67 911998
993735 dc3703 d9d0a8 959372 68cc1e 646b73 605ff0 e982be
cbbf6e 60600e b7dbf7 82a3fe 7942da 9e5c8d f984ae e53a58
e9bc92 60612a 88980b 9bf70e 7c96e0 d3c5fd 9837ee c83b7f
d84228 fe9e29 74b191 606261 c4d7e8 6a48f9 a976d1 971c8b
d87207 c5e16f 60674b 84a396 99f1df 9e5bc4 e698fd a31575
f9da09 606805 7ca840 80bafc 6365ea d2d0dd b85f91 a30156
a22018 ff715c e9d70b 606a64 81deba bfb4fd 9c45d9 ae93ac
9c3925 d17a31 febb34 d5d9c3 606a72 92b4f5 a420dc a295a1
886b3b a2a64b 82ec04 606eea a6a7f9 f1cde6 bd1976 eb649f
ea2401 aaad66 cae1b6 6df223 607275 a445d2 f4a2d8 a02229
c57a01 60764b 7acd78 d0dad6 9c99a2 9a51c1 eaacf2 9a2a6a
a53732 f3400c cac71c 92956e b1d6c2 607a7b 9845a9 f08dd3
8c3f2a d9561d efda52 66b793 607d81 b4b0d0 7153a2 b074eb
944f3b f59755 d0d5d9 607de1 888996 6915f7 6f5481 eaa9fe
c62c15 96ae15 7dff07 d0d8cc 607f64 7c3d9e b36bc3 f59bdf
f3ae91 736011 9fa21e cfe218 607f7a 92dade d03ef5 951f93
f4aa46 616823 94eae8 607f9e b3adf9 9827fd 9c205f bca5a7
924c1f 716d6a 61c624 baebb8 6083ad 7328dd b4afba e994fe
6e5351 ef9879 aaf510 608918 82abe9 9a2ff0 a93288 c7c2c5
c49c07 757626 97b29a 67f677 608dc6 850bee ab3a76 facee4
b00f0d f59514 b7ea98 8e9092 609dfd 6a5db4 f6bce7 785b5d
a85507 656463 e88305 b0f171 60bc9d 6637df ab6ec3 f7a9fb
f76d58 e2d600 afecb1 60bcd0 7262f6 645e70 af8490 9d262d
f4b3aa 656246 689224 60ce0d cdd3f1 c394f7 aa46c9 e16b9b
f0d5aa 60ce38 7e7fb1 c5c4f5 901af4 8b4262 cd979e d5172e
f15504 7b4c22 bde748 60d4b0 814ad9 a976bb f5a4e9 b7016c
d86c02 854f16 d8bc5f 60dfda b09cfa 7751db 625561 aa7a7d
967e73 daaa37 bfd6c2 60efff 625d6f b205e8 eb4abc a7042d
f3532b 60f334 86a17f 7857ef a5278b e272c8 ffc4e8 ae050c
705909 d1e1c3 60f653 7038ed a970dc e3b5e2 b41874 ec6580
c28d66 795911 bbda53 83bfb2 60f8fc 696c78 b395e2 c100d9
dc871d 6d5a38 facc30 accfae 60f8fd 7974f0 b79bb8 ac2088
e7a04a 64680e 60fdaf cfd4e1 7f63da 9d83ad a31971 ed2e69
ffb2af a05749 afc210 84e5fe 8a8794 6124fc 745194 e643f8
9e380f ebab7a cc7110 9cecd2 a1aadc 6b7bf7 6139d8 9a6c89
864c05 b3a31f cfeb4d aedafa 8a87b3 6152e7 c95c5f fca7a9
fbcdaf b58258 8e4f11 b5e124 89d5e5 6c67c9 97969b 615565
da392e f89737 7ca384 88dfc3 6d5af6 c693c7 a10e92 61565b
916747 a3a948 d4e34d 67e5b9 77a092 6c4eee 615869 f472f0
c1d079 88f2d6 828dc0 733dd9 fab4ff 61595d c28a8c d42224
cb1912 8bb904 62f7a7 615ccb 897ea1 cba1fb 952d5d c7686e
f7a81a 958d64 61611a c1eda0 a4a7eb 7968c1 e1ccd8 9d4a6b
9f2623 fd3e05 b47663 c0c07d 70f5ed 91a3c9 6161a4 705760
c9432a c4af90 a3d90b 69e0ff 9394fe 6162eb ad6e9d 8d3368
9e2f15 938455 baf125 6ad07f 61646d a715e5 db5bdc f3bdd3
dd7c3d 8e5a00 dae103 86bda7 6167fa 756b8f fd9efb ab0d57
bc7d2b becf03 616849 6ef7f8 7faeb0 625cdc b08aef a80674
a8160f d0ec1d 616858 69b606 9ee7bb d73fc8 fa9ee8 9a8c94
ab4b40 db8e57 ffd31d a6e3ac 7f9995 616efa 68677c cbb5d7
b48d3a 7b6127 d6ce72 93b6ac 616ffc 746d97 fe92fe 9d215e
a7b13b 61731b 99e3b2 6ea59a 8c22da facbf6 e14ed2 8e3a6b
a2938c f3c29f f88a0d 617525 6391ba c1c4ec 8e20ca a40262
854831 a19389 d07424 cfd06f 77f6dd 78b0d9 617b8f 9442dc
b14a3f e1810c b9d990 67b6aa 67f8ee 617c7f 9f7fd8 8933a4
8a4341 ce6020 b19883 a6f48d 617e89 72b7e4 b93de5 d8cfd2
f09f99 b23213 dae61e 81ab15 b7dce2 617eb5 7820f8 856869
775652 bc330d fd7d0d 98958b 76dd98 6180af 693ebb dec8e9
923922 998631 dcc85c 618d7c 8fe3db 635b75 9b14de e44dc3
72564f c72f08 91966e 9ad378 61949e 783cf1 eb97f4 dfd7dd
c82d0c bdb359 84876c 6194a1 d3d7e6 6e3de3 f360ff 853879
bda29f e46c4c a34a05 ceeb0d 6debe6 6194bf 6344b6 6b5e60
cf3718 d8ce79 7af7e4 619bec a6a5b6 7055d1 7f4777 ba647a
b9390b dc9658 b2f337 61a0a6 b5a8fd b23cdf 66576b e4cbe1
a02508 b2e149 63745b 61ad4d 7eeedb 910dea d9a6fb a76b9b
