# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
88e0ce 5783de 0045fe c4b5f7 a62c23 e37a34 e2de3e 65756e
b8c0f8 7d4cfd 67527f e97daa 93444d dfd6be 618507 43d22d
d6ddec a3a0ee 5c3cd7 a98496 f5c206 656256 558a23 43d48f
449688 ab41fd ffcbf7 f476dd 94337f dc0522 c6e45a 43dbb0
43e1fe 7a9eaf 932d9d a31b1d 8a7772 bd6e29 b6c804 b2e5b9
43e9fc 939db6 874af5 ab406f e0bfb3 a68343 685801 afea62
43f0e0 53aac4 465bf6 9e5b6f a60c26 cc9e96 e83321 ceec38
43f0ed 779de0 9740ee bf4679 fa8ba1 97af29 5e7704 c9ec73
43f4e6 709bc3 633ae8 925a7c cc9b9f d44355 546001 a1c02d
44aba5 cddbe0 6353b6 e19ffb 63565c 97670c 9caa56 43f817
7641d9 9c7cd7 d4c3d8 963b2e ee722b 43fb5b 95bf90 578774
9baeb0 505a72 4564e5 d2aafe 7d5819 eba70e 857e74 43fcaa
a5cbfe 443bf9 d954e0 7a5075 b24c1e fd6a02 a39972 cfdb67
7cdee5 444ddb a381d1 795c71 d5193a f87438 f4d81d 6ca592
626565 444ee2 c3b6ca e56cf4 9a2c23 f25437 f8cb03 9fdb94
7cccfb 4451eb 937fdf 695072 b1869e f29f22 568128 c2d4bc
4455e9 d1a2ea 7f4382 ae73a2 a94e11 45c646 607f68 b4e6cc
6086de 44599a e2ccfc e96990 904e56 658c1d 70c84b 6afbcb
b3c3e0 445b84 a065e8 f4669c 7c6351 b5873a dfd81c 49fdcd
c7dcf2 445bc7 9597fc 987c9e 794959 d17175 d9131e dbb764
445d7a 7691b5 ac2edd fab1fa a23e00 b09f30 716e5e d7d9d5
90dbd5 7c8991 575b60 4460e7 bba0f3 917151 d28f2e ecda5b
88919a 44617a b67fe2 a71de2 a84101 d88e59 e6d003 9cd3b2
4af1fe 6ba7b5 44617c aa31e4 bf1d32 fe780e 938d7b baf33c
93e6f0 8147ff aa86e1 aa598a e4bbaa e98536 c9ef0b 446249
446364 a1ebf3 6e9ebc a851fc 9b3f2a be7730 a9cd76 8e9286
d6c6ee c92deb 824975 ff5b96 ffc4ac 8dfb35 44652d 5ab125
818f8c 4465c9 d7a4f8 715062 9e422f f17027 caec45 9ce4c7
4467ed bfc4e1 5b5587 957b85 d6b0a8 b23c0c 5cb148 6af85a
729c99 4468cd cab4ff 8b366f a28137 e0cc3f 64624c 89f2ba
5f98a0 c2b7f1 b117e0 6c5156 caa886 899c04 446d05 82f40b
79a7a2 b3e7f4 446d86 903ee7 dc91fe 7c4e2c b47328 dadc27
446e6f 9591d5 cac5ff a32cbe ae0624 ca7457 f9ce72 70cbb0
50f5f9 7c9dba 6d4e72 bb01cd 9b7f7f fb7e33 c7d49d 446f36
d4cce9 9a37dc d18bf9 f8469f a06403 85aa60 5aea44 447163
6ebbc9 4471bc 824761 ae2d08 edb099 cc7b0d c0db0b 778869
a0e8e7 adaaf7 8c4eea 744586 a57886 d0bc6b 7c9a0a 447437
7aafa2 a38ed4 e2cbf3 7d3999 b12813 cda14c a0f0bc 447464
447984 ccd4fe a88cf0 713ec0 eab5ba ce7968 9d431a 6cd108
9ee6ed 78abb4 44798b b03fff 9c2f01 e0a844 939779 656758
447a75 adceee 882bdf e84dbd ab0f2c f3190a c29f86 e2df4d
afbbd6 d733d1 980f8b 886b77 aba62a dee368 447c14 72ebc2
447d8a c5ddfa 96a3d0 b058f1 a13652 ceb7b7 f3424c ffb609
447ec7 d9aaf5 988996 9e096e d59525 696147 ceeb48 88e5c9
8be1f0 8f8a92 ae21ff ec63e6 a91082 e6be9d 92c200 447f35
44839a b9a5fd 9b2eea a63664 fda6c0 ea6b56 656301 a2e563
448a8a c395e3 9c54c9 e9d7eb ca1d46 feae9c f47116 b1ed2f
84c2de 6813fe ae45aa b62d32 fbd2ac b9a653 bce301 448b76
47ccb6 448e99 8646ee e380f6 bd2602 f16506 79755d b2e96b
44908f 7d37eb a775ea d7bed5 7a4f56 b79251 bef220 61f1a1
4492fc 673cf7 bfb2c2 c13f97 707160 5c9a24 c7e9bb 44df41
4493d3 5347cb dfd0fe 7b577b cb1c39 e6b824 9fa87c 9be3c8
88d2f9 4493ea 5f708c 7d2dca 855e4b ea6409 d6b777 d2e0d9
44959d a3ddee 485e67 9e3df2 d573fe feb120 786d17 91b27e
99c1c7 b685db 8854ae a91b21 d57122 d9ca13 58fdbb 44967d
a7d9ec 4497b5 9f39f7 995564 ad1410 de7c53 e2dcba 9ea7a1
b1e5df 4498de 623fe3 a63f75 df9b98 685635 a7c70f 6f8c26
a8aaf8 8c46d7 ab526a d09084 c4d75b 456414 449916 81efcb
449987 9f86e6 8637e4 caaac3 9b317b ba8403 746f40 8ddf6e
4499bd 555983 9342f3 f4cfe6 d93709 795f57 b8a476 bee558
44f9fb 449cd9 6755e4 666071 9c979c af6d52 d6d633 9ccd9e
d0d0fa 615b72 ae25df e071c0 ce3c10 c2c308 449e6e 8ef3bf
94dcfa 4e43f7 ac79d7 754687 ea8dad b9e938 449f35 616f5e
87d6ea 655cf0 a596f9 d0308a d199a2 88431e e5df63 44a131
8be1e5 8760f8 a08abf 685a61 cd9197 903c02 ccca7d 44a433
44a496 456e76 c51fde f67cf2 a22a35 fc150e c1bf82 7cf907
44a6fc cdd2fb 692ce0 8e61a3 c5b0a3 729c2d 4a6c1f 67e10e
d9d9f3 8b31e1 f057b4 997670 c8ab9f 92390d 84eb4b 44a713
6c1ff2 fca4e9 eb35c6 8a4473 d20b42 b2b610 9de0bf 44aa92
4df8f9 44acdc 973be5 9f317f f33900 cbc0b3 92e216 648d6f
54587b bbb4d4 d045d6 967b84 edb3a0 84502c 7cee04 44b332
bed1e2 7755fe ba86f6 b13d70 c9c62c 4c8d17 68fcaa 44be9a
899da9 44bff9 7458bc e4d9ea a01353 a56232 c2a13e a3dca1
44c0b6 6e45fe 8c6ab5 a4256e 6e5900 90b104 83fe3f 53925a
4b56af b77dd5 cfbfd0 b94d1f 8df772 44c22f 92a18e 6b6e6a
8a24f6 be8ce3 febfea c20e80 ae6f67 596311 44cf22 c9e5bd
4b70d3 b1a1da 972e68 fec6db bc6d7e 666625 c1e100 44d07a
44d5d1 8d74f2 6b5a93 884651 9d8886 c14902 e29001 efdf2d
814df1 dbd3ec a891c5 931d8c cd3472 e88f9d 67621b 44d714
cddbf6 6a55ef 958fea 7b6c95 f9879b c25567 735416 44de37
d1cfe3 8249ea 63546b bf90d2 a0691a fbd80a 44e798 519276
b6c4da 555c68 9b01ec df59cc b34904 d5da05 44e9aa 5e9b7f
44effa 78a7d3 654edb 7e6473 f2bcb7 ad0205 be796b abca05
549fd6 cedbff 8051e6 8c848c 6c506e fac0ba a16d3f 44f039
4d7d76 c3dbea 87a8c5 d703e0 974513 e0bf18 999e6c 44f0a0
4c5d61 5e44f9 9168af c8b4cf a52920 e17430 44fc71 529980
6c32f2 a66ae2 6b4c84 f8b6f5 ce7ca0 b1445e 8ec037 44fcb3
798490 bcb8d6 a14bdd 951d80 b5070f f63e18 dba188 44fd2f
bbc4fe bb4dd6 774576 c1aeb5 b12919 49c500 44fe8a 5f7365
51cbe5 4538f8 6d76c1 a0919c 71646a 973e16 fa862e d9e1c7
4d8a81 4538fa 82438d f44edf f2b8d1 b34942 aa9302 b0e574
74f4fd 4546f5 c675d0 8b3571 fba62b 6b6606 abbd95 5c8f74
4551ef fb80ef ba55a0 f4cade 7a4d5e 9ca573 4c8421 8aec66
6eead1 4553da 5d585d d699f3 ef6994 ca302b c6f027 82b92e
a7b8eb 4554ad 8180c7 b0660d 695d49 a0957c c6d673 74f8d6
63d2d5 588ae0 4557a9 77727b ab3a3f ba7e0c d9c940 9ab090
a7d2ea 6390c3 45589b 6f6767 b39686 ffc6a4 b55f0e f38903
a8c8cd 6797d4 455ea1 765b65 dd7e8d 8f3c07 dfd71c 81971f
455f63 8a2ee9 cfb1c5 e24bb7 988377 864f13 cfe3b6 77cb4f
45615b 7bf2de 8a92d8 5d3bfc 7f5199 e3977f b94901 c9cf1f
456366 8598e3 dfdae2 8752b2 ee829e 934e24 a58f3a 61e63c
524bfe b698df f7cee2 d30f94 cb778a 7e6f17 a3e405 456452
45645e 9f58c0 e7cceb da88e9 b61b18 d37419 95d17e 6f9489
a0e7e9 819296 456775 5dacea a746f3 c5a05f 8b6711 cad903
8cd8ce 7d76ff c4acfe a680ae 9f2e99 df6f6b dad213 456805
9dd7d2 4569e1 5c5380 b89aed ed6493 89521e aa8a21 e4d746
8addd5 4569ea 9e9aee a56395 b72e0e c7a66a d9e710 606059
7deffb 457083 6ba9f8 8b5aed c29cb1 992a4c e93b50 95d258
5a706b c9cdcd 4570e2 a68ba4 fe9cff a81307 f97317 86f075
457169 9b4eee eb9ada 774f22 968425 c4d01b 7aa88c afe2cb
4571f1 cdcce9 c60394 bd737a ede201 87850a 49622e 75d579
45727b a4d0ea 8951e4 aa82c6 a41425 f29284 e9370f e3df5f
85ede0 78acc4 cc22d7 d29690 cc1720 f66604 d7d729 457666
b1c0e0 4576fd 734e6a fd728d e0c510 a69204 607237 63fad1
457886 b5abdb b438e5 9e273a c1a74a e4e51d 92e9af 55b096
84e7f8 9ea1fa 8853e6 a984a2 695d63 f2aab1 b6c449 457907
52fae3 60b3ac 8704f8 b074fb be2a9e 625c5c a0ba23 457b1e
457ce9 fdb3df b2377f e86f97 68563d aec00e 7b8a3a 88f7b5
55d2ff 711ef1 c948b0 6f6669 a0928d e8c3ac 96dd29 457e2e
6780fa bdaefd 8001ed 914e98 c385ac e0e700 458112 6deab4
50b8cb 9860c1 a12563 d0688a fbd1d0 9abc6d 89f522 458132
91a2cd ded7e3 874cdc 824d22 dab614 97840f 9ae89c 45836e
45838a 73e3f7 8d06bc f921df a7815e dfde5b 576c02 9db9b0
458398 d6b0fc 9b2cd7 625a5d b32720 e06d57 fdbe3c 7bcdaa
8195a0 4583eb 883c80 c4330a 6a6560 bba257 cae55c 51dec0
7bc2d6 4e5f66 4584be eebeae c4850c 795f0a 878978 b6ee51
73e1eb 868484 4585d0 843d6b c63a29 ce9d28 f0e11e a0c597
4587ab add0f5 a127ff 635860 d6b3b1 a23a25 dc6605 858a70
7224f7 9871df e6c9e1 962279 de9c01 68690d 5fe198 45886b
45887f 59adf9 a02bd5 c7a6b9 b10320 c57d30 aaee3c 49ffc2
7fc5da 4588b1 8140ff a03c6c bc9350 f1d20e 6a6023 cee1c6
5ff9f0 4c3bf8 6c5c93 bf7ffd f771a9 d0d3a4 84ce15 45893e
4589b5 a7c8e5 891afc 806f6e a82515 f65c2f c3b398 ffbd09
c2ccdf 458cf7 5540d5 7d5d90 e07377 debd16 4d831e 56f3a3
5dedf5 9995a0 9823ec bf68d0 9e3f5e f3c233 45941e a7caaf
90f0e3 949898 aa1df3 fd51dc a53a7d 685845 cabe7f 459430
459798 bcb6f8 894fff 9f3660 efccc5 e4933e 746908 84ff04
6640ef 8b62a1 cd8de7 9b3220 fd6207 6ef180 45997e d5dbd7
a4b5fe ae40df a5939a 96296b bad129 476b36 459f31 72f9d6
c5c8d7 4854b3 a189ff 94769a a15925 e18a11 f3cc78 45a47c
5365f8 f290de ab2a84 94878c e2db1a 59624a 45ab4f 9ed3b8
8ee4df ca9bf9 bf17dd e01b7a eea09c 726f03 cbec66 45b803
a5ecdd 7a67e2 b29ff5 8e577c a70b21 d05d13 eeb935 45bc91
45c7c6 655cfc b45b9a a1045f cdc018 6c6d2e 7fa37a b2ecc6
5390a9 b7b6f1 8749dc 8b4552 d26a61 bb0406 efd53e 45e0b0
45e9db 762cfe a976ec 69557a c46d14 f6b345 547b5e 79b48e
45e9f9 819fb3 725daa 936471 b00b1a d47303 bca87d cfea84
748bfa 5259a4 e1d9f7 c392b5 97655b e7290a 9ab379 45ee25
77757f 7913ea ba58fc e4afc8 aa2842 bc6f1c 45ee83 4dae7c
45f0f6 475d71 d335c9 b2919f 77573f fea415 c9d2a7 7d9657
8921f7 ab84ee bc2e89 f799be 76533e aa911b 45f117 4f9a77
6695ce cec3f5 8b1af3 fccfbe 8e3f09 c38d39 45fb36 757d75
45fde5 4ca5f6 8933c9 e84eab 953667 d0013a cba4a3 95d45d
45fde5 58b1cb 5c6edb 764780 f05183 a73e30 a79e17 c1e676
7859b7 ad89f0 deb8df 904f50 8c8809 c4eab0 45ff15 56a879
8b35d5 f19ef9 9b4c81 df7a29 566034 b7e24d 45ffbd 58a491
463ff6 866fbf e3a5e9 8e6072 bb0d2c f67425 d0e172 89c2aa
a1b6fe 4644de aa67c2 a72712 ed521b eac73c 5efcba 568b74
aee6e5 6b85f0 4644eb ab4490 d88da8 827467 dfd36a 7da819
8faaa7 637070 d7dcf4 4650e7 9b79c7 b55001 ffb403 6cf3b4
a0a6bd 4651fb 7373a5 765059 f94715 98877b b9f25b 67d7a4
6cbbdb 4652f5 8c337d 9c7790 d7796c bc391b e8bb31 cae1ad
5c86fc 4658a6 f1cff1 c077a6 894a5c c93c34 aab896 67dd3b
4659e2 8396f0 a39ea3 7c4b6b f5cade bc810b 99db62 62825a
727475 b5d7ee 465d8f 7f7cfd f798a1 a43711 ac8a3d cecd41
465e6c e5a6fc a12ec0 a92b2e b28e13 cced43 778975 72e9c7
46605e 7714fb d0a3ed 8f57b3 d1522d cbe650 8ad7ac 46a07f
57a8e8 4662e2 972d83 fdbace d4620a 7a7267 d5e80d 94af7a
793bf6 a48dd3 dcbff0 a61e5e ec0a48 466500 b3ec61 65c9a9
50a8dd 8438f7 e2429b d4cbcb cb9879 966b03 81d90f 466547
818e96 466587 bdb7f4 eb28f4 8f3c45 917910 c1ab05 7cdfc1
7636ef c172fb 9a518e fd9be5 ff5e67 d3da3d 466605 a7ebbb
789bfa 4666e5 ae1a8e e2b4ca a27d89 655556 d91c18 f99363
56e4f8 4667fd 8f8fb6 7b475f 9d807c b42c22 edd1c5 94d91a
4668e6 7b6d95 d997e2 864054 e6dbd2 a08127 92e801 849d92
5ba198 81dae1 8800fe fa34fe a63ca0 f31858 ecb373 466901
83dbf4 8f91c6 a615f2 9b0f84 d5939b dd2806 c2c564 466b5e
466b6f ada7bc a524c2 f64df8 d0081c d0ab03 b1e593 61ad7c
466b89 7c97f6 a49baf a01cf5 eecbdd fc000e a67063 8ee67e
a021e7 ea9ff6 961982 e350a6 958238 abb596 9aee73 466c5f
a7adad a3ecf2 ae1aee de58c3 9a117f eec038 867c14 466e51
77edf9 6b9de1 a620fa b6157d ceaab2 f1892c c3ec9c 467034
9d43fb f09ddb 9a5802 dedbc8 9fa886 5bb201 86ea3d 467061
b4b0c6 6e46b0 e855f6 ff3289 f2d2b3 998825 65dc33 467456
8594a4 afc7e3 4675b9 99366d fbc2b0 af7c6b 6b5536 aab100
5da9c8 7954f2 724988 9a7e7d c6d652 82a43e 467614 58fcc8
467670 bfe6eb ae5be4 f28ef2 8a2e8d ae1d0a aba69b 67b839
467697 d0c4ed 7230cd b07cf3 973e57 f38474 847925 5af8cc
4677fc 7c88ac 585b76 f5c4d9 a94c2b ae9679 a1c305 82f99b
50d0c2 6e2dec a963d0 9a3b70 e26683 d9d46e 70af0d 467a36
467a89 7630c2 f9ccf8 e353dd 915a4a 859926 aad242 66ba93
56b1a0 467c76 90eef7 a249e3 df7ce9 745a2c 839543 b3dd02
a8d3eb 467ca6 b694fa 7d4c55 a5807a c31114 fe8d31 edd4ba
7d8991 4a5d84 467df9 b9c3e0 a34038 efd7ce a4971a 77f76a
4680f6 586190 daa4ec a07c7a 7c4b38 ba5e12 b6d605 7bf6a8
5d587a ead2f3 a54fd5 af9fab a4462a f18b5b 60efb4 468171
65cad7 4682bf 6530de 8b656d af2526 e1806b bfd219 beeace
46837b d0dffc 7031d3 9d75c3 e52531 c1cb08 7eb18d 48f9a5
60cbd1 871de4 a878d0 8f3871 d99436 fed91e c3debb 468462
b3a0f3 ecd1fe 76528d cf11fc f88da9 a79e20 5bf264 468557
46857b cbcaf5 9b39e7 c27ecb 915037 e2640d d6c641 78ccae
4685e5 d5aae2 785567 9a2c2d dc681d ffac00 9aa88d a0f49c
d3daf9 a88ec0 7d467b b91125 ca800e f3c914 4cbf8a 468670
468a98 7bc8f1 a472fd 782ad7 c8a5a2 875d1e d2e900 80b505
b1e5fd 9d9ca8 5f5d60 8011ff ad5deb daab3c d1d0bd 468c4e
9076be 7b2cbf fbacd4 953966 b77286 b6b487 74f30d 468f2f
469296 4f5e5f d0d7f8 c455ef e37355 9f4c00 efcb42 6ed9a8
46eeff 469eb5 7d59ca aa136f b6a792 897726 cbee0e 83b602
46a1d0 565878 9e29f9 f9d2d3 9d373b e05011 9c9d79 adda52
70788f d127f6 fa96fa 95009e b0a5a7 866844 46b330 70fd67
46b8a9 b0cdf5 5045dd 897adf 8d6870 b44329 f5d89e a7bf11
948eab ccb9f6 a531de ae0677 f0bbbb 4c771d 8efa6a 46c333
5742ef 635088 a987b9 e2bbeb b14911 aef54c 46c46b 61877b
4f6d66 46c4c5 9368e7 7f3a8c bf9085 a13709 eacc8b 99af10
cdcfde 6c40d5 9e8bd0 79646a f3b896 5e8b2f 90fd03 46c500
5249c7 c373db f1b9ee c34775 805524 869103 b4ef47 46d1ab
8b9ab5 6e59f3 cac8fd 864c69 c56053 d9bab5 a32002 46d63b
66716f c8ddf4 a439f4 d373c2 bb0117 dac5ac 97956e 46d827
5d6e78 8e51dc ddc5d8 d083cf 953042 d6381f a0bb8f 46de17
4d64dc a68ff2 9b7a94 8c3b60 c4df39 566e20 4bab3f 46deac
6181d6 bdb8f2 735480 af94a4 ae3926 ee6120 dfcf0f 46e4a2
9742f7 f688ee 9e4c90 615757 ed0c00 46e86d 509c6b c8d2cb
a8b0b7 8f34df f95ef2 953e15 f6d1b8 ae8e3c 46ef1c 547a6b
7022ea 975b9b ecd3e6 e391de e70736 46f03d a4c39d 7d8881
46f3fe 7a7ea7 b3afb4 9f27e4 605664 b25848 f77e2d baf41a
46f4d7 8cb2e0 5869c0 888391 9a2258 c58a08 79641e b9ce78
a3bdd4 7f04da 916193 f21ef8 b42237 c9aa10 46f594 5c9682
46fbff 74adb8 4764cc 794e77 a23f13 c48c10 adeb86 7d8c75
46fceb 596b6a b8afff 913bf8 b367bc 9f231e edb59d ee771f
7697b0 b2c8ff 6653e1 824d77 c04c0f 99876f c2bf4a 46fdcc
7696a5 4735fc 8a66c8 fe83ff 88485e c56044 d1c5ae 65e02a
61dbf7 4745f0 8387ba 775d70 a9969a bd5100 e4a058 b6d8c2
a0eef2 4749e4 6f75a1 cd97f0 b51967 b17951 efa30e bfcda8
474ef0 9185f7 8a5483 ee93c2 918f78 dcdcc4 4e6613 82db4f
80ada6 5a5f64 4751f6 c6b3f9 a072c1 ae6700 efcc09 79f0cf
87afec 4755cc 853e69 df5e99 ead8d9 f8a876 a28611 5e754e
4759a3 b565fe e18acc c40207 c4c93a 579a5e 626462 81edd0
a5e1db 82a1b7 475b88 ba33f6 787070 c9082c fd7e68 fed34c
b7e8e7 6db9cf 475da2 8b75fa df6b93 9b244b 8d7321 b3c071
a1d9d7 475ebd 9688e9 7a4a5f e7958d e5de6f 737a4f 9db201
475f64 92b2bd 4e76d2 9a551e d4810d f2b975 868472 6df9d4
475f68 cfc5db 8d0bea e949c4 c39888 826742 6ab00a 84f863
98caf1 4760d1 616070 9b8daa d4825d 953c01 f5c93a dedbd9
476169 496fed aaa2fd fbccf6 9d9296 e28203 7f6537 71d99a
8c61d1 f3cbff cf89bb 903f75 b2d91d 4f9528 476338 72efb9
c3ccdc a283db 9337d4 cf3b6b f3858d a68703 ecd939 476410
4aafd7 665de0 96417c d4688a d7bd2f 878b18 47643d cae4c2
47645d 4b8dae 962ae2 f9b1f9 b0a09e b55009 8bc453 53fdd0
476465 8351dd 9e7ea2 dda7e4 b15e0d fc8f14 9ff39e 7bb791
476479 5f98ce 8934e4 a1989d a96658 ed3f00 dcc9ba 83df51
cdc8e9 a106f6 e056c8 a31c78 a5807d fbc3b3 47651b 81db13
b3a9f3 bc48cd f8c2d9 6f5503 878b2e a7f557 476757 64ab94
9460db 764480 e6c2e1 bc7597 ee3d0a f8aa18 95d59f 47675c
8892ac 4767d4 ddd3fc 9b2d7f d01254 efca2a ab9b3a 68d3b0
476862 928f96 8719b7 bd5bc1 f999db f26435 d1db28 7bcc95
476966 c0d0e4 8c5fe9 cc260b bfa13d e2e321 83a58e 55f5aa
90cffa 5d29f5 8c62ca 914e6b fdbe2e bcae92 769a28 476a27
476e78 9d9da6 7d1bf3 b75fe0 ad0209 d16c54 d9d30e 67f9bb
838f9b 79abfc 476fcf fbcee0 893960 c88661 b2e01b 4a6916
6ab8a9 4771d4 c89ffb 82416d b96f20 7c786c ebcd22 9bf3bd
773e9e e9b2f7 ba6cb5 8c9a26 b6e20b 47722b 72f5b3 47b78b
477273 8c91d6 8052d4 e8c7e9 d5939a 6d5809 4fd53a c7e9b9
477275 8029d4 b3a6bb b560c9 9e2144 e1e611 74820a 96cc9a
477370 8a46e8 db9dd6 5c6124 839422 afd81f 69fbaa 48bb99
6d5cf7 e8bef0 a97aa3 943188 605753 477717 97a98a 71db59
97c9de 4777bf a32e77 f7b5a9 df700f 705845 cde13e 8a8e86
c0e5e1 a7a7c9 710bf5 9a5cd7 953a6a ef5b78 f9af68 47781c
9fb8c6 a44cc0 a5146f e46b85 c5bd55 8b9101 477843 58edb9
477c96 7c31c5 b381ee c10b66 eeb8c4 f0726e 845c0d 80fb3e
477de7 d6d8fe a89ec4 8d4008 af8c3c d9ce0e 5b6a5c 82edb9
cbdcdd 4781eb 6623f2 ab8a9c 854b5d c52c04 e57a55 5df027
478684 8aaccd 5132f6 8161ba 965f11 f3b61a a19a6a b9e8ce
95b0c7 6a2eff c36bfa 844d9a db9409 e6e06b 47874c 53eecb
4c5f5d ade1e9 4787ff b02f9d f588a9 74652e e7dda2 b3aa21
4789b3 b2c0e5 594ab4 9f9394 c0410c e1c4b7 ee8c53 766257
74e1ef 845bd1 a984b9 b02e72 f26884 f0ba01 c3ec9f 478c22
9aa1ba 5f5287 ae60e7 954d0d c98417 fdd360 d1d3ce 478d6b
a19ea5 e9cde5 fa8dfe ce32cd 7b486b b1f613 478f4c 48d373
4a6e7b 4792e2 6f38c8 eec3fe bd7d73 6e6118 6bcd24 c8e8b1
4793ab 6937e5 eec0f5 8b6c70 a14205 d07523 a0ab93 91df69
91a5a8 b3dafd 4794eb 8114f1 ae2976 ecb542 dedfba 547d4b
afe5dc 4795af 755ad8 a92b08 a68c1c d6cc62 686758 9da897
c7d3f4 505495 ac8eb3 ed0aff 6a5c65 eda577 eae221 479617
55eade 47999a 695aad b4a5fd 8d6362 aa2303 ec6c1c efb98a
7de2ee 479cd8 764ae9 755c6b 993400 d1975a eedc86 a8b1ac
a1dcfe 47acf1 732bfd 8c58b0 8e3e59 eb8fa8 bacd6c 62952c
4e65e7 ae98e0 e9cbd4 9c6612 dc9b02 9df686 47b17e 5b605c
47b4ae cbdff9 706fbe c09cff 776675 b66e5c a62f02 dfb580
47b5c9 5b60da 86357f c5456b fab16a 8c960c 5a650a cce1d6
c4d8d9 537278 904ae0 caa1e4 944807 dd9a1e 5ffba1 47b887
47bfce 565d8b 8f71ef c47188 982c3c d7e230 959d3a b0dabf
47c6cc 4a6067 4c88c5 c87675 b82a26 f6d6ba bee444 85af04
47cddd 6f7db2 8f1be5 83474d c47075 d00803 edb31c c8d3a7
47d5eb aa7df1 864bac bd5a80 f9294c a51800 e7be61 b9d8c4
637bf5 6a4c8d 99929a f9a5fc 924a5d db3325 47e31c c8d1c1
47ede2 6297ef 6c39ca 9a395a e37582 88751d e4de9e 8cd002
47effa 778086 6e39c4 af68ce 955530 d27900 e3c554 a3c6b5
47f2e3 4a9df3 69549d 957b9b 7b485b d64419 c9d359 8eb1a3
7102f4 c542c6 f5afe7 a88799 7e4e65 6d7d4e 8fce2b 47fab7
666766 dcdde6 823a9a ce3bf8 d09bd5 d81014 47fe1e 68ab6f
5a6a6f 4841e5 bf5dbd ff88cc c24105 d0cf15 839f7d 9debbc
528db3 4845da d7b3e2 735858 a44e15 c68e4b c1ef7f 919794
b3daf3 5a8ef9 485aaa a790a4 b24a61 e9001a e3a109 e8d9c2
485ad6 c3ace8 8e79ac 903169 c30a3f ee7200 f5da55 64bd89
57b6b4 485e63 ccd7fe 7f11eb ac5ee3 c45921 cda809 59fec7
c1ccc9 75a3bc 485ed1 8a3771 84706b bb370b ef9340 74fe9a
93e5f8 4c92ad 485f72 a807f4 ae2721 d8694b d6c1b5 feab08
9a3aff b398db f9bfdc ef4597 aa7436 bbed2c 6fce83 486154
74a1b0 9053d0 fab2ff df7d74 de1614 d5d9ca 69e817 486258
b5e9e2 486372 be8ded a23ad9 b9851a fac21d 706f49 6caa8a
4863b9 8b8fb3 f5c4fc 85404f fc99a4 aa736b c4330a 77e73c
5bb1a1 4c6fbd fb99f3 e9d9dd 7c6066 a39821 486812 a6e471
890ff2 deabe0 c05ac8 b9007c 9a8f90 73b253 486842 85f496
4ce9ff 5163fd 8f8ebb 775c7a d7c3bf db944c b3ef04 486847
486897 ddc3df f27dfc be3c07 f96d17 a3f05c 737870 56bb94
486af9 595b8a caa9f9 a17b89 a24d15 e78a40 bbf24f 71d5bb
486e77 bbbcc2 df0de0 ff7df7 a8070b baa02d 777d5e 49f08e
48bcaf 6f1cf4 bfabfd 966da2 c37503 ddba0c 486f4c 98efca
522cfe 836aed cab3d4 7b6983 f27887 ac8e09 69f341 487343
7d0bf1 ff9af3 db33b7 7e6115 adb950 6aaf93 487668 9eebd4
48776e bbe5f1 a327ef df65fd 8b4909 f8cb4e 978e2b b7bb9f
487899 d8d9f4 b395f8 8e12db a7684c ed7602 e4d626 64d085
c7c7e4 991bcb ef4dca 98295a a48a85 f7ce5e 487b11 87f6c6
50f7ff 487fb6 9baaf5 6b25e8 984d5c ff8998 af8b29 d1da0b
6426fe a161fa dcc9d4 cd76b1 8d4e74 488108 93a483 84db63
abbae0 6f37d1 bb67ed 90486e ef759c cecf58 488125 4afdca
488277 833cc4 db9de6 7c4a37 d0792e e1ddd0 a1ac8d a6ee6a
49e7e9 9aa5ff 9a40b2 a43824 dfae9f f67617 aef554 488372
4883f6 631ff9 cbb3d6 9c2482 ff3470 656d02 65e674 cee4d5
60d3ed 6231eb 9769f0 a5436a d97a90 f7c3b6 b8d713 48851d
5bd9f5 4885e9 a196a9 942781 ebb152 98752c 5d625c bbe8c7
cbe1ff 7f08df 86758f f078f6 e3d1c1 91a77d 48862f 5dd435
6c37f4 9074cd 6d5271 e1a9db c2411f 96c755 81f9c1 48896b
88d3d8 9c95d8 a83adc 913b18 ef5714 e0c499 bde60c 488a78
488e90 ced6f7 555789 b49ce7 9639ff f7b6b9 8e7445 67da21
7ee7d6 4893d9 743ffe a0137f 81575b d8391e a6967b f7b40f
75f4dc 97b5d9 7a0ce0 d341ee 87546e a48a8f b8c731 489421
489491 6c4e81 b13fe9 ee84d9 bd3754 dbc2c3 90ad34 aaf574
cccfde 7252df ad7dc7 89377d f48d84 696157 fcd952 489630
4897f3 a5b5d2 514fce 976f91 b22548 ca6d3c ddb601 6bf2c0
5f6180 ba9eef b036ec 8a4234 fcd057 a48f05 489b74 66e7c0
8cdde5 5058d5 c78bfe 8e7875 9a3010 fed120 48a11c a2b4a2
