# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
e71512 d4bf5a 929575 cad4c5 8db0b7 ace2f6 4091b6 7c3fdd 8c3f74 a90025
e68415 f2d259 4f661c 409472 a7d9c8 9698a9 e2d5ff 934eff d594fc 8e468b
89716a ba6a2e f5bb8e ff860a 40989f 9dc9fd b9bdc3 605d75 aa7ef0 871eb3
f2a288 877612 d6d02b cce3d4 84d3e7 409fe1 676f78 4757de a598a2 aa184d
d25f03 b9a182 aae623 6c7869 94a2aa 40a1fc 4f5ded a3619e fcc8d7 ba0f2b
8a502e dcd4c9 bdaa1f a0f825 40a565 5a6b68 a3b7d6 8c6cec 723ead be679d
f8b7b1 b54321 8cae0e 79f11e 40a76e 647592 a783ef ccbadb 863dbd 834451
bf8d09 6f672a d6d31e b3ccb8 40a878 84f0ff c226ff 9117ab f960bc b9337e
fd120a deb213 999164 5ef0b4 a5afb1 40b3e3 6f67ec e2d6eb 8c3c84 b80c38
7d4f42 b43802 c57f31 b1b088 42f966 c5e6d3 5a8b88 40b8de 605e88 9351e4
aa5200 68fb0d 608c64 40c255 abb9b5 5882fb 66636e 9c89b5 8c09cf eea6f7
725857 c12507 bc765b b6c765 a9f0bf 40c2a2 58528f 7f70f7 988cae f5bde0
e57653 d8c109 baebb8 40ccea abafb0 7b5cef 883392 aa73ad ac3757 cf0003
f3705b b4320f b0de43 40d4b2 60626e 8a6dff b198ec 8232b6 e1c8f1 aa80a0
e75d09 bb9d71 97d90d 40d5b7 5079e8 8b96c0 f5bafa 8c468f 887f85 a21950
c90900 807a5b 57b318 bfeca3 40eb0b 7f27e3 dbc5f3 774676 ef2ec2 e89eaa
dd2f12 d5b540 939268 446853 40f0a7 95acaa c4e2eb 47a3ff 7e49f4 a33596
a24802 c89c6f bbbfba 40f230 c4e2fc 91b1f5 4950e8 7a7bcd 5a588b 8b7072
e9b38f fb780e 5e6340 c1ec3c 899793 40f2d6 90bbdc 6c16f2 b24fed a43b76
f98945 987761 40f39b c4e6e3 5a9096 d5b3f0 d538f8 950b95 675b5f e30607
c7706e 8e5c01 d9af32 40f3b7 c2e1ff 89b3f0 5885cc 5a5b64 a49cad 8511ed
cfc198 9ece1c 40f6e0 64a0dd 7d3be8 60565e b64a95 d1879f ff3050 b21415
f89789 88681e 989a03 b6cc04 40f9e2 84bacf 498bbf 7346c6 a1075e ed3871
e58748 90670c 40fc8a 586873 95b8fc 6d84c8 999aa0 773dc2 dfc6d8 992c43
7b4f4c d4db30 67780a 40fdaa a8cdd2 b59ef6 8806ef a563c1 b3227d eb5f6e
963312 c9a049 40fe2a 9ea3a6 b4c9f0 7694ee 6552c4 9974a1 d52d64 fed0d2
d3b83b 847b03 40feb2 6ea999 afd7d7 4e5a80 cab4ff 9301fd e13edf a63448
ce0c04 e5cb44 88a758 c3e3b7 5b705f 7dc2e0 4137fe ac58d1 a5087b d5679b
fa6723 8a5302 f2c914 7bfa9f 95c0b0 536e67 413cfc 8e8d98 d3b5f5 d25ef5
974238 da831e dfe157 65936d 99e8b7 adb2b8 413df6 7956a9 d28ee5 9e7192
a62904 87945b c5da83 79bd0e b2ebd9 5ac7fa 4150f5 7575c7 cc7e9f 80676b
a51802 c26239 ffa373 eae400 c6d3c3 5daba0 5c7075 a2e4fd 4159ce cc87fe
dad7d7 84655f e66c08 ebc615 9d9f92 9ac2ed 7182b8 415bbc 9f0677 c30715
fabb94 a3c301 609b28 76eae8 415ef1 605d97 867f8d c588d8 8b454f a90012
b1692f 6c5a4a e3bb10 79c991 6afad7 699190 4162c2 decaf8 d372fc 95207a
b73005 cec2b4 fc9d1e 666451 8a9a60 8eeaff 416471 6ca6e0 a539ed b58a9b
f8c843 41652d 469453 51daa2 c2e4e4 5945f4 9177e7 bba4eb c20a82 c0869f
f59533 979f8d 43fc92 416764 c3d2db 5871f0 dbaafe 73438e bd7ab4 c90006
ec9363 706559 ead62e bfd6b9 8beff4 41697f 8a8bb2 be14d3 b19b9e cc0214
d7ddb9 46770a 41f041 81a383 4169ef fd79f8 9c3091 a6789d f9bde9 69585a
e17404 92836b ecda4c a5c088 416a29 7197a6 8cd8f8 9547f7 d472fa 9a3b6f
775a19 a5c193 4ccd10 98f876 416bf4 5b6594 cc86bd a4085b fbbbd8 f01462
685959 b2957b e9c21d 538833 4cef9f b0c4d6 67a9ec 416ceb b71390 e556a1
c09043 416d0e 70ed41 7389d5 9593a5 c7b3fb 8731ee 794378 b75670 f4ced7
bab4b3 bf993e eecc06 416f0f baec99 8eafd5 6869f5 9d5394 65585c 8f8586
dedc99 9fd704 48ad1c 416f6a 8de0e9 9462ff ba95e2 74429c e092a4 bb2c2e
725b59 8c4005 a57845 e28d0d 9fdd78 44f1ca 417092 7b81ff e4d4ff bfa2c0
998982 b57703 b9c256 5ffebc 7bbfbe 4172e3 7881a0 af9aff 605c61 b8002c
685953 e1a128 e4dd9e 83976b 417416 99c0b8 50e1f6 864ee4 b787e7 ba018d
a32701 ed4d1b b08778 afc994 71ff4a 79a0ac 4174e8 6f5491 fea0fc 904f63
626057 97925b 9bc70b 417907 64d998 8e40ff f9b9f8 f05be8 972082 a7648c
784c3f ba6a34 daddc3 98e444 66ad90 417b73 47dae1 8c83c7 645792 b306fe
df8d5e 9a5019 a9de17 5b5c5b 87efc0 8c8e8e 417b97 8002fb ad50f5 c9afce
fbc6bb b4a272 5f610f 7c8f0e 78d80e 417e61 cdbbfe 945dd5 a93086 f080b8
8d5c05 b8db09 8aa242 55f8ab 76acaa 4182ee 73717e 690bfe e8a8f5 a82050
fabb46 b9ae82 7f8573 418511 d7e1d8 83b1b3 8be4fe 7b2ded 794982 d554ce
c2b914 8b8f2c b0f08a 4de5c5 4189a7 a4aae6 7c4cf5 735a64 a71329 c47c82
e8e066 b8b00d 418a05 58e1ac cacded 9991d7 7b38f0 aa3b99 6b535e e35f71
d8bf3e 696b19 82980b a1e7b6 418abd 75b5ff cdc9df 6e41d1 9e6073 f7737e
bb572f fe710f a98e7b c9d272 bbdfdc 58caec 418ac6 605e6d 793efe 89259f
d9a494 f1dc95 696d5c 7ad613 418b20 4d7dff cac5e0 7309f3 9f8dab a70292
ecaf03 4ffca1 45c293 418b7e b8d2d9 a89aba 8a22e8 b856c2 893772 c34142
a42408 c78d07 f3bd29 cfe3a2 9ab28f 418c50 7c3cc3 9e72c6 d3afed 9a4a7b
f96702 914c1b f9ca04 43de82 418d69 7c5e8e e6d6ee b620e5 ea69ef c2a0be
e2c2b8 a78b21 6b7964 61dd39 86a0a2 4190b9 ccd3fa 7d4bf5 7b5476 b00315
868282 f5b413 595f3f 419230 93bb8e bbe9d6 d1c0eb 7c0ffc a637a1 f055dc
a88b14 bed549 55d8ab 419484 c0ddfe a198cc 6436f7 8b65c1 873d6b ca2a51
ffc4b7 6c5832 a9b25e d6e751 419804 78d9ed 683dff 9a74f3 ac4176 d58ea0
b2430c d2c863 8ca20d 41995e 80f7be 9cc0c2 624de6 69508d e463dd 926c81
8c5042 e1d2c8 c85e09 e2ac19 a3a585 4199a4 97d0f7 535f6f 9c8cfc 8152b5
f09b4b c46d07 f4df1e 718a6a 9cc7a6 4ef2f9 419bb7 b72be5 796171 ad0213
d9bd98 d28d06 616f24 75fb3c 8cadaf 419cd2 c9cefd 8849df 9f2f85 936b6f
997777 fab16c 4f6220 41a00b 78f6d4 9394c1 d3caf2 9624fc 9f2a8c c0a2a6
f91f04 f1c9c4 996f56 b2b06b c4ef53 41a291 97b6f0 6161d1 5f5e6d aa0310
815219 e39e0f a08748 b8de8a 949b97 83f3e0 41b1ce 6c7093 ae3fff b61165
6e592e e0ddbe 8a8900 4af32b 41b476 abbec1 c58afc 943ddb bc6fa5 ae0176
c03834 fb801d e3d57a 41b784 a4c8d4 4252f1 8e86b2 665589 c99cfe 8d6f79
c3745a 876308 9fc961 41b9a1 4e7e81 a6e5eb 692cf0 9075c3 c1a0e0 a43452
a3360e 94c140 b2edb9 477d57 41b9ff 6441fe 8469c1 dcc5d8 7c446e e36a9a
997e75 f8a069 80a000 437901 b5e8e5 41bcbb 5681cb 8321ef cd1b8d 903a54
e8251e eda211 c3ec83 41c185 595b5c 7d8da6 6c47ea c1b0f5 ac71fd ecc9dd
ee5d59 e3c303 9cebab 41c1fb dbdded 797ff6 777598 a59bac 843cb4 b82234
bfacaa f9d5b6 735609 c3e321 5d695d 41c45a aed2f4 9f8bff c027ae b47a9d
d72a24 dbb799 93fa5c 41cc05 cbced5 5945c8 9e6cff e36fb4 96386c 9f7475
aba28f 9c7c02 90e44a dadedd 41ccea 797a8e 6124fc 81479e d44bf2 ab3f57
f07863 e7dacd 8b4f04 ffb943 41d1f9 7f8bfd 4e3aee 875fa9 a995a5 cc3d5c
556700 a2b58a 41d509 c0eabf 6e25e0 dfd0e7 aa53cb de75b9 b5346e ec254d
6c5a58 99311e b07236 e3c313 41d5b2 bbdcf6 646f8f a6a0db 8713fe ba57fc
625656 947d6f 8aab03 bbeb0c 4c7124 41d682 565be8 ce90f7 943180 c75d9f
615e5d bbef43 487c19 63ba2a 41d6f1 a783e1 a12cf3 95148d f31990 edbcbe
f5d4a7 a39150 627154 41da1c 8ca7ac c4d4e5 5332f7 df8ef9 bc53c8 b70305
bc877e 9e4212 d2d7c6 41dd64 505f59 4890eb 604ff1 aa9bb8 816897 f7b0ff
ecc310 9d930c 566601 41df97 93a7a7 47787b cbcbfa b00fec f24cdb 7c484c
e8420a b4ce02 4aaa79 41e6aa 858d9c 781dfe 955dc6 c586eb f5c0fb a3434e
e33d24 bdb544 d2ea10 41eea2 afc1de 5440e0 8a8698 7e4f91 d470e3 a85864
ca613f f8ab87 dbe73c 719484 41efd1 7e30fc aea1bc 8b5f9f dc58fc 8f3d61
efb2b1 746139 aea21f c3dc0b 629d67 41f8eb 5ebed5 4b6278 9769d5 772ec0
d5ea18 5b5c56 4b8644 50bf4a 41f99d b8d1ec 8b4cdd c696f6 944082 fe53ae
b32825 db6d26 b7db48 509e7e 41f9b0 5d707b b184ff 984bd2 c88fbd f8d0ec
9f2500 766d59 d6d25b 639310 41fab9 a9c8e7 4994ec 7926f1 a13194 c69495
d97c11 7b6e50 dddb4b 50c08f 47ffc1 b1d1f3 7177e8 423bfe a29bb7 ab1b70
b11e19 dabb92 bde43d 4aa43a 99eddf 676c96 4242f5 9a96a8 ef5af0 8a5a5d
be7c68 b94718 d2bc34 7dfaa3 63a7ac bed2d5 5f6288 424cec 9b75e2 665558
d5ac67 617003 bef10f 7dedbb 6a87b5 4254e1 cbbae8 734586 969095 9e5660
d16905 eadabf 77e359 5da777 b2bcc1 4258b2 876fff b38bc5 866583 b52328
ebd839 759409 8fbf6b a2f3ba 43b19f 4258d2 cec8e3 bb89fa 84616a a70f12
beb018 e8e349 57e8a0 61b0a1 425cd2 9c8ae6 c9b8f3 94517c a31e32 cc5b5e
edaf09 757361 8de299 52b468 425d7e e2d5f1 921be0 d657fd b29ca8 c8191e
c76228 e29a04 f0de31 c6deb1 99a592 4fdbd7 425d8d 8d5fec b27bb4 7b6870
c13b00 d1bb11 5f644a 679b61 62e89e 425f7d ccd0ec 9e8aac bb3bd1 fa71fd
c8b8a3 ffb54d 7f9346 558e8b 4eeffd 426064 58b5e5 8810ff a553cc b3021a
efad19 816d06 949964 53f890 426251 71a5e5 c5c9db 8067d5 983886 ca6796
ed3611 928d67 c4b749 4eddb0 426262 c7e4f0 98b3c5 db76fa a950ba ac2728
855447 cd4009 d5b640 d0d5bb 64a163 bae6f5 426276 72b8f5 8c8997 c541cb
ae8570 875a39 ed8f44 e6e33e 56d8a6 426375 889aed c7c2e7 9995aa 8750e0
d76042 a04007 deb376 81827f 91f904 426376 8fa9b9 d3d3d9 b284ff ba05e3
bda694 84690f d3e1a7 78da28 42637f 8a95c6 954de3 febbde 9c2149 c45669
a98a3b efc703 b8e8c5 79b6a3 647e8a 4264fa a58bfa 6d488b c6acdb b5084a
dabbb2 e49027 426506 c0e980 7a847b 42ecf2 51a0b9 6b36fb 86519e e01844
b2a883 868200 b5e62e 426522 71f2e9 8c9af1 8a4ede a90187 e655ac a55f74
c28774 ebca05 73f6b6 42656e acaec7 8284f8 850afb da32ae a21340 e1092a
7b5345 bf5812 93b513 a8f397 61976a 8cb4ef 4266ef 51558f 78717b d7cccd
b33d1d c2824d d3c269 47c8ae 426861 56938c c2cdf9 9b96d0 7836f7 8162a7
f8863d 99632c 768574 a8dab9 5ba5a9 42687c 700bf3 9759da ecd3f4 e598f3
a07b79 f77049 f5d102 606507 7ee88f 4268cf dad9fe a08fe0 933062 c1afb2
7a7b27 d3d670 a1eec9 426b66 abbbc1 808d9d 7f30fa 7c448d d476e6 f87577
96683e e2a462 b2f524 8ba698 426b6b 9ac7fd 7a44f1 b474f2 734894 e0d1d6
af6f0e cea33e 8f9279 426f4b 7afc96 a1c5b6 5d90b0 8e4ef9 d9bae8 68546c
e73a38 fb9f4c ac9f8f c9e2ae 8498b7 426ff9 81509d edc4da 953c5a a90711
ce8f16 dcd04c 427103 94bcb7 42fbf5 c4acfd 7b48d3 a76fbf a3046a e55171
a02f1e d55627 8ac162 56fd24 c5e7d2 42726b 870df2 975fb1 e5c3f1 c38cb0
f8d5ab bc9537 8e6b11 7bea04 427355 796bf2 4a34fb c9b3f2 bb069d ed54a2
e0974d 948164 835902 bef245 72cfbe 427377 9292ac dbb7ff aa39fd 9e214d
a5b11f 42741c 48fc78 a8c9b2 8598ff 5d6bda 967aa3 ebb1e7 8a3c7a c1747e
838322 aab24f 58fe04 42746a 8f99cc cbcef9 b021cd f80188 a5203b ffacb5
827776 be8f6a 427606 c0d5ae 72e04b a0a0ab 8981fe 701ff1 9e4ba0 f2c8e6
615e59 97985b bed448 427721 97e0c3 7da49b a11ff1 e69bed c161c0 9b0e7b
9d3f0e f1d6c2 878b56 ace616 7ab405 427978 6cc1ec a756ea 773ea1 d58faa
9e7972 acaf2c 427c1a 68c691 d2d9d7 7532f0 eab7fe f248fa bf3797 824757
7d4e4d b92207 ecd652 929083 69aa20 b9c5b4 71f5ff 427c88 ba25d3 db8ae1
8c5b29 ca8b11 eec110 62b782 85f8bf 427fec 8087a9 6633df ded0f2 a80878
b27970 738c05 b3ef2d 53db88 88a9ad 428094 9f7af2 6c1eeb e9b1f4 ae0464
e9daa9 796a03 a9a50e ace921 9cabab 7cdfe9 4280cc 5f29f8 a51e69 f25775
82594a b95e04 b1bb13 90fa7f 7f917d 428194 d7d4ea 663cda d659e7 f0afb1
fe9448 b09f89 ccd5bb 42823e a6cff4 8e9fb2 7c2aeb ca53f8 724d6e 7f7a7c
ebc2ab ac9b53 71710b 9df753 428271 c0c0e5 9465f4 7221e8 ce1ba0 e878a2
ffd4a8 825301 ae882e 5a5a56 94de0a 428488 73eef9 8fa3f4 8c4fd1 c4b1b3
fa6b00 8b5523 dbddd9 9dec7f 86b27e 428971 726c97 6228ef cd4afb efb4fa
a13c2c 8ba835 b4e729 42e0a3 428b79 4e5f70 a516cb e246f0 edd4eb cc9ab8
e9dd2b b0ab0c 4a6502 c3cac9 849296 428bbe 91bbe3 9b17fd a41e7d e93660
955713 d3a439 dde91a 8fe8ac 428efd 9ca2c6 6a42d8 8961a4 a60255 e13e6d
ca4d06 e79d5d e6d6c4 a8a9a9 6ecbea 4291e6 6947cc 786a8b 8c3c4c a77173
f6cec8 c59741 8c6f34 bcdd1e 939c95 58645e 99cdf6 4294e1 720ef3 b1168d
ccb5a0 84bf04 a6f670 42963e 855cfc 942999 735f6f fa80e1 a60042 b4818f
d4d2d2 fe834a c75417 8cfd15 496e65 64c9eb 4296c2 a701e8 949394 9a1387
ef9b8d 844b01 94820b 42ef28 6f7d89 4298e8 d7d9de 4b64cc be9fb9 b30557
a62007 a6704e e87718 acae89 aee212 94e7e4 42a0a0 4f51d5 705d8d f093fd
f6b38a 9d8d09 c7e915 486b43 42a5a5 afd3e6 ac84ec 8646e5 af287b e9326e
eddbae b4dc24 42a775 447168 804af5 b180fe 715393 e198c1 a02635 f72e2f
d2702b 705941 faaf21 42aa8e 4a6b70 b2b4e1 8d46fa a478b1 93109a e8d7da
ee7b17 8a5a17 979572 555b57 69faaf 42acc2 537a88 c6d5ef 6e21fe a157d5
9f3105 ecd3b2 ff9c01 838644 4d6f64 42af91 84e5ec c594f9 b927f9 795187
b0e273 5b8348 42b810 6ff7d6 6e1bfb ba7add dfb6f2 bc05a0 70636c f6869a
c50501 ff9688 aa9f04 d9d236 b8ead9 42b8cf 5058b1 787998 b668fb a55557
b2613a f86e08 ded221 bfe0c6 42be7a 5a5b6e a16efe 8e32c5 f185d4 8f7b7d
8a7c7b 864e3f addd23 759d1a 7efaba 42c082 5e6a8f f029e3 cc86b4 fcbee4
b27a5d f36902 835825 d7d676 42c1ad 97edf5 626c8e a993fa b21bfd a00f5e
83746d d36e2f f0b60f abbc8d afead9 42c5cf 7a83a3 b07cfa a129cf 9a1b6c
835106 e8c616 a0900a baebbe 42c6be 437079 8549dd db6bf5 9f1752 fc7588
8e411d c65a01 e0c6ac 6f7468 42c850 b9dff0 675bd9 bea9f9 805288 c08ba7
a51d10 c5e910 42cb52 767877 6788eb b8b3ff 7d2ff2 b68db1 a04693 f2b9d0
b78d87 706865 9e461e e16701 ffab5c 9ff3ba 42ccbe a0a4f3 7b7cb1 5550a5
745149 af693a ebc89b aba08d bbed2c 82bb06 42d0c9 746d9b 8f25db eb42f9
bac82b 839b35 4e6344 a8f1a0 42d1b7 b87ffc 9921fd feabfb a3188e b56d9f
7a4d4c dee321 7a7e11 9cb251 42d3bd 922ff2 bc6ffe f29cff ac0d8b d257a1
b53226 9bc247 a2f916 42dab5 6fa2b2 dac3fc 605471 c977fc 9617d1 c9667e
973c0f cca10b e8db05 83854f a1caaf 42dcfa 7c9fff 7145e4 f453b6 955e72
a91800 988743 97b800 b7ef62 42ddf9 859cf5 8260f7 766598 ed8daf 8d4f56
b34220 bfaf39 c9e9a7 42dfd6 adadff 8c87b2 ae3ef1 92159a 775871 eb7c89
d8ccc5 dfa20f bdef80 85b478 42dff4 6e27fd 9b65c2 a59da6 954673 c82750
b21406 c57734 ecc79f 42e803 4d6149 c0e2e2 8077f1 baa9f8 a592a3 973e8c
9a321d 8b7e57 d2e3a9 57b515 42f00b 637678 acc1ee a777f1 981bbe c1abad
9b3f3e 9e8d82 dddc16 439f05 42f191 b0cbe8 686b7a a356ff 7a39b3 ce72c5
924136 f69f8c a6d70f 76a33b 42f3e5 93b2fe 8c3cd5 b565bd ac98ad ce4d75
b43914 d5ce87 a4bebd 42f7fe 5a686d 4cbafc 848f96 7a39b6 a163b3 fc565f
d8be36 907c02 afd5b8 519f75 42f8f6 666e81 9f9ead 7f3eaa d36ade 893e40
993221 f4b199 aea201 42fa2f dad9ff 7a7998 afa7cd cc61fa 9c22ce d76072
9a2d1f c9a48e a17615 b9ce53 4c846f 42ffc8 b7d7e9 8516ff 6b5877 ee30d3
985135 ea770c bfe011 5ecd80 42ffce 697c7c 883af7 6c4f7c af65cc e2b2e1
955350 d6190f c49d09 cec699 b7f23a 828c8f 97c0d6 56647a 4a86ec 434add
bb903e 8dec1c 7ba3e8 4357e7 75418f f1cdf7 fa2e84 fba1b5 8f4252 c40b18
90665b f58341 bbf026 69ac8f 5bf0bb 4357ee 8b74bd 615280 daa9df e20203
576a3b 69d605 97aa94 4ba140 cfdbde 43589b 8f67f4 d4adfd aa82b0 835c70
e96a59 a73405 a4df4a 49604a 50f8af 59b79b 435ded 9083d5 d4b7e3 95668b
9b5d59 ed4820 e9df53 a5af79 c6dac5 81a8a6 5acffd 435e6f 7a21e7 8f76ac
ab760e ffbf13 43624a 7cbf8c bde5d3 868a8d 4495f3 564ef1 bfb3cb 846291
975741 f7b01e e0e19e 949e59 b8d1ce 4dcbf1 436398 508bf4 68535f c0799a
ff7c0f 43660e 6df173 52b2bb 8900f3 df4cfa 7b727c ac39a7 e52d4a f7cbcd
d2c70f 808623 43662d 63f5ad 7eb6b1 d5ddef baa0f7 af48d0 b63c76 e6737c
e8880a c7ca7f 436711 51fed6 7cbab3 c6dafb a385d4 8442cb a4467b f53b6c
89780f dadbaa 8eb95d 7aee20 43684f 547ef8 5b2df2 af0f8b e29cc5 c66f85
8a6200 9ba336 cdea4b 6a907f 436860 9fccec 52abfe 5266f2 c076b0 f8b8bc
a31f1d f13b18 ce9871 7a7466 dcda03 72f8c4 44b1ac 436b7b aea7fb bf48d6
d07a74 a23c23 8abe18 acf24a 62edd4 436bb0 848298 d5beff c283ed 6f535f
755032 857d74 bb982a bce738 67e69a 436d86 a1abbb a533e9 f0d0fe f658fd
7e4b2a f6c636 89943d 46fcab bbc5c7 70a1c1 436eff 665b6a bf07b1 bd7e8a
757714 90a717 a0e031 5aa47c 47db9a 437063 e3d6f5 7f1ecb de9af7 ca54c6
f67351 eecb40 4e6308 b9d2a1 7ea09b 91e9f8 4eb7fe 4370ab 97376a de1453
e1c730 437106 c7e4e0 9cb0b8 7ccffc 519fd4 7762f3 813593 ae3c69 f5797c
9b8f69 ffda10 5b6f21 a2c157 9edfca 66a5f0 4371be e4ccff 8d396d ce7ba4
c10a00 dd7e20 fabd36 bbeba4 95b38f 6dcfff 4372d6 b998b7 a11683 a16468
8c721b d7bd34 84a885 5cfd9e 43736f bed4dc c242fb 9b28a5 fa7bec 9f1e41
ba9754 ffcd38 90e1c4 5ca69b 437587 ae9beb 6a1ff0 e5d5fd 935ce5 be3b53
e69170 9b2d00 96714a cbc905 b0d4bc 6ee6f5 43758d 7da4ef a226fe 979094
b97e0e a8b19e 58f668 43776e 8ea1f8 a440e9 fccaff 9c0b89 fa4cb5 ba192d
e08c80 c7be11 9dedad 437777 5592fb 9ca0b0 cfcce8 7e2cba a8234b ef0533
d24335 ecac0f 9cad70 bddcc2 4baca3 437894 ac76ef d5b9f4 8c1ded 84424d
655a59 905023 f7c729 92a430 cee6a3 4ab69e a6e2ef 43798e cd93db d835f8
ad6245 f36f0e e0e424 6fb588 4af19d 437a79 850cfb ae57e7 833f95 d3a0c8
c5d507 77fd9b 97c5a6 859391 437f9c b87ced a818e6 f0a1dc b12262 ed1836
934d3e e94402 d99868 fbdc34 90efb7 4384c7 9c9fa5 6b3bc8 d8c6ed 736d74
d45b28 9d9979 d7d6bb 9ce403 48f8f9 4dbccc 438590 9b7df8 834eb6 aa0f57
953b0a 9a7f4c c1be3f 56685b 88e3a5 95aea8 43878c d3cef5 8c40fe e467e6
8ab345 afec4c 438b19 54e8a0 44b29a 5d32e9 c0a4e6 b063c9 973586 767174
ffa28e a37f77 dc712e dbdad8 65583d 9be206 6dc2d8 4c6e7e 438bd0 930bcb
aa2303 ec6c1c efb98a d7e820 438c64 55eade b4a5fd 695aad 9e7ead 714d5f
d0ea0e 84a247 45ed9e 438d86 bbdbe5 bba9ea 7208fb be61ff 9844ae aa3056
a63010 b3aba8 fbbf8d e0862f 43906b bce5dd 83ace5 634ee0 7d7391 774a59
a4430e f69c61 b18508 edde13 738467 8eb0a5 83dfe2 4390ab 7058dd 754e66
f48a6c 917b28 d9cd0a aee3c2 44c9ec 4390b7 5e4dd3 6a6772 aba4ab 9c2842
92423f f1c028 439100 6fcb91 4d31fe 8260b6 a6a2ac e4c5fb f56ffa d44d74
95381d e5740b ecb666 439161 91a3a3 82c7f5 d4d8db 6c3de9 a77ebf 845390
b43b05 e07f08 c1dd47 43925c 8cc3a7 526761 573bf0 806994 cb64eb e2b0eb
c22c1b f45d34 fdc074 5c6761 50c3b7 439295 b0e4fa 854afe e46fed 9a189f
e8bc23 9f920c c0ed9c 5a7a4b 9bb49e 4393d5 8b21e7 e2cbee 874091 c65a8c
76524a ff8f30 e9dd95 a9aa85 707b0a 97d9cd 4399e6 743afe aa078b a57894
d79806 a39e76 badb7c 4b8136 439ccf 6738e9 f0c7e9 ad0f89 a76e88 625657
f1d6c3 ad5b15 f7b14b 439f6c abdbed 5e5d7b 991ce9 fd56d6 a50743 baa9af
b6a491 6d6426 b1d43d 43a126 90f6b4 8680a2 8e00bd e569f4 fcc3e4 c03b70
c3a1a1 ab1f18 f8d2a1 bad601 43a32d 596d58 78e6e2 6d63f9 9c8ddb 925992
a77131 bbf018 a6b877 80edc6 43a493 7d6a9b 9415ca f92ffe f0a0d6 913557
dbcdb2 939f82 77e331 43a515 496246 ced8f1 693ef6 d087eb 9c429b 887481
92534f a51c00 d7b220 90903b aacfb0 43a58c 5bd0fc 5b3cfd a583fe d544ab
f4d58c 7a631d a0b902 43a971 45635f 94e1fe d80feb c48ac3 a01e94 fe99ae
a04307 cfc762 43ab01 647d6b c6e1e3 84c4fb 661ffc 9a5cef 8f5c96 df90a9
af8073 d9511a f19754 d1ec1c 8be5af 43adff 8053e1 a098af ac198f 71525d
ffc1b7 776429 bcf102 43af1f 496966 c6b8e1 a932f2 960c91 e348b0 d08ba0
f59d0d a77a28 765515 9ef38c 43c7a5 7596a7 b286f6 8f52c2 e5b4fa a7346f
bd7d03 ecaf19 676639 adf296 43c9a1 578f86 9e9cd6 a356dd 853488 ebc6eb
995437 e7caa1 7d9c6f 43d334 c2e5e9 5483db bdaff7 6f38f8 724e84 9c7c98
e6b98d cb841e 776516 c3d90a 43f4e8 465cc0 8082ac aea3fe 9c245c ec3a6f
963b2e aa9822 8dc493 43fb5b d9dcda 578774 9c7cd7 7d3df3 7d508f f09dde
9f8f3b dfc70d bbe4a4 4f6750 43fced 6dbbee 707ad0 7321df b2167f e37ca4
ea8528 f9d21c 4e6745 b8eeaa 9db89d 58cbf8 4435ff 955fe4 bd7eaf 9c507d
fdbc06 86702e b2b165 4d6b5e 9ec4f9 d9dee5 4446ea 817ddf a93f8f d57e97
bc4a27 a3a299 c4dd18 80bb5b 82f1a0 758089 578ec8 4449fe 8d1da1 dfaddd
bb250b ea7b2e 6ff312 a4c39d 5d7462 4451de 975b9b 969496 e391de ecd3e6
a82b18 df550f a2c05c 5b7f5f 8ef4bd 65b7b5 4453ae 857399 e6bbfc d45ffd
8e5c25 b0b505 dfe714 70786d 61bc78 afdcca 4455e7 694e7c f9abf3 da70b7
a91b03 755a50 9d9b43 cad410 beebb5 5fcfd4 6a8cf8 4457f7 b13196 d99b9c
bd5e3e eb8b3b efdf04 79ee96 68a788 bed0cf 445a95 a49ebe c93bff 6f6365
c0280a f66c38 fbcea7 aeaca7 b3dbe7 5dc4ff 4594d4 445ab3 724d5d a47186
aa602f c9bf0c d6e3b9 5d947a a9d6ed 445d8a 9064f0 b996fb 665e62 fe81af
95473c ec7e21 b4e647 54c087 65fbbd 445e77 9891db aa2ddd 92848e edaed3
da2408 b9a92c bee66e 65796d 85e2c2 63ae96 445efc 70429b a4669b fe86da
6e5d57 a84101 d88e59 e6d003 9cd3b2 6ea299 5df6f1 44617a c9a9fb d81dd7
c32d23 e08a4c f2c712 727868 b8ebbe 90b3b1 47c6f1 446270 8318ed a658cd
b9bd99 708907 7fbc06 a9f353 446349 6ad3fd 5d94bd 894fe0 9d2b7f af848c
9f9a09 6e742a c0cc69 66957e 446555 a2ebf9 b29eff 9e5ddf 8b4c85 e09bbb
ba870e 7b776b d4c368 94a379 59efc3 44657a dbd5fa b140f3 f763c3 c11a25
d07000 fcac18 648063 9ce4c7 6ab3a6 4465c9 d7a4f8 8e779b 715062 b8121a
b74c2a dae43c a1b53f 739472 446760 bad8fc 5c26fb 9f7ce3 7f4fb4 f79cb7
